system,model,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc
RXC J2211.7-0350,local_control,0.031093728685307055,0.9162181166976315,0.3930341058013295,3.1449622141903304
RXC J2211.7-0350,width_60,0.0221355037638434,0.9179592595938451,0.32051886192801,3.034028821531376
SMACS J0723.3-7327,local_control,0.048741122739191435,0.7681485342492228,0.47307981821585954,29.175617885601923
SMACS J0723.3-7327,width_60,0.03640415837646206,0.8439246158078192,0.41367465826821853,20.127228012250203
SPT-CL J0615-5746,local_control,0.04903498474076832,0.7991545496486218,0.440799153024696,27.690663721337295
SPT-CL J0615-5746,width_60,0.03815496061856353,0.8550615088889013,0.37014830133786975,13.10939371335379
