system,realization,local_JS,selected_JS,selected_improves
RXC J2211.7-0350,0,0.01545008165828382,0.009481875963670953,True
RXC J2211.7-0350,1,0.019236364164371612,0.012549322699292488,True
RXC J2211.7-0350,2,0.022030619350977595,0.015160921585380988,True
RXC J2211.7-0350,3,0.026943315545743515,0.019559556793637196,True
RXC J2211.7-0350,4,0.020240527968767123,0.013408806598957174,True
RXC J2211.7-0350,5,0.026198896588992215,0.018663761138203352,True
RXC J2211.7-0350,6,0.014361669119462822,0.008301571283481185,True
RXC J2211.7-0350,7,0.015496003759932842,0.009383994840729819,True
RXC J2211.7-0350,8,0.015517390495499878,0.009405258976623254,True
RXC J2211.7-0350,9,0.024329918374099785,0.0166972067896885,True
RXC J2211.7-0350,10,0.020535359699385906,0.013898834652202884,True
RXC J2211.7-0350,11,0.024761201952984133,0.01732867883127175,True
RXC J2211.7-0350,12,0.0162111178460456,0.009806391245462297,True
RXC J2211.7-0350,13,0.028556679975661484,0.021155451957940302,True
RXC J2211.7-0350,14,0.013915378912410813,0.008208275372553326,True
RXC J2211.7-0350,15,0.02241796316481426,0.01495165350997988,True
RXC J2211.7-0350,16,0.026559657121188615,0.0193294258202765,True
RXC J2211.7-0350,17,0.02532463940104995,0.01754216686780341,True
RXC J2211.7-0350,18,0.013994367894845719,0.008264874464181587,True
RXC J2211.7-0350,19,0.02216598417712241,0.01510689798861875,True
RXC J2211.7-0350,20,0.026263848344058836,0.018651309798178885,True
RXC J2211.7-0350,21,0.01717639074097783,0.010480052148489606,True
RXC J2211.7-0350,22,0.03149654374698487,0.023611869890287004,True
RXC J2211.7-0350,23,0.022204381010478776,0.0149466643062022,True
RXC J2211.7-0350,24,0.019335725834201636,0.0127430386192647,True
RXC J2211.7-0350,25,0.031066597052662605,0.02308360402468033,True
RXC J2211.7-0350,26,0.030853108294646235,0.022949318132233904,True
RXC J2211.7-0350,27,0.01700102557745204,0.010706719871219444,True
RXC J2211.7-0350,28,0.02066305104354765,0.013639050785744318,True
RXC J2211.7-0350,29,0.026572724897085696,0.01901823140217526,True
RXC J2211.7-0350,30,0.01736574860108768,0.01114410854397248,True
RXC J2211.7-0350,31,0.015499577632041477,0.00908927633811975,True
RXC J2211.7-0350,32,0.02714985262258362,0.019610983697749503,True
RXC J2211.7-0350,33,0.022049475304543202,0.014966925338110369,True
RXC J2211.7-0350,34,0.029367366516406843,0.021705593383932416,True
RXC J2211.7-0350,35,0.031688286678163105,0.023975926620291278,True
RXC J2211.7-0350,36,0.024672438309909034,0.01761544909468652,True
RXC J2211.7-0350,37,0.01685112240718902,0.010260154590386875,True
RXC J2211.7-0350,38,0.021392392565735625,0.014078753857039121,True
RXC J2211.7-0350,39,0.015286316641331028,0.008759014994470972,True
RXC J2211.7-0350,40,0.03181600613106536,0.024179513470458058,True
RXC J2211.7-0350,41,0.018422887051556893,0.0120826865467089,True
RXC J2211.7-0350,42,0.030193604325272523,0.022393332758534744,True
RXC J2211.7-0350,43,0.01563560366011565,0.009636813989565646,True
RXC J2211.7-0350,44,0.04002546209481156,0.03233472863039556,True
RXC J2211.7-0350,45,0.024691780681978852,0.017517390386553124,True
RXC J2211.7-0350,46,0.022720993666095736,0.015213746433360483,True
RXC J2211.7-0350,47,0.02652184180844593,0.01954925444881076,True
RXC J2211.7-0350,48,0.029309729106646875,0.021706908689854826,True
RXC J2211.7-0350,49,0.033757026621260254,0.026090585091239543,True
RXC J2211.7-0350,50,0.027821854472880832,0.019940763325540446,True
RXC J2211.7-0350,51,0.01940609976254072,0.012780211440988242,True
RXC J2211.7-0350,52,0.025976008424538153,0.018551929077756005,True
RXC J2211.7-0350,53,0.01571357122550794,0.009404382807701683,True
RXC J2211.7-0350,54,0.0265044005882834,0.018857140405855233,True
RXC J2211.7-0350,55,0.02171050727703138,0.014775488867735005,True
RXC J2211.7-0350,56,0.02866775190296445,0.020803372516345398,True
RXC J2211.7-0350,57,0.021255211277857906,0.013966974660992231,True
RXC J2211.7-0350,58,0.021649029373533628,0.01453655951198846,True
RXC J2211.7-0350,59,0.017849091332654728,0.01074323992257295,True
RXC J2211.7-0350,60,0.03023400994011348,0.022779866323919002,True
RXC J2211.7-0350,61,0.027298049171621146,0.01960139090968597,True
RXC J2211.7-0350,62,0.02632671704434359,0.019076130275798457,True
RXC J2211.7-0350,63,0.017297373942262974,0.010938197618184039,True
RXC J2211.7-0350,64,0.015496934940845704,0.009018576622390957,True
RXC J2211.7-0350,65,0.01580738788133923,0.009714814323285463,True
RXC J2211.7-0350,66,0.015025961967937373,0.008327399757801711,True
RXC J2211.7-0350,67,0.02009802573723863,0.013360524248806616,True
RXC J2211.7-0350,68,0.028247620237438032,0.020446705091146086,True
RXC J2211.7-0350,69,0.024240654347291495,0.017063483982060167,True
RXC J2211.7-0350,70,0.02743897086482046,0.02001153427219949,True
RXC J2211.7-0350,71,0.014553088964590842,0.008291546178715085,True
RXC J2211.7-0350,72,0.01687157566674715,0.010490571856093336,True
RXC J2211.7-0350,73,0.025848951706266093,0.018826823402567253,True
RXC J2211.7-0350,74,0.028348558736098654,0.02073995331220137,True
RXC J2211.7-0350,75,0.029371656163980443,0.021719236678478387,True
RXC J2211.7-0350,76,0.02510125662566757,0.01725249061483762,True
RXC J2211.7-0350,77,0.026600561489527746,0.0191369143858134,True
RXC J2211.7-0350,78,0.021170218143344518,0.014274670819739006,True
RXC J2211.7-0350,79,0.02769633018305965,0.020119868942058656,True
