system,target_kind,candidate_id,fraction_max,length_over_R80,width_over_R80,shape_gate,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc,galaxy_RMSE_ratio_budget,fold,selected_candidate_id
RXC J0032.1+1808,lenstool_best,F1_L0.25_W0.75_H,1.0,0.25,0.75,H,0.09352089604502604,0.5927297821789279,0.591943861563795,10.279651010392222,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,glafic_best,F1_L0.25_W0.75_H,1.0,0.25,0.75,H,0.12668105025037685,0.41318103091519814,0.7013744582382326,30.653863117669566,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,lenstool_best,LOCAL75,,,,,0.06320691002143142,0.7087023691491401,0.5093696969714196,10.934969352720172,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,glafic_best,LOCAL75,,,,,0.0762220545007407,0.7452854192139612,0.5588676162948002,36.01402793105801,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,lenstool_best,CENTRAL100,,,,,0.1239963641466373,0.43063360767581627,0.820542324669769,19.444800635696577,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,glafic_best,CENTRAL100,,,,,0.20409948144866424,0.10818347416540532,1.0083418156959245,51.14048230580423,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,lenstool_best,C0351,,,,,0.05688220497375454,0.622847029624273,0.612586175891031,23.20753634904914,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,glafic_best,C0351,,,,,0.10442577964369049,0.37361452532885475,0.7929680589200593,46.85416040144322,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,lenstool_best,W060,,,,,0.057838261296834684,0.6190305117912945,0.5890415010535588,22.043402610190768,0.95,0,F1_L0.25_W0.75_H
RXC J0032.1+1808,glafic_best,W060,,,,,0.10579928201296766,0.36660111106089943,0.7719588499969556,45.454633756176825,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,lenstool_best,F1_L0.25_W0.75_H,1.0,0.25,0.75,H,0.03319950293185518,0.9425484709362519,0.2795157339670397,21.26684111167663,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,glafic_best,F1_L0.25_W0.75_H,1.0,0.25,0.75,H,0.03219370136607054,0.9499106381884996,0.274749077881998,15.216651911836813,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,lenstool_best,LOCAL75,,,,,0.027413305261261112,0.9619905016213992,0.272303040843252,19.465761133377377,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,glafic_best,LOCAL75,,,,,0.02701456240342944,0.9614146392676263,0.28298318085954954,13.256510283949643,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,lenstool_best,CENTRAL100,,,,,0.02334098114336021,0.922025633148109,0.29838868914526406,34.33975579019691,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,glafic_best,CENTRAL100,,,,,0.019731777780012644,0.9235611164470152,0.29717689806509606,28.457758526555903,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,lenstool_best,C0351,,,,,0.03096439215916498,0.9341214133796788,0.2810376043272586,18.28130996908341,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,glafic_best,C0351,,,,,0.03017388241285761,0.948388338752188,0.24813815506987202,12.563485829169478,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,lenstool_best,W060,,,,,0.024102377850659933,0.9560318596973797,0.23121389651681817,18.78268945098011,0.95,0,F1_L0.25_W0.75_H
RXC J0142.9+4438,glafic_best,W060,,,,,0.02378246342265377,0.9618907612218134,0.22336351662483037,12.982883312307354,0.95,0,F1_L0.25_W0.75_H
A2163,lenstool_best,F0.75_L0.25_W0.75_sqrt_H,0.75,0.25,0.75,sqrt_H,0.09991112857231235,0.5536488665392907,0.6560611247446427,60.80644722353682,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,glafic_best,F0.75_L0.25_W0.75_sqrt_H,0.75,0.25,0.75,sqrt_H,0.09064713158314373,0.5565080086385759,0.624085879485368,71.36930485506022,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,lenstool_best,LOCAL75,,,,,0.10978872179798056,0.5396563535576381,0.6725680190243059,71.27924962501245,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,glafic_best,LOCAL75,,,,,0.10531581280349246,0.5413717232036789,0.6509039636991408,81.74859615225748,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,lenstool_best,CENTRAL100,,,,,0.11302056127868115,0.5894001646761245,0.6984765946068708,83.3968679409347,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,glafic_best,CENTRAL100,,,,,0.1154250519607022,0.5705625961744364,0.7264961384266353,93.96004638825501,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,lenstool_best,C0351,,,,,0.10794075611644025,0.5694800294142278,0.6919537137186395,79.16666226873147,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,glafic_best,C0351,,,,,0.11119146854073254,0.549690104578188,0.71007674286024,89.51219010882232,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,lenstool_best,W060,,,,,0.10157310588367435,0.579604619317512,0.6681327739279103,76.82468698854967,0.95,1,F0.75_L0.25_W0.75_sqrt_H
A2163,glafic_best,W060,,,,,0.10259357562408028,0.5609900961023512,0.6764790222891957,87.1849759009261,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,lenstool_best,F0.75_L0.25_W0.75_sqrt_H,0.75,0.25,0.75,sqrt_H,0.13197989182906228,0.4326139033598039,0.6925025862432594,33.0220015675223,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,glafic_best,F0.75_L0.25_W0.75_sqrt_H,0.75,0.25,0.75,sqrt_H,0.14397689148893006,0.30774265596157646,0.7186235269466182,58.4778629457011,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,lenstool_best,LOCAL75,,,,,0.16192619310958895,0.07939305855443293,0.776685595412517,47.047863445004594,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,glafic_best,LOCAL75,,,,,0.17848741166924925,-0.04608664117089743,0.8107223227318133,73.7599279870359,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,lenstool_best,CENTRAL100,,,,,0.07756588178524183,0.81502970268001,0.45908604908973716,48.69772710172667,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,glafic_best,CENTRAL100,,,,,0.11448974561223736,0.7065088663511775,0.5778728405936675,75.90740827672938,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,lenstool_best,C0351,,,,,0.08801596360825967,0.7453571362948106,0.5013194614407934,34.94631552620801,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,glafic_best,C0351,,,,,0.10511691447597184,0.6730223090608528,0.5571300010243423,61.33516007172959,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,lenstool_best,W060,,,,,0.08813810804694495,0.748106901877405,0.5035849317930327,34.77300204427345,0.95,1,F0.75_L0.25_W0.75_sqrt_H
ACT-CL J0102-4915,glafic_best,W060,,,,,0.10565054052675907,0.6697395237580672,0.5595333797073669,61.17834005146569,0.95,1,F0.75_L0.25_W0.75_sqrt_H
CL J0152.7-1357,lenstool_best,F1_L0.25_W0.75_H,1.0,0.25,0.75,H,0.04568642063110629,0.8577608208544274,0.37944755453256046,34.89525280244409,0.95,2,F1_L0.25_W0.75_H
CL J0152.7-1357,glafic_best,F1_L0.25_W0.75_H,1.0,0.25,0.75,H,0.060509398929987565,0.8083898120939216,0.450160703729869,46.448853581611004,0.95,2,F1_L0.25_W0.75_H
CL J0152.7-1357,lenstool_best,LOCAL75,,,,,0.0288934729331076,0.8890154842941987,0.3290084569629236,31.633063113181763,0.95,2,F1_L0.25_W0.75_H
CL J0152.7-1357,glafic_best,LOCAL75,,,,,0.04183331438342012,0.8400112729910152,0.40657039559664876,43.186682312950225,0.95,2,F1_L0.25_W0.75_H
CL J0152.7-1357,lenstool_best,CENTRAL100,,,,,0.06410279973309263,0.7761299183799442,0.5216465357230492,49.14561487877256,0.95,2,F1_L0.25_W0.75_H
CL J0152.7-1357,glafic_best,CENTRAL100,,,,,0.11087414599496681,0.5866366997891611,0.6933920809468117,60.5962161765163,0.95,2,F1_L0.25_W0.75_H
CL J0152.7-1357,lenstool_best,C0351,,,,,0.04236859182882446,0.8581327368644321,0.4731219120284888,47.618360783554785,0.95,2,F1_L0.25_W0.75_H
