system_label,members,Chandra_exposure_ks,gas_centroid_x_arcsec,gas_centroid_y_arcsec,R80_kpc,P0599_shape_gate,component_id,route_length_kpc,route_width_kpc,route_map_normalization_error,contrast_mode,maximum_carrier_weighted_annular_mean_error,minimum_light_weight,maximum_light_weight,empty_annuli,contrast_strength,minimum_light_weight_after_strength,maximum_light_weight_after_strength,grid_spacing_arcsec,carrier_convergence_minimum,carrier_convergence_maximum,maximum_annular_convergence_mean_fraction,delta_convergence_minimum,delta_convergence_maximum,raw_correction_RMS_arcsec,raw_correction_maximum_arcsec,maximum_independent_circular_mean_deflection_arcsec,normalized_curl_RMS,maximum_edge_correction_arcsec,maximum_edge_delta_convergence
MACS0329,80,76.44441059110841,-1.7152107611158371,0.323326740965666,244.14229945401135,0.7125651077406361,gas,61.03557486350284,122.07114972700568,0.0,hard,4.750959029391363e-16,0.0,200.70366239680482,62.0,1.0,0.0,200.70366239680482,1.0,0.006496369972556446,3.483038280192928,9.971284044461235e-17,-0.09329054721579536,3.060409230714459,0.7010223567904738,5.638429004555348,0.00014138386022669036,2.80943143101977e-17,0.4137188861923611,0.0
MACS0429,52,23.165581673783,-0.5733054532065702,1.2054488380752337,228.53855516930213,0.6953752847447733,gas,57.13463879232553,114.26927758465106,1.1102230246251565e-16,hard,3.518845266017768e-16,0.0,987.0662094429501,59.0,1.0,0.0,987.0662094429501,1.0,0.00674705605488685,3.534350201933013,1.8311757507515823e-16,-0.04469221128438891,14.472070574167718,0.5599183123595199,10.176298257550474,9.946741260558056e-05,2.983468256841906e-17,0.34716296048841744,0.0
MACS1115,58,55.529573346302996,0.5380623329784308,-1.0438417408772864,235.841224203368,0.7464808162718277,gas,58.960306050842,117.920612101684,2.220446049250313e-16,hard,3.5444678331376136e-16,0.0,370.68502047710206,40.0,1.0,0.0,370.68502047710206,1.0,0.004397809133364155,1.9557098188095887,1.2481825052108066e-16,-0.03970477059744893,4.767625032188426,0.7494999033739206,8.350642429797858,8.884265148420556e-05,2.8676812276996016e-17,0.6719163046265408,0.0
MACS1931,92,112.51481879465102,-1.2176770514776454,-0.7319016204698338,211.93048256927227,0.6954315601610709,gas,52.98262064231807,105.96524128463614,0.0,hard,5.11824835951825e-16,0.0,1067.0795989501692,53.0,1.0,0.0,1067.0795989501692,1.0,0.04016114569729825,2.774362195558233,1.9185802242162508e-16,-0.24988478053094265,75.09761063248688,4.885577923545124,48.32252684798764,0.0003452868242949103,2.8787676837653766e-17,2.9275890775399533,0.0
