bin_id,pixels,science_counts,scaled_background_counts,background_variance,net_counts,signal_to_noise,source_fraction,valid,gate_target_signal_to_noise,gate_minimum_net_counts,gate_minimum_source_fraction
0,312,1695.0,35.577178509,2.679280447909357,1659.422821491,40.27441439772096,0.9790105141539822,True,True,True,True
1,324,1699.0,39.611741212999995,3.014545297616438,1659.388258787,40.222251688559716,0.9766852612048263,True,True,True,True
2,367,1754.0,40.707040025,3.1062373241448595,1713.292959975,40.87263341822304,0.9767918813996579,True,True,True,True
3,398,1699.0,47.119032950999994,3.5142554256800715,1651.880967049,40.03440430389414,0.9722666080335491,True,True,True,True
4,1109,2462.0,129.536799884,9.7391615522603,2332.463200116,46.91519019014102,0.9473855402583264,True,True,True,True
5,1220,2217.0,141.317869964,10.820194795324232,2075.6821300359998,43.97651178746026,0.9362571628488948,True,True,True,True
6,1337,2472.0,155.96328287199998,12.149324817930712,2316.036717128,46.468279303464335,0.9369080570906149,True,True,True,True
7,375,1690.0,43.717693842,3.2364985935213406,1646.282306158,40.00787640102009,0.9741315421053255,True,True,True,True
8,366,1688.0,42.373191236,3.158381337854348,1645.626808764,40.016510300084775,0.9748973985568721,True,True,True,True
9,866,2130.0,102.69753414299998,7.984046272187851,2027.302465857,43.84462082054672,0.9517851952380282,True,True,True,True
10,1095,2026.0,132.172013928,10.162957994752112,1893.827986072,41.969545276009164,0.9347620859190523,True,True,True,True
11,1080,2271.0,128.678704092,9.687090651163768,2142.321295908,44.8592236015677,0.943338307313078,True,True,True,True
12,464,1718.0,54.810901038999994,4.238380729972265,1663.189098961,40.07698094928493,0.9680960995116414,True,True,True,True
13,733,1984.0,87.24818776499998,6.662451748967385,1896.751812235,42.51201548788935,0.9560240989087702,True,True,True,True
14,583,1750.0,70.17007081,5.402914039013898,1679.82992919,40.0937711587741,0.95990281668,True,True,True,True
15,553,1732.0,63.766596463,4.968931069828301,1668.233403537,40.02771397340626,0.9631832583931871,True,True,True,True
16,416,1714.0,49.746991277,3.758922548443492,1664.253008723,40.1548718488775,0.9709760844358226,True,True,True,True
17,550,1733.0,65.071720311,4.836522992908151,1667.928279689,40.01040173623466,0.9624514020132717,True,True,True,True
18,488,1718.0,56.085187039999994,4.337209823591717,1661.91481296,40.04512619872195,0.9673543730849826,True,True,True,True
19,504,1719.0,57.75163498699999,4.318844200698592,1661.248365013,40.0176653449749,0.9664039354351367,True,True,True,True
20,514,1725.0,60.447798284,4.659688840633908,1664.552201716,40.02368644892868,0.9649577980962318,True,True,True,True
