gamma,trial,seed,training_RMS_arcsec,training_roots_converged,heldout_RMS_arcsec,heldout_roots_converged,optimizer_cost
0.0,0,21292040,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,1,21292041,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,2,21292042,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,3,21292043,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,4,21292044,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,5,21292045,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,6,21292046,0.4938607971858154,15,1.87136842403339,7,47.723312944852275
0.0,7,21292047,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,8,21292048,0.49378218236309906,15,1.8912927766693586,7,47.74235444432251
0.0,9,21292049,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,10,21292050,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,11,21292051,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,12,21292052,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,13,21292053,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,14,21292054,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,15,21292055,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,16,21292056,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,17,21292057,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,18,21292058,0.4951695578632351,15,1.8096922318647581,7,48.141938178721055
0.0,19,21292059,0.49422479986320045,15,1.9009674242011039,7,47.74371087261312
0.0,20,21292060,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,21,21292061,0.49421973812236225,15,1.839820914198158,7,47.77281450751408
0.0,22,21292062,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,23,21292063,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
1.0,0,21293040,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,1,21293041,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,2,21293042,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,3,21293043,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,4,21293044,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,5,21293045,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,6,21293046,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,7,21293047,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,8,21293048,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,9,21293049,0.4951010979412,15,1.8073921195210574,7,48.1550750985703
1.0,10,21293050,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,11,21293051,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,12,21293052,0.4951449268738032,15,1.7950087953948943,7,48.04375943168753
1.0,13,21293053,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,14,21293054,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,15,21293055,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,16,21293056,0.49428438131640123,15,1.842924291534559,7,47.77170174459304
1.0,17,21293057,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,18,21293058,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,19,21293059,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,20,21293060,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,21,21293061,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,22,21293062,0.4952406910778747,15,1.8032848571775006,7,48.153162375763046
1.0,23,21293063,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
