gamma,attempted_fits,complete_fits,training_RMS_best_arcsec,training_RMS_median_arcsec,training_RMS_p16_arcsec,training_RMS_p84_arcsec,heldout_RMS_at_best_training_arcsec,heldout_RMS_median_arcsec,heldout_RMS_p16_arcsec,heldout_RMS_p84_arcsec
0.0,24,24,0.49378218236309906,0.4951909779247956,0.494867235303224,0.4951909779247956,1.8912927766693586,1.8037530525371621,1.8037530525371621,1.8193334102114462
1.0,24,24,0.49428438131640123,0.49525425198429246,0.4952499124942388,0.49525425198429246,1.842924291534559,1.8038034563215586,1.8038034563215586,1.8038034563215586
