n_galaxies,mean_rms_baseline,mean_rms_wake,mean_improvement,win_rate,n_bulge_heavy,n_disk_dominated,improvement_bulge_heavy,improvement_disk_dominated,corr_improvement_Cdiff,alpha,beta
171,17.57756626327037,17.63553718024159,-0.033854063605839556,0.5380116959064327,28,140,-0.0007373725895850494,-0.04121341379266806,0.5277870893101512,1.0,0.5
171,17.57756626327037,17.684317829651977,-0.04320404988313045,0.52046783625731,28,140,-0.0016524748558049776,-0.05245519077167741,0.5267912691016778,1.0,1.0
171,17.57756626327037,17.749372729692553,-0.05241373434164036,0.49122807017543857,28,140,-0.002579850287481561,-0.06351982304343756,0.5227215941250137,1.0,1.5
171,17.57756626327037,17.814882487125917,-0.06097473425468753,0.47953216374269003,28,140,-0.003452218618036803,-0.07380161229443229,0.5174403389815647,1.0,2.0
171,17.57756626327037,17.625035566826142,-0.034441897128646225,0.5380116959064327,28,140,-0.00033659865962106954,-0.04201349499530218,0.5070880998194631,1.5,0.5
171,17.57756626327037,17.67247403952237,-0.04441388222589042,0.5146198830409356,28,140,-0.000951642918555405,-0.05407825770986802,0.5058521207235985,1.5,1.0
171,17.57756626327037,17.735947405704383,-0.05398592811594718,0.49707602339181284,28,140,-0.0016338695936098896,-0.0656377580449289,0.5019917015645765,1.5,1.5
171,17.57756626327037,17.79824207924875,-0.06245484399509614,0.47368421052631576,28,140,-0.002312897230814023,-0.07584827192366286,0.4974417551221103,1.5,2.0
171,17.57756626327037,17.617166997459005,-0.035211370579673516,0.5321637426900585,28,140,3.494040133853301e-06,-0.04302187038159111,0.4800937988521317,2.0,0.5
171,17.57756626327037,17.664190727068085,-0.04570707212215467,0.5087719298245614,28,140,-0.0003662881425629142,-0.05577723616735699,0.4779533064625103,2.0,1.0
171,17.57756626327037,17.724883455954277,-0.055208066953358885,0.4853801169590643,28,140,-0.0008362281901677768,-0.06729490284894421,0.4738654562952447,2.0,1.5
171,17.57756626327037,17.782399370085574,-0.06316319816235784,0.4678362573099415,28,140,-0.001333482381683995,-0.07691683220535742,0.4696360139157974,2.0,2.0
