name,rms_sigma,rms_mond,wins,delta_rms,R_d,R_max,R_min,n_points,V_flat,V_max,V_inner,V_bar_max,V_bar_outer,dV_dR_inner,dV_dR_outer,g_inner,g_outer,g_mean,g_min,g_max,g_range,g_inner_norm,g_outer_norm,gas_fraction_inner,gas_fraction_outer,bulge_fraction,disk_fraction,V_ratio_outer_inner,flatness,mean_residual,residual_trend,W_inner,W_outer,W_mean,h_inner,h_outer,h_mean,M_bar_est,rms_quartile,mass_proxy,surface_density_proxy,dynamical_time,acceleration_contrast
NGC5033,18.760763333365464,14.089457427472963,False,4.671305905892501,24.01,44.59,0.76,22,193.0,225.0,206.0,241.6282074800043,91.14467974969953,5.2631578947368425,0.8438818565400827,2.489348784408364e-09,6.398906622186108e-12,2.0789604781874133e-10,5.698296243283479e-12,2.489348784408364e-09,436.858435947856,25.916333857101737,0.06661830651441161,0.00010197281033988263,0.23335441878742014,0.5760235724352384,0.5209037375941087,0.9514563106796117,0.008905098620126943,5.852899170657602,-0.2160745712574077,0.16589140868797303,0.9210657557264779,0.7590544130563043,0.00729788995910887,3.6324042281458593,1.6494267429473723,81281334678.45705,Fair,1660932.9100000001,64.61454610488721,0.12440414507772021,389.0272090824649
NGC5055,21.65309853018981,27.641435133776504,True,-5.988336603586696,22.96,54.59,0.72,28,179.0,206.0,125.0,198.71293692158045,90.60984439751606,52.11267605633803,-0.6920415224913493,9.137113487434293e-10,5.171160714713414e-12,1.6519702252044127e-10,4.581171585223117e-12,9.137113487434293e-10,199.4492744368423,9.512547422592448,0.05383638016120477,0.00023840091854888788,0.22889072016508155,0.0,0.953148959515117,1.376,0.017025250711634098,-19.05412437213082,-0.9582271317915936,0.16460162146040053,0.9372607461231717,0.7250716616331445,0.0308420768261888,4.089675853756488,1.496436266891579,97943045692.77814,Fair,1749118.1900000002,60.78022374922604,0.128268156424581,176.69366688675177
NGC5371,40.04048446398624,44.115356611154105,True,-4.074872147167866,28.84,46.24,1.45,19,208.0,242.0,216.0,213.7674450191142,142.30412357742537,-0.6993006993006994,2.054794520547944,6.484547567434691e-10,1.526949993324024e-11,1.171549359512575e-10,1.3060011048613341e-11,6.484547567434691e-10,49.65193018058889,6.750990488857337,0.15896906876988656,0.0,0.09091024672136501,0.0,0.9542644236303903,0.9861111111111112,0.010666215254463643,-16.53239517571141,-0.9199281629246474,0.24006509007222596,0.9096984855425918,0.7326329677132076,0.04965454972103892,2.1640726656070264,0.9210647630659136,200331873788.2484,Poor,2000527.36,52.01590486321779,0.13865384615384616,42.46732110275891
NGC5585,4.3986343599868505,8.217149233919274,True,-3.8185148739324237,6.16,10.96,0.09,24,90.9,92.3,11.2,44.824798939872565,41.42267044143625,90.0,-0.30769230769229006,2.916454237776339e-11,5.43277948954151e-12,2.1655446559370757e-11,4.9175981948143495e-12,4.725148834194938e-11,9.608651717778912,0.303628813200375,0.05656006418419004,0.0012641725595543788,0.6171640627547155,0.0,0.7370467980292649,7.9821428571428585,0.012359897454720263,-1.9921454792882312,0.01603496715243429,0.08408115349119628,0.9178926246032386,0.6690836305307207,1.3921132214910525,3.979704828276355,2.1917125432689155,4237844402.187459,Best,90560.39760000003,217.75410060718505,0.06776677667766777,5.368254396098209
NGC5907,25.60766935662216,18.865175919462974,False,6.742493437159187,30.2,50.33,5.03,19,216.0,235.0,214.0,165.48979711752625,110.5157934416656,2.3809523809523814,-1.1904761904761925,1.03034812833949e-10,8.3046475317583e-12,3.571848249485606e-11,7.654396150668068e-12,1.03034812833949e-10,13.460867559742935,1.0726839987363406,0.08645876357167688,0.0,0.3045762549710905,0.0,0.8691161989477595,1.0,0.0054040332667704355,5.342397344472147,-0.8924935505637445,0.5113618253152824,0.9128257853236045,0.8110667658182449,0.4658338078455198,3.130273195573264,1.7340416494157456,139102730190.13617,Poor,2348196.48,51.15565106793562,0.1398148148148148,12.406885715489718
NGC5985,82.92847357862959,70.76173791404027,False,12.166735664589325,20.26,34.72,3.54,33,291.0,305.0,223.0,164.99602358844896,142.75820745601848,10.144927536231878,-1.0135135135135145,1.4187789351216172e-10,2.0964428185571422e-11,5.7943578327031574e-11,1.8112528008532663e-11,1.4187789351216172e-10,7.833135907109389,1.4770749997885098,0.21825833462289698,0.00549654118579765,0.10185646298946427,0.1699196448006744,0.8496785135640502,1.2780269058295963,0.013867475347288289,79.57728101763064,-0.8934582920051093,0.5233218882119092,0.9150211250878856,0.7952383749790117,0.332169360253655,1.7570138713774108,0.9347613894294411,156642411727.16336,Poor,2940124.32,206.30373749353174,0.06962199312714777,6.7675536988797
NGC6015,19.10465092611754,11.295762781330938,False,7.808888144786602,16.02,29.23,0.34,44,153.0,166.0,35.5,106.25711340893842,63.81327609608866,81.5151515151515,-6.976744186046516,8.344969215813351e-11,4.6516075823140905e-12,4.1542058256758315e-11,4.329568893897794e-12,1.039170317563189e-10,24.001704165692395,0.8687854814834866,0.04842737017429608,0.005885076826412161,0.38147635454556106,0.0,0.8371098042416415,4.28169014084507,0.01693299326026662,13.843090881547743,-0.759020072627468,0.11766081217827025,0.9197706327643638,0.7176810888502776,0.5740956698991143,4.3342724479546915,1.8509743968666006,26538302701.38323,Fair,684245.0700000001,91.21323065269537,0.10470588235294118,17.939968211294985
NGC6195,21.003269496855808,33.3138108168556,True,-12.310541319999793,19.1,36.43,1.33,23,254.0,258.0,175.0,235.76683880478188,181.62954164990379,61.3861386138614,0.5830903790087464,9.907957888889434e-10,3.2939071006880965e-11,2.2370156232233553e-10,2.6885814893004978e-11,9.907957888889434e-10,36.8519902718933,10.315064971965795,0.34292501175563234,0.0,0.12226761115916841,0.8042141435057857,0.39460948539232027,1.4057142857142857,0.019840477446993996,-16.521163672195556,-0.7439967095109205,0.3043576175532215,0.9229827656277456,0.7512934924652114,0.027517372573477205,1.2715945454853914,0.4511820382775456,255983754596.35544,Fair,2350317.88,176.84822236232557,0.07519685039370079,30.079651872451606
NGC6503,6.769823482403672,3.993729502345935,False,2.776093980057737,12.86,23.5,0.76,31,115.0,121.0,77.0,101.328984994423,43.56922360035358,30.263157894736842,-4.054054054054062,1.0731746085888733e-10,2.706412931777586e-12,2.782327917921508e-11,2.5350500544669827e-12,1.6294916025684756e-10,64.27847843466314,1.1172701719162224,0.028176164599528167,0.006484594558687137,0.35164031849764604,0.0,0.85518412917206,1.4935064935064934,0.011734134918901849,3.493964987279443,-0.7927338744957207,0.27077749003274304,0.9198828044760384,0.7941820329801267,0.44683236101026397,5.794173965519968,3.0616069323213067,10043685877.78557,Best,310787.5,79.9675413412537,0.11182608695652173,39.65302544885516
NGC6674,38.20296346286662,26.55269465886941,False,11.65026880399721,42.42,72.41,2.5,15,242.0,291.0,206.0,177.58396022726825,98.33257673093851,15.831663326653306,0.0,3.648584374594946e-10,4.691191152469722e-12,5.140280302012165e-11,3.9372315627605925e-12,3.648584374594946e-10,92.66877795820419,3.7985006902229115,0.048839470329097474,0.0,0.2390505215715795,0.24791999404307088,0.7453560564612598,1.174757281553398,0.013245033112582781,27.161672468642124,-0.7788600557687476,0.2702307527194943,0.9147140308132232,0.7773012331305942,0.10692723423372852,4.3142519574018285,2.2976391195118135,148101313728.55096,Poor,4240619.24,32.54538426160256,0.17528925619834712,77.77522288074137
NGC6789,16.430956478840333,15.460452213911346,False,0.9705042649289872,0.71,0.71,0.1,4,60.4,60.4,13.9,19.215497651635257,17.285587117512787,80.0,68.5,1.1948217757615038e-11,2.0141594175117677e-11,1.809325007074202e-11,1.1948217757615038e-11,2.2526701231367468e-11,1.885360786717364,0.12439156872800261,0.20969190108113622,0.21262631467609738,0.35537002341740037,0.0,0.6501942970329437,4.345323741007194,0.0,13.910089015686207,0.9771957869272884,0.4694835469257748,0.862697438301587,0.7192981975558633,2.5216624254916455,1.805237715871254,1.9944478959975127,60944786.22316359,Fair,2590.1935999999996,7236.976790319381,0.011754966887417218,0.5932111258787801
NGC6946,11.91671026040925,16.456474383592667,True,-4.539764123183417,12.26,20.4,0.19,58,157.0,181.0,153.0,195.84783846139328,95.3837209409506,-62.162162162162154,-7.894736842105284,6.541661123239076e-09,1.4732620663704023e-11,2.2688731219135345e-10,1.4125536928316373e-11,6.541661123239076e-09,463.10884722020825,68.1045077779971,0.15337967829258373,2.402729611589584e-05,0.12593046850220513,0.25820679902286825,0.7580153421577488,1.0065359477124183,0.013618722260244019,-7.532460114426368,-0.5456415540226165,0.08873364746071559,0.912701056539823,0.7685503520736987,0.0017534996877532896,2.2138275796840077,0.9502712106002122,42173161374.365135,Good,502839.6,163.99037706676174,0.0780891719745223,444.02562670709494
NGC7331,15.550247971959747,25.916804924666998,True,-10.366556952707251,20.32,36.31,2.67,36,238.0,257.0,221.0,275.8196327856304,138.1669578699748,29.629629629629626,-3.030303030303024,7.705859556630039e-10,1.7557895701433584e-11,1.7831436573844177e-10,1.638950076687158e-11,7.705859556630039e-10,47.017048696236344,8.022484843281049,0.18279330308254546,0.0022755200302811153,0.12770478630982884,0.11452913237193126,0.8731117896285472,1.0769230769230769,0.007222775203226387,-12.876924403454215,0.6130797031234946,0.45223359363756843,0.9182170211050288,0.7899995774101608,0.03913085941163752,1.977475004960169,0.816289494002919,155020481239.63165,Fair,2056743.6400000001,137.18496186992374,0.0853781512605042,43.888286430593524
NGC7793,7.749216382072398,5.980290952797132,False,1.7689254292752663,3.85,7.87,0.11,46,101.0,116.0,9.1,72.46758758231158,58.840413272365176,283.33333333333326,-7.115384615384615,1.0933805161138279e-10,1.539664322726941e-11,6.685822687532851e-11,1.3168805549676742e-11,1.0933805161138279e-10,8.302807054058652,1.1383063179389221,0.16029274349011452,0.0011383263154505637,0.3062096935537543,0.0,0.8805524116200929,9.978021978021978,0.061742354478922463,3.8892553870573248,-0.3640603832138425,0.15219720233377615,0.9277655499110484,0.6441383627600397,0.4383293058325922,2.1526602567339888,0.8518320811381436,5851493240.208172,Best,80281.87,688.2104908078933,0.03811881188118812,7.101421394095254
NGC7814,27.399553832114194,20.31653641699956,False,7.083017415114632,12.82,19.53,0.63,18,214.0,265.0,265.0,290.1912573286797,109.47185822565125,-13.761467889908259,0.0,4.331438746926724e-09,2.1165862135858388e-11,4.1818003907014866e-10,1.8738771566020535e-11,4.331438746926724e-09,231.148489732434,45.094127970347344,0.22035544111857536,5.653657992251529e-06,0.04466536085983591,1.1769785572331017,0.1685584392602347,0.8075471698113208,0.0,22.31335239074939,0.6625908132081699,0.23592268348430506,0.9054088217419248,0.7607828120661106,0.0032306834009554228,1.745628278730702,0.7838838144872431,51276274237.19683,Poor,894395.88,278.64515516658105,0.05990654205607477,204.6426797606589
PGC51017,20.89079903761408,21.558614017750187,True,-0.6678149801361073,2.31,3.63,0.33,6,18.8,20.5,20.5,18.812188867859053,17.72439382508642,-0.9090909090909114,0.15151515151515374,8.221056972839217e-12,3.5659812686119176e-12,6.022595147792522e-12,2.7384401964617603e-12,1.0266346223086346e-11,3.748975871867175,0.08558851154198248,0.03712503513543689,0.3034055727554179,0.5726464722735816,0.0,0.5081596258773482,0.8926829268292683,0.033630155729250155,-17.502630650174087,-0.9126316362915015,0.4730179668413956,0.9080339424497545,0.7800972948549777,3.148669116959854,5.00420906768738,4.110515015424411,258873365.06765637,Fair,1282.9872000000003,66.2356402616143,0.12287234042553191,2.305412270446199
UGC00128,15.67042500526015,11.716682060816538,False,3.9537429444436114,31.25,53.75,1.25,22,132.0,134.0,34.1,55.394017727548885,42.78950979163195,17.720000000000002,-2.8112449799196764,1.1279432274789371e-11,1.1624567146183496e-12,3.893560701077557e-12,1.0373530271744861e-12,1.1279432274789371e-11,10.87328226680167,0.11742891730677467,0.012102207814016261,0.006720460689752175,0.7019940298424914,0.0,0.4733391982766935,3.665689149560117,0.024055808499015525,3.076161123860477,-0.8712204743525933,0.20084864266483682,0.9153050451337305,0.7757940280427154,2.611515246171452,8.98138523217944,5.616640599519167,21500787841.255463,Fair,936540.0,17.842176,0.23674242424242425,9.703098733007502
UGC00191,11.379877254393959,7.324129703732167,False,4.055747550661792,7.45,9.98,0.62,9,76.65,83.85,29.9,42.188823757009395,40.230743728820215,18.0,1.126482213438733,1.259047624025255e-11,7.48817756907694e-12,1.1801238552028673e-11,5.3480915167989895e-12,1.5292040062276058e-11,2.8593452475975676,0.13107805049497817,0.07795858542481485,0.013599639014496286,0.5768665208277779,0.0,0.633994131083096,2.8043478260869565,0.12507650933955333,6.764657042689533,-0.8202662253424313,0.34335632421147166,0.8938083714728177,0.6210551745290871,2.441981888592486,3.322507340457436,2.6639655114318392,3821472783.652613,Good,58634.72055000001,105.8550966172695,0.09719504240052185,1.6813805661134402
UGC00634,4.198224804261756,2.3878379852078226,False,1.810386819053933,13.51,18.01,4.51,4,107.5,108.0,69.75,45.83702051835394,43.76095383118323,6.211111111111112,-0.11111111111111106,9.525355550350415e-12,5.0325639386828965e-12,6.155761841599776e-12,3.086411092275012e-12,9.525355550350415e-12,3.086223858575242,0.09916741924500926,0.05239346451128771,0.28272033508592065,0.6943853162336173,0.0,0.3826914775060694,1.5412186379928314,0.0,3.6109740440728366,-0.6443110202749124,0.67715854198035,0.8933450529103245,0.8101338611386409,2.8890273119496204,4.151292158056291,3.9756957316614288,7182110038.761738,Best,208128.06250000003,63.314944491045104,0.12567441860465117,1.8927440697044289
UGC00731,13.542098204861091,11.449813760282957,False,2.0922844445781337,8.19,10.91,0.91,12,73.8,74.0,29.6,37.18500302541335,36.753621631353866,16.666666666666668,0.10989010989011924,1.1115851096408453e-12,4.39692277380828e-12,3.1808165676069543e-12,1.1115851096408453e-12,4.9025440426931014e-12,4.410408164136996,0.011572589181745354,0.0457758749049671,0.020502175152645102,0.9352759765621722,0.0,0.12812910550937334,2.4966216216216215,0.012718541436851905,4.1534870811865945,-0.969944582948676,0.4111175243179138,0.893275373410109,0.7652683872783071,9.189411069023478,4.469336500747152,5.757896739285759,3450291268.4438524,Good,59420.66039999999,81.19792295616472,0.11097560975609756,0.2528097869406232
UGC00891,4.660313216456871,7.648115308207537,True,-2.987802091750666,5.94,7.39,1.48,5,54.15,63.75,24.35,26.573385181417894,25.319490276839286,12.885906040268452,2.4827586206896575,5.8311905554290536e-12,3.7265973761814045e-12,4.562901992736662e-12,2.536492668009615e-12,5.8311905554290536e-12,2.298918750671882,0.06070787756437064,0.03879719160168648,0.35328776525681976,0.7503856070155339,0.0,0.3101239011820652,2.6180698151950716,0.2882972118738202,-4.116650816994493,0.9679878966790739,0.6102135661725266,0.8865822168980306,0.7885639755957474,3.8263234639467743,4.887301012295424,4.562835879851567,993787079.5450044,Best,21669.124275,83.10440261197834,0.10969529085872577,1.5647492784434358
UGC01230,22.721201493880834,19.794329102726348,False,2.926872391154486,14.85,36.54,0.78,11,105.0,113.0,19.8,53.87169340200845,49.671719437831804,22.675159235668787,0.0,9.579789620619172e-12,2.659691510498479e-12,6.9687861545424664e-12,1.82301136796969e-12,1.2372741688614333e-11,6.786979996945387,0.0997341263079656,0.02768975306903811,0.036471153529245445,0.759605202791697,0.0,0.5182171258352055,5.2020202020202015,0.03638033664102311,0.9009079325077377,-0.8688842491422395,0.24813493946430168,0.9392482967464444,0.7363226726399009,2.8793231180900114,5.847610433611272,3.940249204104522,17462134173.97154,Fair,402853.5,49.99489847974697,0.14142857142857143,3.601842387662368
UGC02023,11.828200397535914,13.907371027483354,True,-2.0791706299474395,3.03,3.78,0.76,5,37.6,58.8,15.1,32.36389423416163,30.2644894345916,17.2,14.533333333333331,6.580552665688853e-12,1.0047553266632385e-11,9.75618532916807e-12,6.580552665688853e-12,1.2057714180254344e-11,1.8323254584867212,0.06850940330917338,0.10460396170115048,0.002179636660270516,0.2896149237926084,0.0,0.7411145495194894,3.8940397350993377,0.40531575012178317,-11.331963784294185,0.2634397973750847,0.6117982995417458,0.8868577234793117,0.7888154698843599,3.5755804909644637,2.7991059472010607,2.9043109038763957,920424737.9904732,Good,5344.0128,153.98926031216988,0.08058510638297872,0.6549408090766402
UGC02259,17.18367440119821,13.735930509819564,False,3.4477438913786465,6.11,8.14,1.02,8,86.0,90.0,56.1,36.91972982024652,36.098045593938146,14.705882352941169,1.6831683168316849,1.0118139478733812e-11,6.030190160847362e-12,8.547996488875767e-12,4.871205818143603e-12,1.1339035873584694e-11,2.327767763651168,0.10533882691971146,0.06277964036585293,0.0515007188592948,0.5058528894229937,0.0,0.632854879526166,1.6042780748663101,0.03144090222083336,15.561193435147743,-0.9604015007457616,0.5119359620443192,0.8932846686279924,0.7787607018751103,2.7874708571470026,3.7553235623779933,3.1806602236769175,2315560580.0402374,Fair,60203.44,198.11368768432527,0.07104651162790698,1.6779138317110736
UGC02455,36.62652246240326,40.73045510405713,True,-4.10393264165387,3.02,4.03,0.5,8,43.8,61.0,16.9,57.1440954955103,56.07558799520672,14.0,15.490196078431362,5.5156918340894376e-11,2.944350670206356e-11,4.6506465361081486e-11,2.4238487188600082e-11,6.879416072585872e-11,2.8382200667298325,0.574232553993535,0.30653307981342104,0.005181704822011083,0.23210974457351088,0.0,0.8642290556915119,3.609467455621302,0.21670762057813095,-35.70954681628508,-0.2274883211254624,0.5098669824853604,0.8934414887184542,0.7783284902266117,0.8382763353854876,1.3824228882674237,1.049045728612584,2824141552.3718033,Poor,7731.3132,210.34603745449758,0.06894977168949772,1.8733134914608756
UGC02487,77.11197921617072,62.84710404174629,False,14.264875174424432,45.21,80.38,9.93,17,330.0,383.0,377.0,251.55695255746758,134.1116037728697,0.0,0.19880715705765403,2.050379855358214e-10,7.79120099918925e-12,6.382197454515415e-11,6.715768493208783e-12,2.050379855358214e-10,30.53082990325871,2.1346277065778336,0.08111332871772035,0.0027983855629607553,0.11042132663223332,0.466077723441996,0.6447628632981625,0.883289124668435,0.0044428471755438535,73.18797587839899,-0.9385806259233358,0.5798406409445915,0.9178377102488757,0.7989849862176525,0.218349881723678,3.247750558985471,1.5921729450674478,311288142800.9655,Poor,8753382.0,53.27934359848686,0.137,26.31660838388813
UGC02885,25.177742435798077,16.835364479689765,False,8.342377956108312,46.73,74.07,1.7,19,298.0,305.0,305.0,231.79776092533768,147.66773000739946,-28.07017543859649,0.0,1.0241737251725058e-09,1.0104621519461327e-11,1.1486032134675565e-10,9.241446859616167e-12,1.0241737251725058e-09,110.8239587080246,10.662558961399446,0.10519809294632586,0.0,0.3312674167650496,0.4161876523621,0.5991198228326663,0.9770491803278688,0.0,18.913405695155948,-0.8250492578029777,0.1860503702630216,0.9087528413597415,0.7540123209430017,0.02625883321560701,2.7896899617208564,1.5333097482625966,363743731619.83527,Poor,6577712.279999999,40.66689047713624,0.15681208053691273,101.35696059471053
UGC02916,24.37533569541763,28.128808451384305,True,-3.7534727559666763,12.98,38.0,0.37,43,185.0,218.0,183.0,237.94859938650615,124.22773773395137,35.13513513513514,-0.3236245954692553,9.41303994500009e-10,1.4497669407320715e-11,2.9512417979578174e-10,1.2190849251287648e-11,1.1323245861869644e-09,92.88315874034481,9.799811394562617,0.150933626843822,0.0006386678213214693,0.34161383429796227,1.1984912947354842,0.1226498085778018,0.9890710382513661,0.05754707434511867,-6.862629224276398,-0.47385328885322636,0.1518988696234385,0.9484390788496478,0.7292645606211997,0.02957841991318122,2.2364372485805775,0.5284650693232211,126290886611.96667,Poor,1300550.0,203.1393562693346,0.07016216216216216,64.92795276630393
UGC02953,38.34289144991853,30.73372182219946,False,7.609169627719073,20.43,62.39,0.09,115,266.0,319.0,231.0,247.64523472096127,104.40568525061519,0.0,3.750000000000002,1.6593439079714835e-09,5.903165320797064e-12,5.940348532064345e-10,5.4211163144217434e-12,3.700313321950246e-09,682.5740506814691,17.2752452256133,0.06145719885684965,0.00012205278409918985,0.09126640753777876,0.5919748350775785,0.5784271112515363,1.1774891774891776,0.013119334668293976,30.1520863758998,-0.04410910410003985,0.026933725630101008,0.9504652738052849,0.6280317778591208,0.01316511558092769,3.8002409401790804,0.754996645364205,151387338833.82565,Poor,4414466.84,169.5221844393508,0.07680451127819549,281.09392466539185
UGC03205,32.33713071883602,21.718697210889296,False,10.618433507946726,15.2,40.04,0.28,48,212.0,237.0,107.0,173.99506967152834,99.02948160302405,51.85185185185185,0.0,6.882001863253401e-10,9.058771106714767e-12,1.592051914900539e-10,6.886092909035229e-12,8.72653760678725e-10,126.72698033651533,7.164775744177637,0.09430986039687643,0.00043049808744750374,0.22825909980291662,0.47577746307109997,0.6350168606306908,2.05607476635514,0.02446528873830125,26.686360381380677,-0.5357486580909894,0.10373616409429945,0.9430239455470741,0.7307817488272629,0.04575667292812549,2.975645128044975,0.7862503640424404,79201220405.7952,Poor,1799557.76,194.5290858725762,0.07169811320754717,75.97059007432203
UGC03546,26.90373193290968,29.629606054176975,True,-2.725874121267296,13.88,29.23,0.63,30,192.0,262.0,262.0,330.90073348362347,103.77756673446606,-74.99999999999999,0.47505938242280277,5.6319525671491334e-09,1.3903338081170251e-11,8.747951111393991e-10,1.0222306171648244e-11,5.6319525671491334e-09,550.9473569447038,58.6336329853785,0.1447461093827402,5.699788265843652e-06,0.07966096950073547,0.9760749953289061,0.3091824675205231,0.7366412213740458,0.007365695637359871,-16.231253422600368,0.6193892041500216,0.22190360386083124,0.929734862791881,0.6484919248765784,0.0021899557001985237,2.296081895629406,0.6241963617820668,62658121891.02056,Poor,1077534.72,191.34782283716333,0.07229166666666667,405.07916403016
UGC03580,19.00768482669596,26.03455314346267,True,-7.026868316766709,8.82,27.06,0.11,47,127.0,131.0,56.2,97.26027991939978,52.399892651788015,69.99999999999993,-0.9933774834437088,4.171717728156485e-10,3.794456196230136e-12,1.4620698394182746e-10,2.87507055682411e-12,5.935631350559327e-10,206.45167599351038,4.343129017422481,0.039503662244348904,0.0007491536978244883,0.5069635985407651,0.7616046419807859,0.39547643947476646,2.206405693950178,0.01928732080931636,-15.721656649126569,0.4723589890876166,0.07266738048508942,0.9506829997507892,0.6484131775393535,0.08980550795698532,4.840110721310493,1.285523229468949,15103407832.511934,Fair,436450.74,207.33387837372288,0.06944881889763779,109.94244003399395
UGC04278,8.323162898190827,7.6385913926512865,False,0.68457150553954,5.13,6.69,0.14,25,90.2,92.8,5.23,46.033316195990054,45.295650424764155,36.32142857142858,8.333333333333306,1.9420192574761604e-12,1.0199541158498254e-11,6.362705181025748e-12,1.9420192574761604e-12,1.082859883344135e-11,5.575948225927558,0.020218146910110375,0.10618629077150978,0.11214140138016516,0.7101419039159599,0.0,0.6919474612773407,17.74378585086042,0.03407489047278952,5.901781226306232,0.49674821577493444,0.14637234062499072,0.8912317750765733,0.735381842047311,6.893444475895793,2.7741983101745715,3.8989591137271624,3222064033.4193487,Good,54430.10760000001,309.15647359681424,0.05687361419068736,0.19040261000937975
UGC04305,25.278372907891423,26.519810586756893,True,-1.24143767886547,3.76,5.52,0.25,22,35.1,37.3,3.17,33.86760989500144,33.58658587030236,29.32,-6.400000000000006,2.55601425793908e-12,6.951246415973373e-12,8.433905897998967e-12,2.55601425793908e-12,1.2533453692559332e-11,4.903514780338152,0.026610380701635992,0.07236865479345182,0.0548488436660894,0.6526265415721811,0.0,0.5551283201300139,10.410094637223976,0.024671894479470553,-21.633539647734068,-0.9604955398168702,0.29466447984504535,0.9021933222801048,0.7668350408646312,5.971298816041745,3.466415667189555,3.2255515772057834,1417243077.5016265,Poor,6800.695199999999,87.14421118153011,0.10712250712250711,0.367705891142857
UGC04325,19.520131697505104,16.550260898261424,False,2.9698707992436795,4.19,5.59,0.7,8,91.5,92.7,41.3,44.01827120639792,43.80789474867623,39.14285714285715,-1.714285714285718,1.0559547727062308e-11,1.2907704228735243e-11,1.4110526376996602e-11,1.0559547727062308e-11,1.7421882730890117e-11,1.6498701631170076,0.10993427919325803,0.1343806758682596,0.03610975271073028,0.4094560293941907,0.0,0.6705442917401985,2.215496368038741,0.01521479671429,17.951778975483656,-0.7642732994820399,0.5121229707364137,0.8934194954677102,0.778795741492623,2.7172911169549474,2.404765705369999,2.308517053695584,2455234309.1138964,Fair,46800.8775,476.88552696783444,0.04579234972677596,0.8180810111494925
UGC04483,4.480281030551409,5.261745632880803,True,-0.7814646023293941,0.89,1.21,0.08,8,22.9,24.3,5.11,13.372875532210715,13.11528480254236,35.56250000000001,-0.6250000000000092,3.971544880103696e-12,5.370538074756241e-12,6.37329123569082e-12,3.971544880103696e-12,8.303600939727804e-12,2.090773537855878,0.04134731287391414,0.05591207572414918,0.2203886812273392,0.8217266582169479,0.0,0.2839575900761948,4.735812133072407,0.06860547767544886,-3.9705132977131616,-0.9246952445283677,0.3609328138636161,0.8952035515908268,0.7507196988119837,4.722595556032316,4.00515599185407,3.7325397164138536,50304856.15355538,Best,634.5360999999999,662.0502461810377,0.0388646288209607,0.739505953560148
UGC04499,7.294018333044259,8.901623998414648,True,-1.6076056653703885,5.45,8.18,0.91,9,72.8,74.3,26.0,39.87276514113362,38.86791806355641,20.98901098901099,1.1111111111111118,1.579562433677794e-11,6.767623192850116e-12,9.74281238103011e-12,6.298012001514848e-12,1.579562433677794e-11,2.5080333814827047,0.1644464915311539,0.07045697380114345,0.02395858084476788,0.6245901190386834,0.0,0.5220252895337065,2.8576923076923078,0.03680765063998578,-5.631800506975135,-0.8063414969258782,0.5119853981744047,0.9041277081907427,0.7928487113132563,2.1177181422693256,3.519401308959839,2.949605313439113,3023297947.6837935,Best,43352.691199999994,178.4307718205538,0.07486263736263737,2.3339987890380423
UGC05005,10.754569707382343,15.282071114575078,True,-4.5275014071927355,17.97,28.61,0.78,11,99.1,100.0,14.5,43.08011838423846,42.76144940190654,11.602564102564104,-0.15280135823429636,5.569083703075927e-12,2.4940104993977112e-12,4.914254953279331e-12,2.1020352595286068e-12,7.73611127225835e-12,3.680295674009396,0.05797911222045274,0.02596486645436865,0.0712266779458465,0.7722378136510675,0.0,0.4948333527702802,6.834482758620689,0.08623118993657092,-9.28656377458781,-0.9267320247038897,0.2142848708415444,0.9091193827365137,0.6982761367693979,3.925428994314939,6.048872974943352,4.517292336158838,12343734450.659035,Good,280973.37409999996,30.412432270565333,0.18133198789101918,2.232983263069994
UGC05253,18.90264638204083,15.258511516810156,False,3.6441348652306758,16.61,53.29,0.13,73,212.0,248.0,232.0,238.23601927500386,105.73918339949012,8.333333333333334,1.483679525222553,3.932316072585873e-09,7.290610394917589e-12,6.952595800040749e-10,6.463632817996442e-12,4.437324534024628e-09,686.5062819889703,40.938906113553514,0.07590173550615839,0.0003867285315850907,0.19372966373039294,1.128124667932167,0.20005647998081008,0.9396551724137931,0.013825906356255002,10.771166772850206,-0.38777868136153326,0.04687110826557687,0.9527374364444825,0.6119363446858953,0.003726617201668222,3.373661762523347,0.5078590956273029,131685808906.92545,Fair,2395065.76,162.90426583436061,0.07834905660377359,539.3671941826926
UGC05414,5.887044352186185,8.177765504548148,True,-2.2907211523619635,3.42,4.11,0.68,6,51.8,61.4,20.5,33.680883301956314,32.40168845244994,20.434782608695652,6.666666666666665,8.761012733025812e-12,1.0114435016869554e-11,1.0795901236048256e-11,8.761012733025812e-12,1.2982868239423633e-11,1.4818912647487625,0.09120993102193163,0.1053002601784672,0.0057705246885880225,0.45427285576990356,0.0,0.6070544765438598,2.995121951219512,0.18557140207226258,-5.718103976104875,-0.8193092167183077,0.5554149296800128,0.8830525004908304,0.7735479938288029,3.0343846066944864,2.7880785526791905,2.710294982484031,1083886241.165939,Best,11028.1164,229.40733901029378,0.06602316602316602,0.8661890375897011
