galaxy,rms_base,rms_sigmapos,delta
NGC5985,40.79840930344115,37.65367000588262,-3.14473929755853
UGC02487,105.73249409886012,105.14745215726,-0.5850419416001102
UGC12506,67.37621359432588,66.92505331101334,-0.45116028331253233
ESO563-G021,57.65645376983528,57.34265046902539,-0.3138033008098873
UGC02885,68.08142385690768,67.8065528099974,-0.27487104691027753
