galaxy,rms_base,rms_sigmaneg,delta
UGC05414,5.178179128629113,6.001474926099317e-10,-5.178179128028965
F574-1,29.047200409791564,24.755023101407627,-4.292177308383938
F568-1,48.30185414759124,44.18230729559973,-4.119546851991515
UGC05918,15.481097218823225,11.48956284445215,-3.9915343743710743
UGC06667,42.11440533535206,39.01178283910023,-3.1026224962518327
