galaxy,n_points,sigma_v_true,Q_gal,G_sigma,rms_gr,rms_theory,delta_rms
CamB,9,1.635,10.645746184713625,0.9141317366754382,4.616823441597752,15.466913288702585,10.850089847104833
D512-2,4,25.0,0.870331642936753,0.4653354640197274,12.493950382400962,8.256700619237304,-4.237249763163659
D564-8,6,3.1275,3.4504444399966245,0.7753033402657739,10.049576841590154,6.173163866711037,-3.876412974879117
D631-7,16,8.355,2.5498138258852525,0.7182950855878703,24.5852323730351,22.708514778919337,-1.8767175941157639
DDO064,14,6.7875,4.059304311555797,0.8023443662568525,14.591505838594633,7.154095053846701,-7.437410784747932
DDO154,12,6.757499999999999,2.7048938944541407,0.730086737032631,22.680803776816237,19.345828355522308,-3.3349754212939295
DDO161,31,9.967499999999998,3.275675808415369,0.766118844176211,21.31489016029167,19.469991397088677,-1.8448987632029947
DDO168,10,7.199999999999999,3.956683866853937,0.7982522132010184,18.767038568918075,13.995325746932778,-4.771712821985297
DDO170,8,8.565,3.644219987399465,0.7846785891466888,24.535484730575124,18.020702594937028,-6.514782135638097
ESO079-G014,15,23.775,5.653841209911213,0.8497108709912625,28.886704382352235,26.272583218870185,-2.61412116348205
ESO116-G012,15,16.275,3.769604683109307,0.7903390183380775,34.256228959673145,30.68479690747187,-3.571432052201274
ESO444-G084,7,7.919999999999999,2.772073171269245,0.7348937959060017,31.693305766747677,26.626149908263564,-5.067155858484114
ESO563-G021,30,46.875,4.40740649200613,0.8150684618442652,62.93505741241875,65.17519879442447,2.2401413820057243
F561-1,6,7.1025,6.862049005908539,0.8728066946353967,4.42316040510831,18.63985023134568,14.21668982623737
F563-1,17,15.9375,2.5596616462289896,0.7190744235314125,57.23862337544333,53.01567502122759,-4.222948354215745
F563-V1,6,4.1925,6.976913391319507,0.8746382277275064,1.9045179143635556,9.599291789807584,7.694773875444028
F563-V2,10,15.435,3.544499705092454,0.7799537760164392,51.070448240065694,46.74993210499026,-4.320516135075437
F565-V2,7,10.275,2.8851451420596006,0.7426093586120497,37.81055917316258,32.307383826212714,-5.503175346949867
F567-2,5,25.0,1.3811625248318895,0.5800370661088746,11.042301659590876,7.642792058694708,-3.3995096008961685
F568-1,12,18.075,3.3706838952899774,0.7712028542998409,59.47223904806734,55.18639774064662,-4.285841307420718
F568-3,18,14.4525,4.286959603660106,0.8108553734158077,33.872109024328516,29.371035459926578,-4.501073564401938
F568-V1,15,16.8,2.9831686050747876,0.7489435926146982,55.10144891123267,51.24377675004048,-3.857672161192191
F571-8,13,17.099999999999998,4.056912289873269,0.8022508711486747,47.869589054996254,57.144648858233865,9.27505980323761
F571-V1,7,11.55,3.591684705226429,0.7822150116575378,33.703220222549966,26.410400716789244,-7.292819505760722
F574-1,14,14.325,3.9230055283251803,0.7968720542265564,36.44732159054748,32.077884399980306,-4.369437190567176
F574-2,5,25.0,1.496320821214488,0.5994104637906722,7.294377305917471,16.688474557983888,9.394097252066416
F579-V1,14,16.65,4.53339738739637,0.8192792004641238,38.60867712662157,31.162026671422186,-7.446650455199386
F583-1,25,11.2875,3.4201294221425065,0.77376228058153,32.7530184892085,30.076512581116738,-2.6765059080917624
F583-4,12,9.12,4.412521574465283,0.8152432306750126,19.018287399996733,14.118650227820236,-4.899637172176497
IC2574,34,9.36,3.825412526926844,0.7927638322278595,18.897457874966218,15.121644600925537,-3.775813274040681
IC4202,32,36.6,5.561352400608512,0.8475923957525497,35.22311818624543,59.828864322254944,24.605746136009515
KK98-251,15,4.32,4.954518148693562,0.8320602985785839,7.801556034620339,3.180488193818234,-4.621067840802105
NGC0024,29,15.975,3.3359133630120286,0.7693680855040586,32.600734022504845,23.841415334240136,-8.75931868826471
NGC0055,21,12.8625,4.465229828174872,0.8170250782785556,22.25378039182271,17.64766826065141,-4.606112131171297
NGC0100,21,12.802499999999998,3.6191926395942033,0.783511951541417,26.631135883562084,24.234431537902566,-2.3967043456595185
NGC0247,26,15.75,3.974356754874476,0.7989689824679183,32.17495623382241,24.637522706984406,-7.537433526838001
NGC0289,28,25.5,3.5257002925467567,0.7790397208478717,55.649949442799354,75.57182570806903,19.921876265269674
NGC0300,25,13.9725,3.0956821919759077,0.7558404306957316,36.12032545823501,30.641292443980554,-5.479033014254455
NGC0801,13,33.15,5.805452561138789,0.853059000703303,37.740963726026024,108.61510740518828,70.87414367916226
NGC0891,18,32.85,6.480227995882293,0.8663142352678984,69.84503892878418,135.74376514992184,65.89872622113766
NGC1003,36,16.65,2.717663032648767,0.7310138139960689,48.153251971836,46.84963607879854,-1.3036158930374597
NGC1090,24,24.6,4.973854072785542,0.8326038788668115,25.712295442140153,33.2754503044601,7.563154862319948
NGC1705,14,10.725,2.3367224919976417,0.70030471446209,38.06804446988434,32.971450801219596,-5.096593668664745
NGC2366,26,7.619999999999999,3.944237019952895,0.7977443241567073,16.360956127974482,12.431443363709771,-3.929512764264711
NGC2403,73,20.175,3.0605890334693844,0.7537303106131882,37.895599436401874,39.55658839291155,1.6609889565096765
NGC2683,11,25.575,4.395406842445674,0.8146571650291506,33.117970053884335,78.61482561959808,45.496855565713744
NGC2841,50,42.675,3.172918132883218,0.7603595450100372,87.87483219228517,103.6317833277919,15.756951135506725
NGC2903,34,27.525,4.662506576988285,0.8233997636199004,61.46052574802574,100.35565388472575,38.895128136700016
NGC2915,30,12.315,2.122239564308874,0.67971708147214,48.7574283509878,47.86280120340637,-0.8946271475814314
NGC2955,24,40.35,5.92121323107485,0.85551666064698,44.136667183471666,87.05237032213194,42.91570313866027
NGC2976,27,11.745,7.106352154758122,0.8766399508793807,3.6845505539647445,25.60663034364037,21.922079789675625
NGC2998,13,31.875,5.149415577265974,0.8373829207938164,35.122227450196725,31.09177123933604,-4.0304562108606845
NGC3109,25,9.5325,2.461223756637931,0.711084844462251,29.986977397240718,27.113349948054193,-2.8736274491865252
NGC3198,43,22.275,3.60786828862372,0.7829799079828558,37.60592238748666,41.73307181940742,4.127149431920763
NGC3521,41,31.5,5.652423779496579,0.8496788489208854,52.51577662137675,111.69204914232664,59.17627252094989
NGC3726,12,24.15,4.866257608939706,0.8295335686458637,35.31058676501566,78.51384828797985,43.2032615229642
NGC3741,21,7.14,2.025444949982094,0.6694701055440065,25.07618692122832,22.719429737074975,-2.356757184153345
NGC3769,12,17.925,3.394425084749677,0.772438946912446,38.65390422651838,57.299073558502336,18.645169331983958
NGC3877,13,25.2,7.922125708625197,0.8879190864758518,29.10908735068305,63.401439795591635,34.29235244490859
NGC3893,10,27.375,5.175454377380151,0.8380685956222325,33.81205976768977,86.92959487282171,53.11753510513194
NGC3917,17,20.55,4.949017264816354,0.83190500960315,26.009308864899815,20.08559545966847,-5.9237134052313465
NGC3949,7,23.55,7.754507811424418,0.8857731329344382,32.027021331325585,115.23303796469413,83.20601663336855
NGC3953,8,32.925,7.424387351880671,0.8812970061524107,18.26639069797791,115.16231786671467,96.89592716873676
NGC3972,10,16.95,6.006343035836631,0.8572721896594107,21.173242996045843,19.288906830662736,-1.8843361653831074
NGC3992,9,37.2,4.823766509178033,0.8282898192391405,51.50181558835592,70.65958691565959,19.15777132730367
NGC4010,12,17.775,5.8128327407368765,0.8532181783914102,17.706376631874576,24.772295012206364,7.065918380331787
NGC4013,36,26.7,4.1886638136138306,0.8072721540801631,39.2720830188511,79.80947411994282,40.53739110109172
NGC4051,7,22.95,7.93485871979218,0.8880788122833061,29.682131008832762,94.1264673599904,64.44433635115763
NGC4068,6,3.9675,6.677792753350262,0.8697542337850104,6.0332781675934655,12.043967935451246,6.01068976785778
NGC4085,7,19.05,7.870378862626782,0.8872652436286277,33.53583468853068,81.91949271984264,48.38365803131196
NGC4088,12,25.875,6.998904471471862,0.8749828800223198,50.78967092195533,103.20203539482259,52.41236447286726
NGC4100,24,25.725,4.660380631886631,0.8233334354996026,29.35765118897049,46.944596860122935,17.586945671152446
NGC4138,7,24.3,5.102388085213455,0.8361297272418522,31.520891576041766,94.21604525306422,62.69515367702246
NGC4157,17,27.675,5.165386371849594,0.8378041634882968,40.01023827592091,80.80122694705939,40.79098867113848
NGC4183,23,16.5,3.900637889016421,0.7959449315279435,33.263626959210285,27.638995354838624,-5.624631604371661
NGC4214,14,12.015,2.9570761234948373,0.7472881570150808,33.48453104145477,28.78434556820009,-4.700185473254681
NGC4217,19,27.675,5.8720101438837125,0.8544821705640192,64.40844387153237,113.6448843982998,49.236440526767424
NGC4389,6,11.4525,12.394850653372814,0.9253444457218938,57.39781645079807,108.09216198704313,50.69434553624506
NGC4559,32,18.3,4.651600563137248,0.823058974386383,23.931662308749097,29.518401394410514,5.586739085661417
NGC5005,18,39.6,7.429587220101518,0.8813702291833032,57.02955192190641,128.12447684832844,71.09492492642204
