galaxy,rms_base,rms_massneg,delta
NGC5985,40.79840930344115,63.10397498940709,22.305565685965945
UGC12506,67.37621359432588,75.6477725324299,8.271558938104022
UGC02487,105.73249409886012,108.86960321989538,3.137109121035266
UGC06786,47.68541604902616,49.98955925860521,2.3041432095790526
ESO079-G014,8.839758472865633,11.093623227801933,2.2538647549363002
