galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,shell_mode,shell_params,budget_factor,force_match,rms_velocity
KK98-251,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 9.39, 'R_stop': 12.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0244705856811177, 0.05473106152500307, 0.0835119749707875, 0.10442763499729742, 0.12490165069701636, 0.14098830507206722, 0.15511004220320368, 0.16592330710274197, 0.14593543775076506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,5.133249210523718
NGC0024,ok,29,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 33.81, 'R_stop': 45.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.034204046231862746, 0.0839469596801712, 0.11495251601030014, 0.15678034911792102, 0.17995958466706838, 0.1579659285687981, 0.1013270012568032, 0.08108562969808272, 0.06747459674000206, 0.022303388028990376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,43.84810973611581
NGC0055,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 40.5, 'R_stop': 54.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.03499504419308818, 0.05757163426639153, 0.0757068657409002, 0.09453577443858939, 0.11767611806788557, 0.13481944414355945, 0.1498379556519869, 0.16240033313021035, 0.1724568303673884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,10.803055081239753
NGC0100,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 28.86, 'R_stop': 38.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0019687187891668768, 0.0052854504466829325, 0.008089435182388529, 0.009556139565587336, 0.01028071560334624, 0.010090272902992197, 0.0104344116894047, 0.010092799716071948, 0.009676515994454413, 0.009803235915983552, 0.01112865481112058, 0.012476760016237346, 0.013841090456231523, 0.015218043402024699, 0.016604797233834723, 0.017999203588437866, 0.019399687605275488, 0.020805156327726924, 0.022214915618099938, 0.023628595876524713, 0.025046086630573547, 0.02646747980452243, 0.0278930212471083, 0.02932306992146794, 0.030758064047049068, 0.03219849342582244, 0.033644877174111576, 0.03509774610530706, 0.036557629056726666, 0.03415747978855186, 0.035572999421366464, 0.03704799639177897, 0.0385853291096571, 0.04018801295620656, 0.04185922772956552, 0.043602325317533816, 0.04542083761380576, 0.0473184846964321, 0.04929918328951267, 0.05136705553130759]}",1.0,False,26.440216122092828
NGC0247,ok,26,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 43.62, 'R_stop': 58.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.002010114924361118, 0.0038643271818388594, 0.005597143682568589, 0.006998504699545693, 0.008152439420598566, 0.009092256574427613, 0.00930175020155242, 0.00933008322783417, 0.009150664435178046, 0.009650928556462044, 0.010895685750599881, 0.012165193892055316, 0.013457502218754176, 0.014771272541905297, 0.016105625788212816, 0.017460017862570086, 0.01883414139916954, 0.020227849728982103, 0.0216410993754592, 0.0230739075970886, 0.024526321856366988, 0.025998398532948688, 0.02749018865249832, 0.02900172883106045, 0.03053303601485529, 0.032084104918130095, 0.033654907326704675, 0.035245392646804444, 0.03685548924468905, 0.03479943813977759, 0.03637375307540771, 0.03802182088223105, 0.03974725955695808, 0.041553863934921526, 0.043445613881503684, 0.045426682882747725, 0.047501447056990394, 0.049674494610089846, 0.05195063575765587, 0.05433491313849433]}",1.0,False,31.86455631875896
NGC0289,ok,28,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 213.36, 'R_stop': 284.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.13600622927234446, 0.1380431931369625, 0.16989834714996085, 0.1457029993560151, 0.13647627547967942, 0.11245473781333389, 0.09301456339623321, 0.06840365439547044, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,47.8152318792992
NGC0300,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 35.400000000000006, 'R_stop': 47.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.05570704965594881, 0.09626923315981098, 0.12197742379791228, 0.1339484697054219, 0.13591622511513446, 0.13085109777571027, 0.12069358594852564, 0.10910058196706103, 0.09553633287447462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,18.50478741599447
NGC0801,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 179.46, 'R_stop': 239.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0402384075497254, 0.07895819463401797, 0.10133709555933161, 0.12863672851130403, 0.14646863250076386, 0.14044792089721408, 0.12494498820953519, 0.10662289545083242, 0.10067676286213943, 0.031668373825135966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,37.781374066810436
NGC0891,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 51.33, 'R_stop': 68.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0644596015641309, 0.0979985980060315, 0.1116871630647446, 0.1270675846582664, 0.12995830417734844, 0.13236260985288023, 0.11930770274460445, 0.11673328362471284, 0.10042515230728066, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,69.9208226043713
NGC1003,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 90.72, 'R_stop': 120.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.20505186634706846, 0.26704155263981183, 0.22943990031953976, 0.14723542592924696, 0.09608362514628137, 0.0551476296180517, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,71.44727171564686
NGC1090,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 90.27, 'R_stop': 120.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.03261002981515805, 0.0859469492867873, 0.12606362734579404, 0.15476398975861513, 0.15059781413688667, 0.12145647662962478, 0.1087821177461708, 0.09781975716669954, 0.08120032811380586, 0.04075891000045778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,31.992962314955935
NGC1705,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 18.0, 'R_stop': 24.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.1635860848373085, 0.200866616417889, 0.20725924116450553, 0.16779846787281566, 0.12115014094100444, 0.08521227860814896, 0.05412717015832789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,46.315606941499816
NGC2366,ok,26,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 18.18, 'R_stop': 24.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0471149228401279, 0.11531995209397647, 0.14490357786837385, 0.15675474432850536, 0.14323484197781616, 0.12491708948376253, 0.10296525567288844, 0.08227097894639392, 0.06177904657670689, 0.02073959021144852, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,16.12364651790555
NGC2403,ok,73,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 62.61, 'R_stop': 83.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.08711122636958772, 0.1925818195488934, 0.2055143309413751, 0.17548820091054598, 0.13242916242473735, 0.0939538650243505, 0.06526576922234477, 0.04765562555816507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,40.56777002164161
NGC2683,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 103.85999999999999, 'R_stop': 138.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.2016613244529449, 0.22717960138827462, 0.20186273903553978, 0.134697229522678, 0.1066858694857953, 0.0729372389635812, 0.05497599715118605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,41.2822128501429
NGC2841,ok,50,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 190.92000000000002, 'R_stop': 254.56, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.192979403227378, 0.23480356433103522, 0.21024167052138165, 0.1594509301128133, 0.10068191515865962, 0.06112024188059241, 0.040722274768139825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,111.42750499313712
NGC2903,ok,34,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 74.88, 'R_stop': 99.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.07731549552543605, 0.1511556764490529, 0.14342865149740183, 0.14558399989712964, 0.13306716019494685, 0.11093944853844893, 0.0900532400077134, 0.07034434373793433, 0.05347969281471175, 0.024632291337224308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,64.93264402789166
NGC2915,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 30.119999999999997, 'R_stop': 40.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.2145303608569994, 0.2572725552877673, 0.2323186697044688, 0.15881014381769504, 0.0989836657422149, 0.03808460459085453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,88.07277851062551
NGC2955,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 106.28999999999999, 'R_stop': 141.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0027507855943946806, 0.005117328836047243, 0.0064913924049424055, 0.007965086029497104, 0.008774063703403575, 0.00905336305799235, 0.008553740587479043, 0.008823497970089094, 0.008775237169706365, 0.008577078695775708, 0.009761185082643214, 0.0110427361588153, 0.012363848294622493, 0.013721864648424086, 0.015114433044332297, 0.016539461518067324, 0.017995083707415312, 0.019479631132482446, 0.020991610406526744, 0.022529684055761917, 0.024092654044766758, 0.025679447383513448, 0.027289103381088534, 0.028920762240152643, 0.03057365477450618, 0.03224709309258292, 0.0339404621309277, 0.03565321194964973, 0.03738485072059619, 0.03513793771685798, 0.03676924947034791, 0.0384753235103355, 0.04025961413452868, 0.042125744887858634, 0.04407751754709882, 0.0461189215483822, 0.048254143870106694, 0.0504875793839051, 0.05282384168672809, 0.05526777442764746]}",1.0,False,44.135595914985466
NGC2976,ok,27,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 6.8100000000000005, 'R_stop': 9.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.000788474472351549, 0.0019512747033744106, 0.003310089587236572, 0.004826132545696299, 0.006436765110436061, 0.007821798520296883, 0.008467946687697089, 0.008058184435909443, 0.007845074282076541, 0.008579400993777625, 0.009801637740443146, 0.011068253440579467, 0.012376969204890807, 0.013725811769509998, 0.015113052178350116, 0.016537159452443287, 0.017996765103077402, 0.019490635628298027, 0.021017650963481897, 0.022576787418431506, 0.02416710402529586, 0.025787731501112483, 0.02743786323114207, 0.0291167478272046, 0.030823682924281882, 0.03255800995943629, 0.03431910973721138, 0.03610639863062337, 0.037919325300608195, 0.0358300159664829, 0.037552595211343444, 0.03935813243664667, 0.041250629139706854, 0.04323427973023107, 0.045313480817282085, 0.04749284094444513, 0.0497771907948483, 0.05217159388872354, 0.05468135779727239, 0.05731204589774328]}",1.0,False,3.6843665203654785
NGC2998,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 126.84, 'R_stop': 169.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.003928289636214769, 0.010615704301663422, 0.013383695467106998, 0.013914947640475697, 0.014085766244085848, 0.015235968741402664, 0.01487520341497184, 0.013698959071552561, 0.011435444902343536, 0.009367865526245939, 0.009987089468430696, 0.011284474988091214, 0.01261308360867994, 0.01396888785621279, 0.015348199016155023, 0.016747626965932575, 0.018164050467601677, 0.019594594550760604, 0.021036612731686385, 0.02248767253311468, 0.023945543245833045, 0.025408185197843856, 0.02687374002253683, 0.02834052157683704, 0.02980700727436297, 0.03127182968073513, 0.03273376827732064, 0.03419174134207208, 0.03564479792607811, 0.03326513821280625, 0.03464008423964233, 0.03606375133268618, 0.037537405474490394, 0.039062337791205076, 0.040639868034271394, 0.042271348654609825, 0.043958169506476734, 0.04570176321464923, 0.04750361123435849, 0.04936525062845559]}",1.0,False,34.831925336922424
NGC3109,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 19.35, 'R_stop': 25.8, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.027389368562002456, 0.06997108935302253, 0.103358958262927, 0.12121519449883293, 0.15576221626199813, 0.12834478343560568, 0.15396641568085945, 0.15007163861228384, 0.08992033533246804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,18.719870197319775
NGC3198,ok,43,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 132.24, 'R_stop': 176.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.06999769677114784, 0.1718997939802958, 0.21344825119318295, 0.16411804142003722, 0.16051676537332388, 0.10374470115310237, 0.06986047068106073, 0.0464142794278493, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,37.96947328175648
NGC3521,ok,41,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 53.22, 'R_stop': 70.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.054692866780706895, 0.11020119842410069, 0.11550848253046224, 0.12139885706007214, 0.1289475541814926, 0.1304679839966023, 0.12806782584046594, 0.1197283632795476, 0.09098686790654956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,52.36227847490656
NGC3726,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 97.56, 'R_stop': 130.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.10051945925205864, 0.1382520953602215, 0.14779183137692495, 0.13940821268381715, 0.12965768586675483, 0.1179648142484977, 0.10060616868192182, 0.07306468829168523, 0.0527350442381182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,35.19331329319979
NGC3741,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 21.0, 'R_stop': 28.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.5334788795084023, 0.35643560206278246, 0.11008551842881524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,48.0582449060445
NGC3769,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 111.47999999999999, 'R_stop': 148.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.1264163553198473, 0.13224021639200448, 0.12819780516678814, 0.11246478404996271, 0.1258761095772133, 0.1387568624706481, 0.136174907152641, 0.099872959870895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,30.601889910431805
NGC3877,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 34.05, 'R_stop': 45.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0014836252093849932, 0.002831568227018009, 0.004399268930484545, 0.006134882342889794, 0.007759246588242257, 0.008506204278486987, 0.009093897371615272, 0.009041816739585725, 0.008477891793256323, 0.008701755826357191, 0.009905977964141126, 0.011152509890719456, 0.012439163809451686, 0.01376404236234731, 0.015125483998566887, 0.016522020701016524, 0.017952344773534672, 0.019415282443286247, 0.020909772690309854, 0.022434850144531327, 0.023989631181417184, 0.025573302552566363, 0.0271851120370151, 0.02882436071085515, 0.030490396518105516, 0.032182608891825434, 0.033900424226066886, 0.03564330203983764, 0.037410731706272994, 0.03547390483218151, 0.037176300057025935, 0.03896056119457423, 0.04083063815084767, 0.04279067153498396, 0.04484500182579797, 0.04699817897938282, 0.04925497249931108, 0.05162038199198575, 0.0540996482308088, 0.05669826475391189]}",1.0,False,29.109781689648575
NGC3893,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 57.150000000000006, 'R_stop': 76.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.08575323613959887, 0.11452407120093681, 0.12218915486531964, 0.13431575873791904, 0.14017281677928847, 0.1291813502463603, 0.10977307989574507, 0.09202755584147751, 0.07206297629335419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,31.773046121201318
NGC3917,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 44.58, 'R_stop': 59.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.003281318214295956, 0.00742547528382558, 0.011744750099604101, 0.014876580816584896, 0.016409985916483308, 0.017135254452165665, 0.01676102564280525, 0.015266045468309284, 0.011947985473866444, 0.008891966157664542, 0.010111516759778292, 0.011363959560145919, 0.012645556921234195, 0.01395294759731925, 0.015283100452784347, 0.016633279611699393, 0.01800101717315041, 0.01938409097991597, 0.02078050578483387, 0.02218847671770331, 0.023606414327864096, 0.02503291072962095, 0.026466726549691736, 0.027906778493320922, 0.029352127425232046, 0.0308019669144128, 0.032255612225586, 0.03371248976062015, 0.03517212696405943, 0.033082429994036947, 0.03449591177817161, 0.03596524358824555, 0.03749253213171717, 0.03907998309547183, 0.040729908535376, 0.04244473477725914, 0.044227010833268715, 0.046079417334449965, 0.048004775977398065, 0.050006059480026926]}",1.0,False,25.574773954707403
