scenario,mean_rms,median_rms,improved_vs_base,improved_pct,mean_delta,min_delta,max_delta
formula_mass,33.46569255684465,31.77304612120132,55,33.33333333333333,1.5269659066942836,-24.524076050030203,44.45792681577167
formula_radius,33.98034238624083,32.37823109490255,43,26.060606060606062,2.0416157360904554,-1.8763265062717238,37.12883074147426
formula_hybrid,33.55702671576639,31.428897456667787,54,32.72727272727273,1.6183000656160222,-24.311110314490755,45.66363176856542
