variant,routing_fraction,radius_kpc,inward_acceleration_km2_s2_kpc,circular_speed_km_s,azimuthal_scatter_fraction,ring_cells
coherent_monopole_projected_routing,0.08352413225178856,0.375,472.92986493688767,13.317233171771562,0.14620691718270745,8
coherent_monopole_projected_routing,0.08352413225178856,0.75,601.2302730872273,21.234940659569087,0.02998178165756049,12
coherent_monopole_projected_routing,0.08352413225178856,1.125,612.3815584247199,26.247461843534698,0.030015557260566733,16
coherent_monopole_projected_routing,0.08352413225178856,1.5,613.0077026958713,30.323448914063306,0.02938512024721871,32
coherent_monopole_projected_routing,0.08352413225178856,1.875,610.4619121700946,33.83217529688163,0.03203237796121574,28
coherent_monopole_projected_routing,0.08352413225178856,2.25,594.5412314157451,36.574824274156484,0.02741713319473306,40
coherent_monopole_projected_routing,0.08352413225178856,2.625,576.4531742404657,38.89973756185538,0.02432852687130744,40
coherent_monopole_projected_routing,0.08352413225178856,3.0,557.8302510856471,40.90832132044704,0.031733735497846395,48
coherent_monopole_projected_routing,0.08352413225178856,3.375,538.7793649053383,42.64247127636386,0.03717193164917601,68
coherent_monopole_projected_routing,0.08352413225178856,3.75,520.967776298434,44.19987738805536,0.03655934907774542,56
coherent_monopole_projected_routing,0.08352413225178856,4.125,502.4225223407797,45.52464063181297,0.03519866921700296,72
coherent_monopole_projected_routing,0.08352413225178856,4.5,485.3159293144786,46.732447848525474,0.02997273867911882,68
coherent_monopole_projected_routing,0.08352413225178856,4.875,467.80193791291856,47.75494160111054,0.03348855893987048,88
coherent_monopole_projected_routing,0.08352413225178856,5.25,450.90084253191856,48.65418197126093,0.039626306705681055,88
coherent_monopole_projected_routing,0.08352413225178856,5.625,434.4184980652902,49.432823625777814,0.038792787020334035,84
coherent_monopole_projected_routing,0.08352413225178856,6.0,417.65969739747965,50.05954638612777,0.038419918502523596,112
coherent_monopole_projected_routing,0.08352413225178856,6.375,398.5713604503283,50.40726557621275,0.03272661895135688,112
coherent_monopole_projected_routing,0.08352413225178856,6.75,382.3628885719537,50.803046147457415,0.029928967624382886,112
coherent_monopole_projected_routing,0.08352413225178856,7.125,368.15901920907146,51.216530650412416,0.029820618534578066,116
coherent_monopole_projected_routing,0.08352413225178856,7.5,355.4470160651498,51.63189537958706,0.029120681386423163,112
coherent_monopole_projected_routing,0.08352413225178856,7.875,341.9634764344492,51.89376048159632,0.029236446376354787,144
coherent_monopole_projected_routing,0.08352413225178856,8.25,327.88648581992464,52.010225033298774,0.02589033325519192,140
coherent_monopole_projected_routing,0.08352413225178856,8.625,314.0141298848362,52.042020236119896,0.022433670493041853,144
coherent_monopole_projected_routing,0.08352413225178856,9.0,301.17635465061375,52.06329985561349,0.02054842086019029,144
coherent_monopole_projected_routing,0.08352413225178856,9.375,288.6555098297634,52.02062480068873,0.018891415832666424,168
coherent_monopole_projected_routing,0.08352413225178856,9.75,277.643648900039,52.02908395095363,0.016334971831029655,164
coherent_monopole_projected_routing,0.08352413225178856,10.125,267.648192395511,52.05706434293571,0.014484706716253534,160
coherent_monopole_projected_routing,0.08352413225178856,10.5,258.3605188632703,52.0844069570187,0.013387480193079802,184
coherent_monopole_projected_routing,0.08352413225178856,10.875,249.65662903291732,52.10581388610081,0.010951611922355987,172
coherent_monopole_projected_routing,0.08352413225178856,11.25,241.3147326665299,52.10365383059485,0.012040859873554476,200
coherent_monopole_projected_routing,0.08352413225178856,11.625,233.61167286828368,52.112721067833306,0.012082990461953614,192
