location,radius_m,baryonic_acceleration_m_s2,potential_depth,channel_exponent,enhancement,fractional_force_change
solar_limb,695700000.0,274.2084034394405,2.122566754396204e-06,2.0007833414927307,1.0,0.0
Mercury,57909036552.2286,0.039576017353979254,2.5499814518613508e-08,1.0002167311882273,1.0,0.0
Earth,149597870700.0,0.005930262843244523,9.870927200526252e-09,1.0000324780496543,1.0,0.0
Saturn,1433536555769.8198,6.458136537690385e-05,1.0300886190101071e-09,1.000000353694146,1.0,0.0
