p_infinity,transition_power_n,chi_t,galaxy_equal_RMSE_km_s,cluster_all5_log_RMS_dex,cluster_reliable3_log_RMS_dex,cluster_all6_stress_log_RMS_dex,solar_solar_limb_fractional_force_change,solar_Mercury_fractional_force_change,solar_Earth_fractional_force_change,solar_Saturn_fractional_force_change,is_primary_dimension_fixed_formula,galaxy_ratio_to_fixed_RAR,all5_gap_fraction_closed_from_fixed_RAR,galaxy_gate_pass,solar_gate_pass,all5_cluster_gate_pass,reliable3_cluster_gate_pass,gap_closed_gate_pass,selected_primary_row
5.0,4.0,1e-06,12.105010389268143,1.0016619241394946,1.125742463580584,1.0949190395919228,0.0,0.0,0.0,0.0,False,1.1080074879785997,-0.718167859491482,False,True,False,False,False,False
5.0,4.0,1.5e-06,11.015465838809725,0.7865795176527342,0.9249161571656442,0.8580874905323697,0.0,0.0,0.0,0.0,False,1.0082782451632044,-0.34923332273637464,True,True,False,False,False,False
5.0,4.0,2e-06,10.944237905491718,0.6556321576154903,0.8100695113915019,0.7158566884064533,0.0,0.0,0.0,0.0,False,1.0017585412611276,-0.12461707260334176,True,True,False,False,False,False
5.0,4.0,3e-06,10.928102508029312,0.5301284170432031,0.661436945681367,0.5734530483073272,0.0,0.0,0.0,0.0,False,1.000281620495681,0.09066164379841168,True,True,False,False,False,False
5.0,4.0,5e-06,10.925404332609455,0.48950839326697976,0.46156567442478164,0.4987809427631844,0.0,0.0,0.0,0.0,False,1.0000346485003715,0.160337866506032,True,True,False,False,False,False
5.0,4.0,8e-06,10.925083166789491,0.47271951891139546,0.32840798841731567,0.44657691789364473,0.0,0.0,0.0,0.0,False,1.0000052512407278,0.18913611032426103,True,True,False,False,False,False
5.0,4.0,1e-05,10.925049278587526,0.5032437638353124,0.38121798696630443,0.4616830918268229,0.0,0.0,0.0,0.0,False,1.0000021493531355,0.13677735004835745,True,True,False,False,False,False
5.0,4.0,2e-05,10.925027263767078,0.5744463480657348,0.5144526446785481,0.550804349740324,0.0,0.0,0.0,0.0,False,1.0000001342713536,0.014642337436647557,True,True,False,False,False,False
6.0,1.0,3e-07,294.2229168632272,1.818731749944419,1.9524306548046029,1.9460196909561407,0.0,0.0,0.0,0.0,False,26.931095846756268,-2.1197017301777943,False,True,False,False,False,False
6.0,1.0,5e-07,179.1710777968718,1.4223835127730464,1.545361458131885,1.5285388083606632,0.0,0.0,0.0,0.0,False,16.40005992924494,-1.43983880850491,False,True,False,False,False,False
