system,cohort,candidate,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc
A2163,development,local,0.23600861793258507,0.31337611306718816,1.2879668264877076,84.28038681752808
A2163,development,simple_shape,0.14679726890091777,0.3154007414908452,1.0716006159502178,67.76617549069906
A2163,development,cluster_locked,0.05939545644518126,0.5532030493644845,0.5574197252391001,53.6444508303256
A3192,development,local,0.10506287449236752,0.6858156572259988,1.0316206423915955,15.923996854367449
A3192,development,simple_shape,0.06616057079585423,0.6873447460988672,0.7757571318684396,12.647295729464012
A3192,development,cluster_locked,0.0389826176039382,0.8668708032418152,0.4240636105347645,7.04359355328357
ACT-CL J0102-4915,development,local,0.27649659403145,-0.10263583894149307,1.33421047384596,70.96431956318243
ACT-CL J0102-4915,development,simple_shape,0.20648921148639082,-0.10080672760928716,1.1050115085097594,60.56663486325772
ACT-CL J0102-4915,development,cluster_locked,0.11509608806824888,0.34691446954676824,0.6596579976099558,54.09152062010334
CL J0152.7-1357,development,local,0.18851339541156983,0.6137486067594746,1.5491326706683541,32.222435218111364
CL J0152.7-1357,development,simple_shape,0.12764777655575565,0.6144967457099703,1.2539288655709302,27.592980307361366
CL J0152.7-1357,development,cluster_locked,0.04913943398547334,0.7734964411834894,0.4773288721495067,16.505692601124156
MACS J0035.4-2015,development,local,0.20070874335406988,0.30011637693541016,1.1045649753504492,47.43861782632066
MACS J0035.4-2015,development,simple_shape,0.13785437209642348,0.30254415236225146,0.9188812374728912,36.34734075066158
MACS J0035.4-2015,development,cluster_locked,0.07263473513206475,0.6242515931966275,0.5856446329517322,27.72508505730755
MACS J0257.1-2325,development,local,0.47222160378977174,-0.19334597464873893,1.5385699789421083,31.145700031954206
MACS J0257.1-2325,development,simple_shape,0.35183696091253913,-0.19219200614455242,1.3017590842456168,22.981360993187504
MACS J0257.1-2325,development,cluster_locked,0.16816046070299556,0.3275239736127611,0.7673711218924276,19.202695974494983
MACS J0553.4-3342,development,local,0.13462169713395264,0.7676261412288754,1.1801560451556883,2.6758916990871127
MACS J0553.4-3342,development,simple_shape,0.08963249078232194,0.7683041048280096,0.9827168117382858,3.381127550982482
MACS J0553.4-3342,development,cluster_locked,0.039117000513007275,0.8358913930299366,0.397222621883882,13.984256778840667
RXC J0032.1+1808,holdout,local,0.1203922574394618,0.5463944086237871,0.8728983014306223,34.98790961935181
RXC J0032.1+1808,holdout,simple_shape,0.09662822213642636,0.5469783640409902,0.7063684324696194,33.25234802528725
RXC J0032.1+1808,holdout,cluster_locked,0.09771083504388534,0.5884096662226819,0.6422912701651267,29.09728710051919
RXC J0142.9+4438,holdout,local,0.1857130771781122,0.6233406172686415,1.7146993140045095,4.3435504842682615
RXC J0142.9+4438,holdout,simple_shape,0.16318756612942475,0.623512995221202,1.627999458529946,4.478444361375888
RXC J0142.9+4438,holdout,cluster_locked,0.028383858638235008,0.9210824855870439,0.4225973639673898,7.890550363874401
RXC J0600.1-2007,holdout,local,0.15836907505148887,0.6395050624579063,1.3207660620387147,26.10465848722743
RXC J0600.1-2007,holdout,simple_shape,0.11880555314718896,0.6402657147585777,1.1726659664575843,25.06214871510041
RXC J0600.1-2007,holdout,cluster_locked,0.022743730099610483,0.8887669480439986,0.34060319868936606,24.354152566296406
