system,cohort,realization,local_jsd,simple_shape_jsd,cluster_locked_jsd,simple_improves_local,simple_beats_cluster_locked
A2163,development,44,0.258399982464005,0.17832164678976112,0.08803818713226019,True,False
A2163,development,45,0.24919444007207564,0.16640736857573335,0.0744002150952232,True,False
A2163,development,46,0.25300658777658747,0.17046119491090378,0.07881658288061155,True,False
A2163,development,47,0.25163869802026173,0.17081273740340708,0.0801784360227133,True,False
A2163,development,48,0.2535798255986499,0.16990233777560787,0.07684241036891627,True,False
A2163,development,49,0.25368201205688695,0.17226817446242598,0.0805402399552782,True,False
A2163,development,50,0.24836445380724315,0.16548069569218213,0.07329420683051868,True,False
A2163,development,51,0.26012384911251624,0.18250121016642692,0.09305009622367416,True,False
A2163,development,52,0.2520917900934039,0.17010887938985625,0.07884082329967712,True,False
A2163,development,53,0.26055315067621954,0.18253227780102513,0.09246030604513913,True,False
A2163,development,54,0.2666715553375264,0.18766281620215308,0.09604018938917691,True,False
A2163,development,55,0.2527021251910681,0.16980613795045568,0.07755419289051672,True,False
A2163,development,56,0.2539242551913297,0.17241208475899752,0.08142010002968562,True,False
A2163,development,57,0.2536441650320386,0.16894235519916462,0.07563990342160566,True,False
A2163,development,58,0.25540996777450836,0.174567472218918,0.08344457113444814,True,False
A2163,development,59,0.25335650207185245,0.1725465446245614,0.08234194527224438,True,False
A2163,development,60,0.2581606750412427,0.17712017555703438,0.08549626461726814,True,False
A2163,development,61,0.26204517934687377,0.18079413963189114,0.08912490857558286,True,False
A2163,development,62,0.25311136956684577,0.16900864814434266,0.07581434307904447,True,False
A2163,development,63,0.25590729289895103,0.1752284596053584,0.08450321807051481,True,False
A2163,development,64,0.25315298617429427,0.17255522282560007,0.08249345038081088,True,False
A2163,development,65,0.2550920413027577,0.17182219954813244,0.08009407765593529,True,False
A2163,development,66,0.25906923642084784,0.177731402625193,0.08580045886849536,True,False
A2163,development,67,0.25919441663562204,0.18057751844583717,0.09038678590445787,True,False
A2163,development,68,0.2564232607740805,0.1739172240575092,0.08226200087568329,True,False
A2163,development,69,0.25500549576823867,0.17275656890713015,0.08148479572751488,True,False
A2163,development,70,0.25851601557030407,0.17799062927557513,0.08747164713947904,True,False
A2163,development,71,0.2565198795940479,0.174382277198175,0.08223840931020301,True,False
A2163,development,72,0.24884365489993907,0.1649902337421354,0.07324763336490554,True,False
A2163,development,73,0.24998255930548402,0.1697053835779769,0.07884964935597077,True,False
A2163,development,74,0.2563132103326874,0.17397663457039803,0.0815638453837499,True,False
A2163,development,75,0.26118699215687424,0.18048474833002925,0.08943785179788144,True,False
A2163,development,76,0.2570939897321465,0.17520183467945497,0.08270926266314958,True,False
A2163,development,77,0.2598338700110273,0.17840074784955723,0.08630068122264198,True,False
A2163,development,78,0.25542680897196246,0.17316189046327085,0.08130799091742094,True,False
