system,cohort,candidate,R50_kpc,R80_kpc,C_R50_over_R80,shape_activation,effective_route_fraction,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc
A2163,development,local,134.71969256052842,204.80606912867,0.6577915055627106,0.6405875196926751,0.19217625590780255,0.25454196319725697,0.247687037227043,1.246407968827433,80.60630025057287
A2163,development,simple_shape,134.71969256052842,204.80606912867,0.6577915055627106,0.6405875196926751,0.19217625590780255,0.1729609201045404,0.24970687728031477,1.0637869043704329,64.10063996841556
A2163,development,cluster_locked,134.71969256052842,204.80606912867,0.6577915055627106,0.6405875196926751,0.19217625590780255,0.0814691666640393,0.5240190528983711,0.6228783837189718,50.59319035211496
A3192,development,local,159.01195843434832,225.79747522762912,0.7042238106251918,0.7392816192870018,0.22178448578610052,0.12186898119108766,0.6064146454744536,1.1195496169397656,2.279667664031326
A3192,development,simple_shape,159.01195843434832,225.79747522762912,0.7042238106251918,0.7392816192870018,0.22178448578610052,0.08110774365757079,0.6080997119054137,0.8573161183008848,6.32056712862592
A3192,development,cluster_locked,159.01195843434832,225.79747522762912,0.7042238106251918,0.7392816192870018,0.22178448578610052,0.03750847397370238,0.914529873978226,0.3847344637277114,11.202245208432844
ACT-CL J0102-4915,development,local,218.5854559052728,274.88551667038575,0.795187242139708,0.8756506668150692,0.26269520004452074,0.27205368970139965,-0.08596531486347629,1.3190715751481583,56.619857809151235
ACT-CL J0102-4915,development,simple_shape,218.5854559052728,274.88551667038575,0.795187242139708,0.8756506668150692,0.26269520004452074,0.2030294971675871,-0.08390448651998683,1.0953257004210206,46.54012764779446
ACT-CL J0102-4915,development,cluster_locked,218.5854559052728,274.88551667038575,0.795187242139708,0.8756506668150692,0.26269520004452074,0.10734867885277928,0.43517902747216913,0.6487102048664795,40.53621446439314
CL J0152.7-1357,development,local,138.30074228185657,220.09332207318155,0.6283731872422338,0.5704609037269343,0.17113827111808028,0.20918342187547503,0.558569959797005,1.7079256245043917,26.255406166052204
CL J0152.7-1357,development,simple_shape,138.30074228185657,220.09332207318155,0.6283731872422338,0.5704609037269343,0.17113827111808028,0.14145126195805108,0.5595561539777152,1.389646156584535,21.677862639895565
CL J0152.7-1357,development,cluster_locked,138.30074228185657,220.09332207318155,0.6283731872422338,0.5704609037269343,0.17113827111808028,0.03250319440458883,0.8774891382305633,0.37034521992703673,10.612945861606093
MACS J0035.4-2015,development,local,165.1851676604188,229.33912759224745,0.7202659633122399,0.7689975795067258,0.23069927385201772,0.2217360892572521,0.22263194894547528,1.192895423480665,50.80973350952482
MACS J0035.4-2015,development,simple_shape,165.1851676604188,229.33912759224745,0.7202659633122399,0.7689975795067258,0.23069927385201772,0.1518262147523053,0.225063574678613,0.9809310628420577,39.82392185447747
MACS J0035.4-2015,development,cluster_locked,165.1851676604188,229.33912759224745,0.7202659633122399,0.7689975795067258,0.23069927385201772,0.06884300067291264,0.6190885698235941,0.5432898620253434,31.578820649613665
MACS J0257.1-2325,development,local,213.78443005584668,286.1406606005098,0.7471305532292665,0.8132557394116535,0.24397672182349606,0.4275341913423034,-0.14004706018462487,1.5242651549032409,30.710729187771445
MACS J0257.1-2325,development,simple_shape,213.78443005584668,286.1406606005098,0.7471305532292665,0.8132557394116535,0.24397672182349606,0.3118813628607517,-0.13881868461541966,1.2819912519732233,22.892548512312104
MACS J0257.1-2325,development,cluster_locked,213.78443005584668,286.1406606005098,0.7471305532292665,0.8132557394116535,0.24397672182349606,0.14592484013817533,0.37113586804045257,0.7481065544029107,17.789241558116704
MACS J0553.4-3342,development,local,114.1396840172283,197.4252949775882,0.5781411344994343,0.4455693929226753,0.13367081787680257,0.19360221617414264,0.5476144632447069,1.692042167026866,8.773731660580243
MACS J0553.4-3342,development,simple_shape,114.1396840172283,197.4252949775882,0.5781411344994343,0.4455693929226753,0.13367081787680257,0.1281929071997927,0.5489199063790097,1.4461756144396438,7.107519678625947
