system,cohort,candidate,R50_kpc,R80_kpc,C_R50_over_R80,shape_activation,effective_route_fraction,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc
MACS J0553.4-3342,development,cluster_locked,114.1396840172283,197.4252949775882,0.5781411344994343,0.4455693929226753,0.13367081787680257,0.005564890263329763,0.9447886766321124,0.17166829864108832,12.219335398295023
RXC J0032.1+1808,holdout,local,198.3385395026163,249.4247834517945,0.7951837694627027,0.8756468854866369,0.26269406564599107,0.14560782426624325,0.40700642500121526,1.0824753081475607,14.542805187818605
RXC J0032.1+1808,holdout,simple_shape,198.3385395026163,249.4247834517945,0.7951837694627027,0.8756468854866369,0.26269406564599107,0.10252596649259449,0.4086628448098071,0.8337547006247757,15.965310543338873
RXC J0032.1+1808,holdout,cluster_locked,198.3385395026163,249.4247834517945,0.7951837694627027,0.8756468854866369,0.26269406564599107,0.06117524379374009,0.7289931673499623,0.49056610946778606,23.073178023188404
RXC J0142.9+4438,holdout,local,107.03624007585647,251.67336480704634,0.4252982438484077,0.14842376568234486,0.044527129704703454,0.20176756660262785,0.5308462947153375,1.8198930564656899,4.988498539389638
RXC J0142.9+4438,holdout,simple_shape,107.03624007585647,251.67336480704634,0.4252982438484077,0.14842376568234486,0.044527129704703454,0.1788495333386726,0.5310343473597339,1.7319452855569581,5.190327933478848
RXC J0142.9+4438,holdout,cluster_locked,107.03624007585647,251.67336480704634,0.4252982438484077,0.14842376568234486,0.044527129704703454,0.02832901924610368,0.947257094490829,0.39475354759186276,9.268800262853675
RXC J0600.1-2007,holdout,local,103.5668836405354,195.87649828004734,0.528735629592808,0.3290149416132289,0.09870448248396867,0.1924503360092502,0.40481573688565525,1.531308399867979,14.010990154376353
RXC J0600.1-2007,holdout,simple_shape,103.5668836405354,195.87649828004734,0.528735629592808,0.3290149416132289,0.09870448248396867,0.1529657226139695,0.40549563295021407,1.3796619143672266,15.070001018074066
RXC J0600.1-2007,holdout,cluster_locked,103.5668836405354,195.87649828004734,0.528735629592808,0.3290149416132289,0.09870448248396867,0.04656555905938785,0.6683989650966179,0.4654527618478046,16.434049163415473
