system_label,selected_epsilon,phase_degrees,R80_kpc,width_over_R80,return_length_over_R80,pre_normalization_retained_weight,route_map_normalization_error,sources_crossing_center,source_weight_crossing_center,contrast_mode,maximum_carrier_weighted_annular_mean_error,minimum_light_weight,maximum_light_weight,empty_annuli,contrast_strength,minimum_light_weight_after_strength,maximum_light_weight_after_strength,grid_spacing_arcsec,carrier_convergence_minimum,carrier_convergence_maximum,maximum_annular_convergence_mean_fraction,delta_convergence_minimum,delta_convergence_maximum,raw_correction_RMS_arcsec,raw_correction_maximum_arcsec,maximum_independent_circular_mean_deflection_arcsec,normalized_curl_RMS,maximum_edge_correction_arcsec,maximum_edge_delta_convergence
A383,0.017784238307423126,90.0,131.23682857842118,0.2467240666841676,0.36,1.0,0.0,0,0.0,tanh,3.757198661829621e-16,0.0,856.3254800095032,84.0,1.0,0.0,856.3254800095032,1.0,0.008674133546009512,0.8553093606110418,2.409770417127263e-16,-0.22026589178332148,14.54653345852853,3.9827290733327976,26.175029262031213,0.0002726409498124971,2.796124179204501e-17,2.1455171907856925,0.0
MS2137,0.0408345852627951,90.0,263.20723765954597,0.2667991526175792,0.36,1.0,0.0,9,0.2941698390103883,tanh,4.940025089867615e-16,0.0,935.9817504982415,70.0,1.0,0.0,935.9817504982415,1.0,0.005428158207106562,1.4840206867964523,2.0318721191650766e-16,-0.27579399897442336,8.921610855343149,1.242194411070372,11.149166635602933,7.824491729557792e-05,2.95465665235735e-17,0.6460131347973408,0.0
