candidate_id,coherence_scale_kpc,porous_beta,q_min,q_median,q_max,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,improvement_vs_constant_fraction
L10_beta0p5,10.0,0.5,1.2007593353861095,1.2218578409296743,1.2448036450906563,0.19773931321673183,0.19378325824392448,0.0411740950583801,0.9455424862901975,0.0021429392423772953
L10_beta1,10.0,1.0,1.182702965517069,1.2225759578588913,1.2684264032940429,0.1971543598585059,0.19340068228464813,0.041688021786385414,0.9416932987690542,0.004112955257690176
L30_beta0p5,30.0,0.5,1.1810922265273904,1.2192122912565233,1.2428442699191984,0.19797648287520522,0.19426634412041893,0.03955964044852771,0.9469600122568353,-0.00034463712093013577
L30_beta1,30.0,1.0,1.1635352354581487,1.2203572825613036,1.26639368062064,0.1974024402065421,0.19390089967901172,0.040083659323050067,0.943357542325498,0.0015371627800386811
L100_beta0p5,100.0,0.5,1.0099139364407106,1.1874123231194114,1.2213835474475838,0.20086654184922165,0.19985887163536645,0.023746454214772738,0.9680435183517475,-0.0291424967443199
L100_beta1,100.0,1.0,0.9990180019351156,1.1851514623937947,1.2441295947063533,0.20035156454654182,0.1995914358786248,0.024360331544111054,0.9657499293886255,-0.02776537747931207
