candidate_id,equal_galaxy_RMSE_km_s,improvement_vs_constant_fraction,fold_wins
L100_beta0p5,11.249351231387346,0.11149737291971484,5
L100_beta1,11.226272422167254,0.11332019649417335,5
L10_beta0p5,11.435863353291683,0.09676616692519058,5
L10_beta1,11.27969717252368,0.10910057261841155,5
L30_beta0p5,11.26466647396399,0.11028773576075113,5
L30_beta1,11.178690498611447,0.11707833891601449,5
constant,12.661021913186593,0.0,0
