domain,observable,system,radius_kpc,gbar_m_s2,observed_g_m_s2,chi,mean_density_kg_m3,required_enhancement,predicted_enhancement,predicted_g_m_s2,absolute_fractional_error,passes_5_percent
SPARC,dynamics,UGC02916,2.21,7.877974660149404e-10,6.715598567393401e-10,1.2485260469429626e-06,4.1321628385504756e-20,0.8524524204633632,0.09481525616823216,7.469521854889074e-11,0.8887735504150556,False
SPARC,dynamics,UGC02916,2.6,7.057362287873487e-10,5.655035214723131e-10,1.1485355387472296e-06,3.146474281252326e-20,0.801295864382654,0.10004642166914957,7.06063843324545e-11,0.8751442181144554,False
SPARC,dynamics,UGC02916,2.96,6.028214607991227e-10,4.87441671437002e-10,1.0676679454329273e-06,2.360761510163621e-20,0.8086003951996517,0.10595738877190397,6.387338788193972e-11,0.8689619874032561,False
SPARC,dynamics,UGC02916,3.17,5.635063610843854e-10,4.5084658253784385e-10,1.025622488753618e-06,2.0606046830743918e-20,0.8000736347860488,0.10890591529808125,6.136917603018606e-11,0.863880134823835,False
SPARC,dynamics,UGC02916,3.33,5.314188113652728e-10,4.2510654697363155e-10,9.9554901701875e-07,1.8498981240426087e-20,0.7999463659961276,0.11131701797876936,5.915595737900431e-11,0.8608443981864301,False
SPARC,dynamics,UGC02916,3.7,4.660850232454271e-10,3.753085183064908e-10,9.321918949509085e-07,1.4602208513053286e-20,0.8052361684852164,0.11683775365030447,5.4456327126045644e-11,0.8549025016224796,False
SPARC,dynamics,UGC02916,4.07,4.096058182632671e-10,3.3790100719130486e-10,8.765718064719402e-07,1.1666130481735053e-20,0.82494191274921,0.12238928200946952,5.013136200414252e-11,0.8516389092153244,False
SPARC,dynamics,UGC02916,4.44,3.5998278750181353e-10,3.067426793668906e-10,8.276908723384814e-07,9.398399186929187e-21,0.8521037394471126,0.12804031780864578,4.6092310517374404e-11,0.8497362329477339,False
SPARC,dynamics,UGC02916,4.81,3.1710868105410496e-10,2.831470886463606e-10,7.846849556332755e-07,7.642196085249231e-21,0.8929023567098441,0.13374616550541363,4.2412070139465745e-11,0.8502118798316987,False
SPARC,dynamics,UGC02916,5.18,2.806901663554044e-10,2.6549364850745387e-10,7.467153627022158e-07,6.2813437344624506e-21,0.945860170146791,0.13944016113792568,3.9139482026428755e-11,0.852578461871076,False
SPARC,dynamics,UGC02916,5.55,2.4870387798255053e-10,2.5020567887099384e-10,7.130905465107088e-07,5.194511306139744e-21,1.0060385101375406,0.14523574734292455,3.6120693585879245e-11,0.8556359961577726,False
SPARC,dynamics,UGC02916,5.92,2.2194800017996573e-10,2.36839654017772e-10,6.831967782247562e-07,4.345949258243578e-21,1.0670952377391614,0.1509404665019204,3.350093468633234e-11,0.8585501451382018,False
SPARC,dynamics,UGC02916,6.28,2.0034297263446786e-10,2.2757701698168233e-10,6.570996065665081e-07,3.698022860066995e-21,1.1359371081954737,0.15633572314241273,3.132076350331014e-11,0.862372906022267,False
SPARC,dynamics,UGC02916,6.34,1.97156824441662e-10,2.2542329126892192e-10,6.530054230507845e-07,3.604770982201268e-21,1.1433704712343036,0.1572100881668418,3.099504175316823e-11,0.8625029313577351,False
SPARC,dynamics,UGC02916,6.65,1.8194659089106913e-10,2.1902794644328954e-10,6.328311202704115e-07,3.1715926242185733e-21,1.2038035193218921,0.1616814853196057,2.9417395064106694e-11,0.8656911342054544,False
SPARC,dynamics,UGC02916,7.03,1.6591633022188528e-10,2.1111625652829893e-10,6.101392192860294e-07,2.7358288823408677e-21,1.2724260248883659,0.16703240619504978,2.7713403864013954e-11,0.868729181164222,False
SPARC,dynamics,UGC02916,7.39,1.5279510516908695e-10,2.0271315650144222e-10,5.90443162362502e-07,2.3967355912449886e-21,1.326699283181321,0.17200176202102457,2.6281027317270714e-11,0.8703536180342407,False
SPARC,dynamics,UGC02916,7.77,1.405736654345335e-10,1.9459690930285238e-10,5.71306040552714e-07,2.0971914194519166e-21,1.3843055788673164,0.17719348923077638,2.4908738272304775e-11,0.8719982842402746,False
SPARC,dynamics,UGC02916,8.14,1.3048346834328498e-10,1.8747549872315196e-10,5.540896657216109e-07,1.8581732723626937e-21,1.4367758697977615,0.1820593762121573,2.3755738852577234e-11,0.8732861679826348,False
SPARC,dynamics,UGC02916,8.51,1.2136867484350852e-10,1.8098095763989897e-10,5.380931086906692e-07,1.6532257911801074e-21,1.4911669578106037,0.18690892605009635,2.2684888671123523e-11,0.8746559363650841,False
SPARC,dynamics,UGC02916,8.88,1.1317859703387455e-10,1.7344008440490315e-10,5.231956821150467e-07,1.4774284650145861e-21,1.5324459654946265,0.19171832732476524,2.1698411312298063e-11,0.8748939070991097,False
SPARC,dynamics,UGC02916,9.25,1.0619373926363578e-10,1.6650248102870704e-10,5.092621017047686e-07,1.3307984991329686e-21,1.5679124040952097,0.1963207428122341,2.0848033774245687e-11,0.874788449724955,False
SPARC,dynamics,UGC02916,9.52,1.0135990027921734e-10,1.6178024679785086e-10,4.996421418166654e-07,1.2341966067187102e-21,1.5960971385349914,0.1997195974184719,2.0243558478141744e-11,0.8748700235113582,False
SPARC,dynamics,UGC02916,9.62,9.966020053884456e-11,1.6009853945067986e-10,4.961913510273693e-07,1.2008860682738033e-21,1.606444082844066,0.20097068771784843,2.002877904039028e-11,0.8748971782683853,False
SPARC,dynamics,UGC02916,9.99,9.37933502755521e-11,1.5275781377442013e-10,4.839040195824846e-07,1.0883327111727809e-21,1.628663581433422,0.2055474178828297,1.927898096371953e-11,0.8737938146182879,False
SPARC,dynamics,UGC02916,10.4,8.789998535740667e-11,1.4673563073139012e-10,4.7111603810818784e-07,9.797394266012427e-22,1.6693476129120404,0.2105715668959698,1.8509237646841925e-11,0.873859964654908,False
SPARC,dynamics,UGC02916,10.71,8.401325898085332e-11,1.4117814988638307e-10,4.6196753217823653e-07,9.093131734249613e-22,1.6804270135331576,0.21422450385271563,1.7997698722223007e-11,0.8725178171217916,False
SPARC,dynamics,UGC02916,11.12,7.918589157250454e-11,1.34716746991516e-10,4.5048121262431924e-07,8.2546401491425e-22,1.7012720866843565,0.21907317111566016,1.7347504374409398e-11,0.8712297857407298,False
SPARC,dynamics,UGC02916,12.67,6.489317597925809e-11,1.149594194039365e-10,4.1214477702993245e-07,5.937143374332847e-22,1.7715178471258852,0.23658226650132952,1.535257465364251e-11,0.8664522252004623,False
SPARC,dynamics,UGC02916,12.98,6.261693817799596e-11,1.1115773092862294e-10,4.053592205128259e-07,5.592065596551329e-22,1.775202272149496,0.23993694813699917,1.50241170481115e-11,0.8648396569217588,False
SPARC,dynamics,UGC02916,15.86,4.716981875971428e-11,8.925629264957082e-11,3.5108150157395e-07,3.44759423957846e-22,1.8922331057544957,0.2691752921728452,1.2696949746386246e-11,0.8577472873959067,False
SPARC,dynamics,UGC02916,19.05,3.755162741262156e-11,7.863780716775106e-11,3.0468735532255115e-07,2.2850142090244193e-22,2.0941251441294373,0.2973617743923218,1.11664185587365e-11,0.8580019082307805,False
SPARC,dynamics,UGC02916,22.14,3.138488214603613e-11,6.76626118584308e-11,2.6812055895725603e-07,1.6432286844779914e-22,2.155898229714286,0.3224752485890944,1.0120847671982431e-11,0.8504218593695719,False
SPARC,dynamics,UGC02916,25.34,2.5806491933078523e-11,5.640030255110359e-11,2.3670392492374466e-07,1.1805312367838506e-22,2.1855083092022363,0.35020093361049676,9.037457568175852e-12,0.8397622502115636,False
SPARC,dynamics,UGC02916,28.53,2.1000222158669902e-11,4.3637496383909825e-11,2.1107219131638015e-07,8.532518513482253e-23,2.0779540356383404,0.38018675674980007,7.984006353529995e-12,0.8170379372068218,False
SPARC,dynamics,UGC02916,31.72,1.7022643146679e-11,3.496710945183903e-11,1.9025056404758595e-07,6.220838663155143e-23,2.054152762913371,0.41231824823704666,7.018746402603053e-12,0.7992757619193509,False
SPARC,dynamics,UGC02916,34.91,1.4282786546598815e-11,3.074980612533806e-11,1.7310745862067386e-07,4.742618802905288e-23,2.152927653508941,0.4424951393895802,6.320063623808863e-12,0.7944681797976904,False
SPARC,dynamics,UGC02916,38.0,1.2192123057552485e-11,2.793978165828601e-11,1.5906406369855574e-07,3.719211385256806e-23,2.291625627989257,0.4717778783684651,5.751973948899355e-12,0.7941296027560935,False
SPARC,dynamics,UGC02953,0.09,1.6595172906966678e-09,1.921458040711564e-08,3.0635252800799267e-06,2.1374422718419446e-18,11.578415310785543,0.04769749116643118,7.915481131354413e-11,0.9958804819238087,False
SPARC,dynamics,UGC02953,0.17,3.2298800301692775e-09,1.0172424921414162e-08,2.9963786129699596e-06,2.2023817100479565e-18,3.149474539734229,0.04748340010310281,1.5336568575754958e-10,0.9849233897578643,False
SPARC,dynamics,UGC02953,0.26,3.7006999629622215e-09,6.651200910155414e-09,2.8893028361859205e-06,1.649930495434529e-18,1.7972818593030349,0.049613900892527485,1.836061611953878e-10,0.9723950360731025,False
SPARC,dynamics,UGC02953,0.34,3.4644449014466127e-09,5.086212460707081e-09,2.790903061033276e-06,1.18116307961058e-18,1.468117578831542,0.052268437852079686,1.810811230232166e-10,0.9643976486585771,False
SPARC,dynamics,UGC02953,0.43,3.0713277304478885e-09,4.056551266861709e-09,2.689926962043361e-06,8.2796661788732565e-19,1.3207809855805086,0.05533086793429709,1.6993922903635652e-10,0.9581074617681764,False
SPARC,dynamics,UGC02953,0.51,2.766160492218924e-09,3.420229499510853e-09,2.609760051333732e-06,6.28727302378155e-19,1.2364537448683088,0.057888231652087785,1.6012813936042225e-10,0.9531820483440299,False
SPARC,dynamics,UGC02953,0.6,2.4953843685806593e-09,2.9071950745842252e-09,2.5284704617737632e-06,4.821046514970756e-19,1.1650289675565284,0.06051948123546924,1.5101936746960048e-10,0.9480532390860635,False
SPARC,dynamics,UGC02953,0.69,2.2674381574478987e-09,2.5279957170297614e-09,2.454886011097998e-06,3.809267592465403e-19,1.1149127524056188,0.06299767044892424,1.428433218062187e-10,0.9434954257066342,False
SPARC,dynamics,UGC02953,0.77,2.098476312990586e-09,2.284917751229158e-09,2.394928395396356e-06,3.1591370580455945e-19,1.0888461008992136,0.06506868510834496,1.3654509441730518e-10,0.9402406960408743,False
SPARC,dynamics,UGC02953,0.86,1.9301871494421203e-09,2.04579845168192e-09,2.3326865238547287e-06,2.601693251700164e-19,1.0598964210663275,0.06731781795324254,1.2993598714183282e-10,0.9364864182808389,False
SPARC,dynamics,UGC02953,0.95,1.7874911799394242e-09,1.867916955503323e-09,2.2752492970503017e-06,2.1810992281147127e-19,1.0449936628871221,0.06945378501323907,1.241480281245738e-10,0.9335366447856236,False
SPARC,dynamics,UGC02953,1.03,1.6885638671894693e-09,1.7375925850443212e-09,2.2275122252215496e-06,1.9003578486476252e-19,1.0290357497323792,0.07118718576060024,1.2020410968225425e-10,0.9308214648722225,False
SPARC,dynamics,UGC02953,1.11,1.5954280887982847e-09,1.6123606870231085e-09,2.1824127783593614e-06,1.6661318899854616e-19,1.0106132005219852,0.07289665913767007,1.1630137756779298e-10,0.9278688828722812,False
SPARC,dynamics,UGC02953,1.2,1.5094808704594074e-09,1.5041536942074446e-09,2.134442689422256e-06,1.4581476067517738e-19,0.9964708554071695,0.07468593888352226,1.1273699603697729e-10,0.9250495501416298,False
SPARC,dynamics,UGC02953,1.29,1.4322374735697109e-09,1.4110955961922522e-09,2.0889938558356095e-06,1.2870056221907117e-19,0.9852385670898802,0.07641451120571985,1.0944372647334456e-10,0.9224406009283346,False
SPARC,dynamics,UGC02953,1.38,1.3607201230115356e-09,1.3302224787774393e-09,2.045843339648624e-06,1.1429963480983015e-19,0.9775871292572648,0.07810672392498441,1.0628139098723284e-10,0.9201025447375447,False
SPARC,dynamics,UGC02953,1.46,1.2998843109116161e-09,1.2573335758307302e-09,2.0093049467727714e-06,1.032064804676901e-19,0.9672657522491022,0.07960215421335237,1.0347359137670375e-10,0.9177039463784796,False
SPARC,dynamics,UGC02953,1.55,1.2346401412813803e-09,1.1943003470474295e-09,1.9701471598681165e-06,9.233446061165443e-20,0.9673266785315404,0.08127557184709344,1.0034608350802042e-10,0.9159791891913137,False
SPARC,dynamics,UGC02953,1.63,1.1798647902661711e-09,1.1452078961472113e-09,1.936988480334729e-06,8.390730232143409e-20,0.9706263849850613,0.08275106555869316,9.763506860970968e-11,0.914744677417803,False
SPARC,dynamics,UGC02953,1.72,1.1214082295819445e-09,1.0943471041291754e-09,1.9014343713804143e-06,7.557713313311697e-20,0.9758686223812916,0.08440294227691891,9.46501540702667e-11,0.913509933262368,False
SPARC,dynamics,UGC02953,1.8,1.0728384754385864e-09,1.05440554615011e-09,1.8713005239161503e-06,6.909028068331367e-20,0.9828185419236193,0.08585474320839948,9.210827181287062e-11,0.9126443595169048,False
SPARC,dynamics,UGC02953,1.89,1.0212955123923027e-09,1.0125120437164038e-09,1.8389466626723478e-06,6.263898924583628e-20,0.9913996795547213,0.08747745774884474,8.934033503438241e-11,0.9117636816383333,False
SPARC,dynamics,UGC02953,1.98,9.732735093578186e-10,9.744597766482813e-10,1.8081310559605093e-06,5.698031350955615e-20,1.0012188426778876,0.08908225406650472,8.670139803681185e-11,0.9110261910091076,False
SPARC,dynamics,UGC02953,2.07,9.288461527650258e-10,9.47434780096692e-10,1.7787437693899995e-06,5.2014995226983504e-20,1.0200126008772612,0.09066322283474848,8.421218572733437e-11,0.9111155854773033,False
SPARC,dynamics,UGC02953,2.15,8.921844843329001e-10,9.196125752079594e-10,1.7537353419782115e-06,4.8102907592797674e-20,1.03074262258166,0.09204753527605825,8.212338279438445e-11,0.9106978471060889,False
SPARC,dynamics,UGC02953,2.23,8.58112900354836e-10,8.938156476142882e-10,1.7296983026213322e-06,4.46061447855674e-20,1.0416061187807442,0.09340921049566753,8.015564853829265e-11,0.9103219453001985,False
SPARC,dynamics,UGC02953,2.32,8.227083167337151e-10,8.66084296227759e-10,1.7037300232517537e-06,4.110673890390641e-20,1.0527233997904064,0.09491207477852559,7.808495327874529e-11,0.9098413934776958,False
SPARC,dynamics,UGC02953,2.4,7.937172497997265e-10,8.507180667261852e-10,1.6815314612815764e-06,3.833625622167811e-20,1.0718150159151025,0.0962197949279604,7.63713110065144e-11,0.9102272374437588,False
SPARC,dynamics,UGC02953,2.49,7.637902484443153e-10,8.265158554091363e-10,1.657468348903287e-06,3.555739072326086e-20,1.0821241264765822,0.09765554804297938,7.458835530171299e-11,0.9097556873064574,False
SPARC,dynamics,UGC02953,2.58,7.368614199939042e-10,8.040272927831177e-10,1.6342836452797039e-06,3.310710715953863e-20,1.0911512951645224,0.09904279430675256,7.298081405303786e-11,0.9092309244871317,False
SPARC,dynamics,UGC02953,2.67,7.129179517632168e-10,7.830790885310588e-10,1.6118849062780308e-06,3.095162187593165e-20,1.09841404132736,0.10037346239448897,7.155804322166133e-11,0.9086196474025456,False
SPARC,dynamics,UGC02953,2.75,6.937968382242567e-10,7.723189509564578e-10,1.5925663270087913e-06,2.9245210006414066e-20,1.1131773862405816,0.1015117098091266,7.04285033083103e-11,0.9088090442153595,False
SPARC,dynamics,UGC02953,2.83,6.765369012104118e-10,7.563612413021586e-10,1.5737473729756017e-06,2.771150904398968e-20,1.1179896321234373,0.10260784774880538,6.941799535584652e-11,0.9082211097486489,False
SPARC,dynamics,UGC02953,2.92,6.591502790962562e-10,7.445024503945804e-10,1.5531113306077828e-06,2.616716727549063e-20,1.1294881819899223,0.10379090303646565,6.84138027041388e-11,0.9081080221188258,False
SPARC,dynamics,UGC02953,3.0,6.448065499782462e-10,7.302555998881303e-10,1.5352039384729735e-06,2.491513860344564e-20,1.1325188925465581,0.10481591413868807,6.758598797858353e-11,0.907448860386778,False
SPARC,dynamics,UGC02953,3.09,6.296453071014655e-10,7.199354483644628e-10,1.5155139669690137e-06,2.362069180926738e-20,1.1433984185138177,0.10594558573370916,6.670814086534594e-11,0.907341497051031,False
SPARC,dynamics,UGC02953,3.18,6.149116104839841e-10,7.049102599735135e-10,1.496285865015861e-06,2.241510074287896e-20,1.1463603027737488,0.1070695354628114,6.58383004852094e-11,0.9066004508323042,False
SPARC,dynamics,UGC02953,3.27,6.006041544113678e-10,6.907319674529494e-10,1.4775064418148588e-06,2.129098240618021e-20,1.1500619207836031,0.10818775581640916,6.497801559977796e-11,0.9059287557815194,False
SPARC,dynamics,UGC02953,3.35,5.881761303544224e-10,6.844912818027627e-10,1.4611807826774002e-06,2.035249752317624e-20,1.1637522273987944,0.1091793689905497,6.421669876739915e-11,0.9061833211399422,False
SPARC,dynamics,UGC02953,3.43,5.759594967592557e-10,6.735624337177824e-10,1.4451935715151847e-06,1.9464934441979302e-20,1.1694614595430894,0.11017122054462891,6.345416074223743e-11,0.9057932010964491,False
SPARC,dynamics,UGC02953,4.21,4.720386465829935e-10,6.035085422623236e-10,1.3048688271781004e-06,1.299722336103484e-20,1.278515110216119,0.11967809792319295,5.649268736929097e-11,0.9063928951899812,False
SPARC,dynamics,UGC02953,4.29,4.6328286663927166e-10,6.007452965356031e-10,1.2920239470900972e-06,1.2518262922095249e-20,1.2967138217165377,0.12061190591299942,5.587742952220049e-11,0.9069864885427548,False
SPARC,dynamics,UGC02953,4.38,4.535585685439283e-10,5.925816724025337e-10,1.2778589697061949e-06,1.2003679392195084e-20,1.3065163211554247,0.12166636002998688,5.518282009515106e-11,0.9068772750405517,False
SPARC,dynamics,UGC02953,4.47,4.443081228957607e-10,5.88886572226216e-10,1.2639871475023246e-06,1.1522105616192673e-20,1.3254013192200291,0.12270576236991282,5.451916694706923e-11,0.9074199183367928,False
SPARC,dynamics,UGC02953,4.8,4.1296658145203294e-10,5.678115380047314e-10,1.2154232993232157e-06,9.973068294490464e-21,1.374957595862231,0.12645779920975542,5.2222845037600286e-11,0.9080278551205399,False
SPARC,dynamics,UGC02953,5.25,3.7830753430810947e-10,5.408459394742048e-10,1.1542983352667522e-06,8.35296783626239e-21,1.429646228070407,0.13125628340674966,4.965524093805389e-11,0.9081896759984418,False
SPARC,dynamics,UGC02953,5.32,3.735185671692598e-10,5.409664737214613e-10,1.1452640337073523e-06,8.138712072324288e-21,1.4482987494335793,0.13197798690305484,4.929622856591238e-11,0.9088737824605105,False
SPARC,dynamics,UGC02953,5.41,3.673771500493663e-10,5.355432703430974e-10,1.1338173749117287e-06,7.871726521404188e-21,1.457747903676464,0.1329113909263735,4.88286080076283e-11,0.9088241591079165,False
SPARC,dynamics,UGC02953,5.5,3.612790544863437e-10,5.303093382727143e-10,1.1225598136128917e-06,7.614391733475062e-21,1.4678662703728924,0.13384943132053673,4.8356995991018304e-11,0.908813606510262,False
SPARC,dynamics,UGC02953,5.58,3.5576247062006484e-10,5.261968537687257e-10,1.1127125982137931e-06,7.3906231037222e-21,1.4790679096971855,0.13469804247859218,4.7920508379870395e-11,0.9089304543790897,False
SPARC,dynamics,UGC02953,5.67,3.4923980585986173e-10,5.212910658103772e-10,1.1018204843555857e-06,7.139960366688577e-21,1.4926450452201714,0.13568779147249288,4.738757795140682e-11,0.9090957412098746,False
SPARC,dynamics,UGC02953,5.76,3.433414317281027e-10,5.165498364315932e-10,1.091120272529984e-06,6.909694595046042e-21,1.5044785997183612,0.13663622132616116,4.691287585604209e-11,0.9091803490247455,False
SPARC,dynamics,UGC02953,6.0,3.283820502109173e-10,5.057560159106876e-10,1.0634457003454603e-06,6.3442937235707936e-21,1.540145131519352,0.13914369531612303,4.569229194183169e-11,0.9096554652749784,False
SPARC,dynamics,UGC02953,6.18,3.177099118021106e-10,4.942398175579967e-10,1.043481772716018e-06,5.959329662896894e-21,1.555632352653322,0.1410174215571266,4.480263256547575e-11,0.9093504186149098,False
SPARC,dynamics,UGC02953,6.27,3.126309652544135e-10,4.903242209152317e-10,1.033743159336409e-06,5.779889990369384e-21,1.568380216323788,0.14194354503795126,4.437594749684802e-11,0.909496725627756,False
SPARC,dynamics,UGC02953,6.36,3.077841842863304e-10,4.86529634175216e-10,1.0241578960349975e-06,5.609760313691955e-21,1.5807493010186626,0.14285560484596227,4.3968695808244846e-11,0.9096279183840831,False
SPARC,dynamics,UGC02953,6.45,3.031678877728203e-10,4.828509918071373e-10,1.0147188349811775e-06,5.448520698998613e-21,1.5926851466833551,0.14375267343041565,4.358119436559513e-11,0.9097419388070709,False
SPARC,dynamics,UGC02953,6.53,2.992506541517346e-10,4.769355125813223e-10,1.0064457504595219e-06,5.312232187741613e-21,1.5937659816759928,0.14453734630680048,4.325289543166585e-11,0.9093108097621672,False
SPARC,dynamics,UGC02953,6.61,2.9558107956971996e-10,4.742078875254893e-10,9.982768564651256e-07,5.183585822132136e-21,1.6043242287896031,0.14530159150237876,4.2948401279471564e-11,0.9094312802269384,False
SPARC,dynamics,UGC02953,6.7,2.9176107749242755e-10,4.708513718681675e-10,9.89202562860872e-07,5.0478643220745025e-21,1.6138251747455523,0.14613415330989987,4.2636258028139986e-11,0.9094485848921396,False
SPARC,dynamics,UGC02953,6.79,2.882698421674551e-10,4.6461033748405347e-10,9.802412260978747e-07,4.921353459231374e-21,1.6117202340373944,0.14693595955219585,4.235720586883506e-11,0.9088328380762969,False
SPARC,dynamics,UGC02953,6.87,2.846807566966854e-10,4.621483350910844e-10,9.723728282959195e-07,4.8034856352927594e-21,1.6233915507800998,0.147706662574704,4.2049244470908717e-11,0.9090135325000764,False
SPARC,dynamics,UGC02953,6.96,2.813058886464738e-10,4.5617227903387213e-10,9.636284721583997e-07,4.685163008371827e-21,1.621623639763754,0.14850463853813534,4.177522931209354e-11,0.9084222535385768,False
SPARC,dynamics,UGC02953,7.05,2.779305176017094e-10,4.532310281163924e-10,9.549884055746097e-07,4.569853114238646e-21,1.6307350197717358,0.14930706670237015,4.149699033018269e-11,0.9084418591051846,False
SPARC,dynamics,UGC02953,7.2,2.7208491478224277e-10,4.466198958265516e-10,9.408257309441828e-07,4.380534340063555e-21,1.6414724652559076,0.1506813546708653,4.0998123544895286e-11,0.9082035441591316,False
SPARC,dynamics,UGC02953,7.39,2.64117494633535e-10,4.37904271619427e-10,9.233368707587951e-07,4.142932451652393e-21,1.6579904039564757,0.1525158123427912,4.0282094247976394e-11,0.9080116435059928,False
SPARC,dynamics,UGC02953,7.47,2.604658417724325e-10,4.3321453377075846e-10,9.161327062474012e-07,4.041897508218248e-21,1.66322973800632,0.15333646270923007,3.993891083396681e-11,0.9078080079947155,False
SPARC,dynamics,UGC02953,7.99,2.3794110382471533e-10,4.101634103451464e-10,8.71642279325015e-07,3.452055858193476e-21,1.7238022508599544,0.15870539437211761,3.776253671983843e-11,0.9079329463150752,False
SPARC,dynamics,UGC02953,8.08,2.345827162264625e-10,4.055947584972426e-10,8.643419011270744e-07,3.365423877532725e-21,1.7290052951117154,0.15959118840288034,3.743733446135679e-11,0.9076976867253789,False
SPARC,dynamics,UGC02953,8.16,2.3158380061336134e-10,4.0161833929628923e-10,8.579399816531805e-07,3.2898276022779035e-21,1.7342246661147407,0.16038794666283684,3.714325026075284e-11,0.9075160503730114,False
SPARC,dynamics,UGC02953,8.25,2.2873036308434947e-10,3.9973932275533095e-10,8.508282396789914e-07,3.2138454826660942e-21,1.7476443326761917,0.16121236514173487,3.687416281255574e-11,0.9077544771968171,False
SPARC,dynamics,UGC02953,8.34,2.2593260501431748e-10,3.954255890565324e-10,8.438038073035841e-07,3.1402771635464995e-21,1.7501926693204555,0.16203434177620357,3.6608840939277925e-11,0.9074191404086291,False
SPARC,dynamics,UGC02953,8.4,2.2407356185748853e-10,3.926011205632715e-10,8.391688166848904e-07,3.092192008836617e-21,1.752108179602942,0.16258482767966764,3.643096144216912e-11,0.9072061705022619,False
SPARC,dynamics,UGC02953,9.59,1.8915147040036754e-10,3.438841931941064e-10,7.547551573538787e-07,2.286368543534319e-21,1.818036055792872,0.17381427077910716,3.2877224894435754e-11,0.9043944864430622,False
SPARC,dynamics,UGC02953,10.8,1.6064467754696923e-10,3.0153950927497667e-10,6.820978102591181e-07,1.7242399665465564e-21,1.877058822486121,0.18514639614848383,2.974278310825661e-11,0.9013635620096009,False
SPARC,dynamics,UGC02953,12.02,1.4159082707449358e-10,2.624545916403264e-10,6.188006166258444e-07,1.3654813497429628e-21,1.8536129568778077,0.19517603314777354,2.763513595851203e-11,0.8947050772257632,False
SPARC,dynamics,UGC02953,13.22,1.2507068089585772e-10,2.3255165394391092e-10,5.638692099564152e-07,1.0966781250003183e-21,1.8593618606550093,0.20518792507642558,2.5662993500916785e-11,0.8896460503905664,False
SPARC,dynamics,UGC02953,14.42,1.0837246857755464e-10,2.0633336046088606e-10,5.157806775112221e-07,8.711818674539504e-22,1.9039278441205538,0.2163559642630254,2.3447029938661254e-11,0.8863633593409824,False
SPARC,dynamics,UGC02953,15.63,9.159191802223712e-11,1.8412934358273667e-10,4.742453949501364e-07,6.792869909068053e-22,2.0103230455118637,0.22923754098046412,2.0996306061101892e-11,0.8859697989871592,False
SPARC,dynamics,UGC02953,16.83,7.774624659022092e-11,1.6871308272368244e-10,4.3936228168875065e-07,5.354888561260149e-22,2.1700479460175446,0.24239986510881373,1.8845679686186118e-11,0.8882974610981919,False
SPARC,dynamics,UGC02953,18.03,6.806690093628121e-11,1.5536328267466062e-10,4.0932524572697125e-07,4.376181973727915e-22,2.282508539945124,0.25426625353655563,1.7307115890912095e-11,0.8886022772371889,False
SPARC,dynamics,UGC02953,19.23,6.011140466947395e-11,1.4566822603349618e-10,3.829209300646936e-07,3.6235371159278356e-22,2.423304310296214,0.2659812819902688,1.5988508476222512e-11,0.8902402472276557,False
SPARC,dynamics,UGC02953,20.43,5.3271242495897996e-11,1.371120894089149e-10,3.5956447210380203e-07,3.0225923688695115e-22,2.573848158684732,0.2778368164762255,1.4800712424793315e-11,0.8920539210758246,False
SPARC,dynamics,UGC02953,21.64,4.746352017668962e-11,1.2769029821404085e-10,3.386405120803416e-07,2.542481551478128e-22,2.6902829317904735,0.2897259998120276,1.3751415837789745e-11,0.8923064944625712,False
SPARC,dynamics,UGC02953,22.84,4.249959603269468e-11,1.193299204213096e-10,3.201084016180537e-07,2.156968606633297e-22,2.8077895217994504,0.30158431903244776,1.2817211728674342e-11,0.8925901259011861,False
SPARC,dynamics,UGC02953,24.04,3.811727413347717e-11,1.1103982915650704e-10,3.0350158755920975e-07,1.8379872484578144e-22,2.913110438266737,0.31367469165458917,1.1956424210531898e-11,0.8923231033282688,False
SPARC,dynamics,UGC02953,25.24,3.422591780156131e-11,1.0283311113799911e-10,2.885991244095976e-07,1.571885378610355e-22,3.0045391838493836,0.32604295269404715,1.1159119298684801e-11,0.8914832083247041,False
SPARC,dynamics,UGC02953,26.44,3.088621198723557e-11,9.541055244691332e-11,2.751862366337633e-07,1.3541236366470317e-22,3.0890985429467333,0.33837217170953826,1.0451034626002073e-11,0.8904624870313265,False
SPARC,dynamics,UGC02953,27.65,2.8055683426171126e-11,8.92837624422112e-11,2.6294321515223534e-07,1.1761990887486256e-22,3.1823770280685735,0.350524713856045,9.834210404994419e-12,0.889854435610735,False
SPARC,dynamics,UGC02953,28.85,2.5623569546510495e-11,8.37199444239165e-11,2.5188546295846396e-07,1.029553535414556e-22,3.267302171617918,0.36248705059042396,9.288212150513197e-12,0.8890561596232999,False
SPARC,dynamics,UGC02953,30.05,2.350114409636039e-11,7.920335167922916e-11,2.4176593111011104e-07,9.065664668889518e-23,3.370191313004857,0.37436631911129525,8.798036810258586e-12,0.8889183775215684,False
SPARC,dynamics,UGC02953,31.25,2.169319728850202e-11,7.560089926415815e-11,2.3245604321266117e-07,8.046901144608834e-23,3.485004919225469,0.385915978880211,8.371751466633797e-12,0.8892638639471477,False
SPARC,dynamics,UGC02953,32.34,2.0264702446058234e-11,7.19745614363179e-11,2.2460514435454815e-07,7.263657158257577e-23,3.5517206150894136,0.3961743140229256,8.028354590445824e-12,0.8884556650261884,False
