case,domain,scenario,resolution,cells,cell_kpc,sigma_weighted_mean,sigma_median,sigma_p90,sigma_maximum,sigma_r80_kpc,sigma_active_pixels,transverse_mismatch_weighted_mean,transverse_mismatch_median,transverse_mismatch_p90,transverse_mismatch_maximum,transverse_mismatch_r80_kpc,transverse_mismatch_active_pixels,survival_weighted_mean,survival_median,survival_p90,survival_maximum,survival_r80_kpc,survival_active_pixels,screen_weighted_mean,screen_median,screen_p90,screen_maximum,screen_r80_kpc,screen_active_pixels,trace_length_kpc_weighted_mean,trace_length_kpc_median,trace_length_kpc_p90,trace_length_kpc_maximum,trace_length_kpc_r80_kpc,trace_length_kpc_active_pixels,sigma_global_minimum,sigma_global_maximum,minimum_eigenvalue_proxy,maximum_direction_norm_error,all_coefficients_finite
DDO101,registered_galaxy_baryons_only,high,common_native,65,0.148137920826862,0.0007533899148180038,0.00022145913372924414,0.0018647461743459244,0.04013181342033475,2.5074807817200675,1297,0.06502736273066057,0.012815224728170729,0.19566233812425857,0.8760138655455074,2.5074807817200675,1297,0.025170123615397146,0.01981789461399497,0.047370796845717815,0.39242386886565694,2.5074807817200675,1297,0.9507190614593475,0.9536757003084867,0.964674708125041,0.9944946511134861,2.5074807817200675,1297,1.4643674953982244,1.4148110388953623,2.2029398082423017,7.058879464047474,2.5074807817200675,1297,5.27202608803637e-12,0.04013181342033475,0.004922118879227441,1.1102230246251565e-16,True
DDO101,registered_galaxy_baryons_only,high,common_coarse,33,0.296275841653724,0.0007610199395207667,0.00025955777299265735,0.0019380032059003547,0.008644685590062642,2.513641627429944,323,0.06483307026002302,0.013293872152343417,0.2059792988661596,0.8506264010199344,2.513641627429944,323,0.025387849895820915,0.02119599791789517,0.04585803062304171,0.1554463924906223,2.513641627429944,323,0.9506887165505027,0.9537032068319181,0.9645940080946723,0.9947354283479646,2.513641627429944,323,1.492047202503983,1.4636891288139002,2.1666210060378206,4.110317096627298,2.513641627429944,323,1.5746934633114738e-10,0.015705369096539357,0.004937416837743239,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,low,common_native,65,0.2269045354056606,0.001268894107920289,0.0003092158840369456,0.00381815886713796,0.04057460903842785,3.450010363211121,1042,0.04515894548393563,0.014128945715661543,0.15661174060731142,0.8677727333945641,3.450010363211121,1042,0.04687128446799496,0.02347259631886467,0.09988288767988271,0.7225927766840864,3.450010363211121,1042,0.9765654361389482,0.9790593425528165,0.9846971149647387,0.9931656900873665,3.450010363211121,1042,1.9019386250918155,1.5411744249842625,3.2439215455455286,11.323730534102346,3.450010363211121,1042,4.86594839246974e-11,0.04057460903842785,0.0017692181346215755,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,low,common_coarse,33,0.4538090708113212,0.001699992257952905,0.0004531257546332874,0.00460385283013968,0.039091306484230266,3.419204103098174,255,0.04370107242217945,0.014904986334796366,0.1566736703002558,0.7707966353565409,3.419204103098174,255,0.052236149541662565,0.027123156462958375,0.11787254812119918,0.4449610634306541,3.419204103098174,255,0.9764637392243545,0.9789701448930114,0.9844634612337466,0.9908322137372438,3.419204103098174,255,2.0518585459686474,1.658245421135443,3.5414498244264827,7.672789660323779,3.419204103098174,255,9.668477348246951e-11,0.039091306484230266,0.0017695928849890217,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,nominal,common_native,65,0.2269045354056606,0.0016682747693805562,0.00041677486110126204,0.004514634245190624,0.04409650590737054,3.3935211324070416,1014,0.055957022740525275,0.018205729344451044,0.17952722946707442,0.8092505546211803,3.3935211324070416,1014,0.0455758408774703,0.02295757636236162,0.09954333881778972,0.7015632474598242,3.3935211324070416,1014,0.9732348334628382,0.9757444821395153,0.9817432672753778,0.9917986135024706,3.3935211324070416,1014,1.8814941006595642,1.5239810391844242,3.2381050085103826,10.996350544101645,3.3935211324070416,1014,6.468795195478506e-11,0.047559647605998366,0.001954276914059455,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,nominal,common_coarse,33,0.4538090708113212,0.0022554416758642742,0.0005541206024841066,0.005203882967303541,0.06394386791743924,3.4054535403517465,256,0.0533710643632056,0.018679351631656904,0.17242193522210902,0.6414675302727517,3.4054535403517465,256,0.050809409116144594,0.027743733780442925,0.10376405544818512,0.6289050547947801,3.4054535403517465,256,0.9732908156542365,0.9755617217656027,0.9816569139574758,0.9884996725356507,3.4054535403517465,256,2.027464640503695,1.677354688548688,3.309857219230107,9.956391575870589,3.4054535403517465,256,1.337621186337725e-10,0.06394386791743924,0.0019536990572728294,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,high,common_native,65,0.2269045354056606,0.0020271999940336617,0.0005065289568147652,0.005014911849957482,0.12034591760847417,3.3089192971430217,954,0.06409004793907633,0.022120890120677077,0.1876338824687451,0.713522374326035,3.3089192971430217,954,0.04042385938135868,0.023276568283978394,0.08908381216079399,0.6578639555404812,3.3089192971430217,954,0.9658238914405163,0.9688289567296352,0.976785066038031,0.9904070088929908,3.3089192971430217,954,1.7984613710130923,1.534657770218631,3.0545763965134087,10.356383684472187,3.3089192971430217,954,8.164742986325731e-11,0.12034591760847417,0.0023241888419833216,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,high,common_coarse,33,0.4538090708113212,0.0025063914542500366,0.0006888433558586255,0.005515790029199298,0.09375283294008635,3.312794366815522,238,0.06146314642352092,0.023094194836670533,0.17167049735944573,0.5520388800975133,3.312794366815522,238,0.04525353661096046,0.029135505501200143,0.09382615565708513,0.4086044793159678,3.312794366815522,238,0.9658481452758615,0.968767756187994,0.9769024206122713,0.9834972688371485,3.312794366815522,238,1.9334120449752548,1.7195451521048915,3.138853532931762,7.247553005539129,3.312794366815522,238,1.797138080337619e-10,0.09375283294008635,0.0023217107263708656,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,low,common_native,65,0.2851490045969202,0.003910025840052881,0.0011245166584087924,0.009623227844375333,0.2646122359962683,4.870578974925926,1312,0.08395481426349083,0.032896974826177705,0.3679075146260616,0.9956827314475272,4.870578974925926,1312,0.08052928713014701,0.04316207767579566,0.16242522082925478,0.8794115109242038,4.870578974925926,1312,0.9742607534251322,0.9762000334806524,0.9857620275710675,0.9998738800799899,4.870578974925926,1312,2.5739432750305236,2.100506177813682,4.210043911861865,14.544316575133811,4.870578974925926,1312,4.215304748827346e-11,0.2646122359962683,0.00012611992000478105,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,low,common_coarse,33,0.5702980091938404,0.004443884660047717,0.00139288734609505,0.0111740285187975,0.1430247993405327,4.882756380569699,329,0.08504068457341532,0.037116721986389226,0.36888885821072365,0.9709100767462898,4.882756380569699,329,0.0838171038064271,0.051724688617335035,0.15840398753704535,0.8593826082007656,4.882756380569699,329,0.9742803109564726,0.9761795840000086,0.9855559627368676,0.996883277597908,4.882756380569699,329,2.686817789811174,2.304569505088797,4.152756412649917,14.006115129642692,4.882756380569699,329,6.272744160421678e-08,0.1430247993405327,0.0026004235804444,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,nominal,common_native,65,0.2851490045969202,0.005118820974336861,0.001472274064351685,0.013489943988595345,0.1728833834878213,4.789076226714724,1276,0.10217385174283507,0.04212716564328356,0.4210912359197725,0.9781201715956848,4.789076226714724,1276,0.08035961396794089,0.04408199558746739,0.16053118746379758,0.834346992138008,4.789076226714724,1276,0.9702104834058958,0.972284653487004,0.982092128800315,0.9990772692639338,4.789076226714724,1276,2.5750622338066496,2.123278815949571,4.183127115989388,13.408430155934468,4.789076226714724,1276,1.711325899487739e-09,0.1728833834878213,0.0009227307196726054,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,nominal,common_coarse,33,0.5702980091938404,0.005542748640863054,0.0018396963305025269,0.014395650080166082,0.11092835093396342,4.783211900818497,318,0.10365157704784295,0.04864846683419839,0.3901361084870031,0.9886781855861904,4.783211900818497,318,0.08306217105249783,0.05440639644550144,0.17480380358441588,0.7882749447078594,4.783211900818497,318,0.9702180331298305,0.9727546375061735,0.9819482848855121,0.9935860822114038,4.783211900818497,318,2.681189634484691,2.365123886623412,4.3833078993387815,12.45980238616876,4.783211900818497,318,7.827830226443702e-08,0.11092835093396342,0.002908879541940913,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,high,common_native,65,0.2851490045969202,0.006029651385664496,0.0016452423510029807,0.014930782588022785,0.20322660686490626,4.658127453261933,1200,0.11619105003235138,0.05198372666967849,0.45350764125680415,0.9982334673313671,4.658127453261933,1200,0.07453833022574,0.04502708339289779,0.14635832322653333,0.8728048711048767,4.658127453261933,1200,0.9615162672718838,0.9645486426659404,0.97507760592424,0.9923245477662385,4.658127453261933,1200,2.4798825187175084,2.1464457484770514,3.9779862969553443,14.35978037317786,4.658127453261933,1200,2.0949119216966397e-09,0.20322660686490626,0.0035249664482167155,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,high,common_coarse,33,0.5702980091938404,0.00657549342652295,0.0020913528185812747,0.01743745832614475,0.10430977601083094,4.674359608789146,300,0.11659537616797783,0.05678848400606507,0.4356672560618918,0.9977161294289161,4.674359608789146,300,0.07932860527608485,0.0528198785058997,0.14656165605467963,0.7146550711700196,4.674359608789146,300,0.9615106476931115,0.9647695150612227,0.9741573366809086,0.9925755658874953,4.674359608789146,300,2.6184867704920745,2.3294916413935383,3.9809738430362134,11.1984666535709,4.674359608789146,300,8.958415939983156e-08,0.10430977601083094,0.0035256720796582905,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,low,common_native,65,0.04344171314303519,0.00016135460020215133,3.146463385055113e-05,0.0003314446944291048,0.00839662912821586,0.6570193174529966,1029,0.12800561025339352,0.04586155819451558,0.3954335844225049,0.8925154920770965,0.6570193174529966,1029,0.0012310013594644125,0.0008824732655953182,0.0023336052609630458,0.014130853267943055,0.6570193174529966,1029,0.9872789985515944,0.9892112601117296,0.9940286252616939,0.9985040028522495,0.6570193174529966,1029,0.3158020966530988,0.2971300850397569,0.48335614351779466,1.1929645598889274,0.6570193174529966,1029,2.1122156214704125e-11,0.02897206502761897,0.0005596774986114909,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,low,common_coarse,33,0.08688342628607038,0.00014840098305811048,3.008549729780966e-05,0.00032660374832026406,0.001835176758496786,0.6565897438179233,260,0.13194869735545295,0.042086848914702504,0.4334447330390981,0.7850267560571276,0.6565897438179233,260,0.0012435912674449308,0.0009600428756992296,0.002347276284853616,0.006325891330934419,0.6565897438179233,260,0.9873208957580757,0.9895955960828173,0.9940387152747081,0.9960206440865229,0.6565897438179233,260,0.32403390883049177,0.30991968266074243,0.4847674094836891,0.7966168818654688,0.6565897438179233,260,6.732640019386299e-11,0.00941018703560183,0.0007227881961275407,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,nominal,common_native,65,0.04344171314303519,0.00019337012467052965,3.9880649173593155e-05,0.0003879100179138649,0.006161355233774058,0.718664958241566,1242,0.16059622364311543,0.055839832527035484,0.5212641946586225,0.995525591898092,0.718664958241566,1242,0.0012900759895335713,0.0008767287846095928,0.0025544635510563523,0.022424667783416008,0.718664958241566,1242,0.9870235775497357,0.9896711058420229,0.9942937539056314,0.9997959963627383,0.718664958241566,1242,0.3166590614169617,0.2961609462456325,0.505740209387585,1.5059855207086041,0.718664958241566,1242,3.1550897577350995e-12,0.026770436035322757,0.00020400363725060864,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,nominal,common_coarse,33,0.08688342628607038,0.00020571317219103145,4.0104647086246186e-05,0.00047863847496843387,0.0025319577985583267,0.7171920563239357,311,0.1663399740791714,0.04947404099497632,0.5697047948939344,0.9236552632855162,0.7171920563239357,311,0.001345518420929165,0.0010051139958934252,0.00253034118810036,0.009257528338900811,0.7171920563239357,311,0.9870498353453757,0.9896773737043225,0.9943114730359573,0.9987934006509306,0.7171920563239357,311,0.33116153368337176,0.3171150361768822,0.5033436114534658,0.9643985465903347,0.7171920563239357,311,3.958851792723143e-11,0.01102137220005042,0.0008507923170367473,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,high,common_native,65,0.04344171314303519,0.0001903078829122056,4.125965018487334e-05,0.00035672148819246904,0.019300422278883705,0.8112527130917883,1573,0.193433302473636,0.06549971499065561,0.6434525331460871,0.9993818420296073,0.8112527130917883,1573,0.0013188458473640055,0.0008124514250731352,0.0026904755256243803,0.0360452681255401,0.8112527130917883,1573,0.9858029250403797,0.9894728842969093,0.9941184353800291,0.9992181702595073,0.8112527130917883,1573,0.30292930943099167,0.285093255374709,0.5190472425564296,1.9160100237377435,0.8112527130917883,1573,1.2293768795101228e-13,0.019300422278883705,0.0007818297373944029,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,high,common_coarse,33,0.08688342628607038,0.00024761950215894786,4.728554371086335e-05,0.0005011158196969746,0.009870759191475698,0.8203580849846677,403,0.20226194603613817,0.06224265935665139,0.6840959740037419,0.9977945558193413,0.8203580849846677,403,0.00144318169282552,0.0009570901793143349,0.0027303618213927474,0.030880978426840566,0.8203580849846677,403,0.9859891103417374,0.9897301648726826,0.9943737193176728,0.9985474656049786,0.8203580849846677,403,0.32765727007324913,0.30944280288421616,0.5228711451709184,1.7710969864296826,0.8203580849846677,403,1.9929015372658766e-11,0.009870759191475698,0.0010949878622517372,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,low,common_native,69,0.08789581251241756,0.00041453633775937805,0.00012621940164885806,0.0010438285611529786,0.00893655501868195,1.4297722232572152,1192,0.11263906812989508,0.04705052753422333,0.30767223928295,0.9365849657428,1.4297722232572152,1192,0.004380419029891943,0.0034733240998648385,0.008368202576485788,0.053047645493306095,1.4297722232572152,1192,0.989829038887304,0.9920570671483862,0.9950527333233045,0.9975671608323552,1.4297722232572152,1192,0.6045803884052011,0.5898618526814022,0.9167010869656499,2.334662697108466,1.4297722232572152,1192,2.087871250767576e-11,0.022981670863799486,0.00012070698739503931,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,low,common_coarse,33,0.18677860158888732,0.0004476252067836465,0.00014814202034326503,0.0011137888725883593,0.006060973920996358,1.4270072438403154,263,0.10791700823761621,0.03949183856804463,0.2942950969795001,0.9616028312000812,1.4270072438403154,263,0.004832061121027411,0.0040967138963783345,0.00958185345778957,0.022985815340893834,1.4270072438403154,263,0.9898763726303748,0.9919104984524483,0.995074134503169,0.9960992081052403,1.4270072438403154,263,0.654267526201357,0.6407127607495889,0.9812213520347254,1.5249297838966251,1.4270072438403154,263,9.41328228585706e-11,0.02006339684684742,0.0006006961499691149,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,nominal,common_native,69,0.08789581251241756,0.0004424640365640239,0.00013118170953313522,0.0008831198353560627,0.027356049310013297,1.577756654241098,1456,0.11353400753180035,0.04394569310727506,0.30389206661852153,0.9507652645770461,1.577756654241098,1456,0.004989067376583023,0.0036180784075433015,0.009069913737775048,0.1371316594460361,1.577756654241098,1456,0.9874612237717053,0.9903462193135504,0.9941913563596403,0.9977833648913144,1.577756654241098,1456,0.6262417936896664,0.6020497887835303,0.954531077310669,3.840483820166322,1.577756654241098,1456,1.919283300815792e-11,0.027356049310013297,0.0006443545536188955,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,nominal,common_coarse,33,0.18677860158888732,0.0004824095445998188,0.0001356922704858228,0.0011035219972779578,0.010134185207198545,1.5706143464193731,317,0.10840783384717907,0.03846361617579933,0.3051848603518844,0.9323144497474515,1.5706143464193731,317,0.005368306028549413,0.00449552588710922,0.010375811951183712,0.0469365330417314,1.5706143464193731,317,0.987479802678189,0.990228776076711,0.994198156634116,0.9975706938861606,1.5706143464193731,317,0.6826968521287484,0.6712422178749259,1.021274411019795,2.1925733859393994,1.5706143464193731,317,1.1602192429386503e-10,0.010134185207198545,0.0008908861872501992,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,high,common_native,69,0.08789581251241756,0.00037105447201977873,0.00010264593848838147,0.0007497889930349836,0.02402802712102575,1.7029770973032303,1696,0.10325600325114022,0.03476532978675684,0.2796447479785515,0.974659973131145,1.7029770973032303,1696,0.004957545843198514,0.0037879660273298366,0.010453595884006128,0.10701953595860936,1.7029770973032303,1696,0.9822136753278138,0.9866188856240418,0.9919275758267698,0.9986330971659302,1.7029770973032303,1696,0.6257961172376337,0.6160481803721229,1.0251150196273828,3.3643807025706365,1.7029770973032303,1696,1.5533064654827446e-11,0.02402802712102575,0.0007831931248505557,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,high,common_coarse,33,0.18677860158888732,0.0004525684802778711,0.0001226181878096885,0.0008741880766522446,0.011782489225875842,1.7129795213506678,379,0.09830148610978529,0.033005200108058734,0.26908221947779026,0.9178708690407306,1.7129795213506678,379,0.005846684590491301,0.004784522837759542,0.011715948854594881,0.06832474891507745,1.7129795213506678,379,0.9823898029498372,0.9868076039339342,0.9920638120793194,0.9979594296740572,1.7129795213506678,379,0.7022068460666177,0.6925319709022288,1.0855928875974137,2.6602813396115965,1.7129795213506678,379,1.258836795388402e-10,0.011782489225875842,0.0014708276556891944,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,low,common_native,91,0.5503378583749859,0.009809024955475032,0.0015313614457404495,0.021666325090570968,0.23964992464741272,11.565514271212884,1992,0.06634189946859814,0.01162958591802259,0.2679735178223484,0.9978851869986961,11.565514271212884,1992,0.21839011263453617,0.14981893316700812,0.3976243321698429,0.9983911233617706,11.565514271212884,1992,0.9872330890644736,0.9895495868860953,0.9939760024065084,0.9996569010891374,11.565514271212884,1992,4.786730395602692,4.02872095997913,7.119508377979974,25.361819894774793,11.565514271212884,1992,2.968114915451276e-12,0.3533539590241728,0.0003430985581007222,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,low,common_coarse,33,1.547825226679648,0.012770378500216568,0.0017808523078920158,0.030771235290485404,0.2290714899254855,11.543120201834636,253,0.06818943281164279,0.013311608269128828,0.2900447921621709,0.9302156136210142,11.543120201834636,253,0.2786687954840849,0.17569710507044334,0.5440208573928846,0.9982938583811578,11.543120201834636,253,0.9873208867832142,0.9896486395550126,0.9939439235458112,0.9989529796149514,11.543120201834636,253,5.734826359399574,4.39564813973699,8.861786582863314,25.245832965345006,11.543120201834636,253,6.214021037745157e-09,0.2290714899254855,0.0008053089467121974,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,nominal,common_native,91,0.5503378583749859,0.012130930833496978,0.002062138902162354,0.02761429500884924,0.242200004127629,11.587969773500369,2000,0.0860115029228033,0.015519677612886393,0.34067611482655646,0.9943879469451233,11.587969773500369,2000,0.21518413099413047,0.14774007068141037,0.3863716826627787,0.9998110648616758,11.587969773500369,2000,0.9864788626139374,0.9889532479322196,0.993510740888218,0.9989343170306515,11.587969773500369,2000,4.768019844883055,3.9982960944540302,6.988317969459369,29.281575752127203,11.587969773500369,2000,3.959707446317195e-12,0.35396840045435024,0.0008641729778316143,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,nominal,common_coarse,33,1.547825226679648,0.016713633271177745,0.0024340565403111036,0.04002871847522264,0.27972858772158804,11.605979671932056,255,0.08798204989156462,0.016667463440651734,0.33461446916292253,0.9813413497258653,11.605979671932056,255,0.27795821946036353,0.18006322903998673,0.523070520267759,0.9984295322555764,11.605979671932056,255,0.9865890399369024,0.988965872223337,0.9934311385492397,0.9978983886551462,11.605979671932056,255,5.7646341128344805,4.455648665258603,8.604585156017833,25.409411204529505,11.605979671932056,255,8.421094315621248e-09,0.30819907553701004,0.0008561433170372665,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,high,common_native,91,0.5503378583749859,0.013797093934737282,0.0025931284264303525,0.03202468307591989,0.3395952033072931,11.634324648303117,2017,0.10557602079540902,0.019282011462630953,0.3956274105478369,0.9979473034753645,11.634324648303117,2017,0.20701435218489694,0.14534600612287896,0.3763917070984014,0.9999937142716628,11.634324648303117,2017,0.9849056975236625,0.9876124070065948,0.9924435133048812,0.9980604497973846,11.634324648303117,2017,4.6682611729187045,3.963061663367062,6.8719199855533475,34.60813320252816,11.634324648303117,2017,5.029548238831572e-12,0.6851123424302443,0.0009668643569428056,1.1102230246251565e-16,True
