domain,scenario,systems,median_sigma,minimum_sigma,maximum_sigma,median_amplitude_gate,median_intensity_gate,median_trace_length_kpc
registered_cluster_baryons_only,high,4,0.0033249173977101445,0.0030599561091451647,0.024342112197039863,0.1867206186592153,0.03517955249941685,240.5569701991164
registered_cluster_baryons_only,low,4,0.002622719578191666,0.0025973189714887522,0.019820645528371175,0.18672061833439263,0.03517955237363335,240.83053512661766
registered_cluster_baryons_only,nominal,4,0.0030568889120063986,0.0029042037753584417,0.02269225181775499,0.18672061883160748,0.035179552567013744,240.6684050483664
registered_galaxy_baryons_only,high,13,6.239331526674389e-05,6.938957627424552e-06,0.0007272634362218956,0.11786341097222411,0.0138917836460074,1.4955571432808934
registered_galaxy_baryons_only,low,13,3.926200200018498e-05,5.660412444296547e-06,0.0005079639665769237,0.11786341097222411,0.0138917836460074,1.7219466427214591
registered_galaxy_baryons_only,nominal,13,5.2248004912901634e-05,7.261789392668502e-06,0.0006383544032166149,0.11786341097222411,0.0138917836460074,1.5893453253392795
