model,scenario,galaxy,galaxy_index,objective_inner,optimizer_success,finite_fit,evaluations,any_parameter_at_boundary,disk_log_shift,bulge_log_shift,distance_z,inclination_z,disk_mass_to_light,bulge_mass_to_light,distance_scale,inclination_adjusted_deg,nfw_V200_km_s,nfw_concentration,message
fixed_RAR,invariant,CamB,0,46.33718987231147,True,True,260,True,-0.7349956717414817,1.4879011688816799e-08,-3.439279194126618,-5.0,0.23975376720148647,0.700000010415308,0.7663358954516932,40.0,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,D631-7,1,56.32430609481946,True,True,290,False,-0.6754541280491696,-3.8524696879148405e-08,-1.3131310744087275,-3.6327131684092318,0.25446262544491793,0.6999999730327127,0.9698469089392227,48.1018604947723,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,DDO064,2,15.779022835016175,True,True,295,False,-0.05425429075028872,-7.376148397372812e-10,-0.2220256826237556,0.30598351171899524,0.4735956069551327,0.6999999994836695,0.9355621459079565,61.529917558594974,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,DDO154,3,12.630101386589756,True,True,295,False,-0.45043910403841303,-3.281214927719103e-08,-1.1223297023350207,-1.1509054178812648,0.3186741139938436,0.6999999770314959,0.9459544356612242,60.54728374635621,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,DDO161,4,35.4364560055115,True,True,435,False,-0.4175329752562913,0.0,-2.01794914251032,0.23185449150727522,0.32933488584269555,0.7,0.5458643688731016,72.31854491507275,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,DDO168,5,29.74900272381692,True,True,285,False,-0.17097976715920082,-8.742529482363584e-09,-1.1948996288159566,-1.4878821824358757,0.42141931315942566,0.6999999938802294,0.9426670826915602,54.07270690538475,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,DDO170,6,7.533458466608687,True,True,410,False,0.00720459132168746,-2.7873029721434796e-09,-1.248451669583635,-0.22087701938188767,0.5036153034146245,0.6999999980488879,0.6876085982155856,64.45386086432678,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,ESO079-G014,7,38.71728207059306,True,True,435,False,-0.026084458953812846,-1.931109765314429e-09,0.456579183422632,0.2627514809084719,0.48712640088071973,0.6999999986482232,1.120825259085388,80.31375740454236,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,ESO116-G012,8,22.213983644309724,True,True,510,False,-0.4392677329980827,1.1189104484560601e-08,1.1814233468079995,0.27274688279490994,0.3222541002077354,0.7000000078323732,1.4253636926119886,74.81824064838473,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,ESO563-G021,9,243.173603406095,True,True,660,False,0.4138175586271243,4.850245107662317e-09,0.31122578115484634,0.43463867012809226,0.7562905721646423,0.7000000033951715,1.0476834515989208,84.30391601038427,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,F568-3,10,38.027767945432856,True,True,355,False,-0.31766281349038716,-3.015504628971223e-08,-0.7599637238938914,0.8299047721086128,0.36392408381308033,0.6999999788914679,0.9268195686937857,48.299047721086126,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,F568-V1,11,25.949209296446043,True,True,385,False,0.20943815924204445,-3.0448245231337726e-09,0.5952150854605786,2.07422550697588,0.6164925620092592,0.6999999978686228,1.061328588368869,60.7422550697588,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,F571-8,12,83.48864121368041,True,True,375,False,-0.6954739732292561,-1.1578234531238089e-08,0.3299720200384668,0.2087841428397779,0.24941897805361107,0.6999999918952359,1.0684852996960457,86.04392071419889,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,F574-1,13,19.82046932443162,True,True,385,False,0.13886799497974184,-3.077886809727558e-08,0.44130853926535163,0.9019932659827232,0.5744862099324975,0.6999999784547926,1.045119103879617,74.01993265982723,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,F583-1,14,41.540810104264565,True,True,345,False,-0.004241501241549305,0.0,1.0194286383375055,0.9420876720071958,0.497883740610323,0.7,1.2902773039628834,67.71043836003598,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
fixed_RAR,invariant,F583-4,15,14.084671491723629,True,True,335,False,-0.094259657606158,-4.319600048449348e-09,-0.6441695608168609,0.060784546410379725,0.45502321554085795,0.6999999969762799,0.8786950749029682,55.6078454641038,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
