candidate_id,q_min,q_median,q_max,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,improvement_vs_constant_fraction
inverse_hillfloor_m1__pair_surface_L30p0kpc,1.050542035662072,1.0800657490698389,1.1108983317249161,0.19029155150558888,0.1916440761806277,-0.0042740792461111385,1.0531606858204077,0.013158328009449383
inverse_hill0_m0.5__pair_surface_L30p0kpc,1.011519003694559,1.057528547431686,1.1012291761833952,0.18962860217765667,0.19219708139991104,-0.012214415781573552,1.070919152055731,0.010310712752598428
OR_max_potential_pair30,1.011519003694559,1.057528547431686,1.1012291761833952,0.18962860217765667,0.19219708139991104,-0.012214415781573552,1.070919152055731,0.010310712752598428
OR_max_potential_surface,1.1851758731737798,1.222854253963744,1.2686813842946123,0.19712383214367568,0.19333865281671883,0.04189175348253818,0.9414849702177275,0.0044323664550721675
inverse_hillfloor_m2__mean_surface_R80,1.1851758731737798,1.222854253963744,1.2686813842946123,0.19712383214367568,0.19333865281671883,0.04189175348253818,0.9414849702177275,0.0044323664550721675
constant,1.2214174667358473,1.2214174667358473,1.2214174667358473,0.19838242982641738,0.19419941579287378,0.04082624939371443,0.9494909747501937,0.0
OR_rms_potential_surface,0.873033059678547,0.9326747613954273,1.0221291132839092,0.19301992255431855,0.19939751926522842,-0.056704496596523137,1.1807401695082769,-0.026766833726723283
inverse_hill0_m0.5__pair_count_L30p0kpc,0.8120757005539231,0.8705519290337981,0.919576014007582,0.19749546245934438,0.2054508984376995,-0.08442632285520583,1.2532679327612204,-0.05793777802517264
OR_rms_potential_pair30,0.755306216622943,0.8257894749789519,0.9205975677667568,0.20681572221781427,0.21654867483393672,-0.10038981423714934,1.2936290364496537,-0.11508406938206184
inverse_hill0_m1__potential_depth,0.316140393939007,0.4835462113970316,0.6951887566496869,0.3202683481895417,0.32903896580833386,-0.27580243076789757,1.9642317848232338,-0.6943355079877025
inverse_hill0_m0.5__pair_surface_L100p0kpc,,,,,,,,
inverse_hillfloor_m1__pair_surface_L100p0kpc,,,,,,,,
