radius_grid_cells,radius,cells,coherent_radial_mean,target_shell_acceleration,mean_relative_error,correction_radial_mean,correction_angular_scatter_fraction
4,1.6,138,0.22009819962275293,0.22865946899755474,-0.03744113205691635,0.026031251512386982,0.0070038495782653335
5,2.0,350,0.18433947021121186,0.18466797337737884,-0.0017788854242509755,0.025478975770535744,0.007700019938540177
6,2.4000000000000004,450,0.1495579607489232,0.1498188418081255,-0.0017413100785842461,0.024734081699147908,0.007509976100736744
7,2.8000000000000003,602,0.12493984601950935,0.12512229893917964,-0.0014581966701153748,0.02401567329329366,0.008451251904771466
8,3.2,762,0.10585462177713957,0.10598596339439884,-0.0012392359615632786,0.023250328243844428,0.008912662887407065
9,3.6,1142,0.0899182182899178,0.09003729820323808,-0.0013225620459142995,0.022383250500046855,0.011507456318107087
10,4.0,1250,0.07752071141343604,0.07762979824995403,-0.0014052186013255863,0.0215289166287502,0.01007528359802011
11,4.4,1458,0.0683416438577103,0.06842851023976265,-0.0012694472194116901,0.02076944143153049,0.009179492557876397
12,4.800000000000001,750,0.0629587288084101,0.060973996362710045,0.03255047338366457,0.02024971342897207,0.005037962743728144
