gate_mode,return_length_over_R80,width_over_R80,route_mode,route_fraction_multiplier,candidate_id,cluster,extent_gate,effective_route_fraction,calibration_amplitude,calibration_RMS_arcsec,heldout_RMS_arcsec,heldout_median_minimum_J_singular_value,mass_sheet_R2
cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,0.5,K0153,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,554.9214307287731,1.8477978065452467,4.5831879898816705,0.26021253544488404,0.7737107865024782
cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,0.75,K0154,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,216.9286639965977,8.726525773049154,22.225137915149983,0.09038386450022427,0.9423445849552176
cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,0.75,K0154,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,584.9255105131016,1.8333469454344122,7.27396124458078,0.23075722778700875,0.7933440517289909
cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,1.0,K0155,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,234.01734723239002,8.823143595597045,29.052579446193548,0.06914484377119057,0.9557472165984479
cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,1.0,K0155,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,618.4343767913567,1.8102916575570414,95.16990594400285,0.18705280879695682,0.8117383770180958
cluster_logistic_soft,0.25,0.23,endpoint,0.5,K0156,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,183.94964398444893,6.78865844464385,5.475154548432098,0.2607825364703482,0.9486431847277504
cluster_logistic_soft,0.25,0.23,endpoint,0.5,K0156,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,448.9797709766808,1.8636903718280038,25.587724390174643,0.31132347761370655,0.7807047195250938
cluster_logistic_soft,0.25,0.23,endpoint,0.75,K0157,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,177.52472890321184,6.467794264833706,5.651668287207286,0.26594029525119084,0.9544289415217316
cluster_logistic_soft,0.25,0.23,endpoint,0.75,K0157,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,418.28690063298245,1.874771927549142,17.95530038112259,0.3231609059104231,0.7849385385760863
cluster_logistic_soft,0.25,0.23,endpoint,1.0,K0158,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,171.63400660251747,6.164647377514645,5.914014385690995,0.26960788399442315,0.9590461399579455
cluster_logistic_soft,0.25,0.23,endpoint,1.0,K0158,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,391.4078633655035,1.8838249568213887,11.6749712630551,0.33076257704982714,0.7872315375120361
cluster_logistic_soft,0.25,0.23,chord,0.5,K0159,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,188.672416882757,7.174859210722605,5.518998333957421,0.2560187153648538,0.9426813089903247
cluster_logistic_soft,0.25,0.23,chord,0.5,K0159,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,485.10544898795996,1.8486419679378794,13.740991682171073,0.29549010948732324,0.7734723314041161
cluster_logistic_soft,0.25,0.23,chord,0.75,K0160,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,183.9381647404124,7.013330766421874,5.575197758296787,0.26149004477098226,0.9468394211617274
cluster_logistic_soft,0.25,0.23,chord,0.75,K0160,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,467.0338403015821,1.8559931555639415,19.07053743791706,0.3046659907432073,0.7767741128194976
cluster_logistic_soft,0.25,0.23,chord,1.0,K0161,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,179.44495441562336,6.859758511289151,5.714861887874181,0.26593439292796245,0.9505300382658983
cluster_logistic_soft,0.25,0.23,chord,1.0,K0161,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,450.2218269372882,1.8628490887762794,22.606783195422175,0.3117646654105174,0.7794533264344791
cluster_logistic_soft,0.25,0.23,radial_arc_0.5,0.5,K0162,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,217.39989492608748,7.179642460388073,9.324456543598465,0.2087123625165596,0.9218206742361257
cluster_logistic_soft,0.25,0.23,radial_arc_0.5,0.5,K0162,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,554.4165433515271,1.833786783523426,5.426861705940948,0.28065396498511197,0.7631433504664026
cluster_logistic_soft,0.25,0.23,radial_arc_0.5,0.75,K0163,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,227.50310081942024,7.045936500050095,16.20879543247489,0.1937084300089133,0.9147558529120213
cluster_logistic_soft,0.25,0.23,radial_arc_0.5,0.75,K0163,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,570.0019472679945,1.835144778393304,5.745964205138058,0.27837056731111953,0.7618137979887897
cluster_logistic_soft,0.25,0.23,radial_arc_0.5,1.0,K0164,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,238.22507928210104,6.943690057238627,31.02049520225249,0.17841867751515292,0.906365808014365
cluster_logistic_soft,0.25,0.23,radial_arc_0.5,1.0,K0164,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,586.4778402211854,1.8369249754435462,5.978922136463671,0.2759358214632456,0.7601045127360498
cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,0.5,K0165,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,221.56763717910394,7.495376382358707,6.163290911397561,0.18844101222977855,0.9527657453994819
cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,0.5,K0165,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,570.3681894720186,1.8136852615799501,9.35742372615981,0.23713284996870365,0.8017202001731574
cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,0.75,K0166,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,229.6048047391981,7.5918475712389,6.446940139574183,0.18816727518570273,0.9619040216673084
cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,0.75,K0166,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,595.7919109492423,1.8004109432078501,67.13183126400374,0.20576911660767505,0.8189354921259789
cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,1.0,K0167,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,239.76074346074674,7.479819815413569,7.277870098422179,0.18777397408379398,0.9700514368599219
cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,1.0,K0167,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,623.6925434698528,1.7831907063850387,13.951082996245285,0.1661438144265384,0.8349448075862763
cluster_logistic_soft,0.25,0.28,endpoint,0.5,K0168,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,214.04222078632102,6.0878209965049175,5.897611924674278,0.22200000868637715,0.9643908560698262
cluster_logistic_soft,0.25,0.28,endpoint,0.5,K0168,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,487.35449957695914,1.842442106002559,5.793555903216616,0.243166246213687,0.8195969927007608
cluster_logistic_soft,0.25,0.28,endpoint,0.75,K0169,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,208.7123838661279,5.87783111793219,6.055773710475615,0.2239469908283389,0.9680256939502709
cluster_logistic_soft,0.25,0.28,endpoint,0.75,K0169,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,460.33242961623847,1.849637579067717,4.724091119769433,0.25959429727853567,0.8251944521045118
cluster_logistic_soft,0.25,0.28,endpoint,1.0,K0170,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,203.6365766129825,5.669652255538037,6.240259513258417,0.22477831351133748,0.9710339855569943
cluster_logistic_soft,0.25,0.28,endpoint,1.0,K0170,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,436.0891198837669,1.85528413144647,4.170766874413097,0.2585860649368059,0.8294207427827878
cluster_logistic_soft,0.25,0.28,chord,0.5,K0171,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,217.90879697589344,6.3184234249055296,5.8836905908236705,0.22019256439343915,0.96073661377818
cluster_logistic_soft,0.25,0.28,chord,0.5,K0171,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,517.8220200280974,1.832447444547032,9.768909702180514,0.23975099965743504,0.8120864967975912
cluster_logistic_soft,0.25,0.28,chord,0.75,K0172,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,214.228158425438,6.211399939662592,6.003503796947669,0.2232985630290197,0.9632674765330669
cluster_logistic_soft,0.25,0.28,chord,0.75,K0172,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,502.2899686305398,1.836632611982157,6.573509662545659,0.24150058845884176,0.815722752266823
cluster_logistic_soft,0.25,0.28,chord,1.0,K0173,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,210.71326537317765,6.108035026682019,6.133800004394531,0.22554167615662996,0.9655580197211635
cluster_logistic_soft,0.25,0.28,chord,1.0,K0173,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,487.64509085978426,1.8403687199579528,5.6295136901672835,0.24508602437691906,0.8189273825968857
cluster_logistic_soft,0.25,0.28,radial_arc_0.5,0.5,K0174,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,242.3038556454491,6.35542716395701,5.60668792760815,0.19392835291671212,0.9467602488497878
cluster_logistic_soft,0.25,0.28,radial_arc_0.5,0.5,K0174,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,579.0317657762228,1.821463298104022,42.71408520468456,0.23880520471470845,0.8009104481332374
cluster_logistic_soft,0.25,0.28,radial_arc_0.5,0.75,K0175,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,251.28606981109914,6.284594989282561,6.00147836414144,0.18508908119194448,0.9416832492272706
cluster_logistic_soft,0.25,0.28,radial_arc_0.5,0.75,K0175,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,593.6204251066871,1.8212623291448113,62.32615953033059,0.23534306352225307,0.7992084057999769
cluster_logistic_soft,0.25,0.28,radial_arc_0.5,1.0,K0176,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,260.74667285321215,6.228573474256921,7.114469674882024,0.17618760386529794,0.9357826378960509
cluster_logistic_soft,0.25,0.28,radial_arc_0.5,1.0,K0176,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,608.9578291489555,1.8213505367187643,52.26193950504422,0.2324234438624787,0.7971674270136466
cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,0.5,K0177,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,245.67396031366778,6.552274448892142,6.270766374116443,0.1786131225272795,0.9677345653345621
cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,0.5,K0177,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,590.1167973649972,1.8084988633901389,27.97603144178942,0.19547695769731027,0.8325507965396797
cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,0.75,K0178,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,252.5789265723204,6.641919635994819,6.810776001625906,0.18561635779464253,0.9735627353070766
cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,0.75,K0178,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,611.3340606072884,1.799487519379692,16.67292572632841,0.17327179271649013,0.845843728413581
cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,1.0,K0179,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,258.233184528723,6.753404534901841,7.544887339381553,0.19739200504987114,0.9788057877684698
cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,1.0,K0179,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,634.1867131293495,1.7889399350679773,8.954046981513955,0.18231120942269535,0.858063618248714
cluster_logistic_soft,0.36,0.18,endpoint,0.5,K0180,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,155.34064774591442,7.048063267154059,5.884848846377771,0.3041312473060529,0.9261978602135694
cluster_logistic_soft,0.36,0.18,endpoint,0.5,K0180,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,390.29529321539235,1.9140828580546738,7.1035259361099445,0.4450567583238791,0.7456004387980706
cluster_logistic_soft,0.36,0.18,endpoint,0.75,K0181,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,146.26368779292463,6.423916875778464,5.265683210322058,0.3256843516210104,0.9356125618363971
cluster_logistic_soft,0.36,0.18,endpoint,0.75,K0181,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,350.5044518891831,1.9252266829976807,6.754777896762568,0.4723869348192638,0.741913031686223
cluster_logistic_soft,0.36,0.18,endpoint,1.0,K0182,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,138.35969065579667,5.874635860872675,5.558797279429955,0.34959998574122153,0.9419436357153781
cluster_logistic_soft,0.36,0.18,endpoint,1.0,K0182,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,317.62421245173084,1.9336740156851744,7.647511431593953,0.4812288870102856,0.7341844183896672
cluster_logistic_soft,0.36,0.18,chord,0.5,K0183,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,162.1607003738695,7.964087671197355,8.437531893709515,0.27164027329006013,0.9171961697570077
cluster_logistic_soft,0.36,0.18,chord,0.5,K0183,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,438.75110940527884,1.891288742752656,6.535818426855635,0.3943955468837874,0.7414009060466307
cluster_logistic_soft,0.36,0.18,chord,0.75,K0184,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,155.23253106378013,7.623432478462076,5.88398178868469,0.28817717729243625,0.9256039310935439
cluster_logistic_soft,0.36,0.18,chord,0.75,K0184,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,412.07973802506865,1.9038269587216772,6.894408038964665,0.42305681509326976,0.742572584437625
cluster_logistic_soft,0.36,0.18,chord,1.0,K0185,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,148.8653593029296,7.315930731254934,5.430070933592307,0.3014969925139048,0.9326069064634093
cluster_logistic_soft,0.36,0.18,chord,1.0,K0185,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,388.28176801384,1.9160303897336273,16.535639043828358,0.4416874086661272,0.7419518883553176
cluster_logistic_soft,0.36,0.18,radial_arc_0.5,0.5,K0186,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,191.5974094947648,8.160896149461635,13.92123361636563,0.2200362762201487,0.8876328345909658
cluster_logistic_soft,0.36,0.18,radial_arc_0.5,0.5,K0186,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,518.6768995896381,1.874137952440253,10.045243437417929,0.3544136453747749,0.7338476148369624
cluster_logistic_soft,0.36,0.18,radial_arc_0.5,0.75,K0187,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,199.00325497680663,7.90262868988206,11.694582162415585,0.22284666127565733,0.8825209616094466
cluster_logistic_soft,0.36,0.18,radial_arc_0.5,0.75,K0187,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,526.7129790634932,1.8788397956297953,5.7008884789286025,0.3592513679490047,0.7344619205514098
cluster_logistic_soft,0.36,0.18,radial_arc_0.5,1.0,K0188,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,206.73706578197465,7.705646643374561,9.690029412611706,0.22263201818826003,0.8764110974663603
cluster_logistic_soft,0.36,0.18,radial_arc_0.5,1.0,K0188,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,535.0055794262819,1.8834813962270214,4.203393823964479,0.3584035323829674,0.7349572545469089
cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,0.5,K0189,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,201.93015870848214,8.49801891894239,28.949852477714767,0.14231189014673223,0.9309667105146789
cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,0.5,K0189,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,544.6014090513967,1.8484964880022048,4.552533555798671,0.2633533177042652,0.7813883607026035
cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,0.75,K0190,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,216.62848678770698,8.403354598489026,26.85927899173524,0.10908864489290036,0.947634041566353
cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,0.75,K0190,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,567.9031977226066,1.836481274469897,7.591689633423078,0.23557799374083388,0.8042718228179443
cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,1.0,K0191,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,232.53129812862505,8.452860351269795,25.371077332639974,0.07810435427569201,0.962571442755153
cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,1.0,K0191,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,593.3828788352798,1.8194585416869427,91.62748247070853,0.18990184215108005,0.8254514636874465
cluster_logistic_soft,0.36,0.23,endpoint,0.5,K0192,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,182.3053860887469,6.449381773273931,5.388896586955191,0.26412830105621965,0.9505986590221551
cluster_logistic_soft,0.36,0.23,endpoint,0.5,K0192,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,425.2552407167528,1.8770274568899505,21.78781896634966,0.3234820898227979,0.7868058377037843
cluster_logistic_soft,0.36,0.23,endpoint,0.75,K0193,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,174.99733165939423,5.990107893873816,5.578504000850717,0.27146476293890265,0.9563288379728064
cluster_logistic_soft,0.36,0.23,endpoint,0.75,K0193,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,387.91217521032235,1.8885957787945051,10.696271501548928,0.3385429095053892,0.7909923117826955
cluster_logistic_soft,0.36,0.23,endpoint,1.0,K0194,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,168.25004927240033,5.5553764403210835,5.878715944994676,0.2773947430801354,0.9604056959310374
cluster_logistic_soft,0.36,0.23,endpoint,1.0,K0194,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,356.4022908146834,1.8961369179253658,6.590935368408475,0.35377253945982623,0.7920103318266384
cluster_logistic_soft,0.36,0.23,chord,0.5,K0195,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,186.94249815632438,6.985483163906191,5.472237081536896,0.2577279091588706,0.945384170278778
cluster_logistic_soft,0.36,0.23,chord,0.5,K0195,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,469.276221996403,1.8555450448129112,18.681220131508972,0.30891125732120034,0.7772029169604405
cluster_logistic_soft,0.36,0.23,chord,0.75,K0196,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,181.63763565072804,6.74550771234695,5.554082749395342,0.2627914633571161,0.9503891221116899
cluster_logistic_soft,0.36,0.23,chord,0.75,K0196,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,445.30253463339267,1.8641165505092292,21.59929873569955,0.3193645758262203,0.7812382091833807
cluster_logistic_soft,0.36,0.23,chord,1.0,K0197,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,176.70377335282666,6.519560901998523,5.7208814420706045,0.26655423634465103,0.9546530261961085
cluster_logistic_soft,0.36,0.23,chord,1.0,K0197,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,423.5986584992895,1.8712410326306894,14.676618803215817,0.3287019369556648,0.784052170225111
cluster_logistic_soft,0.36,0.23,radial_arc_0.5,0.5,K0198,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,212.71179373841292,7.198991670436217,7.879704268090508,0.21758043040992664,0.9257668557531671
cluster_logistic_soft,0.36,0.23,radial_arc_0.5,0.5,K0198,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,540.6907362949519,1.8388233413091524,5.298753343749008,0.28766447892699576,0.7662907786343335
cluster_logistic_soft,0.36,0.23,radial_arc_0.5,0.75,K0199,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,220.0224964333531,7.059654541904517,10.35518172350262,0.20763373249076988,0.921415632442297
cluster_logistic_soft,0.36,0.23,radial_arc_0.5,0.75,K0199,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,548.5365677277332,1.8423650638297886,5.500710025480986,0.2896405747666094,0.7669084864871715
cluster_logistic_soft,0.36,0.23,radial_arc_0.5,1.0,K0200,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,227.59179705074135,6.934745430767456,16.16528529329923,0.19789333311691384,0.916393734095486
cluster_logistic_soft,0.36,0.23,radial_arc_0.5,1.0,K0200,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,556.6094034429138,1.8460414378949606,5.771114217059434,0.2916829221232159,0.7674259433574369
cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,0.5,K0201,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,220.18499330107127,7.278659899406491,5.896124667832316,0.19405848466222902,0.9551420933280579
cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,0.5,K0201,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,560.9852420345746,1.8147862661399556,9.165819509246488,0.23203341146409245,0.8080402005641178
cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,0.75,K0202,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,231.70252309631778,7.167497043454716,6.1827062821368495,0.17282181517953032,0.9652977307146112
cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,0.75,K0202,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,580.5773747856683,1.8026757899709258,38.334200084633466,0.19610532226546354,0.8277479159518264
cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,1.0,K0203,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,242.4425004647044,6.9608742766665515,6.760243504962128,0.17010433428174898,0.9743146443554999
cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,1.0,K0203,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,601.698697380346,1.7873524755897163,19.27658723845062,0.16389053326587405,0.8457616366842478
cluster_logistic_soft,0.36,0.28,endpoint,0.5,K0204,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,212.3306038888961,5.914221895366918,5.814288499435463,0.2218196377418458,0.9657831665472476
cluster_logistic_soft,0.36,0.28,endpoint,0.5,K0204,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,466.335438719278,1.8558301259141832,5.007213238884486,0.2562639106242648,0.8256163499115488
cluster_logistic_soft,0.36,0.28,endpoint,0.75,K0205,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,206.03080394446215,5.617520296917014,5.968065001548069,0.22375579921697275,0.9695505217081518
cluster_logistic_soft,0.36,0.28,endpoint,0.75,K0205,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,432.5990419201542,1.8676160386389506,4.1636952084214185,0.2533843999737979,0.8322214826231475
cluster_logistic_soft,0.36,0.28,endpoint,1.0,K0206,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,199.99302918059908,5.318240633398303,6.168154722900633,0.22486743433179027,0.9724187083458418
cluster_logistic_soft,0.36,0.28,endpoint,1.0,K0206,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,403.28875365449494,1.8768669652101062,3.8140425563333418,0.25244928492750457,0.8365540688265861
cluster_logistic_soft,0.36,0.28,chord,0.5,K0207,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,216.4775565717508,6.21662308661938,5.862819152130383,0.2205237373003519,0.9624064751359344
cluster_logistic_soft,0.36,0.28,chord,0.5,K0207,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,504.10129297262984,1.837321163655637,6.770667899201164,0.24323210393257566,0.8157206599928251
cluster_logistic_soft,0.36,0.28,chord,0.75,K0208,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,212.20842502540444,6.066609815087352,5.981674042494309,0.22282231102847827,0.9654997822105712
cluster_logistic_soft,0.36,0.28,chord,0.75,K0208,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,483.1279774279181,1.8429212954941225,5.45053238251361,0.24966907823061468,0.8204434841538845
cluster_logistic_soft,0.36,0.28,chord,1.0,K0209,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,208.1170000230929,5.9204440987864535,6.117577126211174,0.22415206068940258,0.9682015179884735
cluster_logistic_soft,0.36,0.28,chord,1.0,K0209,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,463.7968376468304,1.8475211738494657,4.715576781753709,0.2667944355902986,0.8243310186697591
cluster_logistic_soft,0.36,0.28,radial_arc_0.5,0.5,K0210,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,238.31742511169725,6.39678571188551,5.552845707090866,0.1981903747492047,0.9495161871721906
cluster_logistic_soft,0.36,0.28,radial_arc_0.5,0.5,K0210,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,566.6521342991125,1.8253843775159713,32.30600089485158,0.23827182667413277,0.8038485981823859
cluster_logistic_soft,0.36,0.28,radial_arc_0.5,0.75,K0211,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,244.98268917110494,6.343448920227641,5.692546866612044,0.1917284220937483,0.9463053929664866
cluster_logistic_soft,0.36,0.28,radial_arc_0.5,0.75,K0211,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,574.3335643621982,1.8270978920384096,63.428674271407246,0.24062636684764435,0.8039362694724415
cluster_logistic_soft,0.36,0.28,radial_arc_0.5,1.0,K0212,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,251.87188551745356,6.299203550983217,6.105898058062476,0.18537807179577187,0.9426849964341627
cluster_logistic_soft,0.36,0.28,radial_arc_0.5,1.0,K0212,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,582.2265454960817,1.8290365844058154,91.39922857859091,0.238617630037311,0.803923130125308
cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,0.5,K0213,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,244.18976287726034,6.40556005785139,6.146452766775553,0.18120411161183086,0.9693324687426268
cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,0.5,K0213,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,581.8158649756886,1.810059484791341,41.019229790939455,0.19325924592276994,0.8373277105364336
cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,0.75,K0214,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,255.0235511668603,6.352613672418743,6.520841243213852,0.16760046976802273,0.9757939372516549
cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,0.75,K0214,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,598.0717638501773,1.8019087946838486,18.75292741165402,0.18529165843152032,0.8524067659676453
cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,1.0,K0215,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,262.8311310156689,6.254642242588235,7.11961400551495,0.17047000519757147,0.9815439673803524
cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,1.0,K0215,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,615.3132902782221,1.7921248805602905,10.957533553630894,0.17290952069565269,0.866002004549261
cluster_logistic_soft,0.5,0.18,endpoint,0.5,K0216,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,159.90440987482165,7.2494793175470935,7.501717836123877,0.3119858728136179,0.9249332303974422
cluster_logistic_soft,0.5,0.18,endpoint,0.5,K0216,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,356.2397357674201,1.9360606674523195,5.405400150410308,0.41886808124951613,0.7571117010101964
cluster_logistic_soft,0.5,0.18,endpoint,0.75,K0217,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,151.07467872776832,6.755556451534569,5.423299548102113,0.3405436224615087,0.9327636160846763
