candidate_id,gate_mode,return_length_over_R80,width_over_R80,route_mode,route_fraction_multiplier,equal_cluster_calibration_RMS_arcsec,equal_cluster_heldout_RMS_arcsec,maximum_mass_sheet_R2
K0080,none,0.5,0.18,radial_arc_0.5,1.0,4.4354078883728745,7.0992066200293475,0.8755036891523306
K0238,cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,0.75,4.437496392158387,18.867720149125486,0.9676497139824976
K0304,cluster_logistic,0.25,0.23,chord,0.75,4.439576486876489,12.425344262581438,0.946604788579636
K0379,cluster_logistic,0.5,0.23,radial_arc_0.5,0.75,4.440259921364114,6.879701768770245,0.928831067173879
K0163,cluster_logistic_soft,0.25,0.23,radial_arc_0.5,0.75,4.440540639221699,10.977379818806474,0.9147558529120213
K0416,cluster_logistic,0.65,0.23,radial_arc_0.5,1.0,4.440685210024126,15.58786819703255,0.9338070397358099
K0382,cluster_logistic,0.5,0.23,transverse_arc_0.5,0.75,4.442719272393752,21.788541113780354,0.9670236764524898
K0307,cluster_logistic,0.25,0.23,radial_arc_0.5,0.75,4.444167274545286,10.623325890505747,0.9152124261977421
K0132,none,0.65,0.28,endpoint,0.5,4.44427096802551,5.1105727515920165,0.9736310142477694
K0278,cluster_logistic_soft,0.65,0.28,endpoint,1.0,4.444524772184756,5.103298558356447,0.9734526180752481
K0422,cluster_logistic,0.65,0.28,endpoint,1.0,4.445260993663397,5.096693774803287,0.973268375709916
K0199,cluster_logistic_soft,0.36,0.23,radial_arc_0.5,0.75,4.451009802867153,7.927945874491803,0.921415632442297
K0343,cluster_logistic,0.36,0.23,radial_arc_0.5,0.75,4.455079131375383,7.833065373562659,0.9216932682078618
K0079,none,0.5,0.18,radial_arc_0.5,0.75,4.462109545421825,8.740781964598725,0.8844090838456973
K0180,cluster_logistic_soft,0.36,0.18,endpoint,0.5,4.481073062604366,6.494187391243858,0.9261978602135694
K0202,cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,0.75,4.4850864167128215,22.258453183385157,0.9652977307146112
K0346,cluster_logistic,0.36,0.23,transverse_arc_0.5,0.75,4.488460737870515,26.915008977774246,0.9647195780163311
K0324,cluster_logistic,0.36,0.18,endpoint,0.5,4.494816443960465,6.94604807405552,0.9257506099280806
K0271,cluster_logistic_soft,0.65,0.23,radial_arc_0.5,0.75,4.494994981892067,10.181632954352239,0.9338063579489041
K0415,cluster_logistic,0.65,0.23,radial_arc_0.5,0.75,4.499185898319844,10.413379094552168,0.9338009996573723
K0162,cluster_logistic_soft,0.25,0.23,radial_arc_0.5,0.5,4.50671462195575,7.375659124769706,0.9218206742361257
K0306,cluster_logistic,0.25,0.23,radial_arc_0.5,0.5,4.509687018844828,7.311282061635868,0.9220774530609237
K0159,cluster_logistic_soft,0.25,0.23,chord,0.5,4.5117505893302425,9.629995008064247,0.9426813089903247
K0234,cluster_logistic_soft,0.5,0.23,radial_arc_0.5,0.5,4.513504623681242,6.34782072337477,0.9303334230533559
K0303,cluster_logistic,0.25,0.23,chord,0.5,4.515211891595959,9.756929736197222,0.9425055744745277
K0378,cluster_logistic,0.5,0.23,radial_arc_0.5,0.5,4.516920062807975,6.340130346081437,0.9303917413698417
K0116,none,0.65,0.18,radial_arc_0.5,1.0,4.518830501729201,21.258999842173584,0.897464360779201
K0198,cluster_logistic_soft,0.36,0.23,radial_arc_0.5,0.5,4.518907505872685,6.589228805919758,0.9257668557531671
K0342,cluster_logistic,0.36,0.23,radial_arc_0.5,0.5,4.52189799084505,6.558468588379537,0.9259273289557935
K0237,cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,0.5,4.533188393765429,7.481436971882552,0.9566943673057572
K0381,cluster_logistic,0.5,0.23,transverse_arc_0.5,0.5,4.536231378347862,7.614180465134638,0.9562404375077048
K0201,cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,0.5,4.546723082773223,7.530972088539402,0.9551420933280579
K0345,cluster_logistic,0.36,0.23,transverse_arc_0.5,0.5,4.548883920654897,7.660516832461978,0.95471978834422
K0270,cluster_logistic_soft,0.65,0.23,radial_arc_0.5,0.5,4.55438049187275,7.449998841862881,0.9336335195011352
K0414,cluster_logistic,0.65,0.23,radial_arc_0.5,0.5,4.557154415173675,7.5100538140771675,0.9336230402567449
K0115,none,0.65,0.18,radial_arc_0.5,0.75,4.56604649345692,21.971772994478734,0.8995676893580578
K0220,cluster_logistic_soft,0.5,0.18,chord,0.75,4.566330919876483,7.045629843389197,0.9295432471285427
K0364,cluster_logistic,0.5,0.18,chord,0.75,4.579163445578705,6.374379587635249,0.9290556124389913
K0073,none,0.5,0.18,endpoint,0.75,4.579617550381191,6.872944296256082,0.9367215047193869
K0095,none,0.5,0.23,transverse_arc_0.5,1.0,4.590320454820941,19.485111088150628,0.9938770311691809
K0216,cluster_logistic_soft,0.5,0.18,endpoint,0.5,4.592769992499706,6.453558993267093,0.9249332303974422
K0256,cluster_logistic_soft,0.65,0.18,chord,0.75,4.594791995082992,6.211875476473689,0.9302740088613993
K0145,cluster_logistic_soft,0.25,0.18,endpoint,0.75,4.599844677495702,11.450818284227616,0.9322897871047768
K0039,none,0.36,0.18,chord,0.5,4.6038265907873095,10.942266559367788,0.9331091797238328
K0360,cluster_logistic,0.5,0.18,endpoint,0.5,4.60456128389356,6.5460006524824195,0.9245365374752776
K0400,cluster_logistic,0.65,0.18,chord,0.75,4.607821975373665,6.274969801181044,0.9297905284571872
K0289,cluster_logistic,0.25,0.18,endpoint,0.75,4.612643858923026,8.800766932264,0.9317832539046529
K0185,cluster_logistic_soft,0.36,0.18,chord,1.0,4.615980560494281,10.982854988710333,0.9326069064634093
K0130,none,0.65,0.23,transverse_arc_0.5,0.75,4.626287805591605,9.773128733238668,0.9940139996868844
K0329,cluster_logistic,0.36,0.18,chord,1.0,4.628206555620429,9.426686024069074,0.9320971541095675
K0311,cluster_logistic,0.25,0.23,transverse_arc_0.5,1.0,4.6306783886944745,9.950758056195944,0.9694487452830325
K0167,cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,1.0,4.631505260899304,10.614476547333732,0.9700514368599219
K0021,none,0.25,0.23,transverse_arc_0.5,0.5,4.633336885861648,11.438671393375213,0.9706456477752711
K0418,cluster_logistic,0.65,0.23,transverse_arc_0.5,0.75,4.640519105330079,26.95335220062533,0.9670696780511949
K0274,cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,0.75,4.641370132997492,24.830981931340226,0.9677096185116671
K0273,cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,0.5,4.650426827759148,8.07790688641515,0.9565973909369214
K0417,cluster_logistic,0.65,0.23,transverse_arc_0.5,0.5,4.650530394596387,8.270680592673907,0.9561403903555206
K0309,cluster_logistic,0.25,0.23,transverse_arc_0.5,0.5,4.65282918613211,7.895680681868022,0.952386629358744
K0419,cluster_logistic,0.65,0.23,transverse_arc_0.5,1.0,4.653411217583355,19.57242735493506,0.9770923417239367
K0165,cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,0.5,4.654530821969328,7.760357318778686,0.9527657453994819
K0078,none,0.5,0.18,radial_arc_0.5,0.5,4.6583502322104815,10.833584636635287,0.8902981998447275
K0275,cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,1.0,4.659253326029395,21.79707637539756,0.9778545655739708
K0129,none,0.65,0.23,transverse_arc_0.5,0.5,4.665731251640276,24.84943758846928,0.9786085002735635
K0224,cluster_logistic_soft,0.5,0.18,radial_arc_0.5,1.0,4.6692160237548554,10.89730741290838,0.8904760818923492
K0020,none,0.25,0.23,radial_arc_0.5,1.0,4.675728687503168,6.737232980439128,0.8507160872181146
K0368,cluster_logistic,0.5,0.18,radial_arc_0.5,1.0,4.680235015710394,10.960799192920282,0.8906502478721681
K0086,none,0.5,0.23,endpoint,1.0,4.683819040120718,6.792044517141829,0.9580392244301036
K0005,none,0.25,0.18,chord,1.0,4.6915349380338345,7.320700210011231,0.9429539732240918
K0166,cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,0.75,4.696129257223375,36.78938570178896,0.9619040216673084
K0310,cluster_logistic,0.25,0.23,transverse_arc_0.5,0.75,4.696467294988242,46.30026607134275,0.9613826798163295
K0074,none,0.5,0.18,endpoint,1.0,4.706869547348351,8.482000649183036,0.9284834400312585
K0114,none,0.65,0.18,radial_arc_0.5,0.5,4.743720813175666,22.052778214741014,0.8997802479986037
K0043,none,0.36,0.18,radial_arc_0.5,0.75,4.744824242882219,5.413481960270833,0.8593117965059387
K0260,cluster_logistic_soft,0.65,0.18,radial_arc_0.5,1.0,4.753771930350313,22.027155240923257,0.8997533916898492
K0184,cluster_logistic_soft,0.36,0.18,chord,0.75,4.763629718591877,6.389194913824678,0.9256039310935439
K0404,cluster_logistic,0.65,0.18,radial_arc_0.5,1.0,4.763950893959651,22.00022941895404,0.8997240412952972
K0082,none,0.5,0.18,transverse_arc_0.5,0.75,4.7647861457876965,10.811799565841955,0.9909025952718221
K0264,cluster_logistic_soft,0.65,0.23,endpoint,0.5,4.767339787670451,7.674412029464317,0.9498875519280722
K0408,cluster_logistic,0.65,0.23,endpoint,0.5,4.770825669563263,7.554579289812496,0.9496396103243727
K0328,cluster_logistic,0.36,0.18,chord,0.75,4.773651326443543,6.445306565857199,0.9251432280515879
K0004,none,0.25,0.18,chord,0.75,4.7798049592223695,12.53149738007558,0.935874010634
K0219,cluster_logistic_soft,0.5,0.18,chord,0.5,4.782464559982836,6.862551890225136,0.9204401640268907
K0265,cluster_logistic_soft,0.65,0.23,endpoint,0.75,4.784938271822305,5.980989683110828,0.9550686576627364
K0042,none,0.36,0.18,radial_arc_0.5,0.5,4.788117062388604,6.886327621329359,0.8758765055495212
K0409,cluster_logistic,0.65,0.23,endpoint,0.75,4.790029765360325,5.936809513592525,0.9548131609557294
K0363,cluster_logistic,0.5,0.18,chord,0.5,4.792182932156027,6.955451782705104,0.9200350522260434
K0188,cluster_logistic_soft,0.36,0.18,radial_arc_0.5,1.0,4.7945640198007915,6.946711618288092,0.8764110974663603
K0332,cluster_logistic,0.36,0.18,radial_arc_0.5,1.0,4.801260331497118,7.011017703638066,0.876937848137699
K0144,cluster_logistic_soft,0.25,0.18,endpoint,0.5,4.8054552391152106,6.574984029284941,0.9227123337754026
K0255,cluster_logistic_soft,0.65,0.18,chord,0.5,4.808725502362981,7.661476880173676,0.921149954930059
K0223,cluster_logistic_soft,0.5,0.18,radial_arc_0.5,0.75,4.8106724371695275,11.931223446954272,0.8924153083688681
K0288,cluster_logistic,0.25,0.18,endpoint,0.5,4.815049617498563,6.641774977535132,0.9222807384837411
K0399,cluster_logistic,0.65,0.18,chord,0.5,4.8185356325814634,7.796051456055473,0.9207398157598985
K0367,cluster_logistic,0.5,0.18,radial_arc_0.5,0.75,4.820279517603487,11.96888297516117,0.8925145661121293
K0410,cluster_logistic,0.65,0.23,endpoint,1.0,4.866418024558832,5.351280986239749,0.9582325890289719
K0266,cluster_logistic_soft,0.65,0.23,endpoint,1.0,4.8665987886866855,5.359139962242333,0.9584416668587008
K0120,none,0.65,0.23,endpoint,0.5,4.867719999022543,5.369690670750938,0.9586412556315291
K0259,cluster_logistic_soft,0.65,0.18,radial_arc_0.5,0.75,4.878105370043796,21.721314224296616,0.8992062634740097
K0403,cluster_logistic,0.65,0.18,radial_arc_0.5,0.75,4.886898261420858,21.68413613098808,0.8991616254970243
K0003,none,0.25,0.18,chord,0.5,4.888839518667909,6.316317230977788,0.9260359323476497
K0187,cluster_logistic_soft,0.36,0.18,radial_arc_0.5,0.75,4.8907342427559275,8.697735320672095,0.8825209616094466
K0022,none,0.25,0.23,transverse_arc_0.5,0.75,4.893166571500023,14.69269874592554,0.9819544654174612
K0149,cluster_logistic_soft,0.25,0.18,chord,1.0,4.896458788488385,6.34936234752192,0.9255875145544593
K0331,cluster_logistic,0.36,0.18,radial_arc_0.5,0.75,4.897800419732468,8.642055708838496,0.8828524514146485
K0293,cluster_logistic,0.25,0.18,chord,1.0,4.904203545105691,6.387046377873331,0.9251342477158614
K0133,none,0.65,0.28,endpoint,0.75,4.908944606567806,5.372541887718599,0.9763863998059253
K0143,none,0.65,0.28,transverse_arc_0.5,1.0,4.909017164745864,11.255775415895492,0.998184221893529
K0183,cluster_logistic_soft,0.36,0.18,chord,0.5,4.927688206975005,7.486675160282575,0.9171961697570077
K0046,none,0.36,0.18,transverse_arc_0.5,0.75,4.932847520103651,9.015490383512436,0.9831020255063734
K0327,cluster_logistic,0.36,0.18,chord,0.5,4.935148132931201,7.595711977952499,0.9168301173879702
K0222,cluster_logistic_soft,0.5,0.18,radial_arc_0.5,0.5,4.971883671222336,12.767719658043688,0.8938520583567383
K0366,cluster_logistic,0.5,0.18,radial_arc_0.5,0.5,4.978986490767761,12.77869197250039,0.8938996532547675
K0296,cluster_logistic,0.25,0.18,radial_arc_0.5,1.0,4.984610762415331,5.8801559299443475,0.8632463616372739
K0152,cluster_logistic_soft,0.25,0.18,radial_arc_0.5,1.0,4.98679166794659,5.822652674969289,0.8623057041794377
K0148,cluster_logistic_soft,0.25,0.18,chord,0.75,4.9885293823643995,6.733048122265215,0.9195008766409233
K0006,none,0.25,0.18,radial_arc_0.5,0.5,4.989575600052716,5.7669946705631645,0.8613494998710427
K0151,cluster_logistic_soft,0.25,0.18,radial_arc_0.5,0.75,4.994028796036307,6.504017575640836,0.8731253498122379
K0292,cluster_logistic,0.25,0.18,chord,0.75,4.995102557848337,6.798936993462699,0.9191098626116517
K0295,cluster_logistic,0.25,0.18,radial_arc_0.5,0.75,4.996946150092944,6.564734359812538,0.8737067891279373
K0186,cluster_logistic_soft,0.36,0.18,radial_arc_0.5,0.5,5.017517050950945,11.983238526891778,0.8876328345909658
K0044,none,0.36,0.18,radial_arc_0.5,1.0,5.0178014091514065,5.537574815011311,0.8357521928928765
K0258,cluster_logistic_soft,0.65,0.18,radial_arc_0.5,0.5,5.019154634347877,18.34901311233151,0.8982882747156077
K0047,none,0.36,0.18,transverse_arc_0.5,1.0,5.020218417669479,15.71222782945707,0.975771977575415
K0330,cluster_logistic,0.36,0.18,radial_arc_0.5,0.5,5.023283828941326,11.970717818952675,0.8878177878385384
K0402,cluster_logistic,0.65,0.18,radial_arc_0.5,0.5,5.025615631137404,18.171818318817667,0.8982444357652524
K0150,cluster_logistic_soft,0.25,0.18,radial_arc_0.5,0.5,5.067074251799226,7.895978424444422,0.8820323685074245
K0294,cluster_logistic,0.25,0.18,radial_arc_0.5,0.5,5.071153574184451,7.877414903036108,0.8823523835616474
K0147,cluster_logistic_soft,0.25,0.18,chord,0.5,5.092137338928232,8.839264530326394,0.912509490626532
K0291,cluster_logistic,0.25,0.18,chord,0.5,5.0969106840786065,9.01238705132017,0.9122113258084409
K0190,cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,0.75,5.119917936479461,17.22548431257916,0.947634041566353
K0334,cluster_logistic,0.36,0.18,transverse_arc_0.5,0.75,5.120025353407918,17.501535120180236,0.946678550634647
K0335,cluster_logistic,0.36,0.18,transverse_arc_0.5,1.0,5.128678433547114,57.36431469388387,0.9614696953205093
K0045,none,0.36,0.18,transverse_arc_0.5,0.5,5.1312667844223645,30.40992438621109,0.963656307104614
K0191,cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,1.0,5.136159446478369,58.49927990167425,0.962571442755153
K0370,cluster_logistic,0.5,0.18,transverse_arc_0.5,0.75,5.160833416603704,16.39556592344392,0.9490253217301486
K0226,cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,0.75,5.163842012799894,16.042715276978477,0.9500535756127645
K0189,cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,0.5,5.173257703472298,16.75119301675672,0.9309667105146789
K0333,cluster_logistic,0.36,0.18,transverse_arc_0.5,0.5,5.175897948927338,16.817509647923064,0.9302799242762688
K0008,none,0.25,0.18,radial_arc_0.5,1.0,5.185286823222866,10.961068502602085,0.7852041276944647
K0225,cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,0.5,5.186504309957514,16.091538465258445,0.9323109371214126
K0369,cluster_logistic,0.5,0.18,transverse_arc_0.5,0.5,5.188565991127171,16.18220219450494,0.9315874610951462
K0007,none,0.25,0.18,radial_arc_0.5,0.75,5.199168504832415,6.420363267922015,0.8309423136409558
K0081,none,0.5,0.18,transverse_arc_0.5,0.5,5.245251973614854,23.586116592915438,0.9675910404851039
K0227,cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,1.0,5.2548528649719906,26.862754517197914,0.9663813289653959
K0371,cluster_logistic,0.5,0.18,transverse_arc_0.5,1.0,5.264176877694375,33.119651179835955,0.965156922745707
K0252,cluster_logistic_soft,0.65,0.18,endpoint,0.5,5.270285079816915,20.851731513395233,0.9209359976067406
K0396,cluster_logistic,0.65,0.18,endpoint,0.5,5.277719042097215,22.087346736054833,0.9205789254691725
K0298,cluster_logistic,0.25,0.18,transverse_arc_0.5,0.75,5.279706203534528,15.262845337713056,0.9414860380335186
K0154,cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,0.75,5.279936359241783,14.74954957986538,0.9423445849552176
K0035,none,0.25,0.28,transverse_arc_0.5,1.0,5.296771187824488,12.45885388482891,0.9899016127895296
K0153,cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,0.5,5.297503531168774,17.494760017299622,0.9273625586484046
K0297,cluster_logistic,0.25,0.18,transverse_arc_0.5,0.5,5.297820626467736,17.538487076667444,0.9267451312632873
K0299,cluster_logistic,0.25,0.18,transverse_arc_0.5,1.0,5.304642862515061,43.16673347532757,0.9547607148215734
K0253,cluster_logistic_soft,0.65,0.18,endpoint,0.75,5.306455380443358,11.104027874599197,0.9281785914697929
K0397,cluster_logistic,0.65,0.18,endpoint,0.75,5.308452892322785,11.581755022930967,0.9278351363479853
K0155,cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,1.0,5.316717626577043,62.1112426950982,0.9557472165984479
K0009,none,0.25,0.18,transverse_arc_0.5,0.5,5.330566590148738,61.455060853467884,0.9567180714810916
K0405,cluster_logistic,0.65,0.18,transverse_arc_0.5,0.5,5.406098461217292,11.412327693465437,0.9298302790368826
K0261,cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,0.5,5.409256449896134,11.375254795329601,0.9305317294245525
K0011,none,0.25,0.18,transverse_arc_0.5,1.0,5.504869758203163,12.601819662723202,0.9650457534158922
K0406,cluster_logistic,0.65,0.18,transverse_arc_0.5,0.75,5.529259972515216,14.28876924781118,0.9469412718415079
K0398,cluster_logistic,0.65,0.18,endpoint,1.0,5.537509379777878,20.23196234583156,0.9321888283237378
K0262,cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,0.75,5.542482954406884,13.961826120757467,0.947965646284304
K0254,cluster_logistic_soft,0.65,0.18,endpoint,1.0,5.555248487698035,20.43228915193108,0.9324286835503692
K0121,none,0.65,0.23,endpoint,0.75,5.569802649697426,5.229067314070916,0.9608539285054046
K0108,none,0.65,0.18,endpoint,0.5,5.574682384755679,20.63939956065066,0.9326527376805485
K0119,none,0.65,0.18,transverse_arc_0.5,1.0,5.608268694290103,9.758818860316254,0.9964535380105541
K0134,none,0.65,0.28,endpoint,1.0,5.685656411440798,6.529438313666362,0.9763598143092868
K0407,cluster_logistic,0.65,0.18,transverse_arc_0.5,1.0,5.771016738037261,36.18371178929789,0.9632875310153909
K0263,cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,1.0,5.784036883172162,30.077235039981872,0.9645576467029099
K0122,none,0.65,0.23,endpoint,1.0,5.795819889423905,6.597581384438792,0.9587082273214562
K0117,none,0.65,0.18,transverse_arc_0.5,0.5,5.798082834032769,26.781783818148863,0.9658177453355563
K0109,none,0.65,0.18,endpoint,0.75,5.810266356285954,7.180509585045941,0.9336096710878717
K0010,none,0.25,0.18,transverse_arc_0.5,0.75,5.8196806379386965,12.268248695613618,0.9737670282425981
K0110,none,0.65,0.18,endpoint,1.0,5.890012645560679,21.88977990412203,0.9274973344632079
K0118,none,0.65,0.18,transverse_arc_0.5,0.75,6.141984106390558,81.96108633588544,0.9922410020546621
K0131,none,0.65,0.23,transverse_arc_0.5,1.0,6.570533259078286,16.90921637307452,0.9978910230046035
K0059,none,0.36,0.23,transverse_arc_0.5,1.0,6.672321202970641,16.768664247386653,0.9878185619675108
K0023,none,0.25,0.23,transverse_arc_0.5,1.0,6.856563545364079,8.937460065613193,0.9817591626737809
