candidate_id,gate_mode,return_length_over_R80,width_over_R80,route_mode,route_fraction_multiplier,equal_cluster_calibration_RMS_arcsec,equal_cluster_heldout_RMS_arcsec,maximum_mass_sheet_R2
K0107,none,0.5,0.28,transverse_arc_0.5,1.0,1.9997716834348382,14.724288179714197,0.9962820829649978
K0050,none,0.36,0.23,endpoint,1.0,3.0025929811583065,5.837319875718519,0.9651562565152153
K0062,none,0.36,0.28,endpoint,1.0,3.037628724399745,5.564958707898011,0.9774110264875941
K0038,none,0.36,0.18,endpoint,1.0,3.1875809653243756,8.580259194205302,0.9462131587054227
K0061,none,0.36,0.28,endpoint,0.75,3.2838961531459634,5.191202498152705,0.9761270745568845
K0049,none,0.36,0.23,endpoint,0.75,3.3014682713719727,5.5075057074367635,0.9648153704418333
K0026,none,0.25,0.28,endpoint,1.0,3.319002208953302,5.4305098231175,0.9783851074851485
K0037,none,0.36,0.18,endpoint,0.75,3.4311406254617234,8.434164769395961,0.9476225159399306
K0101,none,0.5,0.28,chord,1.0,3.442711501279657,5.235708450542906,0.9774907150023541
K0014,none,0.25,0.23,endpoint,1.0,3.4512069001747383,6.063234260119383,0.9689887790140662
K0089,none,0.5,0.23,chord,1.0,3.5189573575694006,5.5430910520743915,0.9673026746580935
K0025,none,0.25,0.28,endpoint,0.75,3.541599319551526,5.220339705058681,0.9756809005561773
K0083,none,0.5,0.18,transverse_arc_0.5,1.0,3.5473726693491643,23.29589568770709,0.9880832350645966
K0137,none,0.65,0.28,chord,1.0,3.5485545720617857,5.10677701237186,0.9781064710692158
K0106,none,0.5,0.28,transverse_arc_0.5,0.75,3.552588549755838,9.216915086302674,0.9934312544005863
K0060,none,0.36,0.28,endpoint,0.5,3.5852215209928393,5.0086817166408135,0.9726127466350547
K0065,none,0.36,0.28,chord,1.0,3.5862675093798417,5.27409668314386,0.9760095474581613
K0206,cluster_logistic_soft,0.36,0.28,endpoint,1.0,3.5975537993042046,4.991098639616988,0.9724187083458418
K0350,cluster_logistic,0.36,0.28,endpoint,1.0,3.6098578128914767,4.97434408794549,0.9722200085794663
K0125,none,0.65,0.23,chord,1.0,3.6199742411781517,5.115523124429692,0.9670880811783336
K0100,none,0.5,0.28,chord,0.75,3.6343444143987753,5.0868548037010255,0.9747284097783556
K0077,none,0.5,0.18,chord,1.0,3.6871154855210264,8.153120609001416,0.9515046477904943
K0136,none,0.65,0.28,chord,0.75,3.7003687120497544,4.942239753875364,0.9757010042228431
K0097,none,0.5,0.28,endpoint,0.75,3.706099246517744,4.976303623444563,0.9758851950967857
K0048,none,0.36,0.23,endpoint,0.5,3.7085942897177304,6.351601971013491,0.9606680971645393
K0194,cluster_logistic_soft,0.36,0.23,endpoint,1.0,3.725756679123225,6.234825656701576,0.9604056959310374
K0013,none,0.25,0.23,endpoint,0.75,3.7261547578987324,6.5658122646646255,0.9656910669182356
K0064,none,0.36,0.28,chord,0.75,3.733839529785141,5.233335309302461,0.9728002552600269
K0205,cluster_logistic_soft,0.36,0.28,endpoint,0.75,3.7425681677779825,5.065880104984744,0.9695505217081518
K0338,cluster_logistic,0.36,0.23,endpoint,1.0,3.742952507545258,6.125571316534934,0.9601348456323667
K0094,none,0.5,0.23,transverse_arc_0.5,0.75,3.747168901996345,9.089256252421656,0.9922602428484741
K0349,cluster_logistic,0.36,0.28,endpoint,0.75,3.7517566720250546,5.044967536592356,0.9693523874415366
K0024,none,0.25,0.28,endpoint,0.5,3.7539598568039634,5.229723687402998,0.9712490247918207
K0170,cluster_logistic_soft,0.25,0.28,endpoint,1.0,3.7624681934922535,5.205513193835757,0.9710339855569943
K0096,none,0.5,0.28,endpoint,0.5,3.770720020393427,4.754287161611617,0.973467848924212
K0314,cluster_logistic,0.25,0.28,endpoint,1.0,3.7709602342321418,5.182204830889782,0.970815640332301
K0029,none,0.25,0.28,chord,1.0,3.7765343057070453,5.424571761626534,0.9728836796759113
K0113,none,0.65,0.18,chord,1.0,3.777504101989627,11.929848728146077,0.9500576225395472
K0053,none,0.36,0.23,chord,1.0,3.7776065342655887,6.236423591599086,0.9660851313654287
K0242,cluster_logistic_soft,0.5,0.28,endpoint,1.0,3.779334408138311,4.743705562068381,0.9733013628082513
K0088,none,0.5,0.23,chord,0.75,3.784784032889542,6.028342970290652,0.963848493767409
K0386,cluster_logistic,0.5,0.28,endpoint,1.0,3.7880807983017473,4.7339234545834294,0.973128858971043
K0099,none,0.5,0.28,chord,0.5,3.818505024015216,5.166264503400113,0.9703618538613629
K0245,cluster_logistic_soft,0.5,0.28,chord,1.0,3.826007271998974,5.143125870653812,0.9701529374971982
K0389,cluster_logistic,0.5,0.28,chord,1.0,3.8334902508028295,5.120929551623064,0.9699410306034334
K0002,none,0.25,0.18,endpoint,1.0,3.834394831253753,8.264502107552083,0.9534033536613529
K0124,none,0.65,0.23,chord,0.75,3.842946614134525,5.21037256844423,0.9643685893816698
K0169,cluster_logistic_soft,0.25,0.28,endpoint,0.75,3.8637343484999533,5.389932415122524,0.9680256939502709
K0135,none,0.65,0.28,chord,0.5,3.86980210936666,4.990416283966927,0.9714369405500832
K0313,cluster_logistic,0.25,0.28,endpoint,0.75,3.8701449785830766,5.362663894210609,0.9678271585800257
K0028,none,0.25,0.28,chord,0.75,3.871951723903595,5.537270475012502,0.9696990348070289
K0281,cluster_logistic_soft,0.65,0.28,chord,1.0,3.877260905117568,4.9729956984103785,0.9712253546360896
K0241,cluster_logistic_soft,0.5,0.28,endpoint,0.75,3.8772819385400874,4.806848626045273,0.9706577751040794
K0063,none,0.36,0.28,chord,0.5,3.878038500264183,5.445496125603375,0.9684010019219793
K0036,none,0.36,0.18,endpoint,0.5,3.883197651789464,6.576558144672138,0.9423326685881837
K0209,cluster_logistic_soft,0.36,0.28,chord,1.0,3.8839826363179597,5.4165769539824415,0.9682015179884735
K0425,cluster_logistic,0.65,0.28,chord,1.0,3.884690824625234,4.956475510739802,0.9710102092172924
K0385,cluster_logistic,0.5,0.28,endpoint,0.75,3.8846956727344084,4.7933557634942705,0.9704653656075087
K0204,cluster_logistic_soft,0.36,0.28,endpoint,0.5,3.8850260106405505,5.410750869159974,0.9657831665472476
K0353,cluster_logistic,0.36,0.28,chord,1.0,3.8899239387965556,5.388624282058012,0.9679999466399175
K0348,cluster_logistic,0.36,0.28,endpoint,0.5,3.891196163769954,5.38324834209285,0.9656124692968737
K0182,cluster_logistic_soft,0.36,0.18,endpoint,1.0,3.904154938278925,6.603154355511954,0.9419436357153781
K0244,cluster_logistic_soft,0.5,0.28,chord,0.75,3.9128098332019743,5.370235448017455,0.9672509558204632
K0105,none,0.5,0.28,transverse_arc_0.5,0.5,3.9167967841571785,10.671893782270041,0.9843147718375307
K0388,cluster_logistic,0.5,0.28,chord,0.75,3.918411402082141,5.3433523556022005,0.9670606529432607
K0251,cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,1.0,3.923897511617933,10.468291310282158,0.9838611338475054
K0326,cluster_logistic,0.36,0.18,endpoint,1.0,3.9252767550452132,6.631784796961712,0.941538981046262
K0395,cluster_logistic,0.5,0.28,transverse_arc_0.5,1.0,3.9308290731169753,10.279021218973186,0.983401532923144
K0193,cluster_logistic_soft,0.36,0.23,endpoint,0.75,3.9393518363341604,8.137387751199823,0.9563288379728064
K0084,none,0.5,0.23,endpoint,0.5,3.9402075707926527,5.361769668456815,0.9597210476511342
K0085,none,0.5,0.23,endpoint,0.75,3.94319849694279,5.073862285243852,0.9611771755684423
K0104,none,0.5,0.28,radial_arc_0.5,1.0,3.9499537178478796,43.67526729384558,0.942309016867773
K0230,cluster_logistic_soft,0.5,0.23,endpoint,1.0,3.950844310431484,5.2845217371360205,0.9595413692373916
K0337,cluster_logistic,0.36,0.23,endpoint,0.75,3.9529341003170475,7.941118328932378,0.956036295995419
K0208,cluster_logistic_soft,0.36,0.28,chord,0.75,3.954765555290737,5.71610321250396,0.9654997822105712
K0280,cluster_logistic_soft,0.65,0.28,chord,0.75,3.955769704038619,5.176017902632351,0.9682383866496801
K0352,cluster_logistic,0.36,0.28,chord,0.75,3.9593261680898673,5.684215741088844,0.9653265419007718
K0424,cluster_logistic,0.65,0.28,chord,0.75,3.961175414138853,5.153739505099717,0.9680397850747123
K0374,cluster_logistic,0.5,0.23,endpoint,1.0,3.9618289645738365,5.213496269455802,0.9593512112492669
K0168,cluster_logistic_soft,0.25,0.28,endpoint,0.5,3.965131551253738,5.845583913945447,0.9643908560698262
K0312,cluster_logistic,0.25,0.28,endpoint,0.5,3.9695259715879097,5.812932985751357,0.9642320551806007
K0027,none,0.25,0.28,chord,0.5,3.970009635766266,5.917151738792587,0.9657306580905962
K0173,cluster_logistic_soft,0.25,0.28,chord,1.0,3.974201873319986,5.881656847280907,0.9655580197211635
K0052,none,0.36,0.23,chord,0.75,3.976646861632792,7.353095356817997,0.9615983142985078
K0317,cluster_logistic,0.25,0.28,chord,1.0,3.978398616510998,5.847213741592746,0.9653841062341909
K0240,cluster_logistic_soft,0.5,0.28,endpoint,0.5,3.980186393892102,5.135126266934506,0.9668560675010355
K0070,none,0.36,0.28,transverse_arc_0.5,0.75,3.9830641572963303,8.169674575005844,0.9905176642039295
K0384,cluster_logistic,0.5,0.28,endpoint,0.5,3.985188768064388,5.113312674036203,0.9666778991959738
K0031,none,0.25,0.28,radial_arc_0.5,0.75,3.9952583885422324,23.705841484172403,0.919934306723089
K0103,none,0.5,0.28,radial_arc_0.5,0.75,3.997232309242276,43.566574939615364,0.9465241524412831
K0243,cluster_logistic_soft,0.5,0.28,chord,0.5,3.9985787909237684,5.8786230369371,0.9637868273709257
K0076,none,0.5,0.18,chord,0.75,3.999591867525216,6.744860973718474,0.9468848864843894
K0387,cluster_logistic,0.5,0.28,chord,0.5,4.002374765236603,5.845830036761376,0.963636372844809
K0012,none,0.25,0.23,endpoint,0.5,4.012103162296353,8.996928882565719,0.9593686942171087
K0250,cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,0.75,4.013034311200674,14.455199141316402,0.9776604944827221
K0394,cluster_logistic,0.5,0.28,transverse_arc_0.5,0.75,4.017124606819442,13.984431315111266,0.9772631722281016
K0069,none,0.36,0.28,transverse_arc_0.5,0.5,4.020905894212571,9.222237287303145,0.9819660917914377
K0030,none,0.25,0.28,radial_arc_0.5,0.5,4.0230556595336875,30.542165855146166,0.9352735628447241
K0215,cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,1.0,4.023383561574263,9.038573779572921,0.9815439673803524
K0172,cluster_logistic_soft,0.25,0.28,chord,0.75,4.024016275822374,6.288506729746664,0.9632674765330669
K0158,cluster_logistic_soft,0.25,0.23,endpoint,1.0,4.0242361671680165,8.794492824373048,0.9590461399579455
K0176,cluster_logistic_soft,0.25,0.28,radial_arc_0.5,1.0,4.0249620054878426,29.68820458996312,0.9357826378960509
K0359,cluster_logistic,0.36,0.28,transverse_arc_0.5,1.0,4.026035771116539,8.867889081465243,0.9811165217819469
K0320,cluster_logistic,0.25,0.28,radial_arc_0.5,1.0,4.02691902633019,28.826595953389923,0.9362852931053807
K0207,cluster_logistic_soft,0.36,0.28,chord,0.5,4.026972125137509,6.316743525665773,0.9624064751359344
K0316,cluster_logistic,0.25,0.28,chord,0.75,4.027273534738403,6.2478912768750225,0.9631233544445573
K0068,none,0.36,0.28,radial_arc_0.5,1.0,4.028848548874794,52.719387133850994,0.922079724768433
K0279,cluster_logistic_soft,0.65,0.28,chord,0.5,4.029915154956772,5.6625386851659645,0.964581294389238
K0351,cluster_logistic,0.36,0.28,chord,0.5,4.030143380424386,6.276762986204963,0.9622747200995103
K0067,none,0.36,0.28,radial_arc_0.5,0.75,4.032741574836421,47.9458485529534,0.9334347063189982
K0423,cluster_logistic,0.65,0.28,chord,0.5,4.033406932084613,5.632587748491391,0.9644206513754596
K0112,none,0.65,0.18,chord,0.75,4.0338376415070245,7.309781052981384,0.9466423237909437
K0032,none,0.25,0.28,radial_arc_0.5,1.0,4.035006928816577,14.27288021893876,0.8991236233126335
K0302,cluster_logistic,0.25,0.23,endpoint,1.0,4.036390756966613,8.60175564056685,0.9587174860473987
K0140,none,0.65,0.28,radial_arc_0.5,1.0,4.04509443767088,7.508235767411053,0.9538580872110936
K0102,none,0.5,0.28,radial_arc_0.5,0.5,4.052506007097614,18.539962232861313,0.9499591468460535
K0175,cluster_logistic_soft,0.25,0.28,radial_arc_0.5,0.75,4.052928659213686,34.16381894723602,0.9416832492272706
K0319,cluster_logistic,0.25,0.28,radial_arc_0.5,0.75,4.054835695085906,34.30096992383927,0.9420081884508545
K0248,cluster_logistic_soft,0.5,0.28,radial_arc_0.5,1.0,4.05507288720089,18.93783183600554,0.9500788442603911
K0392,cluster_logistic,0.5,0.28,radial_arc_0.5,1.0,4.057640516093735,19.357125798613694,0.9501974208154312
K0087,none,0.5,0.23,chord,0.5,4.059825304299261,8.474220406788998,0.9575964530266299
K0066,none,0.36,0.28,radial_arc_0.5,0.5,4.062449253675547,48.8318867595336,0.9423776815512223
K0212,cluster_logistic_soft,0.36,0.28,radial_arc_0.5,1.0,4.064120067694516,48.75256331832669,0.9426849964341627
K0142,none,0.65,0.28,transverse_arc_0.5,0.75,4.065052590038781,9.277921230481954,0.9948322259289587
K0356,cluster_logistic,0.36,0.28,radial_arc_0.5,1.0,4.0658152212216025,48.66936604982298,0.9429891844052044
K0233,cluster_logistic_soft,0.5,0.23,chord,1.0,4.071290220926486,8.271517865263739,0.9572837948766144
K0171,cluster_logistic_soft,0.25,0.28,chord,0.5,4.0754354347262804,7.826300146502092,0.96073661377818
K0139,none,0.65,0.28,radial_arc_0.5,0.75,4.075686963143541,8.178720122252606,0.9546435481656125
K0214,cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,0.75,4.077261233551296,12.636884327433936,0.9757939372516549
K0141,none,0.65,0.28,transverse_arc_0.5,0.5,4.077660094098735,10.7235727752349,0.9852264996562989
K0315,cluster_logistic,0.25,0.28,chord,0.5,4.077697487301167,7.778778766887969,0.9606306691173799
K0358,cluster_logistic,0.36,0.28,transverse_arc_0.5,0.75,4.0779054823134775,12.149354776660848,0.9754265904993077
K0287,cluster_logistic_soft,0.65,0.28,transverse_arc_0.5,1.0,4.079020267376164,10.551140560953645,0.984754126706461
K0431,cluster_logistic,0.65,0.28,transverse_arc_0.5,1.0,4.080389285286651,10.390671464257371,0.9842758368080872
K0377,cluster_logistic,0.5,0.23,chord,1.0,4.082766030456992,8.079904164540817,0.9569656937791026
K0247,cluster_logistic_soft,0.5,0.28,radial_arc_0.5,0.75,4.0828958064122265,15.053111550277448,0.9514958651782944
K0249,cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,0.5,4.083008394819651,34.7246125281313,0.9706546624161587
K0001,none,0.25,0.18,endpoint,0.75,4.083627681511909,7.505268364876644,0.949508319979933
K0391,cluster_logistic,0.5,0.28,radial_arc_0.5,0.75,4.084847614821059,15.231709724738614,0.9515755303494312
K0017,none,0.25,0.23,chord,1.0,4.085022036773834,8.481054246811237,0.9617084367411575
K0393,cluster_logistic,0.5,0.28,transverse_arc_0.5,0.5,4.08518650227873,32.46957882827163,0.9703616824293914
K0211,cluster_logistic_soft,0.36,0.28,radial_arc_0.5,0.75,4.085273406133025,34.56061056900965,0.9463053929664866
K0355,cluster_logistic,0.36,0.28,radial_arc_0.5,0.75,4.086783253330199,36.22467880639158,0.9465080781686657
K0174,cluster_logistic_soft,0.25,0.28,radial_arc_0.5,0.5,4.088445231030516,24.160386566146354,0.9467602488497878
K0318,cluster_logistic,0.25,0.28,radial_arc_0.5,0.5,4.090000637565192,24.647550338770415,0.9469468499760756
K0229,cluster_logistic_soft,0.5,0.23,endpoint,0.75,4.1016716938463444,6.704799344681288,0.9563243355400359
K0213,cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,0.5,4.1078097713213655,23.582841278857504,0.9693324687426268
K0138,none,0.65,0.28,radial_arc_0.5,0.5,4.108145137760926,9.027957801058406,0.9550617080033571
K0286,cluster_logistic_soft,0.65,0.28,transverse_arc_0.5,0.75,4.10845334621071,13.904835411613812,0.9783210736028034
K0357,cluster_logistic,0.36,0.28,transverse_arc_0.5,0.5,4.109016238105022,23.156259676213182,0.9690629213296338
K0430,cluster_logistic,0.65,0.28,transverse_arc_0.5,0.75,4.109680410120063,13.542964696170559,0.9779100547180708
K0284,cluster_logistic_soft,0.65,0.28,radial_arc_0.5,1.0,4.1099487021757195,8.99087390452269,0.955070853570493
K0123,none,0.65,0.23,chord,0.5,4.110441171587378,6.584171351338924,0.9585216583475472
K0210,cluster_logistic_soft,0.36,0.28,radial_arc_0.5,0.5,4.111085044700741,18.929423300971223,0.9495161871721906
K0428,cluster_logistic,0.65,0.28,radial_arc_0.5,1.0,4.111745078369825,8.954259053447913,0.9550794637814211
K0246,cluster_logistic_soft,0.5,0.28,radial_arc_0.5,0.5,4.1119558912985354,12.724614781439081,0.9527608543267807
K0354,cluster_logistic,0.36,0.28,radial_arc_0.5,0.5,4.112289698079187,19.291203933175296,0.9496360819576902
K0373,cluster_logistic,0.5,0.23,endpoint,0.75,4.112605003214471,6.552407355807789,0.9560717997558614
K0390,cluster_logistic,0.5,0.28,radial_arc_0.5,0.5,4.113325374427802,12.801938786919978,0.9528081841872474
K0092,none,0.5,0.23,radial_arc_0.5,1.0,4.114988383511243,18.127608636881124,0.9152624658129266
K0041,none,0.36,0.18,chord,1.0,4.12020720893787,8.06140794935424,0.9499822186975391
K0269,cluster_logistic_soft,0.65,0.23,chord,1.0,4.122104030742447,6.460288505595725,0.958215926392133
K0283,cluster_logistic_soft,0.65,0.28,radial_arc_0.5,0.75,4.124350289184991,9.4681089895944,0.9551410429396933
K0427,cluster_logistic,0.65,0.28,radial_arc_0.5,0.75,4.125638204542511,9.448082153627702,0.9551426438914093
K0413,cluster_logistic,0.65,0.23,chord,1.0,4.133767360757119,6.344228010798975,0.9579039767178263
K0285,cluster_logistic_soft,0.65,0.28,transverse_arc_0.5,0.5,4.136272682141,31.680788969922148,0.9710885659251279
K0429,cluster_logistic,0.65,0.28,transverse_arc_0.5,0.5,4.137095769364361,30.12771168580391,0.9707866941459737
K0282,cluster_logistic_soft,0.65,0.28,radial_arc_0.5,0.5,4.138895516198568,9.824021288904435,0.9551300926181289
K0426,cluster_logistic,0.65,0.28,radial_arc_0.5,0.5,4.139782073071558,9.813531341016812,0.9551280100634507
K0192,cluster_logistic_soft,0.36,0.23,endpoint,0.5,4.16320461508194,13.588357776652426,0.9505986590221551
K0157,cluster_logistic_soft,0.25,0.23,endpoint,0.75,4.171283096191424,11.803484334164938,0.9544289415217316
K0336,cluster_logistic,0.36,0.23,endpoint,0.5,4.172974197107913,13.257091752600758,0.9503319240983533
K0181,cluster_logistic_soft,0.36,0.18,endpoint,0.75,4.174571779388073,6.010230553542312,0.9356125618363971
K0321,cluster_logistic,0.25,0.28,transverse_arc_0.5,0.5,4.179096641914756,16.909352148678046,0.9674926741354274
K0177,cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,0.5,4.18038665614114,17.123398907952932,0.9677345653345621
K0301,cluster_logistic,0.25,0.23,endpoint,0.75,4.180868057470663,11.558592530441372,0.9541181695028198
K0051,none,0.36,0.23,chord,0.5,4.1863801326748185,10.393128953410525,0.9549632225860725
K0072,none,0.5,0.18,endpoint,0.5,4.187408629603755,5.729433793127814,0.9371595939107924
K0325,cluster_logistic,0.36,0.18,endpoint,0.75,4.192267224221874,6.0300488981940035,0.9351432104450313
K0218,cluster_logistic_soft,0.5,0.18,endpoint,1.0,4.194583280524783,5.741843767897614,0.9369614057440041
K0197,cluster_logistic_soft,0.36,0.23,chord,1.0,4.195400967314606,10.198750122643212,0.9546530261961085
K0362,cluster_logistic,0.5,0.18,endpoint,1.0,4.202732512810596,5.756363231075506,0.9367445461978269
K0341,cluster_logistic,0.36,0.23,chord,1.0,4.20444371911252,10.008659223077236,0.954338889951264
K0091,none,0.5,0.23,radial_arc_0.5,0.75,4.207977274206229,11.049557778133899,0.9217517772379884
K0232,cluster_logistic_soft,0.5,0.23,chord,0.75,4.210642107933279,11.566370265928256,0.952852836344373
K0016,none,0.25,0.23,chord,0.75,4.214939662931961,10.674009535001389,0.9569881451925851
K0322,cluster_logistic,0.25,0.28,transverse_arc_0.5,0.75,4.218073093687488,11.200040024137564,0.9732297455478849
K0376,cluster_logistic,0.5,0.23,chord,0.75,4.219640887821195,11.292726285970854,0.9525572220674281
K0178,cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,0.75,4.220703577687256,11.741850863977158,0.9735627353070766
K0128,none,0.65,0.23,radial_arc_0.5,1.0,4.229764694859292,21.77972689945619,0.9316708704502101
K0058,none,0.36,0.23,transverse_arc_0.5,0.75,4.232696677027903,9.567376298657138,0.9874883476439539
K0268,cluster_logistic_soft,0.65,0.23,chord,0.75,4.257027676395097,8.66732730239109,0.9538023074823698
K0412,cluster_logistic,0.65,0.23,chord,0.75,4.266027670117299,8.470732408735449,0.9535033446662455
K0323,cluster_logistic,0.25,0.28,transverse_arc_0.5,1.0,4.268792073754472,8.09506857207051,0.9784138336518416
K0179,cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,1.0,4.271172234984909,8.249467160447754,0.9788057877684698
K0033,none,0.25,0.28,transverse_arc_0.5,0.5,4.273835008610574,8.416439949411735,0.9791932517828129
K0228,cluster_logistic_soft,0.5,0.23,endpoint,0.5,4.281206140827466,12.769922774277898,0.951073722792377
K0372,cluster_logistic,0.5,0.23,endpoint,0.5,4.289627496346125,12.275678883535154,0.95081717874759
K0055,none,0.36,0.23,radial_arc_0.5,0.75,4.295018557234684,18.33404035159594,0.9030786956614518
K0071,none,0.36,0.28,transverse_arc_0.5,1.0,4.295757945495669,11.902376325580276,0.9933049104394557
K0196,cluster_logistic_soft,0.36,0.23,chord,0.75,4.30481213142809,13.576690742547445,0.9503891221116899
K0276,cluster_logistic_soft,0.65,0.28,endpoint,0.5,4.305269962178142,5.422460938465621,0.9667870242282101
K0420,cluster_logistic,0.65,0.28,endpoint,0.5,4.305934380280598,5.397646442075832,0.9666066407338015
K0340,cluster_logistic,0.36,0.23,chord,0.75,4.311988421042874,12.999102233310195,0.9501120481514638
K0127,none,0.65,0.23,radial_arc_0.5,0.75,4.312356320749415,18.830019593777315,0.9331565313726492
K0056,none,0.36,0.23,radial_arc_0.5,1.0,4.312736841854076,8.350235861912916,0.885929280025496
K0093,none,0.5,0.23,transverse_arc_0.5,0.5,4.325166835711672,24.935506782919106,0.978186644455114
K0156,cluster_logistic_soft,0.25,0.23,endpoint,0.5,4.326174408235927,15.53143946930337,0.9486431847277504
K0239,cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,1.0,4.331684003495477,21.317570559973305,0.977466912710607
K0300,cluster_logistic,0.25,0.23,endpoint,0.5,4.333052541882147,15.974044661859624,0.9483862190678148
K0383,cluster_logistic,0.5,0.23,transverse_arc_0.5,1.0,4.338334645441069,18.795246203258362,0.9767376245504988
K0040,none,0.36,0.18,chord,0.75,4.3416370612519115,6.989946692626129,0.9435241353592528
K0098,none,0.5,0.28,endpoint,1.0,4.343029631761957,5.4553509154458055,0.9755166685768286
K0217,cluster_logistic_soft,0.5,0.18,endpoint,0.75,4.351063136498618,5.579771566376815,0.9327636160846763
K0090,none,0.5,0.23,radial_arc_0.5,0.5,4.351912220927312,7.738426939892834,0.9266707244419751
K0015,none,0.25,0.23,chord,0.5,4.355070183668624,13.654487903620122,0.9508051040151337
K0075,none,0.5,0.18,chord,0.5,4.3553421587742385,5.915055225148607,0.9372554059561116
K0231,cluster_logistic_soft,0.5,0.23,chord,0.5,4.355359923643915,16.240691078880342,0.9473931238467632
K0236,cluster_logistic_soft,0.5,0.23,radial_arc_0.5,1.0,4.358464518417273,7.696136257348517,0.9268345745445433
K0161,cluster_logistic_soft,0.25,0.23,chord,1.0,4.361303800032715,14.160822541648178,0.9505300382658983
K0375,cluster_logistic,0.5,0.23,chord,0.5,4.3617603477033615,16.30926420441211,0.947152589481009
K0277,cluster_logistic_soft,0.65,0.28,endpoint,0.75,4.362160166315094,5.1398821664185235,0.9706762638785339
K0361,cluster_logistic,0.5,0.18,endpoint,0.75,4.363754239133733,5.6156876818496,0.9324050714335895
K0019,none,0.25,0.23,radial_arc_0.5,0.75,4.363926234044024,8.229582212578865,0.8829890862343919
K0421,cluster_logistic,0.65,0.28,endpoint,0.75,4.364098921040637,5.1248692709142745,0.9704771421823307
K0057,none,0.36,0.23,transverse_arc_0.5,0.5,4.3645921109974095,14.17959594121815,0.974971067036844
K0380,cluster_logistic,0.5,0.23,radial_arc_0.5,1.0,4.365028531783146,7.656391090738863,0.926996316347464
K0305,cluster_logistic,0.25,0.23,chord,1.0,4.36755231225551,14.700963648753211,0.9502524813811755
K0221,cluster_logistic_soft,0.5,0.18,chord,1.0,4.370823553172278,5.93051885263085,0.9367547977065298
K0203,cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,1.0,4.374113376128134,13.018415371706375,0.9743146443554999
