cluster,model,amplitude,calibration_RMS_arcsec,heldout_RMS_arcsec,mass_sheet_R2,heldout_median_minimum_J_singular_value
SMACS J0723.3-7327,B20_compact,34.54578884991206,11.054266469993257,10.101718123264332,0.7450907761479433,0.7620845244437806
SMACS J0723.3-7327,B100_control,281.13745427634024,5.646274239513843,6.3845999550551324,0.976913551604693,0.15492873763343054
SMACS J0723.3-7327,P0574_ordinary_routed,254.87173862430046,5.761878379058963,5.554203088749554,0.9646816807888958,0.19662342573207464
SMACS J0723.3-7327,lenstool_reference,203.4853782989457,0.6755107999743182,2.299908393156753,0.934132614136569,0.3316319490723888
SMACS J0723.3-7327,P0578_fixed125,330.9330448733078,5.505178404898902,6.702287671588254,0.9881740524929624,0.11084810692473723
SMACS J0723.3-7327,primary_inverse_replay,168.7675842819691,5.589284727140123,5.852373588746687,0.9601348456323667,0.27696441374571734
SMACS J0723.3-7327,selected_return,332.015357001541,2.291377084799442,20.946736517245586,0.9962820829649978,0.04200921287948413
SPT-CL J0615-5746,B20_compact,492.03459442134425,2.283168306862641,6.255548108554446,0.6882220490513595,0.5122904576922181
SPT-CL J0615-5746,B100_control,639.0898455771535,1.8139471447710207,7.569102152660808,0.8844602655084907,0.15299622880870734
SPT-CL J0615-5746,P0574_ordinary_routed,603.8588468443993,1.7844461239959797,67.08344924228005,0.8333996711441835,0.2175028116797009
SPT-CL J0615-5746,lenstool_reference,288.5244125132361,0.6253377697518658,3.2434404865488826,0.9320395016442177,0.25795652586695655
SPT-CL J0615-5746,P0578_fixed125,707.9452416613265,1.8172895662242277,5.583267061367808,0.9074539131712389,0.10108519498857625
SPT-CL J0615-5746,primary_inverse_replay,354.07494639012265,1.8966202879503933,6.39876904432318,0.7919797869728787,0.3548688679716371
SPT-CL J0615-5746,selected_return,645.1834159273782,1.7081662820702346,8.501839842182806,0.9098733377972423,0.06021979647736097
