center x (Mpc/h),std x (Mpc/h),center y (Mpc/h),std y (Mpc/h),center z (Mpc/h),std z (Mpc/h),mean radius (Mpc/h),std radius (Mpc/h),center RA [hms],center RA [deg],center Dec [deg],center dist [Mpc/h],redshift near,redshift center,redshift far,redshift near [km/s],redshift center [km/s],redshift far [km/s]
341.27999184783295,4.924010827872542,303.20137093614574,3.422954389463788,329.6790153145478,3.503236563915312,33.93092383075613,2.995700386408441,18h04m47.51980989s,271.19799920787005,-16.175016920827538,38.84443109235177,0.0016395867649008,0.0129959718376636,0.0244126950582833,491.5357463539035,3896.094341311967,7318.741857927225
306.61913949019765,4.458738573130727,232.7659045223331,5.26007206278089,429.59189434000655,7.524595211333404,31.277914288255385,3.607408625267104,16h50m10.16887321s,252.54237030502864,38.26886281605886,143.84684103019646,0.0378807418896908,0.0485277180697506,0.0592296250809733,11356.360721973984,14548.243881261553,17756.59488944345
437.595194107459,4.432949369916996,412.377486867625,4.462709787010892,308.04333979582026,3.596232420841831,26.732068781519967,2.958351804059711,2h26m02.82031566s,36.51175131526068,-15.03851639877953,125.0891067550662,0.0330608762146985,0.0421360790812898,0.0512509181168758,9911.401344038208,12632.078718262272,15364.63871701495
309.64741536426635,2.9151868650951083,371.9811342552564,4.019727924863457,385.1489012433473,3.632144218320649,19.61396607453563,2.759213024328569,8h57m41.3449522s,134.42227063415135,45.36811348763934,62.74127967248336,0.0144336760683253,0.0210301703231686,0.0276471472424813,4327.107226499022,6304.686453341371,8288.406228511414
315.08623689231985,6.35716679179326,361.39989179551367,16.774242091177307,187.00381790674965,5.2497074602918055,45.95010656778275,5.290928535336842,9h22m15.99394983s,140.56664145761206,-77.90101977098836,156.9832562713671,0.0373593601173682,0.0530156584673445,0.0687915309931008,11200.054398892991,15893.694564413729,20623.182166004877
431.7556173686216,4.697919693998324,335.57422143590145,5.60042906536022,367.6616404116951,2.9421940804831364,20.85864116157093,3.122391732056839,23h47m38.47141843s,356.9102975768085,16.552519236788072,95.33942366956629,0.0249881365945613,0.0320388929989374,0.0391133163275939,7491.254890523311,9605.018483750431,11725.877242380922
373.6496901055291,4.322585323208789,453.83710250153774,5.136630569675455,334.8053615189128,4.338296179746225,23.375025689168087,2.714225700637808,4h54m47.15033515s,73.69645972977746,-2.76093160599183,118.22279672282748,0.0318724310108184,0.03980129748969,0.0477603341744802,9555.114435168687,11932.128806023422,14318.187977068828
416.751843450716,1.648273696450023,332.31725799428534,3.886671582976619,323.39579138034776,3.996601346824819,14.276647292419248,2.273141590177487,23h35m29.97895574s,353.87491231560364,-12.572988544245309,78.57388146750283,0.0215543364958857,0.0263698584327854,0.0311963454560192,6461.827518660701,7905.484676676775,9352.429084877143
383.1261610655644,5.524061532848369,337.0440046460733,3.6388722899494903,317.48727551001326,7.177890988697732,24.32291093221454,4.037049974146953,23h41m27.54642299s,355.3647767624448,-28.28502986709773,48.564585857658045,0.0081012395411969,0.016260282023024,0.0244505290184897,2428.690514902228,4874.7099154556045,7330.084193853371
217.2915633834725,7.653299096075252,304.28000932339086,8.159373183642947,392.625627337674,4.728830396304449,39.27535711995076,4.604890940092335,13h05m31.66272644s,196.3819280268502,22.091905256523223,138.59757430578858,0.0333878607792574,0.046737066319847,0.0601725911747498,10009.428850375392,14011.419991735958,18039.28901250735
380.0738185457281,5.154807562588853,489.93247604041454,4.299431526505164,315.6288496781865,5.647519041967984,21.128766196503168,3.1040897906731617,5h00m40.08290258s,75.16701209407303,-9.140049056058263,156.57179224940086,0.0456617160082721,0.052874937629846,0.0601134326928714,13689.038078617858,15851.507518648235,18021.553745813497
217.40620355839852,6.939729117766039,364.5650876965864,4.572883308236681,435.9166936638984,4.135003735595371,28.443610434895817,3.1706765024657706,11h15m45.13987911s,168.93808282960737,37.26214692648316,157.59300935638308,0.0435179476545029,0.0532242117665946,0.0629763097123869,13046.35249445877,15956.217270619942,18879.822684445757
301.9549449831182,2.8809872522724143,310.43457819473434,2.8975726381324383,285.6654882853061,4.398299725401753,23.96238429864093,2.1890729629125,14h31m49.07726945s,217.95448862270476,-48.28352706988995,73.46070057909793,0.0165741174896286,0.0246439242983257,0.0327445191501852,4968.795421396554,7388.062640160996,9816.559882062114
318.6114948934205,5.7354869672357305,441.6229372099916,4.343846075751014,251.6550437969052,3.993823693004172,24.781328193989047,3.3719225274640108,6h48m51.24137724s,102.21350573852013,-40.65261409659561,136.37588250312626,0.0375499363878632,0.0459796584075338,0.0544436945122351,11257.187727461174,13784.354811994925,16321.809000424082
356.8636864858563,4.03560905029669,325.9610045139531,6.4532614516544005,430.2828717050979,10.401402809182075,36.81197640186652,3.6126839873481984,21h13m31.00414488s,318.37918393699,76.29828311788282,92.4127516999941,0.0186263460919903,0.0310481827990621,0.0435435935840558,5584.038078476475,9308.011037764169,13054.040950717144
328.91530653746446,3.4737804006836805,426.5921035081946,3.326714616557571,296.34757282884686,4.051957526238192,21.921083302107498,2.277077621676696,6h30m39.30694561s,97.66377894002744,-26.94287067664886,97.4448163536193,0.0253401235976963,0.0327518796708838,0.0401898108025862,7596.77793937718,9818.766510654505,12048.602167062272
413.7122961828712,6.608070951947526,367.18623107936986,4.195444332090377,254.2448306321316,3.635111051857333,32.249477594541446,3.862007236912916,1h20m06.48942897s,20.027039287361276,-47.90484013723823,116.24177168414828,0.0282003572266248,0.0391281649800274,0.0501133275289595,8454.254409447934,11730.32875639194,15023.59763846584
367.9513133505525,4.210182908592604,295.9935903503936,4.347172649021183,369.7413494656788,4.204559226899363,24.732955034197367,2.6484901212962004,20h06m39.85477111s,301.6660615462903,29.21389887030213,59.91203237366224,0.0117663271184079,0.0200773908753971,0.0284209629552512,3527.456128459586,6019.050360762096,8520.390343081723
298.4465865079782,4.027122816289699,351.94963499971686,4.228846816843167,342.64439188566297,3.045953912493582,20.226650414384128,2.0415608044527627,10h59m04.70028571s,164.76958452378253,2.816744758977652,43.63693555369114,0.0078228980627286,0.014604813129807,0.0214082370781781,2345.2458389088742,4378.412826815521,6418.02801511375
299.7188690930953,4.526192355868504,221.31681773071892,4.874825773039883,374.5545112769695,5.321827001941134,28.589733496504603,2.9133537014252577,16h44m26.51925046s,251.1104968768988,15.127960491326274,130.48923830029813,0.0342612460214068,0.0439741460209188,0.0537325425221395,10271.263158900265,13183.117324062174,16108.61099730172
243.79331883179373,4.940001896320587,326.06205890784565,5.160175279151889,256.9707673710404,6.886751125367026,30.02936540467385,4.221390008785701,12h33m57.91793805s,188.49132474187292,-40.50626719824346,128.59925749837146,0.0331329827221159,0.0433306604249084,0.0535784702543883,9933.018331134665,12990.20519554664,16062.421293442969
454.2735235680214,5.629736655209086,358.8118041591041,3.412639423101348,298.70852176705483,6.3125719744747055,29.287277346029743,3.14323506057468,0h36m34.39669339s,9.14331955578118,-19.933401292025884,122.58166457321114,0.0313465771429465,0.0412831597127771,0.0512672409516151,9397.467411570564,12376.379924300025,15369.532179762951
356.65829507245303,4.516512155320268,312.4855845942031,5.019247972487434,273.7365646491553,5.1845405379758205,23.50431939373809,3.680968141210585,19h59m54.16899382s,299.97570414093025,-64.15435650025101,74.18392191050171,0.0169712249401926,0.0248879595022001,0.0328343303422224,5087.845240091258,7461.222553769051,9843.484600078851
338.30205189504085,4.106414678787567,373.6807663249095,5.605652557081017,424.88351915038,9.105686675863817,29.74074644751397,5.110729323372881,6h15m09.55900842s,93.78982920174654,68.49181121294068,90.69935244522372,0.0204297860666061,0.0304683945436968,0.0405549712960377,6124.69578132202,9134.194891568652,12158.074528958605
242.45376614920823,5.412494023877135,412.99538030780366,3.675998784155544,327.5822755747006,5.323547574789176,24.81334139628114,3.07057227188936,9h34m04.9873318s,143.5207805491627,-6.047225264710384,122.61937751687208,0.0328742299981103,0.0412959853751609,0.0497518368129823,9855.446215990823,12380.22496115154,14915.225448178877
272.5305089481018,2.4627320832568063,339.18791077379177,2.9670060323780576,398.78043382706255,3.3428743697145253,20.565482118375687,1.7554334717893223,12h04m25.41733731s,181.1059055721086,40.60616055853408,89.5443033311568,0.0231322365835181,0.0300776332331117,0.0370459488362951,6934.870064410414,9017.04759777707,11106.096060575172
216.6134993742585,4.809590569391933,329.59329874431177,6.72726365906896,326.13686588909536,4.797474468138248,26.97808513637366,2.1711307922643,12h20m07.49414383s,185.0312255993114,-6.587968031508188,125.19233519293624,0.0330125065611128,0.0421712000708949,0.0513702657150985,9896.900486697145,12642.607726063376,15400.41822684252
269.003780792894,4.080862926857623,248.8890329992069,2.90089797360519,369.1801067930656,1.5221403406929186,18.60653224471741,1.9880888949943056,15h28m07.28368422s,232.03034868425783,13.8635499078984,119.694724868695,0.0339862710549458,0.0403015841491447,0.0466360314778297,10188.82773781647,12082.110973365929,13981.130508103965
349.2041413881614,4.838941553417003,351.3477608805526,3.560509705441332,314.35661947827566,2.7508409702231464,25.038372623487287,2.143390229233575,3h25m01.62478127s,51.25676992197192,-61.98728145349912,29.61270569418516,0.0015263681264884,0.0099002756068858,0.0183068380090893,457.5936524528327,2968.027959065756,5488.2519649527285
402.0722299296171,5.833040671195966,464.339875147704,4.543428598045428,288.15135314107084,6.109586932596277,33.52083479932393,3.8807646011017343,4h14m15.30952607s,63.56378969194294,-20.73213438387035,147.87777048314402,0.0384879178502863,0.0499038154118532,0.0613829704820634,11538.387495639434,14960.787485897756,18402.15160015923
176.00789853727906,8.11468262589538,366.6223416456777,4.448731893663751,378.4871274818268,10.03299531156264,34.659805739755335,3.244239977104857,11h23m54.34463398s,170.97643597493692,12.848119830293612,170.83047161146672,0.0459097107220704,0.0577570185951706,0.0696729711741983,13763.385023438446,17315.11857139791,20887.431284476053
497.3224297472842,5.773092361727903,223.66386174846235,5.631608688558665,301.6462570936265,5.230811270577727,26.432195027035768,2.7658302510023978,21h33m15.1401322s,323.3130838841672,-11.23712430742225,199.38297573064975,0.0584839880467025,0.0675682459064654,0.0766931694465264,17533.058530163577,20256.45052304771,22992.03378018467
327.7092940024584,5.225399665208458,374.5148518530476,5.920941411416978,294.9801701133088,5.13805009473954,25.589426476228223,2.29473302392932,7h22m25.89983845s,110.60791599352572,-51.39828791378734,58.24660693477029,0.0109206945658534,0.0195167396185505,0.0281475454868069,3273.9418669644565,5850.97134239124,8438.42184815667
257.87292046322693,2.4605039518548413,290.8435006708929,4.135930440715442,366.2578502125221,4.342739827698552,21.084638214603583,2.511760122488596,14h04m01.11769484s,211.00465706182425,14.959782490208154,99.78210784488644,0.0264115921949412,0.033543680618039,0.0407000222899215,7917.996143815048,10056.142462848877,12201.559722950367
476.4907424702272,4.523311847988115,355.0075045719456,3.784844536392296,248.5559780907265,4.193060178511435,22.223121031995444,2.693698555288319,0h24m21.42925691s,6.089288570451616,-33.91255701667174,164.79579148558872,0.0480929254839895,0.0556893706388079,0.0633139252589811,14417.896343256078,16695.253308281255,18981.037279018223
287.01531951931133,4.053433611325447,329.24142192656774,2.599751539192195,352.99603589694027,3.0842039873644387,18.95526456468689,2.752045739614616,12h47m32.94442429s,191.88726843454856,12.878041316026168,56.06708071136344,0.0124146304249537,0.0187832434851493,0.0251709023982151,3721.81257025846,5631.074733625424,7546.046700039024
234.16597421519091,4.4876679444058185,369.613838384403,4.162220674439128,379.7929054453354,3.748482817584673,17.206371454172164,2.8859513931124576,10h58m45.09569242s,164.68789871843052,19.61636663165879,117.04047609016992,0.0335612990320216,0.0393995308705529,0.0452540974848685,10061.42433048279,11811.682203729955,13566.837119560369
178.07482414371097,5.314221859104398,401.7055490839492,4.063015578249583,292.6518852854403,5.4178160085299885,24.70742966518315,3.22326194361616,10h37m24.58434004s,159.35243475015528,-15.411588277342124,180.04860197277785,0.0524541217986458,0.0609194237244765,0.0694198167122501,15725.350106247415,18263.18377830433,20811.53748607496
260.3358455881324,4.471995238362115,460.2329559083048,4.742495899893509,396.6826984852068,6.353353928906277,25.157523872976856,3.942077066801362,8h15m12.78721397s,123.8032800582011,21.301342418779125,154.6569364502914,0.0436371129484917,0.0522201818466174,0.0608390378181224,13082.077350851956,15655.216673004432,18239.08468984989
241.44456598711375,5.48023130125061,261.11351737229273,4.190903234206079,356.6729253116781,4.408062180519032,21.874378776991083,3.844575094916247,14h34m50.37690325s,218.7099037635269,7.260616515659978,127.96779338809289,0.035683244039395,0.0431157086300203,0.0505747632219953,10697.5674399841,12925.764268605612,15161.932579089987
370.2644135014594,1.8599349388453277,375.1737922499362,3.744525511630699,351.94679513741687,3.232486109332537,18.39833051217783,1.955866967766346,3h17m25.6318158s,49.35679923248352,14.06292151674078,47.108611728595854,0.0095979020941562,0.0157710070801148,0.0219619491648722,2877.378660450456,4728.028977683033,6584.026722608111
399.9330551598088,3.6023391214145675,347.5581513980588,4.81893674810785,394.32902604769,5.48165259664133,28.18195560378643,3.4776017601399687,0h27m05.42701446s,6.7726125602475244,41.967849678196245,80.49639490082582,0.0175209218723123,0.0270191586220748,0.0365601791840115,5252.640234526494,8100.139976403697,10960.46598249526
417.9495237397082,9.926306210033202,211.38194875527523,8.450584312659158,256.0408534499967,10.97576005761697,39.76451006206154,4.126969856310114,20h03m49.63292992s,300.9568038746773,-29.29011856541841,172.6361703719644,0.044785577045585,0.0583761049982098,0.0720570933463358,13426.378225444314,17500.716005879407,21602.17313063345
280.39401297001666,5.788070406765797,257.6595590635682,4.669270700997623,399.4457463343656,3.795639057850405,25.4499175097372,3.3780406327444403,15h36m08.81692945s,234.03673720602623,29.938941801965857,118.10956499075904,0.0311317420608115,0.0397628166740895,0.04842965270176,9333.061474232676,11920.592547728696,14518.844623546986
418.0127258181004,5.555275978731063,242.55151018608808,6.996366744441918,321.8217982840197,6.029355413406734,30.407110973963608,3.032215412731251,20h33m25.62185234s,308.3567577180674,-8.504712764572675,126.2972863521654,0.03222538081998,0.0425471717349771,0.0529202871230184,9660.92612600787,12755.321195376928,15865.102954675434
339.629079798596,2.636248034807111,455.4555515929109,2.0556822688406955,267.5822470191584,3.4865505380633066,12.125870264764576,1.910267063720088,6h01m44.17751165s,90.43407296518836,-32.38672663546746,136.13425742186524,0.041768424037082,0.0458973014991902,0.050034393646479,12521.85850886312,13759.664832009335,14999.93385581754
410.8712680761147,3.2360681851355024,323.85721839425656,3.7262412821057818,257.6965570302466,3.3043816701996067,21.003492301284183,2.7874730531936103,23h06m46.57156761s,346.6940481983813,-48.86918840460846,109.9341062539832,0.0298700472768246,0.0369863244884229,0.0441268292617682,8954.814893695471,11088.221130769902,13228.890608131816
285.0868505186143,3.986191599567855,355.1912255506816,6.102886697530708,308.2393239600668,2.578501857939475,27.89973935695783,3.0466691201514053,11h00m36.30252688s,165.15126052866384,-29.3683231119812,65.7814598665985,0.012672935683984,0.0220544590582389,0.0314775090221665,3799.250538777485,6611.760490929827,9436.719801472476
224.20967352563645,3.5583313406774475,234.539615348424,3.1452477230985534,349.517966888875,3.8091659647857607,19.250160356993536,3.003983962839916,14h49m21.33053814s,222.3388772422608,3.280647296689981,157.5828888992483,0.0466467618178547,0.0532207500050785,0.0598157315574158,13984.34738311522,15955.179460626005,17932.305190665847
238.9233940544543,3.675078466966587,392.66200797985937,4.63287526602491,406.466327191292,5.101445292609058,20.8733625736227,2.248611334607454,10h11m16.42105302s,152.818421054241,30.015202934301296,131.87205266854752,0.0373476626379574,0.0444450811850344,0.0515667737268405,11196.547582788018,13324.300134471026,15459.329846699347
212.16223121747188,3.094594370153644,423.1049694680341,3.133420928520012,313.3480811253489,3.1617252020738733,13.926919051546015,3.0423725612622463,9h48m55.80640249s,147.23252667704887,-10.08740923463044,155.02061338889138,0.0475883609062138,0.0523445198371797,0.0571116486573093,14266.631688264948,15692.492264817882,17121.641531407182
478.17453086425616,3.4019394282468323,384.1331933546368,3.128707324353386,324.9402909188964,4.065697201671451,14.534720691097451,2.636373244731677,1h10m20.3933184s,17.584972159980282,-6.149141356152745,145.25920472625734,0.0440542543018818,0.0490097731567201,0.053977164642437,13207.133182518228,14692.760360675558,16181.946864026906
298.3727100841768,3.150246291942375,310.0299249258786,4.41710868251357,333.32859903022853,4.428838206028151,22.23132840063308,3.627311470252601,14h23m30.64454138s,215.87768558907695,-7.853460128563525,52.4839310888928,0.0101147102533022,0.0175779198955062,0.0250672657014204,3032.313848795288,5269.7278120009205,7514.977199967922
311.6296536539383,7.382946246028478,297.4451549253685,4.466065992888331,195.11624835332216,6.248762834437438,23.22381314889218,4.507342005383361,15h44m37.49865343s,236.1562443892843,-70.37568028219796,154.34912317666388,0.0441907549931832,0.0521149495090432,0.0600696344437459,13248.055060282168,15623.668811861957,18008.42336105206
198.97314143355527,4.836278599145411,444.0564102526536,6.770548584963365,395.24473461985616,5.636581104152187,34.51695302629695,3.84086458309944,9h35m13.61934476s,143.80674726984248,17.336869863245976,183.71382029858515,0.0503543331742203,0.0621781827188982,0.0740706823387783,15095.849313250474,18640.55023127164,22205.831924079543
212.3769966102417,7.18169791438062,238.4070329819194,6.440395815812448,297.1685538002934,8.13249063345946,34.2752740624488,2.594445901215206,14h34m11.78008322s,218.54908368008304,-14.81540889621679,169.45823126046412,0.0455730861961871,0.0572866685436376,0.0690673216783169,13662.467529400818,17174.111173328416,20705.86213341933
241.518352424071,2.505540150581069,453.17686974882616,4.14702040807521,321.93355257230473,3.195476073831653,17.03961954320249,2.475285347556176,8h45m11.49019716s,131.29787582151525,-7.056990618173185,151.1229846956601,0.0451983944180945,0.0510123458386895,0.0568426770390328,13550.137760254058,15293.1165473268,17041.005868831813
262.3675855898544,5.188106891330766,236.32714591621067,6.559210863698946,316.1768616605294,6.262411809579127,33.08394366239354,3.780950149238129,15h32m30.99023047s,233.12912596028912,-10.58025325245017,132.4698938181887,0.0334094539799033,0.0446487170153092,0.0559489843350207,10015.902329073097,13385.348620565994,16773.083536399376
428.8484719797417,6.696459707042134,311.93361247175227,4.405260920654129,410.857268564536,5.559421731622447,27.63053674718152,4.364125124468167,22h48m19.68641777s,342.0820267407018,37.15251070890303,116.49736579610492,0.0298484724350619,0.0392150013707661,0.0486236385460846,8948.346918852454,11756.361651415362,14577.000116634246
259.5554876661318,4.5974218378790415,347.6962606798525,4.070307343152328,431.7647058736332,5.023131751166206,22.24586684240836,2.5255633800994866,11h39m40.69304785s,174.9195543660396,48.31754469901858,122.20084608111728,0.0336022558333884,0.0411536530665125,0.048732447189996,10073.702870636354,12337.554808489043,14609.620127444105
301.50632468958634,3.972194819092969,374.0982056183965,4.84462986848789,429.1061791479589,4.499987735199053,16.702513772823977,3.377754042664917,9h17m00.18105909s,139.25075441288524,59.84746880508414,102.47146489725915,0.0288009088792278,0.0344551193776339,0.0401245765298617,8634.295265537736,10329.384928904308,12029.045424096365
279.3966857872014,4.579903588396391,455.33872827175287,3.4964790477554986,444.6310672578215,4.667755950941284,21.876354830937338,2.806319548584674,7h52m03.96484129s,118.0165201720333,38.67720345007309,166.62781186558996,0.0488364604665126,0.0563168520303174,0.0638245150882082,14640.802523275648,16883.36749699117,19134.108258952045
205.75163857588268,3.480567250895533,380.9160913483527,3.861743891298792,344.8332363364739,4.947088090039556,17.416909796311266,1.9743377171249064,10h53m12.96943198s,163.30403929991144,1.7642837703377392,140.74572207889895,0.0415372692550924,0.0474696649071886,0.0534190583919645,12452.560048591991,14231.047522962435,16014.63081937259
324.6791928489337,7.790674819041405,338.6723044291421,4.004849331355422,252.05949813034604,4.507455424506904,39.61803687471799,3.7608569726332135,12h26m21.56902703s,186.58987094596569,-79.79179752564919,89.86301119463567,0.0168251093548408,0.0301854471383064,0.0436308605395131,5044.040889606528,9049.369393421952,13080.202925795838
321.8249593340302,6.196719555640247,468.5852090408885,4.025788025293154,289.5389382760074,3.989833518275813,26.59816213890593,2.689806170812159,6h33m10.88880115s,98.29537000479718,-21.48984336249492,139.11005618200406,0.0378613775754641,0.0469118187214525,0.0560018599412848,11350.555446614482,14063.809443754662,16788.935244369528
363.70737120088,3.63015120260568,345.8229423003083,2.0912113232490985,363.409846688297,3.7320067978891216,17.97096818146197,2.030880647638705,0h51m40.35993643s,12.918166401809389,43.89622405672726,33.042046971534965,0.0050329902795161,0.0110497249842343,0.0170833200290302,1508.8525269862591,3312.624213247613,5121.450502303605
302.175965884277,2.689548252812761,400.3040187394608,3.3972315330692853,425.19111405769456,2.3151945629669046,14.763386909401897,2.2210190181220097,8h10m36.68357642s,122.652848235093,50.0136371504716,110.53432520545972,0.0321850049373714,0.0371900416824668,0.0422070527687795,9648.82174091672,11149.294009109191,12653.356094488128
424.83815752197233,3.2188258879380807,310.3218678083479,3.764454304591152,354.0077487573792,3.99975835855216,15.525161076590788,2.737145651882859,22h41m14.78941862s,340.31162257758075,8.575506520115912,90.587547451459,0.0251844159042157,0.0304305668283283,0.0356897883163185,7550.09794721914,9122.854427797816,10699.52936484881
223.01539457634215,7.685519921946792,175.67391878810065,8.4151085218973,296.74793096068527,10.002774594985834,35.58901871235387,2.378653006393926,15h38m04.6843241s,234.5195180170875,-12.19708790860001,207.08576267924636,0.0579854292096397,0.0702231724186284,0.0825350073255437,17383.594350942898,21052.37746793841,24743.37271717275
255.9467619647129,3.719589831816816,309.5675642077655,4.397093575659523,323.017157875428,4.942994959979977,22.197434341464,4.199238859087462,13h20m22.61513648s,200.09422973531423,-10.989001810489809,91.71540445882214,0.0233140283381294,0.0308121920747164,0.0383370939806157,6989.369861369491,9237.262798447371,11493.171637025796
528.0378830421972,6.844773905007315,366.7314617392102,6.882294285984302,299.30763959965213,6.997950616943357,32.122902527061335,3.275277370136461,0h31m50.99189299s,7.962466220789475,-12.272393745466283,193.79204760845232,0.0546189110770922,0.0656433789949742,0.0767276936660392,16374.33760508491,19679.389940328896,23002.383880812944
248.59963061289704,2.6881757607623684,276.175664732149,3.7865202855157416,289.4812287877241,4.1274971479639575,16.153666984344564,1.9595473080751784,14h19m57.48999767s,214.9895416569424,-24.45665208062454,123.23235377589522,0.0360174529740341,0.0415044615408035,0.0470059263274882,10797.760757985114,12442.724543283954,14092.022194284607
439.1866089501705,6.179171672012934,410.4788634161928,7.749410502605091,260.32406671302056,7.710035109196147,37.07179558872221,3.069271661102664,2h21m21.72636904s,35.34052653766479,-33.53331996572138,145.1353450732944,0.0363515756682049,0.0489674943528012,0.0616606446761933,10897.928221744138,14680.085494127396,18485.39622934063
326.67739136332034,2.635575416492164,247.21494334843385,2.282678974933229,322.3991166168348,2.4665502532834966,13.96538169816244,2.564429686274353,17h26m17.15237085s,261.57146821187865,-10.865358100257389,96.02503987637628,0.027547274612206,0.0322710490871293,0.0370054373876741,8258.465167194254,9674.61712806916,11093.951033815923
207.13598266202652,3.9756950143684073,424.79490347730297,2.932722938640386,269.19116108976345,4.342612411393234,20.910246007560364,2.960884576149059,9h50m49.05560122s,147.7043983384111,-24.32190851041711,173.13735119695335,0.0513896369820601,0.0585479681964485,0.0657313211999355,15406.225586579523,17552.23929651914,19705.75435011618
248.1769102663941,8.815995359200395,223.55294774503028,4.285263815242529,259.33582765481844,6.128584306848246,32.689731535247475,2.7758346238788127,15h26m50.61657041s,231.71090237670444,-28.57873041973747,169.66964608192112,0.046185554876849,0.057359126341381,0.0685937144189098,13846.081020624457,17195.83347461518,20563.87824899502
343.2366341360806,2.544726056590134,372.51139430502553,3.647060871984292,371.5592219100052,3.128288774209661,19.502990863546174,2.229164446103437,5h40m27.28803885s,85.11370016187435,44.03082417704088,44.68661765452312,0.0084166394601399,0.0149573519305787,0.021518075461352,2523.2450318551587,4484.101300439248,6450.956733988214
363.3354830236963,1.8521191124217853,371.852934418501,2.202952083043765,393.56374875038864,3.39507543331166,18.062242281277346,2.186862462502404,3h35m43.86877591s,53.93278656628819,53.8347140310218,65.72843534590437,0.0159583670425587,0.0220365898969442,0.0281322168047672,4784.198081354872,6606.403451142873,8433.826424890078
261.92178143793626,10.665775912653944,267.7421696192511,10.036489910402162,428.4728620700113,9.311255437603563,39.48263693756878,2.9415983180762657,14h51m11.39722606s,222.7974884419059,39.402638295308265,138.5909909586136,0.0333154036676148,0.046734821829873,0.0602414719379975,9987.706754776458,14010.747110569702,18059.93894583029
261.33097943204,4.385501239761632,352.3155426387213,4.105281456221247,357.57592906387106,4.088496321703615,17.547274610845584,2.6433862618216475,11h26m02.77734565s,171.5115722735541,12.04221734285581,81.84698051200095,0.0215551692848555,0.0274754181192038,0.0334122676282641,6462.077182512937,8236.92313253387,10016.745839631152
