system,target_kind,fraction_max,length_over_R80,radius_exponent,width_over_R80,external_direction_mix,tensor_axis_ratio,tensor_orientation,shape_gate,candidate_id,changed_parameter,changed_level,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc,fold,selected_tensor_candidate_id
RXC J0032.1+1808,lenstool_best,1.0,1.0,-0.5,0.25,0.0,1.5,tidal,H,T004_fraction_max_1.0,fraction_max,1.0,0.10525784022230078,0.44916693841908467,0.8155514420852759,20.118787331145786,0,T004_fraction_max_1.0
RXC J0032.1+1808,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.06320691002143142,0.7087023691491401,0.5093696969714196,10.934969352720172,0,T004_fraction_max_1.0
RXC J0032.1+1808,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.1239963641466373,0.43063360767581627,0.820542324669769,19.444800635696577,0,T004_fraction_max_1.0
RXC J0032.1+1808,lenstool_best,,,,,,,,,C0351,control,C0351,0.05688220497375454,0.622847029624273,0.612586175891031,23.20753634904914,0,T004_fraction_max_1.0
RXC J0032.1+1808,lenstool_best,,,,,,,,,W060,control,W060,0.057838261296834684,0.6190305117912945,0.5890415010535588,22.043402610190768,0,T004_fraction_max_1.0
RXC J0032.1+1808,glafic_best,1.0,1.0,-0.5,0.25,0.0,1.5,tidal,H,T004_fraction_max_1.0,fraction_max,1.0,0.16229258702596633,0.1899558443361702,0.9683270235313753,35.98901571333245,0,T004_fraction_max_1.0
RXC J0032.1+1808,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.0762220545007407,0.7452854192139612,0.5588676162948002,36.01402793105801,0,T004_fraction_max_1.0
RXC J0032.1+1808,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.20409948144866424,0.10818347416540532,1.0083418156959245,51.14048230580423,0,T004_fraction_max_1.0
RXC J0032.1+1808,glafic_best,,,,,,,,,C0351,control,C0351,0.10442577964369049,0.37361452532885475,0.7929680589200593,46.85416040144322,0,T004_fraction_max_1.0
RXC J0032.1+1808,glafic_best,,,,,,,,,W060,control,W060,0.10579928201296766,0.36660111106089943,0.7719588499969556,45.454633756176825,0,T004_fraction_max_1.0
RXC J0142.9+4438,lenstool_best,1.0,1.0,-0.5,0.25,0.0,1.5,tidal,H,T004_fraction_max_1.0,fraction_max,1.0,0.02827126465565787,0.9441352923482622,0.25621692935176754,20.170085103422004,0,T004_fraction_max_1.0
RXC J0142.9+4438,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.027413305261261112,0.9619905016213992,0.272303040843252,19.465761133377377,0,T004_fraction_max_1.0
RXC J0142.9+4438,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.02334098114336021,0.922025633148109,0.29838868914526406,34.33975579019691,0,T004_fraction_max_1.0
RXC J0142.9+4438,lenstool_best,,,,,,,,,C0351,control,C0351,0.03096439215916498,0.9341214133796788,0.2810376043272586,18.28130996908341,0,T004_fraction_max_1.0
RXC J0142.9+4438,lenstool_best,,,,,,,,,W060,control,W060,0.024102377850659933,0.9560318596973797,0.23121389651681817,18.78268945098011,0,T004_fraction_max_1.0
RXC J0142.9+4438,glafic_best,1.0,1.0,-0.5,0.25,0.0,1.5,tidal,H,T004_fraction_max_1.0,fraction_max,1.0,0.02748701789717184,0.9517614246004527,0.24503705605935225,13.932940295026825,0,T004_fraction_max_1.0
RXC J0142.9+4438,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.02701456240342944,0.9614146392676263,0.28298318085954954,13.256510283949643,0,T004_fraction_max_1.0
RXC J0142.9+4438,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.019731777780012644,0.9235611164470152,0.29717689806509606,28.457758526555903,0,T004_fraction_max_1.0
RXC J0142.9+4438,glafic_best,,,,,,,,,C0351,control,C0351,0.03017388241285761,0.948388338752188,0.24813815506987202,12.563485829169478,0,T004_fraction_max_1.0
RXC J0142.9+4438,glafic_best,,,,,,,,,W060,control,W060,0.02378246342265377,0.9618907612218134,0.22336351662483037,12.982883312307354,0,T004_fraction_max_1.0
A2163,lenstool_best,0.75,1.0,-0.5,0.25,0.0,1.5,tidal,H,T003_fraction_max_0.75,fraction_max,0.75,0.11463826267881018,0.5522604555748019,0.6870192982492898,78.89386561152054,1,T003_fraction_max_0.75
A2163,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.10978872179798056,0.5396563535576381,0.6725680190243059,71.27924962501245,1,T003_fraction_max_0.75
A2163,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.11302056127868115,0.5894001646761245,0.6984765946068708,83.3968679409347,1,T003_fraction_max_0.75
A2163,lenstool_best,,,,,,,,,C0351,control,C0351,0.10794075611644025,0.5694800294142278,0.6919537137186395,79.16666226873147,1,T003_fraction_max_0.75
A2163,lenstool_best,,,,,,,,,W060,control,W060,0.10157310588367435,0.579604619317512,0.6681327739279103,76.82468698854967,1,T003_fraction_max_0.75
A2163,glafic_best,0.75,1.0,-0.5,0.25,0.0,1.5,tidal,H,T003_fraction_max_0.75,fraction_max,0.75,0.11320964957855252,0.538754763619131,0.6909268269764226,89.26164590051648,1,T003_fraction_max_0.75
A2163,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.10531581280349246,0.5413717232036789,0.6509039636991408,81.74859615225748,1,T003_fraction_max_0.75
A2163,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.1154250519607022,0.5705625961744364,0.7264961384266353,93.96004638825501,1,T003_fraction_max_0.75
A2163,glafic_best,,,,,,,,,C0351,control,C0351,0.11119146854073254,0.549690104578188,0.71007674286024,89.51219010882232,1,T003_fraction_max_0.75
A2163,glafic_best,,,,,,,,,W060,control,W060,0.10259357562408028,0.5609900961023512,0.6764790222891957,87.1849759009261,1,T003_fraction_max_0.75
ACT-CL J0102-4915,lenstool_best,0.75,1.0,-0.5,0.25,0.0,1.5,tidal,H,T003_fraction_max_0.75,fraction_max,0.75,0.07930165012529261,0.8194801885828978,0.4545618044009837,21.114364482373098,1,T003_fraction_max_0.75
ACT-CL J0102-4915,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.16192619310958895,0.07939305855443293,0.776685595412517,47.047863445004594,1,T003_fraction_max_0.75
ACT-CL J0102-4915,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.07756588178524183,0.81502970268001,0.45908604908973716,48.69772710172667,1,T003_fraction_max_0.75
ACT-CL J0102-4915,lenstool_best,,,,,,,,,C0351,control,C0351,0.08801596360825967,0.7453571362948106,0.5013194614407934,34.94631552620801,1,T003_fraction_max_0.75
ACT-CL J0102-4915,lenstool_best,,,,,,,,,W060,control,W060,0.08813810804694495,0.748106901877405,0.5035849317930327,34.77300204427345,1,T003_fraction_max_0.75
