system,target_kind,fraction_max,length_over_R80,radius_exponent,width_over_R80,external_direction_mix,tensor_axis_ratio,tensor_orientation,shape_gate,candidate_id,changed_parameter,changed_level,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc,fold,selected_tensor_candidate_id
ACT-CL J0102-4915,glafic_best,0.75,1.0,-0.5,0.25,0.0,1.5,tidal,H,T003_fraction_max_0.75,fraction_max,0.75,0.0881549617013595,0.7815006069911102,0.4856688925383141,44.664386616095555,1,T003_fraction_max_0.75
ACT-CL J0102-4915,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.17848741166924925,-0.04608664117089743,0.8107223227318133,73.7599279870359,1,T003_fraction_max_0.75
ACT-CL J0102-4915,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.11448974561223736,0.7065088663511775,0.5778728405936675,75.90740827672938,1,T003_fraction_max_0.75
ACT-CL J0102-4915,glafic_best,,,,,,,,,C0351,control,C0351,0.10511691447597184,0.6730223090608528,0.5571300010243423,61.33516007172959,1,T003_fraction_max_0.75
ACT-CL J0102-4915,glafic_best,,,,,,,,,W060,control,W060,0.10565054052675907,0.6697395237580672,0.5595333797073669,61.17834005146569,1,T003_fraction_max_0.75
CL J0152.7-1357,lenstool_best,0.6,0.75,-0.5,0.25,0.0,1.5,tidal,H,T006_length_over_R80_0.75,length_over_R80,0.75,0.0381619611188509,0.8541682263024453,0.4385012377370775,45.4620388284569,2,T006_length_over_R80_0.75
CL J0152.7-1357,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.0288934729331076,0.8890154842941987,0.3290084569629236,31.633063113181763,2,T006_length_over_R80_0.75
CL J0152.7-1357,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.06410279973309263,0.7761299183799442,0.5216465357230492,49.14561487877256,2,T006_length_over_R80_0.75
CL J0152.7-1357,lenstool_best,,,,,,,,,C0351,control,C0351,0.04236859182882446,0.8581327368644321,0.4731219120284888,47.618360783554785,2,T006_length_over_R80_0.75
CL J0152.7-1357,lenstool_best,,,,,,,,,W060,control,W060,0.03197584905352763,0.8750552424639275,0.38687404900314587,46.04238917883855,2,T006_length_over_R80_0.75
CL J0152.7-1357,glafic_best,0.6,0.75,-0.5,0.25,0.0,1.5,tidal,H,T006_length_over_R80_0.75,length_over_R80,0.75,0.04430362945631557,0.8323362678526557,0.45216814416454504,56.79934750853149,2,T006_length_over_R80_0.75
CL J0152.7-1357,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.04183331438342012,0.8400112729910152,0.40657039559664876,43.186682312950225,2,T006_length_over_R80_0.75
CL J0152.7-1357,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.11087414599496681,0.5866366997891611,0.6933920809468117,60.5962161765163,2,T006_length_over_R80_0.75
CL J0152.7-1357,glafic_best,,,,,,,,,C0351,control,C0351,0.049126569158098043,0.8284973125645564,0.48819096095719205,58.87015695977056,2,T006_length_over_R80_0.75
CL J0152.7-1357,glafic_best,,,,,,,,,W060,control,W060,0.044094337378204805,0.8228855488592747,0.44821838430815897,57.2895433767373,2,T006_length_over_R80_0.75
RXC J0600.1-2007,lenstool_best,0.6,0.75,-0.5,0.25,0.0,1.5,tidal,H,T006_length_over_R80_0.75,length_over_R80,0.75,0.08507282110705769,0.619046640614158,0.7041126210202736,31.97259159469401,2,T006_length_over_R80_0.75
RXC J0600.1-2007,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.07280295876743167,0.661100364307618,0.5595888483904164,28.307896824608463,2,T006_length_over_R80_0.75
RXC J0600.1-2007,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.08291962372309417,0.6373600853554162,0.6465736532097819,36.45064243466297,2,T006_length_over_R80_0.75
RXC J0600.1-2007,lenstool_best,,,,,,,,,C0351,control,C0351,0.0839932895385577,0.6058369152080079,0.711849510982149,38.00522319611113,2,T006_length_over_R80_0.75
RXC J0600.1-2007,lenstool_best,,,,,,,,,W060,control,W060,0.07862832474382726,0.6223958461809366,0.6450673069899091,37.52035811494248,2,T006_length_over_R80_0.75
RXC J0600.1-2007,glafic_best,0.6,0.75,-0.5,0.25,0.0,1.5,tidal,H,T006_length_over_R80_0.75,length_over_R80,0.75,0.029045461514678624,0.9315741158215516,0.3179555686977578,29.874271282014504,2,T006_length_over_R80_0.75
RXC J0600.1-2007,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.027978957071853258,0.9266758219011665,0.2813178785446926,33.92346004815886,2,T006_length_over_R80_0.75
RXC J0600.1-2007,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.025876771981222114,0.9377525974334198,0.27125006595456497,25.955950276014846,2,T006_length_over_R80_0.75
RXC J0600.1-2007,glafic_best,,,,,,,,,C0351,control,C0351,0.02012132675807437,0.9488477394458147,0.27840861223398433,23.53931528815062,2,T006_length_over_R80_0.75
RXC J0600.1-2007,glafic_best,,,,,,,,,W060,control,W060,0.017710140429984797,0.9553907222546917,0.22239211341450218,24.07385391078064,2,T006_length_over_R80_0.75
MACS J0035.4-2015,lenstool_best,0.75,1.0,-0.5,0.25,0.0,1.5,tidal,H,T003_fraction_max_0.75,fraction_max,0.75,0.04907447068046707,0.8826360070688485,0.3644447688099268,23.55996172749789,3,T003_fraction_max_0.75
MACS J0035.4-2015,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.09407847219807013,0.6294105866875045,0.5862062981439237,41.6247806243489,3,T003_fraction_max_0.75
MACS J0035.4-2015,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.07806215840975034,0.7627535949904105,0.5218869907938589,43.810401072120214,3,T003_fraction_max_0.75
MACS J0035.4-2015,lenstool_best,,,,,,,,,C0351,control,C0351,0.06259527221937429,0.848396628890216,0.40142759149291346,31.66135613152217,3,T003_fraction_max_0.75
MACS J0035.4-2015,lenstool_best,,,,,,,,,W060,control,W060,0.05920516506089696,0.8473119081597419,0.395698797364405,31.20454876347025,3,T003_fraction_max_0.75
MACS J0035.4-2015,glafic_best,0.75,1.0,-0.5,0.25,0.0,1.5,tidal,H,T003_fraction_max_0.75,fraction_max,0.75,0.044563969748815394,0.8910486589937979,0.39157987602735533,24.48122867471458,3,T003_fraction_max_0.75
MACS J0035.4-2015,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.0930569847764739,0.6328300079922753,0.6179827475758884,39.811130351403435,3,T003_fraction_max_0.75
MACS J0035.4-2015,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.06999240339965064,0.778079648400452,0.5029282121511028,43.15499453071446,3,T003_fraction_max_0.75
MACS J0035.4-2015,glafic_best,,,,,,,,,C0351,control,C0351,0.05007542797029205,0.8718182170583858,0.3812530323495191,31.774428840067046,3,T003_fraction_max_0.75
MACS J0035.4-2015,glafic_best,,,,,,,,,W060,control,W060,0.0497152022072241,0.8655864290999862,0.3959269747133016,31.264411748761454,3,T003_fraction_max_0.75
MACS J0553.4-3342,lenstool_best,0.75,1.0,-0.5,0.25,0.0,1.5,tidal,H,T003_fraction_max_0.75,fraction_max,0.75,0.04049834073106463,0.8836846741107218,0.5416888987432712,20.597763203002934,3,T003_fraction_max_0.75
MACS J0553.4-3342,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.015565204238037087,0.9378721654083861,0.24869753494107463,10.523475800955662,3,T003_fraction_max_0.75
MACS J0553.4-3342,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.05607729330942489,0.7634649634565474,0.5656336666026255,27.76028293365757,3,T003_fraction_max_0.75
MACS J0553.4-3342,lenstool_best,,,,,,,,,C0351,control,C0351,0.04492121043965318,0.8664223741198029,0.5607358361624987,28.754282338731244,3,T003_fraction_max_0.75
MACS J0553.4-3342,lenstool_best,,,,,,,,,W060,control,W060,0.03287921281418771,0.8850651555233201,0.4446776696245228,27.175793549173882,3,T003_fraction_max_0.75
MACS J0553.4-3342,glafic_best,0.75,1.0,-0.5,0.25,0.0,1.5,tidal,H,T003_fraction_max_0.75,fraction_max,0.75,0.03691339307116392,0.9028940020060453,0.4099382659201464,7.149753623375247,3,T003_fraction_max_0.75
MACS J0553.4-3342,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.03055659595322959,0.9104096279727549,0.30822636771518774,8.782492255691336,3,T003_fraction_max_0.75
MACS J0553.4-3342,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.0727304329079308,0.7392365889003116,0.5536908260824037,13.947194764282179,3,T003_fraction_max_0.75
MACS J0553.4-3342,glafic_best,,,,,,,,,C0351,control,C0351,0.038756442836055296,0.8938253040952719,0.4232127565454921,14.91097796802778,3,T003_fraction_max_0.75
MACS J0553.4-3342,glafic_best,,,,,,,,,W060,control,W060,0.03346496784961634,0.8970819778003529,0.3608659677591248,13.347828963519621,3,T003_fraction_max_0.75
A3192,lenstool_best,0.6,1.0,-0.5,0.25,0.0,1.0,tidal,H,T021_tensor_axis_ratio_1.0,tensor_axis_ratio,1.0,0.019742401649190985,0.9269627691477001,0.27735778877405554,27.910239008452358,4,T021_tensor_axis_ratio_1.0
A3192,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.026729836527246226,0.9566190145082455,0.30051012755377904,19.759648236316437,4,T021_tensor_axis_ratio_1.0
A3192,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.06894585581818333,0.7697875226411824,0.5122935364404404,31.095492023668744,4,T021_tensor_axis_ratio_1.0
A3192,lenstool_best,,,,,,,,,C0351,control,C0351,0.02170687807811863,0.9328133320463726,0.2808062344613903,24.694175986751723,4,T021_tensor_axis_ratio_1.0
A3192,lenstool_best,,,,,,,,,W060,control,W060,0.020062465384760184,0.9393543378569471,0.25342843165759504,24.55258112288522,4,T021_tensor_axis_ratio_1.0
A3192,glafic_best,0.6,1.0,-0.5,0.25,0.0,1.0,tidal,H,T021_tensor_axis_ratio_1.0,tensor_axis_ratio,1.0,0.01834006044859646,0.936706152598752,0.2594471746207395,13.008481895387154,4,T021_tensor_axis_ratio_1.0
A3192,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.027423499629101546,0.9348782828392653,0.32902621817585737,4.389757703231831,4,T021_tensor_axis_ratio_1.0
A3192,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.055561265052893424,0.7851721726691568,0.49449391458284403,15.72845637039757,4,T021_tensor_axis_ratio_1.0
A3192,glafic_best,,,,,,,,,C0351,control,C0351,0.02160797635795441,0.9252837064306711,0.29507842968891745,14.205432594651635,4,T021_tensor_axis_ratio_1.0
A3192,glafic_best,,,,,,,,,W060,control,W060,0.01977200835120166,0.9314018824905786,0.26977713684667304,14.065160941408694,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,lenstool_best,0.6,1.0,-0.5,0.25,0.0,1.0,tidal,H,T021_tensor_axis_ratio_1.0,tensor_axis_ratio,1.0,0.1366351734719412,0.5741048545334925,0.6833178958715844,20.640047835839663,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,lenstool_best,,,,,,,,,LOCAL75,control,LOCAL75,0.2430311734151804,-0.16771345732130238,0.953370888362718,44.189970919487955,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,lenstool_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.10554181501389465,0.6783943999912638,0.6119849610332264,48.090125573994406,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,lenstool_best,,,,,,,,,C0351,control,C0351,0.13411976059008823,0.5288154566240192,0.698983655871934,35.84536427190007,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,lenstool_best,,,,,,,,,W060,control,W060,0.12887272235353,0.5618720465263196,0.6799599681237705,34.968384016968244,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,glafic_best,0.6,1.0,-0.5,0.25,0.0,1.0,tidal,H,T021_tensor_axis_ratio_1.0,tensor_axis_ratio,1.0,0.17977348210985322,0.4904485205190976,0.7361247459574033,14.118470435657029,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,glafic_best,,,,,,,,,LOCAL75,control,LOCAL75,0.28455249679270983,-0.21920691342678922,0.9769132183478321,39.70811297846544,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,glafic_best,,,,,,,,,CENTRAL100,control,CENTRAL100,0.1442493341553248,0.6155868536360437,0.6709669321833929,42.48476772534531,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,glafic_best,,,,,,,,,C0351,control,C0351,0.18944804427761439,0.4239960954982102,0.7678213315931026,27.956360688044665,4,T021_tensor_axis_ratio_1.0
MACS J0257.1-2325,glafic_best,,,,,,,,,W060,control,W060,0.17962153977430126,0.46459359755895474,0.7443376006873834,27.14936952158796,4,T021_tensor_axis_ratio_1.0
