domain,system,radius_kpc,gbar_m_s2,target_chi,conservative_delta_q_over_target_chi,passes_5_percent
SPARC,NGC2403,7.45,1.9943452549500388e-11,7.313499532806323e-08,1064.456663133941,False
SPARC,NGC2403,7.95,1.821070295830337e-11,6.986014848777479e-08,1107.948547803715,False
SPARC,NGC2403,8.45,1.6848342092229505e-11,6.6850961116722e-08,1164.666540741075,False
SPARC,NGC2403,8.94,1.5740852706085206e-11,6.410970979590172e-08,1228.1487049531338,False
SPARC,NGC2403,9.44,1.4740712577223297e-11,6.149341659201542e-08,1294.2739760706445,False
SPARC,NGC2403,9.94,1.3800676351018065e-11,5.904365257273376e-08,1354.3702354690402,False
SPARC,NGC2403,10.43,1.3106164005960287e-11,5.6780374448676465e-08,1435.5075995010793,False
SPARC,NGC2403,10.93,1.2429218339048556e-11,5.4588621936397565e-08,1514.7759824821474,False
SPARC,NGC2403,11.43,1.1765658566908395e-11,5.2511927664644255e-08,1586.3972095802121,False
SPARC,NGC2403,11.92,1.110911340951533e-11,5.0587808358171655e-08,1643.5050353396964,False
SPARC,NGC2403,12.42,1.0542668084409153e-11,4.872939300948199e-08,1712.8092991205601,False
SPARC,NGC2403,12.92,9.994635945179262e-12,4.6966635471955455e-08,1775.3822158941139,False
SPARC,NGC2403,13.42,9.39171788787296e-12,4.5302666272534986e-08,1809.1032688051434,False
SPARC,NGC2403,13.91,8.80302896616751e-12,4.377220888767783e-08,1825.634048830609,False
SPARC,NGC2403,14.41,8.290029694632736e-12,4.2305077761299285e-08,1852.769910669838,False
SPARC,NGC2403,14.91,7.825007983689471e-12,4.0921892115604975e-08,1880.6811367466898,False
SPARC,NGC2403,15.4,7.385839958109225e-12,3.964242641326708e-08,1899.3176975636673,False
SPARC,NGC2403,15.9,6.958082867519927e-12,3.84112590681205e-08,1910.7709489197962,False
SPARC,NGC2403,16.4,6.552024581933859e-12,3.725165975045897e-08,1915.4015206160386,False
SPARC,NGC2403,16.89,6.145031855396661e-12,3.618364248446743e-08,1899.7374934824165,False
SPARC,NGC2403,17.39,5.779759251255395e-12,3.516011401274613e-08,1890.5115048099003,False
SPARC,NGC2403,17.89,5.425650914127403e-12,3.419833143399834e-08,1870.9362384163878,False
SPARC,NGC2403,18.38,5.104664127898812e-12,3.3312570365145525e-08,1850.1044174871638,False
SPARC,NGC2403,18.88,4.799131870324601e-12,3.2462507911921795e-08,1826.0937485669149,False
SPARC,NGC2403,19.38,4.5669922944648796e-12,3.1658594898553265e-08,1831.5617170763949,False
SPARC,NGC2403,19.87,4.405597486471889e-12,3.0903862425401055e-08,1868.800409961108,False
SPARC,NGC2403,20.37,4.250515272393881e-12,3.016089109920425e-08,1907.148259740454,False
SPARC,NGC2403,20.87,4.10918600806619e-12,2.9443361358086782e-08,1949.3366395032888,False
SPARC,NGC2683,2.89,2.967905115948821e-10,6.132562081273766e-07,979.9115803211206,False
SPARC,NGC2683,5.77,1.6596486764385096e-10,3.844735469725008e-07,2820.409872164451,False
SPARC,NGC2683,8.66,8.148029571610762e-11,2.6171380813399265e-07,3311.299122310727,False
SPARC,NGC2683,11.54,5.368640659072601e-11,1.9488844155660523e-07,4263.67194231516,False
SPARC,NGC2683,14.43,3.260023023389912e-11,1.5208087620348804e-07,4053.5777019280736,False
SPARC,NGC2683,17.31,2.2224672526946495e-11,1.249758705916296e-07,3998.267146980846,False
SPARC,NGC2683,20.2,1.5930724214095592e-11,1.060466400679509e-07,3893.622095219076,False
SPARC,NGC2683,23.08,1.1904086623922914e-11,9.228532603041235e-08,3771.342096023014,False
SPARC,NGC2683,28.85,7.449900094313185e-12,7.311518113153634e-08,3679.2324811512617,False
SPARC,NGC2683,31.74,6.115518173863095e-12,6.638525688802243e-08,3646.439762701998,False
SPARC,NGC2683,34.62,5.117909376269315e-12,6.083153765727539e-08,3623.1408879076694,False
SPARC,NGC2841,3.44,5.040319034290501e-10,1.2196126631738713e-06,1476.8747814873182,False
SPARC,NGC2841,3.77,4.42115425800766e-10,1.1660142599797125e-06,1563.377945348674,False
SPARC,NGC2841,4.13,3.923848197585502e-10,1.1144429559282246e-06,1677.3353857712646,False
SPARC,NGC2841,4.47,3.543813041896202e-10,1.0708573920164977e-06,1785.0376716958826,False
SPARC,NGC2841,4.8,3.2368836580368243e-10,1.032445349363885e-06,1889.605002052463,False
SPARC,NGC2841,5.13,2.98475760744459e-10,9.972003059362256e-07,2001.9046110544539,False
SPARC,NGC2841,5.48,2.76395160019571e-10,9.62660688026535e-07,2130.9201411321224,False
SPARC,NGC2841,5.83,2.5663726234662025e-10,9.306348270253623e-07,2252.735318721358,False
SPARC,NGC2841,6.16,2.40502115427739e-10,9.024723242200819e-07,2370.578428040788,False
SPARC,NGC2841,6.51,2.2889725367073955e-10,8.74269689036929e-07,2554.5160946841283,False
SPARC,NGC2841,6.86,2.1853167797160818e-10,8.473870902091286e-07,2746.43070982608,False
SPARC,NGC2841,7.18,2.0925440436365482e-10,8.238877443553901e-07,2914.1526204568304,False
SPARC,NGC2841,7.51,2.006742087717194e-10,8.006656536630902e-07,3095.5892833914318,False
SPARC,NGC2841,7.85,1.9368625248426008e-10,7.776485100928181e-07,3316.685929944596,False
SPARC,NGC2841,8.21,1.861953935073306e-10,7.541721936108723e-07,3541.2712678347507,False
SPARC,NGC2841,8.57,1.7775297110850572e-10,7.316805384309927e-07,3724.7296729083128,False
SPARC,NGC2841,8.9,1.7002958093043514e-10,7.119789667283589e-07,3875.074564345312,False
SPARC,NGC2841,9.24,1.6177556652291168e-10,6.926129108819751e-07,3997.178266825336,False
SPARC,NGC2841,9.6,1.5346539552974293e-10,6.731313258374979e-07,4114.070062264512,False
SPARC,NGC2841,9.93,1.4693397346329144e-10,6.561139692365275e-07,4241.219825889571,False
SPARC,NGC2841,10.27,1.411299772303146e-10,6.39300901087105e-07,4393.190504783964,False
SPARC,NGC2841,10.6,1.3579124081546303e-10,6.236135608185261e-07,4537.671868793811,False
SPARC,NGC2841,10.93,1.3085169590567506e-10,6.085084760291543e-07,4686.160232236372,False
SPARC,NGC2841,11.27,1.2591404359829182e-10,5.935221514081023e-07,4830.47844691584,False
SPARC,NGC2841,12.31,1.1104358792528164e-10,5.512179809621214e-07,5162.1465837474525,False
SPARC,NGC2841,14.35,8.483744413633292e-11,4.826215224333538e-07,5375.179106292901,False
SPARC,NGC2841,16.4,6.4808814575779e-11,4.299593381699161e-07,5269.295252204963,False
SPARC,NGC2841,18.48,5.127700089232727e-11,3.885096149232107e-07,5213.403085665811,False
SPARC,NGC2841,20.57,4.248978482295626e-11,3.5486818410767264e-07,5336.093800773809,False
SPARC,NGC2841,22.51,3.72641873731974e-11,3.28307870646687e-07,5676.580948073778,False
SPARC,NGC2841,24.59,3.2026613436042736e-11,3.035668245033305e-07,5836.342686644436,False
SPARC,NGC2841,26.68,2.6767900323731477e-11,2.824726646481713e-07,5634.880649373954,False
SPARC,NGC2841,28.77,2.2630109488534994e-11,2.647497607771712e-07,5427.53971839324,False
SPARC,NGC2841,30.7,1.9703733636263114e-11,2.5072407358476673e-07,5296.889931480249,False
SPARC,NGC2841,32.79,1.740130690271322e-11,2.3741161283784524e-07,5292.884041289886,False
SPARC,NGC2841,34.88,1.579284263608337e-11,2.255022925313901e-07,5450.397822791737,False
SPARC,NGC2841,36.96,1.458243995830011e-11,2.1465646221180575e-07,5704.101115205804,False
SPARC,NGC2841,38.9,1.3601175405553547e-11,2.052705264657251e-07,5951.723944857258,False
SPARC,NGC2841,40.99,1.2567390271347849e-11,1.9588182891098046e-07,6149.528399466378,False
SPARC,NGC2841,43.08,1.1561700229303567e-11,1.8722484954960717e-07,6268.563353854734,False
SPARC,NGC2841,45.16,1.0539636656866814e-11,1.7933332297833842e-07,6255.5264190704365,False
SPARC,NGC2841,47.1,9.564014983684835e-12,1.7263824216192156e-07,6105.1130018220165,False
SPARC,NGC2841,49.19,8.630247143741683e-12,1.6611054681723818e-07,5927.245993541477,False
SPARC,NGC2841,51.27,7.896862500470514e-12,1.6020935968202988e-07,5839.963565714936,False
SPARC,NGC2841,53.36,7.370891075432371e-12,1.5473163031640973e-07,5904.469879548506,False
SPARC,NGC2841,55.3,7.066155066118783e-12,1.4992368833670223e-07,6143.4092368523,False
SPARC,NGC2841,57.38,6.8188115238361554e-12,1.4496590757664458e-07,6485.339814081341,False
SPARC,NGC2841,59.47,6.592576097294664e-12,1.401542009008222e-07,6850.917818036146,False
SPARC,NGC2841,61.56,6.3175076306076485e-12,1.3552235087800287e-07,7121.456288034235,False
SPARC,NGC2841,63.64,6.001256867721208e-12,1.3112379988244773e-07,7281.494046689804,False
SPARC,NGC2903,0.32,1.9815720963285957e-09,1.3135912002009504e-06,50.97647701606983,False
SPARC,NGC2903,0.64,1.0556220230122618e-09,1.146750627348007e-06,119.68371137297682,False
SPARC,NGC2903,0.96,7.380706868195432e-10,1.048218657552335e-06,196.22828638143386,False
SPARC,NGC2903,1.28,6.077626063291918e-10,9.742887114340974e-07,299.4550975346446,False
SPARC,NGC2903,1.6,5.171485379975252e-10,9.124945644834702e-07,411.6186409272558,False
SPARC,NGC2903,1.92,4.547787112871629e-10,8.591042006573891e-07,537.9793803981084,False
SPARC,NGC2903,2.24,4.57666420452881e-10,8.089813364298544e-07,792.7614775814181,False
SPARC,NGC2903,2.56,4.931927742052746e-10,7.567482928686862e-07,1237.889666206452,False
SPARC,NGC2903,2.88,4.811291501084591e-10,7.032263836299828e-07,1649.4857046430088,False
SPARC,NGC2903,3.2,4.5994213740942985e-10,6.515310139777406e-07,2089.6923743622874,False
SPARC,NGC2903,3.52,4.126375118514096e-10,6.03598059144385e-07,2372.229256501047,False
SPARC,NGC2903,3.84,3.572538207105726e-10,5.613060271200924e-07,2502.611253772397,False
SPARC,NGC2903,4.8,2.587921577305707e-10,4.5978324664416583e-07,3075.239813268444,False
SPARC,NGC2903,5.76,1.8791355646342412e-10,3.861673027917027e-07,3356.430494163838,False
SPARC,NGC2903,6.72,1.3816487913271588e-10,3.324304217901767e-07,3405.8658700071537,False
SPARC,NGC2903,7.68,1.0607169588932442e-10,2.921808672798169e-07,3441.0200008198062,False
SPARC,NGC2903,8.64,8.48046826265096e-11,2.6072493484578296e-07,3512.1358409590343,False
SPARC,NGC2903,9.6,6.958310430353715e-11,2.3528222772784223e-07,3586.725526870476,False
SPARC,NGC2903,10.56,5.855900971919285e-11,2.1416473947709524e-07,3691.893768889385,False
SPARC,NGC2903,11.52,5.0279319111543064e-11,1.9622846499120446e-07,3823.13296268055,False
SPARC,NGC2903,12.48,4.3077395487767324e-11,1.808435204028112e-07,3866.432717358259,False
SPARC,NGC2903,13.44,3.6956041801484974e-11,1.6765421738161332e-07,3846.9757075653406,False
SPARC,NGC2903,14.4,3.204616907457924e-11,1.562828318807281e-07,3827.7877889767583,False
SPARC,NGC2903,15.36,2.8012868610298887e-11,1.4638525814133582e-07,3801.510940564202,False
SPARC,NGC2903,16.32,2.475352675590066e-11,1.3768949295376968e-07,3790.8632919291535,False
SPARC,NGC2903,17.28,2.1938426517948576e-11,1.2999478007826618e-07,3756.2856429414696,False
SPARC,NGC2903,18.24,1.9626392485560812e-11,1.2314500564114915e-07,3738.566456199271,False
SPARC,NGC2903,19.2,1.7673284006439402e-11,1.1699811563481789e-07,3725.736689831173,False
SPARC,NGC2903,20.16,1.5980862913990506e-11,1.1145199945278717e-07,3707.5408188216747,False
SPARC,NGC2903,21.12,1.4546530155280233e-11,1.0642116420098297e-07,3700.541058359865,False
SPARC,NGC2903,22.08,1.3321800606459206e-11,1.0182853552525683e-07,3704.3356674039214,False
SPARC,NGC2903,23.04,1.2230219844528433e-11,9.761762878494143e-08,3700.705107284354,False
SPARC,NGC2903,24.0,1.133168138436344e-11,9.373468853410301e-08,3729.3562823874004,False
SPARC,NGC2903,24.96,1.0518032345716e-11,9.013391234513448e-08,3750.919897374914,False
SPARC,NGC2915,0.34,9.715385443586856e-11,3.9533794348716485e-08,42.057010469949134,False
SPARC,NGC2915,0.67,6.061465066169284e-11,3.05963491049168e-08,106.19005640423029,False
SPARC,NGC2915,1.0,3.899907777851439e-11,2.4953320143499307e-08,151.40623933475524,False
SPARC,NGC2915,1.34,2.6719828608779637e-11,2.1117586969894585e-08,183.30053272980567,False
SPARC,NGC2915,1.68,1.8941249609580382e-11,1.8452543954227706e-08,197.52478583524066,False
SPARC,NGC2915,2.01,1.4142271477585782e-11,1.6578391961687784e-08,203.48105818870278,False
SPARC,NGC2915,2.34,1.0983602079538756e-11,1.5155033611549582e-08,206.7734252779404,False
SPARC,NGC2915,2.67,8.754369286901699e-12,1.4036895119952923e-08,207.01795643590626,False
SPARC,NGC2915,3.01,7.007519830831787e-12,1.3116940661014172e-08,201.78131076051116,False
SPARC,NGC2915,3.35,5.736485523404619e-12,1.2373127247355607e-08,196.35247246754955,False
SPARC,NGC2915,3.68,4.9513242436713235e-12,1.176767234676997e-08,199.8414045468173,False
SPARC,NGC2915,4.02,4.429543487242694e-12,1.1220150978404327e-08,211.68443517985722,False
SPARC,NGC2915,4.35,4.094814405524307e-12,1.0737253698886817e-08,230.25160104766275,False
SPARC,NGC2915,4.68,3.80269475581235e-12,1.0289866841489613e-08,248.91144227383285,False
SPARC,NGC2915,5.02,3.4831250229384404e-12,9.864624515368632e-09,261.91792494800836,False
SPARC,NGC2915,5.35,3.1539118664119388e-12,9.488642289112726e-09,266.51226476959334,False
SPARC,NGC2915,5.69,2.8264305640285922e-12,9.139595125808261e-09,265.5491293379006,False
SPARC,NGC2915,6.03,2.551280116859008e-12,8.825721015743687e-09,264.8824019770963,False
SPARC,NGC2915,6.36,2.3876989188210313e-12,8.545932253947609e-09,275.54014362082387,False
SPARC,NGC2915,6.69,2.307179806207573e-12,8.279971557259283e-09,298.9014440940292,False
SPARC,NGC2915,7.02,2.2796825652845885e-12,8.020129890757431e-09,333.73705119374523,False
SPARC,NGC2915,7.36,2.2447370030771012e-12,7.756058755315855e-09,370.6643413435578,False
SPARC,NGC2915,7.7,2.12238256873327e-12,7.501168551940071e-09,385.68020147448004,False
SPARC,NGC2915,8.03,2.0498707922800196e-12,7.264814116469847e-09,411.1051597450943,False
SPARC,NGC2915,8.37,1.997191025931134e-12,7.028604323503134e-09,444.001038463968,False
SPARC,NGC2915,8.7,1.940601547476332e-12,6.805531882748834e-09,474.5356133974454,False
SPARC,NGC2915,9.03,1.9050492179106023e-12,6.587679193321574e-09,513.6935964634998,False
SPARC,NGC2915,9.37,1.8449030172874238e-12,6.368810423606879e-09,545.251679964216,False
SPARC,NGC2915,9.7,1.8047138112732171e-12,6.16206288203678e-09,584.3304291269465,False
SPARC,NGC2915,10.04,1.727839070046872e-12,5.95588278837332e-09,606.7603992988843,False
SPARC,NGC2955,0.75,8.664065958703317e-10,2.2810544906774963e-06,65.96523173913556,False
SPARC,NGC2955,1.55,7.757238255941267e-10,2.0555387930869895e-06,287.7746043251471,False
SPARC,NGC2955,2.3,6.572995296751656e-10,1.8710399379320123e-06,586.3564746872079,False
SPARC,NGC2955,3.06,6.05020086094272e-10,1.7063518956420308e-06,1057.1331698729405,False
SPARC,NGC2955,3.85,5.239955788278244e-10,1.5532409627110932e-06,1558.2584022560727,False
SPARC,NGC2955,4.61,4.4855408380296953e-10,1.4263576457067713e-06,2004.8657178891056,False
SPARC,NGC2955,5.36,3.825022214106895e-10,1.31936082927845e-06,2379.698465295395,False
SPARC,NGC2955,6.12,3.2932793489151443e-10,1.226492182210073e-06,2730.649088670874,False
SPARC,NGC2955,6.91,2.8790732429413035e-10,1.1427861103564955e-06,3112.1869928676206,False
SPARC,NGC2955,7.66,2.5918830924499486e-10,1.0723486553931134e-06,3530.571707888462,False
SPARC,NGC2955,8.42,2.3049079711308576e-10,1.0084628594592018e-06,3847.8248138872177,False
SPARC,NGC2955,8.86,2.1441220146234367e-10,9.748583815049459e-07,3975.865757157695,False
SPARC,NGC2955,9.21,2.021103049317857e-10,9.498327145212698e-07,4050.600365206623,False
SPARC,NGC2955,10.82,1.5779072583231405e-10,8.503636324387687e-07,4362.828068540776,False
SPARC,NGC2955,11.56,1.42538247139173e-10,8.122124419553953e-07,4494.670345041651,False
SPARC,NGC2955,12.4,1.2794269125230307e-10,7.732097040824285e-07,4636.683955272698,False
SPARC,NGC2955,14.17,1.0777394314317787e-10,7.015883311970464e-07,5192.358572879871,False
SPARC,NGC2955,16.88,8.413407287561573e-11,6.123109278515336e-07,5854.964421231911,False
SPARC,NGC2955,19.49,7.077775664315064e-11,5.429037742856383e-07,6820.416868586885,False
SPARC,NGC2955,22.19,5.811789889434666e-11,4.831615775815666e-07,7400.196577248051,False
SPARC,NGC2955,24.8,4.824276396693e-11,4.3550743210077385e-07,7753.1554390661895,False
SPARC,NGC2955,27.51,3.984834783713458e-11,3.945266232589173e-07,7895.371066317973,False
SPARC,NGC2955,30.12,3.3586931426766534e-11,3.616244638766569e-07,7978.607028531632,False
SPARC,NGC2955,35.43,2.5314911400676795e-11,3.0793333351244323e-07,8466.115102583995,False
SPARC,NGC2976,0.11,2.147275541600048e-11,7.864381914259756e-08,0.23917762044122565,False
SPARC,NGC2976,0.17,2.3313479925589702e-11,7.818252817385842e-08,0.6495337968446211,False
SPARC,NGC2976,0.24,2.654955770213843e-11,7.758335009569463e-08,1.583024858212317,False
SPARC,NGC2976,0.31,2.881376343538648e-11,7.691807798356198e-08,3.0088469422794666,False
SPARC,NGC2976,0.38,3.035079778831763e-11,7.620712835481914e-08,4.930020230550733,False
SPARC,NGC2976,0.45,3.180690200205839e-11,7.546021174332957e-08,7.485978339214191,False
SPARC,NGC2976,0.52,3.3528956070296585e-11,7.467510486381593e-08,10.924590935660031,False
SPARC,NGC2976,0.59,3.5402992520749426e-11,7.38467856428886e-08,15.418188449317356,False
SPARC,NGC2976,0.66,3.716851976685984e-11,7.29747316860765e-08,20.987608001514868,False
SPARC,NGC2976,0.73,3.882909517566713e-11,7.206150804321977e-08,27.74423832194934,False
SPARC,NGC2976,0.8,4.037181355149581e-11,7.11097920921326e-08,35.77675510465655,False
SPARC,NGC2976,0.87,4.1933661312129435e-11,7.012077019139461e-08,45.39493147680022,False
SPARC,NGC2976,0.94,4.395348972486932e-11,6.908870915890154e-08,57.67101168983207,False
SPARC,NGC2976,1.01,4.7062561545695046e-11,6.799501681128513e-08,74.85575355945862,False
SPARC,NGC2976,1.08,5.057098498094209e-11,6.682180547969918e-08,96.86757033174204,False
SPARC,NGC2976,1.14,5.3544138363466703e-11,6.574943657569048e-08,119.3543600969558,False
SPARC,NGC2976,1.21,5.781260055314193e-11,6.441132080920258e-08,153.70971137943158,False
SPARC,NGC2976,1.29,6.263212581601618e-11,6.275723924946782e-08,201.78297345903158,False
SPARC,NGC2976,1.35,6.622575208254636e-11,6.143002398182734e-08,245.10221191246862,False
SPARC,NGC2976,1.42,6.965624310061448e-11,5.979720102108509e-08,300.09485967995715,False
SPARC,NGC2976,1.49,7.27370313061548e-11,5.80861354189555e-08,362.52544377939745,False
SPARC,NGC2976,1.56,7.551103411639995e-11,5.6304715851327846e-08,433.18963126168774,False
SPARC,NGC2976,1.63,7.688501431702112e-11,5.447345213847859e-08,502.05943359840194,False
SPARC,NGC2976,1.74,7.678480715780508e-11,5.157169931566089e-08,603.4178608265419,False
SPARC,NGC2976,1.93,6.631690282170634e-11,4.69042719520868e-08,658.7459072221809,False
SPARC,NGC2976,2.1,5.7712404075120845e-11,4.328474027455313e-08,689.0428592817888,False
SPARC,NGC2976,2.27,5.1451587088317724e-11,4.009902123807774e-08,733.8391803168284,False
SPARC,NGC2998,0.33,9.749803963838301e-11,8.896301687473833e-07,1.7695568815792122,False
SPARC,NGC2998,0.99,1.42278461699738e-10,8.624639184221472e-07,28.38200110186602,False
SPARC,NGC2998,1.98,1.4299110497359376e-10,8.139831180820144e-07,122.15078119279809,False
SPARC,NGC2998,2.64,1.4697677615514896e-10,7.811302738664194e-07,236.71419879479416,False
SPARC,NGC2998,3.63,1.7303945899648322e-10,7.267443700950809e-07,614.0379923487011,False
SPARC,NGC2998,7.59,1.060295614829226e-10,5.370362337417711e-07,1826.4612899330366,False
SPARC,NGC2998,12.5,6.15821479015829e-11,3.957613394306583e-07,3038.2502982293618,False
SPARC,NGC2998,17.48,4.039486921178994e-11,3.085825586662318e-07,4076.683197836258,False
SPARC,NGC2998,22.46,2.625840567954496e-11,2.5160157017033735e-07,4329.8589205416365,False
SPARC,NGC2998,27.44,1.9653808692438564e-11,2.1235183543163005e-07,4961.29136852108,False
SPARC,NGC2998,32.32,1.5555602816104496e-11,1.8285620167726798e-07,5628.778641969169,False
SPARC,NGC2998,37.3,1.2265031404022005e-11,1.5907271555404373e-07,6029.277650925748,False
SPARC,NGC2998,42.28,9.666873977360172e-12,1.4032342453620582e-07,6137.446650055935,False
SPARC,NGC3109,0.26,6.06299946912126e-13,1.1338952074558926e-08,0.04441336757426517,True
SPARC,NGC3109,0.52,9.772725754016093e-13,1.1268273065966975e-08,0.36577435975111905,False
SPARC,NGC3109,0.77,1.8948415624954e-12,1.1145013439534987e-08,2.18843238105411,False
SPARC,NGC3109,1.03,2.5065901805837234e-12,1.0948565959168603e-08,6.06336212534769,False
SPARC,NGC3109,1.29,3.116847116175199e-12,1.0697577155426794e-08,13.494091915024807,False
SPARC,NGC3109,1.55,3.5519526443407695e-12,1.039993107422122e-08,24.375414272603336,False
SPARC,NGC3109,1.81,3.875859229570359e-12,1.0068408285174272e-08,39.13198286172589,False
SPARC,NGC3109,2.06,4.036381952436893e-12,9.728846608475693e-09,55.74929265551706,False
SPARC,NGC3109,2.32,3.953829657272924e-12,9.372222439353931e-09,71.16611643470526,False
SPARC,NGC3109,2.58,3.803143052341219e-12,9.026008336074784e-09,86.22140135630144,False
SPARC,NGC3109,2.84,3.658376523278635e-12,8.69298108360408e-09,102.35283358694652,False
SPARC,NGC3109,3.1,3.5415246529174756e-12,8.371630548707172e-09,120.62420582403733,False
SPARC,NGC3109,3.35,3.4997098154965475e-12,8.069448988878133e-09,143.56672684712757,False
SPARC,NGC3109,3.61,3.4384749056056245e-12,7.759779548037601e-09,168.84993571010054,False
SPARC,NGC3109,3.87,3.1574849811256267e-12,7.465384502065668e-09,177.50981033112024,False
SPARC,NGC3109,4.13,2.9023352134705963e-12,7.19491878132068e-09,184.87732245704552,False
SPARC,NGC3109,4.38,2.8199430114475148e-12,6.949341536657361e-09,206.1947951607006,False
SPARC,NGC3109,4.64,2.7516535000839765e-12,6.7006665235710975e-09,231.33639281770814,False
SPARC,NGC3109,4.9,2.711775973200142e-12,6.456819290026296e-09,261.9441695565063,False
SPARC,NGC3109,5.16,2.6716843149128934e-12,6.216541291641966e-09,295.0539810048878,False
SPARC,NGC3109,5.42,2.6802422645328557e-12,5.977670725651434e-09,340.1846302184176,False
SPARC,NGC3109,5.67,2.6883610243899853e-12,5.747271791596989e-09,388.98799646890427,False
SPARC,NGC3109,5.93,2.578589436317164e-12,5.512193933387001e-09,416.75623685141124,False
SPARC,NGC3109,6.19,2.429203078366763e-12,5.2886829762412495e-09,432.79140250042434,False
SPARC,NGC3109,6.45,2.2930663943417154e-12,5.077915663767673e-09,448.8804335161972,False
SPARC,NGC3198,0.32,2.02769402659884e-10,3.3557853880562435e-07,12.442491011723384,False
SPARC,NGC3198,0.64,1.373734844471747e-10,3.1689365008698306e-07,30.622428151487863,False
SPARC,NGC3198,0.96,1.0528887489155916e-10,3.035636074716274e-07,49.21712382170995,False
SPARC,NGC3198,1.28,8.658368506808543e-11,2.930235739536595e-07,68.35741960216764,False
SPARC,NGC3198,1.61,7.138826260137559e-11,2.8407460386942675e-07,84.24371240854254,False
SPARC,NGC3198,1.93,5.807580510662013e-11,2.7696282293888756e-07,91.7560353393207,False
SPARC,NGC3198,2.24,5.480041891655295e-11,2.7095602102667037e-07,116.07025195503952,False
SPARC,NGC3198,2.57,4.982971227853446e-11,2.6502881731874774e-07,135.83556313105973,False
SPARC,NGC3198,2.89,4.4369243485453535e-11,2.5985423606899094e-07,147.61804547953923,False
SPARC,NGC3198,3.21,4.441037184410387e-11,2.5497735257151404e-07,185.99190496483627,False
SPARC,NGC3198,3.54,4.68960180394105e-11,2.498049269375873e-07,250.512254669803,False
SPARC,NGC3198,3.85,4.957559011692065e-11,2.446711102692591e-07,328.7822866839354,False
SPARC,NGC3198,4.17,5.186482905657963e-11,2.3909873755275246e-07,422.39798255293044,False
SPARC,NGC3198,4.5,5.2362026801300225e-11,2.3319437903336883e-07,512.0002547098455,False
SPARC,NGC3198,4.82,5.30259070741974e-11,2.274051595865091e-07,614.2734986393297,False
SPARC,NGC3198,5.15,5.291230036749807e-11,2.2140385452469749e-07,718.6296492115139,False
SPARC,NGC3198,5.46,5.2919236127881045e-11,2.1577194150408819e-07,829.695547387124,False
SPARC,NGC3198,5.78,5.258336724721164e-11,2.0997642297845725e-07,947.2781697343579,False
SPARC,NGC3198,6.1,5.210251680121514e-11,2.0422576886220116e-07,1070.9671668574206,False
SPARC,NGC3198,6.43,5.1274286137370434e-11,1.983695650833079e-07,1197.253622929315,False
SPARC,NGC3198,6.74,4.936189657005448e-11,1.9301412712499088e-07,1278.5010435462234,False
SPARC,NGC3198,7.06,4.6351767708815157e-11,1.8775633919617502e-07,1313.8381009377274,False
SPARC,NGC3198,8.04,3.8184616204184636e-11,1.7353472522301457e-07,1382.6990048115429,False
SPARC,NGC3198,9.04,3.210025208145413e-11,1.614693459340805e-07,1451.1910834656799,False
SPARC,NGC3198,10.04,2.8294028361118426e-11,1.5110182418728676e-07,1585.3883149851943,False
SPARC,NGC3198,11.04,2.5703051621067553e-11,1.418324712473012e-07,1770.4283352355285,False
SPARC,NGC3198,12.05,2.34428353659386e-11,1.333115275610258e-07,1956.6338254360253,False
SPARC,NGC3198,14.05,1.88335122787292e-11,1.1879687649244074e-07,2152.345502767649,False
SPARC,NGC3198,16.07,1.448555560972449e-11,1.0724311610424122e-07,2104.999904412989,False
SPARC,NGC3198,18.13,1.1684006061299553e-11,9.798883233192344e-08,2124.828049692573,False
SPARC,NGC3198,20.05,1.007455465142816e-11,9.081732351597419e-08,2245.6224303503604,False
SPARC,NGC3198,22.12,8.594311089119231e-12,8.418344641405428e-08,2323.529402663035,False
SPARC,NGC3198,24.03,7.46045915985457e-12,7.891943762233296e-08,2365.7098562421306,False
SPARC,NGC3198,26.1,6.615322737402857e-12,7.391768719370209e-08,2488.1738463137467,False
SPARC,NGC3198,28.16,5.969789237162543e-12,6.946724209327927e-08,2642.2881204626733,False
SPARC,NGC3198,30.08,5.327145752580456e-12,6.574383088323737e-08,2685.1159000598664,False
SPARC,NGC3198,32.14,4.708749508107604e-12,6.219485960816627e-08,2692.486300689069,False
SPARC,NGC3198,34.06,4.302691271858128e-12,5.9224735441813385e-08,2773.5466412203996,False
SPARC,NGC3198,36.12,4.002669453104115e-12,5.628772923794694e-08,2944.8589906915763,False
SPARC,NGC3198,38.19,3.7360835248395835e-12,5.353780661858324e-08,3121.301626804725,False
SPARC,NGC3198,40.1,3.5207819735128494e-12,5.1158438792618374e-08,3294.6877422524735,False
SPARC,NGC3198,42.17,3.369849376611605e-12,4.870989145360784e-08,3583.767798581116,False
SPARC,NGC3198,44.08,3.078882991310876e-12,4.6595492844735105e-08,3574.269009104831,False
SPARC,NGC3521,0.51,1.2154466598520137e-09,1.2777710232916554e-06,79.31186823318133,False
SPARC,NGC3521,0.69,1.0678904694789287e-09,1.2072170156832736e-06,134.5366467501634,False
SPARC,NGC3521,0.86,9.834407954085753e-10,1.1473532731522292e-06,202.35210088335728,False
SPARC,NGC3521,1.03,9.219688579865614e-10,1.0917479426727234e-06,285.9994822437789,False
SPARC,NGC3521,1.2,8.085333409853037e-10,1.0412469144566207e-06,350.64849520748777,False
