formula,q_AS295_fit,q_PLCKG287_fit,q_disagreement_fraction,q_transfer_gate,solar_gate
AQUAL_contrast_hessian_fit,10.55820822264284,10.079309412364552,0.0464105052504893,True,True
AQUAL_contrast_source_fit,12.343276247234401,10.670340808007502,0.1453865713686974,True,True
P0707_plus_AQUAL_contrast_source_fit,4.746789108039243,6.954128033516674,0.37729331791232773,False,True
QUMOND_contrast_source_fit,12.215266789675402,10.692619741118708,0.13293649298549332,True,True
