train_cluster,test_cluster,model,families,root_convergence_fraction,finite_family_fraction,median_finite_RMS_arcsec,median_RMS_ratio_to_halo,topology_correct_fraction
AS295,PLCKG287,AQUAL_contrast_hessian_fit,12,0.6382978723404256,0.5833333333333334,16.183457856935515,3.829828453674634,0.25
AS295,PLCKG287,AQUAL_contrast_source_fit,12,0.7021276595744681,0.5833333333333334,18.606170277132815,18.00265446905977,0.16666666666666666
AS295,PLCKG287,P0707_baseline,12,0.2553191489361702,0.0,,,0.0
AS295,PLCKG287,P0707_plus_AQUAL_contrast_source_fit,12,0.425531914893617,0.25,7.306952098138271,3.8014793301912224,0.08333333333333333
AS295,PLCKG287,QUMOND_contrast_source_fit,12,0.7446808510638298,0.75,19.384961132357688,16.867040210284443,0.08333333333333333
AS295,PLCKG287,glafic_v2_compact_halo,12,0.7659574468085106,0.8333333333333334,2.4990428717801483,1.0,0.08333333333333333
PLCKG287,AS295,AQUAL_contrast_hessian_fit,6,0.4444444444444444,0.16666666666666666,4.5822483312848625,4.565959273390432,0.16666666666666666
PLCKG287,AS295,AQUAL_contrast_source_fit,6,0.4444444444444444,0.16666666666666666,11.044007179002387,11.004747745789865,0.16666666666666666
PLCKG287,AS295,P0707_baseline,6,0.3333333333333333,0.0,,,0.0
PLCKG287,AS295,P0707_plus_AQUAL_contrast_source_fit,6,1.0,1.0,15.91008635842897,72.81800694483013,1.0
PLCKG287,AS295,QUMOND_contrast_source_fit,6,0.4444444444444444,0.16666666666666666,11.060947474339969,11.021627821464183,0.16666666666666666
PLCKG287,AS295,glafic_v2_compact_halo,6,0.8888888888888888,0.8333333333333334,0.22152775630154933,1.0,0.3333333333333333
