production_index,cluster,bin_id,obsid,ccd_id,cell_name,cell_directory,cell_report_sha256,source_band_events,background_all_energy_events,background_band_events,blanksky_scale,effective_background_scale,source_pha_name,source_pha_sha256,background_pha_name,background_pha_sha256,arf_name,arf_sha256,rmf_name,rmf_sha256,four_product_bytes,all_cell_gates_passed
3823,ABELL2146,12,10464,7,ABELL2146_bin12_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin12_obs10464_ccd7,942275245757196e385bc667db5d30d9c8ea10af4bbb4fe1883996e89a4cd19c,215,256,33,0.086949646,0.08694964600000035,ABELL2146_bin12_obs10464_ccd7.pi,9206721138262345a958c7b2576098bbccb24503643b0a47be826831cd773020,ABELL2146_bin12_obs10464_ccd7_bkg.pi,55b3d6301ac3127318f9edc233fa94dc1bae9780aceb1a38e7b736d73c270afd,ABELL2146_bin12_obs10464_ccd7.arf,b7d6babaab5281986e2e23927d642de92dd979d6ad2e4ed0b2806a37c2b5ac68,ABELL2146_bin12_obs10464_ccd7.rmf,9c5a29782518769326fd69484cbb35612ea23a031769b3b532569d99a72e2b0c,7122240,True
3824,ABELL2146,16,10464,7,ABELL2146_bin16_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin16_obs10464_ccd7,d647d91f36b781725463b672a16e26f97cbd1b38143a2e3324d30a438f829bd1,212,281,35,0.086949646,0.08694964600000035,ABELL2146_bin16_obs10464_ccd7.pi,a8d809beee8e36a71f278f33d1de05c22a849599ceaead2483935010464ef4f1,ABELL2146_bin16_obs10464_ccd7_bkg.pi,9f00487411e20eb7d524f4cb5da351baa2fed58a8d85d16f7d3f22dd969a8cd5,ABELL2146_bin16_obs10464_ccd7.arf,6ce656ce7cf89d6b9681e6d6afb9e140cabd44149e85e538e1062a47d22cad6c,ABELL2146_bin16_obs10464_ccd7.rmf,fc159ed1b631dc1b6de1eed6fe025e738e2486b4600beb1b5cae3b7dfbfcbad5,7122240,True
3825,ABELL2146,17,10464,7,ABELL2146_bin17_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin17_obs10464_ccd7,c43c0e70df02cdbd4fc020f19a57dabc1a4d6314ce000c738f013aca5247ba0e,204,255,33,0.086949646,0.08694964600000035,ABELL2146_bin17_obs10464_ccd7.pi,ef314b3a698f4ce81a099dac3c8440915da5337e920d9b660118bf5d357808c8,ABELL2146_bin17_obs10464_ccd7_bkg.pi,f1e6f997bafdd63945d165897c874adcdbfa52b0da3ccbc28d273f7503246070,ABELL2146_bin17_obs10464_ccd7.arf,3ed74c3dc3af05078867171f9aa2c9aa83b3a67cfa8ca4683e1112cb6ab0a89b,ABELL2146_bin17_obs10464_ccd7.rmf,47151ea279308d05fa48c1804e4a35b57e8231b44f735b6a4807975ad8faeaa1,7122240,True
3826,ABELL2146,18,10464,7,ABELL2146_bin18_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin18_obs10464_ccd7,9d967c900f30eecb0bb9cd63679c60b6871fd86df50013e252ddf67c9ac7bbe5,352,318,34,0.086949646,0.08694964600000035,ABELL2146_bin18_obs10464_ccd7.pi,aab31c730fa85155b7046915020f7c390f62ab6fc3b17c34646519cdfd2eb05a,ABELL2146_bin18_obs10464_ccd7_bkg.pi,3141fb14aa6c7a3dc39d5ee3b9fe6544f41c6c79d566ced68c6757ccbc2249be,ABELL2146_bin18_obs10464_ccd7.arf,7732620e3c0adac55dca3f3263dcf6b396be2ee0aecd47789cb21281334a107d,ABELL2146_bin18_obs10464_ccd7.rmf,0ed8a32e39c9d7a9e960f0e33b25549240117a1706a74b35ad6a11b8a3cb0756,7122240,True
3827,ABELL2146,19,10464,7,ABELL2146_bin19_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin19_obs10464_ccd7,af28ce7b419edc18fc15c4ab1a4cd3b68dd0e313f764f65487314d32b013071f,217,291,49,0.086949646,0.08694964600000035,ABELL2146_bin19_obs10464_ccd7.pi,2cf3ca9f151c39ebe482f3c0111f5c7d4f1f91e0183c895ab1729d6385cef0ad,ABELL2146_bin19_obs10464_ccd7_bkg.pi,a82846879b1ef4994aa12f311111da6a5e1337fe664b7595b4444410b147c00c,ABELL2146_bin19_obs10464_ccd7.arf,0d2773e53b82b7d69f8f81839f2b7f9c6d2dd698e71fcf06c4d8ab1468ccd318,ABELL2146_bin19_obs10464_ccd7.rmf,db9010e30f51cff647eca364ce8045b299c09c723d1be25eff6ff2c5cfa999de,7122240,True
3828,ABELL2146,20,10464,7,ABELL2146_bin20_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin20_obs10464_ccd7,90f4407cd39760001b49a15fe2553e67947e8b7a352556868279251d4b678513,218,263,37,0.086949646,0.08694964600000035,ABELL2146_bin20_obs10464_ccd7.pi,c7327c7779a7fd15aea3c64bbe518295c883986e726bc2f494bc3b563586a313,ABELL2146_bin20_obs10464_ccd7_bkg.pi,e1f3191a47f432a4c18a898eef116b63a0277ca9ae2bad70c03cb23c35111810,ABELL2146_bin20_obs10464_ccd7.arf,b5c16e19c8993a7afd6f4772ace34b9ae3ebeee666ecdeeb1146637a1eee9383,ABELL2146_bin20_obs10464_ccd7.rmf,2504c499059737883251c1e198d5408ea2c9a9ebb8b0205530be65b6015be2f9,7122240,True
3829,ABELL2146,21,10464,7,ABELL2146_bin21_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin21_obs10464_ccd7,3e75e622976ad7404588bb92fa7b0f3a1f719efe30bf006507f0b880a34f1300,309,302,42,0.086949646,0.08694964600000035,ABELL2146_bin21_obs10464_ccd7.pi,c30af9cbf38f71b786d1a4333cb899caac8f7dc1cb89843544926ed462a24909,ABELL2146_bin21_obs10464_ccd7_bkg.pi,9a2fb0ebdc34dab8bd1ad2afd2b10b721170319c93bc3eab8daba203016fa348,ABELL2146_bin21_obs10464_ccd7.arf,72197486e361862349c1ca5ecc8dd6c47b31594978ed129b00c3d157f8479575,ABELL2146_bin21_obs10464_ccd7.rmf,3a4adc88c56579b2a86a55a0e5f9811b3109ac4869958b5369c13741c9eb5d74,7122240,True
3830,ABELL2146,22,10464,7,ABELL2146_bin22_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin22_obs10464_ccd7,0edd7cee1fc08f1f21f36a608a99f5a987aec570f1a3261f52b0d5f0ccad00e0,211,256,41,0.086949646,0.08694964600000035,ABELL2146_bin22_obs10464_ccd7.pi,883e8c7a391b3de661f0fd5c256dceace797b31ce1a9b0dd24e54fd3a78efe12,ABELL2146_bin22_obs10464_ccd7_bkg.pi,203febde8cf8d23a3fffa81dcdcd855e56c87931abdf1a9e468502509dee7621,ABELL2146_bin22_obs10464_ccd7.arf,afc3eb4165771924c1bc617aa29bdba36ae86f7963240308d669b143180d71dc,ABELL2146_bin22_obs10464_ccd7.rmf,dc0139f3f21ef7357285fe76501917fc61d27d0c6d3a697eae9f8a68e62f91b6,7122240,True
3831,ABELL2146,23,10464,7,ABELL2146_bin23_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin23_obs10464_ccd7,6dfd9d4452fb1c668780a4e02b0da628287a53951cbddb2ae0b83cee53063d5a,197,316,39,0.086949646,0.08694964600000035,ABELL2146_bin23_obs10464_ccd7.pi,1ce197839f8e5e8e80191c08516a26f368df247b04f2fe89d0783cabe7b56d62,ABELL2146_bin23_obs10464_ccd7_bkg.pi,ae3fc746b08ab38094309a45fb684d34eb9eb18f19540938e1fd01890fc3ee04,ABELL2146_bin23_obs10464_ccd7.arf,9a09b2152adc676bde1211f542e1b78322a69a5be5ab41c6677280662912c9ac,ABELL2146_bin23_obs10464_ccd7.rmf,45100ed277557748e74ceb4891e8b7c4ee158d0284d5033297bac702c4ac2154,7122240,True
3832,ABELL2146,24,10464,7,ABELL2146_bin24_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin24_obs10464_ccd7,c2c9c22510b60165cb1ff60a47e21cad6f00252fc06aff8a272178a444336cde,226,301,46,0.086949646,0.08694964600000035,ABELL2146_bin24_obs10464_ccd7.pi,1fc9fce033adc169690e5118e598d0c90010ca32f1b9d9ea106882689cfcf0e0,ABELL2146_bin24_obs10464_ccd7_bkg.pi,6e439a31e4860ed1d5d0253270ca4f8113fad2082770ab5259f584f9570a7c19,ABELL2146_bin24_obs10464_ccd7.arf,7f4776e4c5e9eae209ab18deed98a487deffd6f3ade7fda26452a520eda89283,ABELL2146_bin24_obs10464_ccd7.rmf,c32500d3eb22a8ff4f80cd3fdd46558e129f0ab2889f9a23718aea965fdb9543,7122240,True
3833,ABELL2146,25,10464,7,ABELL2146_bin25_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin25_obs10464_ccd7,43856d1da52f290e99748bbe2fe48110f6ab2de7e80a39733f83927fa8d9b261,217,299,42,0.086949646,0.08694964600000035,ABELL2146_bin25_obs10464_ccd7.pi,a57d1b2e9c29fa2c30da758524df5120ef97a8bde552184ba71543c3a829fe23,ABELL2146_bin25_obs10464_ccd7_bkg.pi,966d4e7035547701fc3187f3ed0ee54c3ee2b140ae0310c7cc914a41cda23ae4,ABELL2146_bin25_obs10464_ccd7.arf,1b7a62849cd384adc2ab328bbc1aebc2947765f9c1d182455397755bcf601776,ABELL2146_bin25_obs10464_ccd7.rmf,78dd3daee859cb354eb7f10e158aa754a1ecfaadc979a92f33fa9adc7cccd9fb,7122240,True
3834,ABELL2146,26,10464,7,ABELL2146_bin26_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin26_obs10464_ccd7,932e19e4049da77392b96761774f0391827ad5368a9960b0d6797571baaf23a3,198,320,38,0.086949646,0.08694964600000035,ABELL2146_bin26_obs10464_ccd7.pi,eb02cb0e5f2cc9392ea78819dcfa6a50f8d832aadf5d68d93d92f78b8ff1bbae,ABELL2146_bin26_obs10464_ccd7_bkg.pi,a17c18935336c05cc5a9618e883725de6fcd85782386a329fd2406e8e0000261,ABELL2146_bin26_obs10464_ccd7.arf,3a8241cb5e67763a5d87f2c3d30bc635964e6c9e59cb57a5b9e4d09d569f2b1d,ABELL2146_bin26_obs10464_ccd7.rmf,5302470c8461a1f9676ad51471c7637c06307f750e6ceb03e0a403c5e654f50a,7122240,True
3835,ABELL2146,27,10464,7,ABELL2146_bin27_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin27_obs10464_ccd7,4490c49e02ae107c008116efdac21a8d3c07e7ea3c13915f15032e4389e09f6f,201,351,37,0.086949646,0.08694964600000035,ABELL2146_bin27_obs10464_ccd7.pi,c896cd1368c6d9beebef7c9264e2bfe96bfc1bf5c0a57d0f701d22e4f590758b,ABELL2146_bin27_obs10464_ccd7_bkg.pi,383bbe7470d129a75d74b4e5fb653b31229b936a2699693fe06986725c2bcfb0,ABELL2146_bin27_obs10464_ccd7.arf,baa348eb09ea5c425453b116b397e5626578704a790a0584a852227f4c2f5dfb,ABELL2146_bin27_obs10464_ccd7.rmf,4f251202971bfe8ccdf9e8401fcb7b55166babdddc30bebea61b91edd546ea09,7122240,True
3836,ABELL2146,28,10464,7,ABELL2146_bin28_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin28_obs10464_ccd7,17d2b2d607309eb3b6c11f62b688eb548c9aa48d8e68787d176e3c55a2b45bd9,242,331,37,0.086949646,0.08694964600000035,ABELL2146_bin28_obs10464_ccd7.pi,a69bea0b441932f8f17af9e909ef99a91bb68414db169aa1c1aded8dfaaf1b8d,ABELL2146_bin28_obs10464_ccd7_bkg.pi,ca119504cec696e52bfefac05c71da38af7717b6356efb5bf111e531437ef6f1,ABELL2146_bin28_obs10464_ccd7.arf,578b691328ce8cc6ff54f18a1eebf2d3d43eb5ceedceeab8854f060075b7ca10,ABELL2146_bin28_obs10464_ccd7.rmf,33923b37f985a23ffb10928073c3661b26365ebd603b5e9202150e2207da780c,7122240,True
3837,ABELL2146,29,10464,7,ABELL2146_bin29_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin29_obs10464_ccd7,df0e9a779b0db90370076dc911f5df299e98fe45d3bf5cc9aaf73343e1d50227,233,341,30,0.086949646,0.08694964600000035,ABELL2146_bin29_obs10464_ccd7.pi,b2f6a7b6c08dc562be3460dcf31de163ab9967ce46bf40ebc74bc3f9049bb705,ABELL2146_bin29_obs10464_ccd7_bkg.pi,48ed7cceb4273f7b339bd04f1af4c9624ea50594e36638fa083f6a927a00c0eb,ABELL2146_bin29_obs10464_ccd7.arf,c54f5b918da704c066cfc7bf1e5073b79c73d5c291e196528838b519ee4c8e39,ABELL2146_bin29_obs10464_ccd7.rmf,e449e2bbb4021887a453d776e7de1e1112fef26648925a21974ee9dc27a312c4,7122240,True
3838,ABELL2146,30,10464,7,ABELL2146_bin30_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin30_obs10464_ccd7,a868072d55c93a4cf9b5e3a681864458874a19481de777f782683364288a25bb,413,390,50,0.086949646,0.08694964600000035,ABELL2146_bin30_obs10464_ccd7.pi,1d5398ed00ca435a7a5bdd52efb14da953f851439698926ba6f07117591d1777,ABELL2146_bin30_obs10464_ccd7_bkg.pi,591b4b8f2ce75c26cf90b8d3e6497cc3beb1281a635c0699d603b67d490d0e09,ABELL2146_bin30_obs10464_ccd7.arf,fa491c578a09593860c267e5aa0a754e8eee969ad22974b15ecca1df286f0ff4,ABELL2146_bin30_obs10464_ccd7.rmf,ae4b8f4357130db6c669db53dbb397306dbb519274b8d2880a15f6fbc6197688,7122240,True
3839,ABELL2146,31,10464,7,ABELL2146_bin31_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin31_obs10464_ccd7,3c3da65484c208aaa833a3e52c37e038989637f7477f09db5d520e8a7789caca,374,466,61,0.086949646,0.08694964600000035,ABELL2146_bin31_obs10464_ccd7.pi,34756210fc2bba8613519727234fa4471593e05d62396005f067a2f5ef9d0b93,ABELL2146_bin31_obs10464_ccd7_bkg.pi,a5735a79ff0089a4e34e5e7917b06cf0b3e5494893086cf6617ab14bfa89b7b4,ABELL2146_bin31_obs10464_ccd7.arf,3cc72e13d89ad174248f888d553e22ea79a1d852a1b1bff8c67f7e279728d6a3,ABELL2146_bin31_obs10464_ccd7.rmf,fc899901c1a615a2db09a1655737782f7fd9d72bfd1e6b2c479e22398cde2666,7122240,True
3840,ABELL2146,32,10464,7,ABELL2146_bin32_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin32_obs10464_ccd7,cde1d40f5740c6f04af554e32376778d2457c45411d557ca9412cad2063a858a,532,525,56,0.086949646,0.08694964600000035,ABELL2146_bin32_obs10464_ccd7.pi,f45bf7daae8b35407299b8fb3cc945d727b95d25616c0ff22b7d37125fdcbc06,ABELL2146_bin32_obs10464_ccd7_bkg.pi,8f58d1ccba206cedd259d731bc5ef95b7aba4fdf6a19cadfccc01dafca6981c2,ABELL2146_bin32_obs10464_ccd7.arf,09927028b3f6fc02037ac95a4c0c7a8e7174497149b82b995abe23c2464465ef,ABELL2146_bin32_obs10464_ccd7.rmf,bffa366b860961c7c0e7223d3602295204e8b97d9c9a89d4687d37585d1638ce,7122240,True
3841,ABELL2146,33,10464,7,ABELL2146_bin33_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin33_obs10464_ccd7,a3aed2df14f5993288046fdb5721b5c1b4ef8f6d1f98d0c76fbe1fa7bb8980ea,192,398,57,0.086949646,0.08694964600000035,ABELL2146_bin33_obs10464_ccd7.pi,df3169ba57ce1c253f6cde77edc8599449a3a98e561d163436a41e0bd3df861c,ABELL2146_bin33_obs10464_ccd7_bkg.pi,bcbd4eeb5c705e2641b092186f180ad6b5a8fb45cb98500a75bcf3d8547c12bf,ABELL2146_bin33_obs10464_ccd7.arf,094532094568cc32ba92661b6e23bf12ae0d7e09e9f28da4c7fd38a0ee3e809b,ABELL2146_bin33_obs10464_ccd7.rmf,8c8302203ad568f0f3879e1cb447b53c896f6d4cc79eee59b0247f75da9cf2b9,7122240,True
3842,ABELL2146,34,10464,7,ABELL2146_bin34_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin34_obs10464_ccd7,a0510004b82584350be2a4583630bb394348009ec7397b51f6cdb316057fc43e,234,375,57,0.086949646,0.08694964600000035,ABELL2146_bin34_obs10464_ccd7.pi,0512970de8308876b56e97801c35e40b20d37a3b5f4ee432c8d2aff1b5b82448,ABELL2146_bin34_obs10464_ccd7_bkg.pi,6403c2447a2e684c7e5d46377a0a6d720bfafc79730a2b5be27ac007badf2462,ABELL2146_bin34_obs10464_ccd7.arf,7bcb9f36052894a4707492ccb6a9f76b7a1ef5468cf53efbfcca0c7fe5c2443d,ABELL2146_bin34_obs10464_ccd7.rmf,3f5328391314ab8fde7b21aa5ea110afdd72ac0643b89e9e4c024ccd691e852a,7122240,True
3843,ABELL2146,35,10464,7,ABELL2146_bin35_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin35_obs10464_ccd7,f4b832bff7e89b52d99b7cb38036a9d82e4f4c39e22e3dab630ca3cd904eac1d,175,486,63,0.086949646,0.08694964600000035,ABELL2146_bin35_obs10464_ccd7.pi,32aa4e148a6ea501d43f551885b3cb384771ee2a495e16142aaf2defaf1fde36,ABELL2146_bin35_obs10464_ccd7_bkg.pi,ca6b43f06e9aabb234e381cf87c857afbe7e13a3ab42bc98e9450dca230b2a1a,ABELL2146_bin35_obs10464_ccd7.arf,7308d31b8d5c494fb3ae8a439feddacaf11167a0454d54fbe95b0e32469e1e29,ABELL2146_bin35_obs10464_ccd7.rmf,a62e8ecbe581cfd1707e26edd678d3892922a6d0824c5bfe2903bf5c725af490,7122240,True
3844,ABELL2146,36,10464,7,ABELL2146_bin36_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin36_obs10464_ccd7,34a6de6b54939cc7b9f30f4ea2bfe17ffff75029d56df5c5e2de11f165caad7d,210,343,38,0.086949646,0.08694964600000035,ABELL2146_bin36_obs10464_ccd7.pi,a720c9b1189733afbd893effa823980e88ad73273f83f02847252322bf8c5ebe,ABELL2146_bin36_obs10464_ccd7_bkg.pi,2542893a504d94f7a8f163c2e66379587229cb4af7794ff39db51dc45e161155,ABELL2146_bin36_obs10464_ccd7.arf,b4c4d99779719aa86e72c676682333e7557e0d57e80316fa1184426e58ddd739,ABELL2146_bin36_obs10464_ccd7.rmf,8979ea16a4fb15682170065b396eb7a6ff549315ae8e2e86954dadc2ba85fa95,7122240,True
