production_index,cluster,bin_id,obsid,ccd_id,cell_name,cell_directory,cell_report_sha256,source_band_events,background_all_energy_events,background_band_events,blanksky_scale,effective_background_scale,source_pha_name,source_pha_sha256,background_pha_name,background_pha_sha256,arf_name,arf_sha256,rmf_name,rmf_sha256,four_product_bytes,all_cell_gates_passed
3813,ABELL2146,0,10464,7,ABELL2146_bin0_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin0_obs10464_ccd7,d1e404496998ff24112750eed99ed612c281f0cd4bdf3460267f847a11d9cb8a,162,188,20,0.086949646,0.08694964600000035,ABELL2146_bin0_obs10464_ccd7.pi,1dd50265b3886012e375d729a6434e9adecba93ab19ec6d6beaea30d7faf79c3,ABELL2146_bin0_obs10464_ccd7_bkg.pi,5285d62e3ed7c97d28b94f6d6592216cd3265c6b590d0c9fe79fd406d385c5ab,ABELL2146_bin0_obs10464_ccd7.arf,783fcadfb69781d2e4da590a2f45f596520e73b420021ab27fe0fe83975a1a73,ABELL2146_bin0_obs10464_ccd7.rmf,7791cb19c3647e116d27aae067ae46ded449ef483a0a0a3ab2a0367b500305ae,7122240,True
3814,ABELL2146,1,10464,7,ABELL2146_bin1_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin1_obs10464_ccd7,8549cbba950d319f5b5a7852436114f9eb1e85e208ea32f1acbd29dd4acc247c,264,213,29,0.086949646,0.08694964600000035,ABELL2146_bin1_obs10464_ccd7.pi,96329974e1051009ae6af90bdf2e23bc81d057f2089604d6d17d97387713832a,ABELL2146_bin1_obs10464_ccd7_bkg.pi,9f93d362396d1c342bcc6eed4e11c47514ed4c471ffe979a4eebe386d02d6ef3,ABELL2146_bin1_obs10464_ccd7.arf,ea9081dd0485ff93071613ca65ab623605376dc50e6290f0f60ede53b63bf5d1,ABELL2146_bin1_obs10464_ccd7.rmf,c8da71262d16c11545513017d8f88b686499947bd69e05ae57be86bd3e89d021,7122240,True
3815,ABELL2146,2,10464,7,ABELL2146_bin2_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin2_obs10464_ccd7,c645a1e628e528a0244c6261c8a249630c229ead7c5770fce97b12beabf4ea62,204,205,24,0.086949646,0.08694964600000035,ABELL2146_bin2_obs10464_ccd7.pi,b6f9da513e12ab37239bbbe4540b1e7ad12035d4f48fc46a5906da0e5b952612,ABELL2146_bin2_obs10464_ccd7_bkg.pi,4fd361bbc659b07b375b0d58300c3b7553cdb177681b29831de4c298cc7e622c,ABELL2146_bin2_obs10464_ccd7.arf,8fd2ef59732d3f126c7f0a5c0fdc5d6d33e067cde63363212cc7946ea47af9ed,ABELL2146_bin2_obs10464_ccd7.rmf,77b3c61a023e6b66a0d92e6141db0ee0d164eb3d516eb19fae1c3304444bf06b,7122240,True
3816,ABELL2146,3,10464,7,ABELL2146_bin3_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin3_obs10464_ccd7,a16bb53d81057d21f636ad29d65ac992ac106951502289417640578ebe8135b6,208,231,37,0.086949646,0.08694964600000035,ABELL2146_bin3_obs10464_ccd7.pi,65e1ce7192e24a733a15346ff72ee334976a577e4499fa81f5f7a915b99e1a30,ABELL2146_bin3_obs10464_ccd7_bkg.pi,dda2677a145c1c5efeeee4c37d548b3a924fa6d5729019ddf491af864eb294cc,ABELL2146_bin3_obs10464_ccd7.arf,12178f55b39a17881c1b7e7d69d283705a1f9f43258a43154f74058503fc3785,ABELL2146_bin3_obs10464_ccd7.rmf,9d20459711a0e2be39067b5b5101c8b7161c00ef42a4e197f739605c0a148c60,7122240,True
3817,ABELL2146,4,10464,7,ABELL2146_bin4_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin4_obs10464_ccd7,d0e308031482aa8d8e859a30d08a8b9b74813b8f637493089de7b402e8654d7f,292,237,27,0.086949646,0.08694964600000035,ABELL2146_bin4_obs10464_ccd7.pi,8cf88206af40649621ec3b87af29b2274079a5a1a2759f5bd6ce3f1fc2c6f71b,ABELL2146_bin4_obs10464_ccd7_bkg.pi,4b49f16f888b71dccfee608b8cc16d9afc05f968da4fc3bc0f123ccd1b34d1d7,ABELL2146_bin4_obs10464_ccd7.arf,38b51dc662d78edc9776525ec463868a0826d2f4d4990287ce96ca855862191b,ABELL2146_bin4_obs10464_ccd7.rmf,75f232a115f79355a6a4825c92de3f72e5dcbfb4134a32dec07a9fbc05115e22,7122240,True
3818,ABELL2146,6,10464,7,ABELL2146_bin6_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin6_obs10464_ccd7,ff93b005c45b497d77c1d9018102a7dd54d1b01e763cb1a75e81999c7d7b9af2,195,265,32,0.086949646,0.08694964600000035,ABELL2146_bin6_obs10464_ccd7.pi,f6c49cd780f1dcd6bcb42cef2559fa6b0d25ed20058bbf9841785da65da09a8b,ABELL2146_bin6_obs10464_ccd7_bkg.pi,6fe900c54ba8d84aec61e43c11a45409aacd0f06d4a3346d8999c722fd8e3428,ABELL2146_bin6_obs10464_ccd7.arf,398e8e7003986248079b6b86bfca5e1e0090281efc6c757756412ab65bd140fb,ABELL2146_bin6_obs10464_ccd7.rmf,416014fb29bee80df6cc9dee7f4e8bc6c9def0d5a01d46f23b014a54bfc63ef8,7122240,True
3819,ABELL2146,7,10464,7,ABELL2146_bin7_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin7_obs10464_ccd7,25fedc6f9a2c1bf348990a3d08f9713497626cd9a6621457b136bd3c8d522554,137,313,39,0.086949646,0.08694964600000035,ABELL2146_bin7_obs10464_ccd7.pi,40cb0af356ee0b57d77035d055f274c8609ff0d20dc20e58169f82b415e76a67,ABELL2146_bin7_obs10464_ccd7_bkg.pi,968c82fbc2ce7b98aafc52aadec9a2bf2aa645e340ea66fa07dd2f93528ce043,ABELL2146_bin7_obs10464_ccd7.arf,f4bc26e4696b6d261c76635fdd8b7590125a5697ca5248acaddebed0c3e9c86e,ABELL2146_bin7_obs10464_ccd7.rmf,6c29712445d352fe5e4d6d0bff5cf420ebbcdd7eeb06b403ba75d8abc28899f0,7122240,True
3820,ABELL2146,9,10464,7,ABELL2146_bin9_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin9_obs10464_ccd7,4794e024a0324035b4b72d7651ed4aca21f83664ed7532961a2199c5a14a27cc,231,228,28,0.086949646,0.08694964600000035,ABELL2146_bin9_obs10464_ccd7.pi,32883f24dc407e03619256668caef6e0c261367a94c0d278ce4599ca681223d4,ABELL2146_bin9_obs10464_ccd7_bkg.pi,9cefd4f048fd13343c44a3e73df890e7fd6281e8a6e513f0dab238c1d9691a83,ABELL2146_bin9_obs10464_ccd7.arf,c4ecb234a5f362efe486752e1fc1c889c5aad39fcdaa26d956d6781a31efe72b,ABELL2146_bin9_obs10464_ccd7.rmf,ec2893a027d9d88140115d7bd7b8b1da653311a885cee0fe4817a362541c9ca0,7122240,True
3821,ABELL2146,10,10464,7,ABELL2146_bin10_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin10_obs10464_ccd7,5c99af77f9a8cfeb8144823b0228cda3d1667e54453b92333dc0c1af7da93887,200,241,26,0.086949646,0.08694964600000035,ABELL2146_bin10_obs10464_ccd7.pi,c6df65cf1177d8470052f81dd3ea3c71a968625b108f0191423e2d442ec71929,ABELL2146_bin10_obs10464_ccd7_bkg.pi,cd29abd936109cbd130b40aee5ad43ae15a9b3d6d9ea700ef766674e63776ac8,ABELL2146_bin10_obs10464_ccd7.arf,a0a719df57191cd2d57b5818dd7b34d6569523ce4b8ba859a6473826ae2483f6,ABELL2146_bin10_obs10464_ccd7.rmf,698167fe733657afe8be5ff669672e02b4e8f7419b7d087397dfed17b7b78cf4,7122240,True
3822,ABELL2146,11,10464,7,ABELL2146_bin11_obs10464_ccd7,/home/henry/sigma-v19dr-ccd7-background/v100/completed/ABELL2146_bin11_obs10464_ccd7,1ddad9619e52f4d99606308112aab1bacbbef714853924b2dcc592a92af035bd,212,251,38,0.086949646,0.08694964600000035,ABELL2146_bin11_obs10464_ccd7.pi,e09e4abad7521d78037f009414aa4fcbe100787e591cf3c51e60937946cc9a2f,ABELL2146_bin11_obs10464_ccd7_bkg.pi,c5dd29839fe20237334e96659bfb78a2ba5efba790f22338f711267ef06d0795,ABELL2146_bin11_obs10464_ccd7.arf,baf9403388c9e207ccb0e57bb31d8284b21c0340ee427e60b018c6ff7a4e8242,ABELL2146_bin11_obs10464_ccd7.rmf,29097840762bbddc51a06fe54dda1d8297030ab6506011bf87a780d4688a401c,7122240,True
