source_id,designation,ref_epoch,ra,dec,ra_error,dec_error,pmra,pmdec,pmra_error,pmdec_error,astrometric_params_solved,phot_g_mean_mag,ruwe,duplicated_source,visibility_periods_used,target_epoch,ra_epoch,dec_epoch,image_x_pixel,image_y_pixel,residual_pixel,residual_arcsec
5484995363836722048,Gaia DR3 5484995363836722048,2016.0,104.58326434965498,-56.00488562732364,0.039232302,0.038845334,0.3039072594332179,7.171683587435474,0.048086777,0.047795743,31,16.741814,0.9950073,False,26,1998.9507289938715,104.5832617754825,-56.004919591761706,1375.0,122.0,1.198691525796915,0.23922497750037572
5484995359540276096,Gaia DR3 5484995359540276096,2016.0,104.58757727715609,-56.00979332975308,0.06294566,0.061689552,1.115226206948202,4.004240197111796,0.077500634,0.074824795,31,17.52428,1.045836,False,26,1998.9507289938715,104.5875678297039,-56.00981229346872,1332.0,33.0,0.24096090941196108,0.048088992782545636
5484995569995150976,Gaia DR3 5484995569995150976,2016.0,104.57936915313074,-56.00128783783968,0.06638139,0.06386637,-1.7869307541174544,10.39917010012924,0.08216359,0.07822352,31,17.504492,1.0949609,False,26,1998.9507289938715,104.57938428748369,-56.00133708735893,1414.0,186.0,0.7320123870328595,0.14608900042194894
5484995359540280448,Gaia DR3 5484995359540280448,2016.0,104.59047778531574,-56.0066720528429,0.15675375,0.15782996,1.6120062115129947,5.4461519481032745,0.18691151,0.18369454,95,18.98714,0.9693437,False,26,1998.9507289938715,104.5904641305781,-56.00669784532082,1303.0,89.0,0.26353123168576575,0.05259339172249604
5484995668777932544,Gaia DR3 5484995668777932544,2016.0,104.61124822790022,-56.00255410071991,0.15526362,0.1474884,-0.8045259491254835,7.454979321667241,0.18113431,0.1704474,95,18.84998,1.0591533,False,26,1998.9507289938715,104.61125504203034,-56.00258940682069,1093.0,163.0,0.7898966325377329,0.1576410611736286
5484995569995151232,Gaia DR3 5484995569995151232,2016.0,104.59593714487151,-55.99291745608458,0.040216032,0.040355608,-1.185010024120794,2.9063640524195886,0.048942678,0.048790053,31,16.72598,1.0142636,False,26,1998.9507289938715,104.59594717910277,-55.992931220359125,1247.0,337.0,0.774153104235532,0.15449909752174856
5484995569995995264,Gaia DR3 5484995569995995264,2016.0,104.57874966537476,-55.99207197258836,0.04852218,0.049376033,6.370794352328428,4.837420437278455,0.058966003,0.059030257,95,17.049496,1.0459312,False,25,1998.9507289938715,104.57869572099928,-55.992094882169475,1421.0,352.0,0.3959919683864012,0.07902881407673845
5484995531338985984,Gaia DR3 5484995531338985984,2016.0,104.5653470761897,-55.99583909434255,0.12976937,0.124444194,2.1517760928690537,0.8683765980585678,0.15584294,0.15169369,31,18.753998,0.9465996,False,25,1998.9507289938715,104.56532885435993,-55.99584320689476,1555.0,285.0,1.0253721796036739,0.2046353305385413
5484995535635409792,Gaia DR3 5484995535635409792,2016.0,104.54715692375773,-56.01016994346844,0.05273379,0.05072436,48.83872335928828,-65.73547108405562,0.06456528,0.06345998,31,17.059448,1.1197053,False,26,1998.9507289938715,104.54674319065236,-56.00985862628477,1743.0,31.0,1.072828251633523,0.21410622235622506
5484996355972729472,Gaia DR3 5484996355972729472,2016.0,104.55932158058704,-55.97972220110532,0.06691837,0.06615873,-2.5265729521710902,-3.3680942828291647,0.08371659,0.08552374,31,17.681183,1.0138578,False,25,1998.9507289938715,104.55934296738258,-55.979706250118596,1616.0,575.0,0.38484597198251763,0.07680438795746172
5484995501275667840,Gaia DR3 5484995501275667840,2016.0,104.52755205649274,-56.00597817999391,0.06366646,0.063114375,-4.68545598012366,14.376958390364925,0.08029533,0.0806294,31,17.533167,1.0107405,False,26,1998.9507289938715,104.52759174462965,-56.00604626795498,1937.0,99.0,2.379968706512071,0.4749745435035374
5484996325907543296,Gaia DR3 5484996325907543296,2016.0,104.5298537086378,-55.980432563814894,0.08122769,0.0798503,-0.8378243042486293,5.169774396959765,0.10189366,0.099711,31,18.007406,1.0422636,False,24,1998.9507289938715,104.52986080073708,-55.98045704739398,1913.0,561.0,0.3588759728575391,0.0716215095248913
5484996321612995584,Gaia DR3 5484996321612995584,2016.0,104.53117270005131,-55.97953309300105,0.08133814,0.078751914,0.7798983255282064,41.01386074522741,0.09917658,0.09650196,31,17.93481,0.97790676,False,24,1998.9507289938715,104.53116609844321,-55.9797273308974,1900.0,574.0,0.5127718544413975,0.10233478146933352
5484996355972710784,Gaia DR3 5484996355972710784,2016.0,104.54047177324225,-55.99201495146027,0.081110686,0.078213796,6.6939699181561,-14.00425838497113,0.10066749,0.0983662,31,17.962593,0.99943465,False,26,1998.9507289938715,104.54041509247779,-55.991948628572366,1806.0,354.0,0.40537057637766855,0.08090051937990574
5484996428988599424,Gaia DR3 5484996428988599424,2016.0,104.55451447807184,-55.96821837222405,0.036037225,0.036149666,2.159360179582503,6.304162518506324,0.045232974,0.045277085,31,16.542814,0.9872895,False,24,1998.9507289938715,104.55449620507352,-55.96824822816162,1665.0,781.0,0.2739260949445836,0.054667912878017644
5484996394628863232,Gaia DR3 5484996394628863232,2016.0,104.56968842835924,-55.97029990871151,0.04842619,0.047271546,-1.5161527487325044,4.869497321686675,0.060130745,0.059317116,31,17.113522,0.9841959,False,25,1998.9507289938715,104.56970125907985,-55.970322970205814,1511.0,744.0,0.8805380517625494,0.17573052873722309
5484996669506982656,Gaia DR3 5484996669506982656,2016.0,104.56364860043809,-55.947798251216255,0.028386619,0.027317878,-3.069514864645756,10.577090765392716,0.03534073,0.032931667,31,15.997736,0.9847566,False,26,1998.9507289938715,104.56367456167351,-55.94784834335151,1572.0,1149.0,1.1356834394120925,0.22665034280632465
5484996424692225536,Gaia DR3 5484996424692225536,2016.0,104.53763215233144,-55.966291486234645,0.11119229,0.1121949,-0.6579847566988603,6.495462788087361,0.13673824,0.13425754,31,18.497536,1.0259298,False,25,1998.9507289938715,104.53763772007125,-55.96632224815281,1834.0,816.0,0.7650940681404346,0.15269116974434643
5485044051585966336,Gaia DR3 5485044051585966336,2016.0,104.57997130019938,-55.90921781519631,0.015011902,0.014733581,-0.5191157552378918,4.473582324387299,0.019364644,0.018235104,31,14.540485,0.93163526,False,26,1998.9507289938715,104.57997568638935,-55.90923900167337,1408.0,1845.0,2.2207662926211813,0.44320223756708416
5484997043167550976,Gaia DR3 5484997043167550976,2016.0,104.58048650685568,-55.94087706938362,0.13990325,0.13377616,4.6199832468947895,-1.8865778674529423,0.17480944,0.15320763,31,18.79113,0.9290264,False,26,1998.9507289938715,104.58044743910563,-55.940868134723246,1403.0,1274.0,0.6781108404694133,0.13533177390756002
