galaxy,systemic_velocity_km_s,handedness,inclination_deg,position_angle_deg,scored_pixels,median_dispersion_km_s,moment1_sha256,moment2_sha256,gravity_parameters_fitted
NGC2403,130.38715433968048,1,63.0,112.38697377523488,34727,8.76071965641032,d0a8d698d1e2685e8cc3d6f03642dacbc30202bc4c2daa20dd14a25a0ccbca1a,1b2678c1db00424b3dbb212cad56993e36c30fae29571253bd5e95a72cba0f70,0
NGC3198,659.3141838175432,-1,73.0,34.39948613321605,13134,13.518347850064911,a1b048bb7710731dcbe1f0ed4ed2cf6e0430c5f5d070bf267a0ac2d0460256e1,2d1569c45e2fa6b565eed1f88b5bd7580a72b9ecd90b6feb41ed8088f76947f8,0
NGC5055,490.85296785550486,1,55.0,100.60532313717738,23153,11.380316654683568,8a8f9e904b6e182b921b0015c44394d4735e2b242644bb5610d45e5a375debe3,ff5d9972b9c0db085cc20d7b15ffd4246849a393d118d0e5079238199757127d,0
NGC7793,226.10515438397005,-1,47.0,154.93832278328426,5168,10.586254889395708,868072c643ce9c1ed79ab691fc2f14cef7cd501cb370d7cf1e8f47d9ce890ad1,c2e89495d9442cc8fb07cbbe87d8b9e7a62d47c50b28edaf11d3333c0f3d50dc,0
