row_type,candidate_id,mode,aperture_r80_fraction,removal_fraction,system_label,source_plane_RMS_arcsec,zero_source_plane_RMS_arcsec,improvement_fraction,affine_vector_R2_on_images
system,trace_a1d25_f1d0,trace,1.25,1.0,MACS0429,9.172713609051778,9.180903120166686,0.0008920158515690613,0.3068133156454288
system,trace_a1d25_f1d0,trace,1.25,1.0,MACS1115,11.47659648437324,12.231682102436743,0.06173195246082119,0.992407871291329
system,trace_a1d25_f1d0,trace,1.25,1.0,MACS1931,3.6617355693344096,3.779313561766855,0.031110938669369648,0.5286324086263675
system,trace_a1d50_f0d5,trace,1.5,0.5,MACS0329,15.927868578871204,16.02836794517131,0.00627009353939767,0.11978301902043786
system,trace_a1d50_f0d5,trace,1.5,0.5,MACS0429,9.172183740555885,9.180903120166686,0.000949730053424469,0.3076030543366344
system,trace_a1d50_f0d5,trace,1.5,0.5,MACS1115,11.476508582492865,12.231682102436743,0.061739138870641086,0.9924248822201472
system,trace_a1d50_f0d5,trace,1.5,0.5,MACS1931,3.6641750347093276,3.779313561766855,0.030465460241859144,0.5275765861746414
system,trace_a1d50_f1d0,trace,1.5,1.0,MACS0329,15.928545585800146,16.02836794517131,0.006227855494248091,0.12020782639430794
system,trace_a1d50_f1d0,trace,1.5,1.0,MACS0429,9.17279698845821,9.180903120166686,0.0008829340210192438,0.3078137198712042
system,trace_a1d50_f1d0,trace,1.5,1.0,MACS1115,11.474334710618475,12.231682102436743,0.061916863557743396,0.9924328337243649
system,trace_a1d50_f1d0,trace,1.5,1.0,MACS1931,3.6627246355629657,3.779313561766855,0.030849233411948784,0.5277072273463361
system,symmetric_a0d75_f0d5,symmetric,0.75,0.5,MACS0329,15.930083575671595,16.02836794517131,0.006131901253822014,0.09121660991907676
system,symmetric_a0d75_f0d5,symmetric,0.75,0.5,MACS0429,9.16403885623642,9.180903120166686,0.0018368850765043687,0.27263141442727645
system,symmetric_a0d75_f0d5,symmetric,0.75,0.5,MACS1115,11.585496002533434,12.231682102436743,0.05282888277276099,0.9912310688006172
system,symmetric_a0d75_f0d5,symmetric,0.75,0.5,MACS1931,3.6408574879754445,3.779313561766855,0.03663524381572647,0.4783550409148042
system,symmetric_a0d75_f1d0,symmetric,0.75,1.0,MACS0329,15.933033675436441,16.02836794517131,0.005947846347237773,0.09067991455350177
system,symmetric_a0d75_f1d0,symmetric,0.75,1.0,MACS0429,9.156513670870398,9.180903120166686,0.002656541407425883,0.24181831659696396
system,symmetric_a0d75_f1d0,symmetric,0.75,1.0,MACS1115,11.692513969414316,12.231682102436743,0.04407963912952051,0.9898181359146737
system,symmetric_a0d75_f1d0,symmetric,0.75,1.0,MACS1931,3.617210612969609,3.779313561766855,0.04289216709540811,0.4302117852812599
system,symmetric_a1d00_f0d5,symmetric,1.0,0.5,MACS0329,15.92686514126042,16.02836794517131,0.006332697393652609,0.11122307894637529
system,symmetric_a1d00_f0d5,symmetric,1.0,0.5,MACS0429,9.16905260165325,9.180903120166686,0.0012907791704505067,0.29564570679395885
system,symmetric_a1d00_f0d5,symmetric,1.0,0.5,MACS1115,11.507026799681011,12.231682102436743,0.05924412494430098,0.9921482129025931
system,symmetric_a1d00_f0d5,symmetric,1.0,0.5,MACS1931,3.657354118509704,3.779313561766855,0.03227026317449411,0.5112122777541488
system,symmetric_a1d00_f1d0,symmetric,1.0,1.0,MACS0329,15.926544567597636,16.02836794517131,0.006352697786947803,0.10576475569778387
system,symmetric_a1d00_f1d0,symmetric,1.0,1.0,MACS0429,9.166535226851424,9.180903120166686,0.0015649760298310778,0.2842782078195941
system,symmetric_a1d00_f1d0,symmetric,1.0,1.0,MACS1115,11.53538579408704,12.231682102436743,0.05692563806992579,0.9918680455918482
system,symmetric_a1d00_f1d0,symmetric,1.0,1.0,MACS1931,3.6491915313381944,3.779313561766855,0.034430069985467826,0.4947294763983765
system,symmetric_a1d25_f0d5,symmetric,1.25,0.5,MACS0329,15.927725658101473,16.02836794517131,0.006279010278158581,0.11640503970879723
system,symmetric_a1d25_f0d5,symmetric,1.25,0.5,MACS0429,9.171085839331159,9.180903120166686,0.0010693153720315873,0.29939520761591665
system,symmetric_a1d25_f0d5,symmetric,1.25,0.5,MACS1115,11.487217690149853,12.231682102436743,0.06086361679875418,0.9923273411410064
system,symmetric_a1d25_f0d5,symmetric,1.25,0.5,MACS1931,3.661509976684801,3.779313561766855,0.031170630104314423,0.5196909740292224
system,symmetric_a1d25_f1d0,symmetric,1.25,1.0,MACS0329,15.928259811636957,16.02836794517131,0.00624568476820575,0.11381266904414744
system,symmetric_a1d25_f1d0,symmetric,1.25,1.0,MACS0429,9.170601197455857,9.180903120166686,0.0011221034113952921,0.2914409872732916
system,symmetric_a1d25_f1d0,symmetric,1.25,1.0,MACS1115,11.495752868525488,12.231682102436743,0.06016582410727034,0.9922366899067028
system,symmetric_a1d25_f1d0,symmetric,1.25,1.0,MACS1931,3.6574214297993093,3.779313561766855,0.03225245272068933,0.5119544457602792
system,symmetric_a1d50_f0d5,symmetric,1.5,0.5,MACS0329,15.928010644742105,16.02836794517131,0.006261230137247997,0.11794278428709126
system,symmetric_a1d50_f0d5,symmetric,1.5,0.5,MACS0429,9.171616779103939,9.180903120166686,0.0010114844848269078,0.30343330829901927
system,symmetric_a1d50_f0d5,symmetric,1.5,0.5,MACS1115,11.482425880383552,12.231682102436743,0.06125537074773446,0.9923715080827571
system,symmetric_a1d50_f0d5,symmetric,1.5,0.5,MACS1931,3.662849375523461,3.779313561766855,0.030816227428598575,0.5225673002512361
system,symmetric_a1d50_f1d0,symmetric,1.5,1.0,MACS0329,15.928829597497373,16.02836794517131,0.006210136179455872,0.11662901148203364
system,symmetric_a1d50_f1d0,symmetric,1.5,1.0,MACS0429,9.171663054329933,9.180903120166686,0.0010064441064034924,0.29948860885678263
system,symmetric_a1d50_f1d0,symmetric,1.5,1.0,MACS1115,11.486169223626554,12.231682102436743,0.0609493340790529,0.9923258599712536
system,symmetric_a1d50_f1d0,symmetric,1.5,1.0,MACS1931,3.6600815471367216,3.779313561766855,0.03154859015571909,0.5176809617078875
aggregate,raw_metric,raw,,0.0,all_four,10.988518054245263,11.237157326709765,0.02212652766491996,0.9924169184663306
aggregate,trace_a0d75_f0d5,trace,0.75,0.5,all_four,10.988497769106813,11.237157326709765,0.022128332849083554,0.9923843549691377
aggregate,trace_a0d75_f1d0,trace,0.75,1.0,all_four,10.988499307963782,11.237157326709765,0.022128195905466663,0.9923515861809404
aggregate,trace_a1d00_f0d5,trace,1.0,0.5,all_four,10.98807785001947,11.237157326709765,0.02216570164931786,0.9924229027178542
aggregate,trace_a1d00_f1d0,trace,1.0,1.0,all_four,10.987640293276694,11.237157326709765,0.022204640032936984,0.9924288800517724
aggregate,trace_a1d25_f0d5,trace,1.25,0.5,all_four,10.988297793429098,11.237157326709765,0.022146128780198615,0.9924123968546952
aggregate,trace_a1d25_f1d0,trace,1.25,1.0,all_four,10.988077816234556,11.237157326709765,0.022165704655853546,0.992407871291329
aggregate,trace_a1d50_f0d5,trace,1.5,0.5,all_four,10.988202536872556,11.237157326709765,0.02215460570668204,0.9924248822201472
aggregate,trace_a1d50_f1d0,trace,1.5,1.0,all_four,10.987887397921918,11.237157326709765,0.022182650072483434,0.9924328337243649
aggregate,symmetric_a0d75_f0d5,symmetric,0.75,0.5,all_four,11.013931311740576,11.237157326709765,0.019864989737093053,0.9912310688006172
aggregate,symmetric_a0d75_f1d0,symmetric,0.75,1.0,all_four,11.039728260366704,11.237157326709765,0.017569306952194053,0.9898181359146737
aggregate,symmetric_a1d00_f0d5,symmetric,1.0,0.5,all_four,10.994594851068154,11.237157326709765,0.02158575061195067,0.9921482129025931
aggregate,symmetric_a1d00_f1d0,symmetric,1.0,1.0,all_four,11.000703547723635,11.237157326709765,0.02104213477763628,0.9918680455918482
aggregate,symmetric_a1d25_f0d5,symmetric,1.25,0.5,all_four,10.990496868685904,11.237157326709765,0.021950432022302513,0.9923273411410064
aggregate,symmetric_a1d25_f1d0,symmetric,1.25,1.0,all_four,10.992479843956447,11.237157326709765,0.0217739661054438,0.9922366899067028
aggregate,symmetric_a1d50_f0d5,symmetric,1.5,0.5,all_four,10.989570590883355,11.237157326709765,0.02203286192655829,0.9923715080827571
aggregate,symmetric_a1d50_f1d0,symmetric,1.5,1.0,all_four,10.990624366860892,11.237157326709765,0.021939085898787347,0.9923258599712536
