row_type,candidate_id,mode,aperture_r80_fraction,removal_fraction,system_label,source_plane_RMS_arcsec,zero_source_plane_RMS_arcsec,improvement_fraction,affine_vector_R2_on_images
system,raw_metric,raw,,0.0,MACS0329,15.92719179481324,16.02836794517131,0.006312317679764257,0.11935898708023351
system,raw_metric,raw,,0.0,MACS0429,9.171570520257104,9.180903120166686,0.001016523079203635,0.3073923855746359
system,raw_metric,raw,,0.0,MACS1115,11.478682570624338,12.231682102436743,0.061561404678952214,0.9924169184663306
system,raw_metric,raw,,0.0,MACS1931,3.665626587628119,3.779313561766855,0.030081381785528882,0.5274459982185189
system,trace_a0d75_f0d5,trace,0.75,0.5,MACS0329,15.923828931709446,16.02836794517131,0.006522124636735627,0.11717989119316174
system,trace_a0d75_f0d5,trace,0.75,0.5,MACS0429,9.169882339417178,9.180903120166686,0.0012004026842740156,0.31028055721001657
system,trace_a0d75_f0d5,trace,0.75,0.5,MACS1115,11.488640510831571,12.231682102436743,0.060747294230050874,0.9923843549691377
system,trace_a0d75_f0d5,trace,0.75,0.5,MACS1931,3.6529990602844937,3.779313561766855,0.03342260424226573,0.5270528117642258
system,trace_a0d75_f1d0,trace,0.75,1.0,MACS0329,15.920471372269901,16.02836794517131,0.006731600701362472,0.11503714604858284
system,trace_a0d75_f1d0,trace,0.75,1.0,MACS0429,9.168198682153664,9.180903120166686,0.0013837895735023809,0.31316785909145184
system,trace_a0d75_f1d0,trace,0.75,1.0,MACS1115,11.49861333771891,12.231682102436743,0.05993196672204182,0.9923515861809404
system,trace_a0d75_f1d0,trace,0.75,1.0,MACS1931,3.6404784964898798,3.779313561766855,0.03673552432417615,0.5266601139347797
system,trace_a1d00_f0d5,trace,1.0,0.5,MACS0329,15.925110160695445,16.02836794517131,0.006442189549746069,0.12100696885710682
system,trace_a1d00_f0d5,trace,1.0,0.5,MACS0429,9.17114467579728,9.180903120166686,0.0010629068013986442,0.3097336372054891
system,trace_a1d00_f0d5,trace,1.0,0.5,MACS1115,11.481574772972763,12.231682102436743,0.061324952952672485,0.9924229027178542
system,trace_a1d00_f0d5,trace,1.0,0.5,MACS1931,3.661397518748742,3.779313561766855,0.031200386284695125,0.5263879012874357
system,trace_a1d00_f1d0,trace,1.0,1.0,MACS0329,15.923029255707238,16.02836794517131,0.00657201592978196,0.1226664793822585
system,trace_a1d00_f1d0,trace,1.0,1.0,MACS0429,9.170719234439643,9.180903120166686,0.0011092466169992932,0.31207435236890413
system,trace_a1d00_f1d0,trace,1.0,1.0,MACS1115,11.4844687692683,12.231682102436743,0.061088354562418345,0.9924288800517724
system,trace_a1d00_f1d0,trace,1.0,1.0,MACS1931,3.6571822473622424,3.779313561766855,0.03231573999049586,0.525333400455243
system,trace_a1d25_f0d5,trace,1.25,0.5,MACS0329,15.927454336166035,16.02836794517131,0.006295937886531822,0.11982350736403302
system,trace_a1d25_f0d5,trace,1.25,0.5,MACS0429,9.17214203705685,9.180903120166686,0.0009542724713642592,0.3071028534084197
system,trace_a1d25_f0d5,trace,1.25,0.5,MACS1115,11.47763944347989,12.231682102436743,0.061646685438843773,0.9924123968546952
system,trace_a1d25_f0d5,trace,1.25,0.5,MACS1931,3.6636805558331904,3.779313561766855,0.030596298519248943,0.5280386615420052
system,trace_a1d25_f1d0,trace,1.25,1.0,MACS0329,15.927716948262333,16.02836794517131,0.006279553679655825,0.12028895774757054
