variant_id,family,radius_kpc,gbar_m_s2,effective_acceleration_m_s2,potential_depth_chi,potential_gate,carrier_weight,amplitude_fraction
P0599_baseline,baseline,0.1,3.3326448229658797e-10,1.3225598475365093e-09,8.612687433832924e-06,0.9998182952276105,0.7399562389719418,2.218817524088898
P0599_baseline,baseline,0.10039437992839943,3.328656062252066e-10,1.3212840516681491e-09,8.61264233630088e-06,0.9998182914225008,0.7399562389719418,2.21881751564452
P0599_baseline,baseline,0.10079031521207812,3.3246720755879565e-10,1.3200096801999538e-09,8.612597115102223e-06,0.9998182876068568,0.7399562389719418,2.2188175071767633
P0599_baseline,baseline,0.10118781198504509,3.320692857259609e-10,1.318736731368174e-09,8.612551769897828e-06,0.9998182837806489,0.7399562389719418,2.2188174986855635
P0599_baseline,baseline,0.10158687640550067,3.3167184015599187e-10,1.3174652034113548e-09,8.61250630034765e-06,0.9998182799438476,0.7399562389719418,2.218817490170854
P0599_baseline,baseline,0.10198751465593191,3.312748702788613e-10,1.316195094570334e-09,8.612460706110709e-06,0.9998182760964235,0.7399562389719418,2.2188174816325708
P0599_baseline,baseline,0.10238973294320834,3.3087837552522417e-10,1.3149264030882385e-09,8.612414986845085e-06,0.9998182722383466,0.7399562389719418,2.2188174730706467
P0599_baseline,baseline,0.10279353749867814,3.304823553264167e-10,1.3136591272104805e-09,8.612369142207927e-06,0.9998182683695873,0.7399562389719418,2.2188174644850154
P0599_baseline,baseline,0.10319893457826468,3.30086809114456e-10,1.3123932651847566e-09,8.61232317185544e-06,0.9998182644901158,0.7399562389719418,2.218817455875612
P0599_baseline,baseline,0.10360593046256342,3.296917363220388e-10,1.311128815261043e-09,8.612277075442883e-06,0.999818260599902,0.7399562389719418,2.2188174472423685
P0599_baseline,baseline,0.10401453145693929,3.2929713638254083e-10,1.3098657756915942e-09,8.612230852624578e-06,0.9998182566989159,0.7399562389719418,2.2188174385852193
P0599_baseline,baseline,0.10442474389162416,3.2890300873001615e-10,1.3086041447309376e-09,8.612184503053896e-06,0.9998182527871274,0.7399562389719418,2.218817429904097
P0599_baseline,baseline,0.10483657412181525,3.285093527991961e-10,1.3073439206358745e-09,8.61213802638325e-06,0.9998182488645064,0.7399562389719418,2.218817421198935
P0599_baseline,baseline,0.10525002852777329,3.281161680254884e-10,1.306085101665472e-09,8.612091422264112e-06,0.9998182449310224,0.7399562389719418,2.2188174124696656
P0599_baseline,baseline,0.10566511351492151,3.277234538449768e-10,1.3048276860810647e-09,8.61204469034699e-06,0.9998182409866453,0.7399562389719418,2.218817403716222
P0599_baseline,baseline,0.10608183551394486,3.273312096944199e-10,1.3035716721462498e-09,8.611997830281436e-06,0.9998182370313444,0.7399562389719418,2.2188173949385357
P0599_baseline,baseline,0.10650020098088955,3.269394350112503e-10,1.3023170581268839e-09,8.611950841716042e-06,0.9998182330650892,0.7399562389719418,2.21881738613654
P0599_baseline,baseline,0.10692021639726325,3.2654812923357406e-10,1.3010638422910802e-09,8.611903724298432e-06,0.9998182290878492,0.7399562389719418,2.2188173773101667
P0599_baseline,baseline,0.1073418882701353,3.261572918001697e-10,1.2998120229092062e-09,8.61185647767527e-06,0.9998182250995935,0.7399562389719418,2.2188173684593466
P0599_baseline,baseline,0.10776522313223767,3.257669221504875e-10,1.2985615982538809e-09,8.611809101492246e-06,0.9998182211002914,0.7399562389719418,2.2188173595840124
P0599_baseline,baseline,0.10819022754206609,3.2537701972464856e-10,1.2973125665999709e-09,8.611761595394083e-06,0.999818217089912,0.7399562389719418,2.218817350684095
P0599_baseline,baseline,0.10861690808398168,3.2498758396344423e-10,1.2960649262245878e-09,8.611713959024525e-06,0.9998182130684242,0.7399562389719418,2.218817341759526
P0599_baseline,baseline,0.10904527136831296,3.2459861430833497e-10,1.2948186754070867e-09,8.611666192026341e-06,0.9998182090357971,0.7399562389719418,2.2188173328102363
P0599_baseline,baseline,0.1094753240314583,3.242101102014499e-10,1.2935738124290609e-09,8.611618294041323e-06,0.9998182049919995,0.7399562389719418,2.2188173238361566
P0599_baseline,baseline,0.10990707273598861,3.238220710855858e-10,1.2923303355743408e-09,8.611570264710278e-06,0.9998182009369999,0.7399562389719418,2.2188173148372172
P0599_baseline,baseline,0.11077568505097089,3.2304738560144123e-10,1.2898475333813053e-09,8.611473810568406e-06,0.99981819279327,0.7399562389719418,2.2188172967644824
P0599_baseline,baseline,0.11121256211835893,3.226607381220856e-10,1.2886082046218074e-09,8.61142538503426e-06,0.9998181887044767,0.7399562389719418,2.218817287690548
P0599_baseline,baseline,0.1116511621412125,3.222745534115991e-10,1.2873702551432448e-09,8.61137682670744e-06,0.9998181846043557,0.7399562389719418,2.218817278591474
P0599_baseline,baseline,0.11253355826007651,3.2150357008238937e-10,1.2848984872110237e-09,8.611279310218193e-06,0.9998181763700036,0.7399562389719418,2.218817260317629
