family,variants_including_baseline,finite_variants_including_baseline,failed_exact_root_variants,training_RMS_span_arcsec,heldout_RMS_span_arcsec,best_training_variant,best_training_RMS_arcsec,corresponding_spent_heldout_RMS_arcsec
amplitude,4,3,1,0.5946192162825039,2.3093856313969363,P0599_baseline,0.49524262462841695,1.8086634342181922
radial_power,5,2,3,0.17600372579486723,1.21913996452635,P0599_baseline,0.49524262462841695,1.8086634342181922
carrier,5,2,3,0.1609226526840879,0.0001925625875696113,P0599_baseline,0.49524262462841695,1.8086634342181922
threshold,4,3,1,0.06708806878552176,1.402605516346631,P0599_baseline,0.49524262462841695,1.8086634342181922
power,3,3,0,0.05249829630227271,0.7159109465904434,power_p2,0.44274432832614424,2.06731723294097
