system,system_label,raw_group,variant_id,parameter,direction,training_images,training_RMS_arcsec,training_roots_converged,training_all_roots,heldout_images,heldout_RMS_arcsec,heldout_roots_converged,heldout_all_roots
RX J2129.7+0005,RXJ2129,RXJ2129,baseline,none,baseline,15,0.7280374041512319,15,True,7,1.2449035439708664,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,universal_q_low,universal_q,low,15,inf,13,False,7,inf,5,False
RX J2129.7+0005,RXJ2129,RXJ2129,universal_q_high,universal_q,high,15,2.5851233950414065,15,True,7,5.543205982860073,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,alpha_low,alpha,low,15,0.7240104458444458,15,True,7,1.3864885044225195,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,alpha_high,alpha,high,15,0.8780637736705666,15,True,7,1.439737120042601,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,apogee_ratio_low,apogee_ratio,low,15,0.7245804678189172,15,True,7,1.1506438517802773,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,apogee_ratio_high,apogee_ratio,high,15,0.7470307976313092,15,True,7,1.3470692202238488,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,screen_exponent_low,screen_exponent,low,15,inf,14,False,7,inf,6,False
RX J2129.7+0005,RXJ2129,RXJ2129,screen_exponent_high,screen_exponent,high,15,1.3407633679522135,15,True,7,3.622458413230362,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,screen_scale_low,screen_scale,low,15,inf,14,False,7,inf,6,False
RX J2129.7+0005,RXJ2129,RXJ2129,screen_scale_high,screen_scale,high,15,1.1148778661106318,15,True,7,3.177637798490795,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,invariant_power_low,invariant_power,low,15,inf,14,False,7,inf,6,False
RX J2129.7+0005,RXJ2129,RXJ2129,invariant_power_high,invariant_power,high,15,2.431476937419017,15,True,7,5.183214408747789,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,invariant_scale_low,invariant_scale,low,15,inf,13,False,7,12.228359731998621,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,invariant_scale_high,invariant_scale,high,15,inf,13,False,7,inf,5,False
RX J2129.7+0005,RXJ2129,RXJ2129,secondary_path_ratio_power_low,secondary_path_ratio_power,low,15,inf,14,False,7,inf,6,False
RX J2129.7+0005,RXJ2129,RXJ2129,secondary_path_ratio_power_high,secondary_path_ratio_power,high,15,1.5987207768927603,15,True,7,4.077938013076693,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,photon_extra_multiplier_low,photon_extra_multiplier,low,15,inf,13,False,7,inf,5,False
RX J2129.7+0005,RXJ2129,RXJ2129,photon_extra_multiplier_high,photon_extra_multiplier,high,15,3.555274965600502,15,True,7,7.89036458791482,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,mass_radius_delta_low,mass_radius_delta,low,15,inf,11,False,7,16.385802197012385,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,mass_radius_delta_high,mass_radius_delta,high,15,inf,13,False,7,inf,5,False
RX J2129.7+0005,RXJ2129,RXJ2129,extent_leak_low,extent_leak,low,15,1.077738999165118,15,True,7,3.1021359853669166,7,True
RX J2129.7+0005,RXJ2129,RXJ2129,extent_leak_high,extent_leak,high,15,0.9741241216339838,15,True,7,1.4001767034018862,7,True
MACS J0329.7-0211,MACS0329,four_cluster,baseline,none,baseline,20,7.466537736041568,20,True,3,23.411881337469463,3,True
MACS J0329.7-0211,MACS0329,four_cluster,universal_q_low,universal_q,low,20,inf,19,False,3,22.76703958914607,3,True
MACS J0329.7-0211,MACS0329,four_cluster,universal_q_high,universal_q,high,20,7.4191438607030875,20,True,3,21.05422914333691,3,True
MACS J0329.7-0211,MACS0329,four_cluster,alpha_low,alpha,low,20,7.674445990918456,20,True,3,22.63157405017674,3,True
MACS J0329.7-0211,MACS0329,four_cluster,alpha_high,alpha,high,20,7.330127897353402,20,True,3,21.26471806256518,3,True
MACS J0329.7-0211,MACS0329,four_cluster,apogee_ratio_low,apogee_ratio,low,20,7.486389296416896,20,True,3,22.181669588986036,3,True
MACS J0329.7-0211,MACS0329,four_cluster,apogee_ratio_high,apogee_ratio,high,20,7.453345161321422,20,True,3,23.333884076540436,3,True
MACS J0329.7-0211,MACS0329,four_cluster,screen_exponent_low,screen_exponent,low,20,7.580903622581265,20,True,3,22.595452706584727,3,True
MACS J0329.7-0211,MACS0329,four_cluster,screen_exponent_high,screen_exponent,high,20,7.415775501703678,20,True,3,21.609692875075506,3,True
MACS J0329.7-0211,MACS0329,four_cluster,screen_scale_low,screen_scale,low,20,7.522696161478548,20,True,3,22.550935639295613,3,True
MACS J0329.7-0211,MACS0329,four_cluster,screen_scale_high,screen_scale,high,20,7.460943841831424,20,True,3,32.369651213412716,3,True
MACS J0329.7-0211,MACS0329,four_cluster,invariant_power_low,invariant_power,low,20,7.439702626902902,20,True,3,23.42571868827193,3,True
MACS J0329.7-0211,MACS0329,four_cluster,invariant_power_high,invariant_power,high,20,7.501733639919136,20,True,3,23.399405624864322,3,True
MACS J0329.7-0211,MACS0329,four_cluster,invariant_scale_low,invariant_scale,low,20,7.516244262091923,20,True,3,20.59655396531279,3,True
MACS J0329.7-0211,MACS0329,four_cluster,invariant_scale_high,invariant_scale,high,20,inf,19,False,3,22.779155305549814,3,True
MACS J0329.7-0211,MACS0329,four_cluster,secondary_path_ratio_power_low,secondary_path_ratio_power,low,20,7.450586538515778,20,True,3,23.438015868143438,3,True
MACS J0329.7-0211,MACS0329,four_cluster,secondary_path_ratio_power_high,secondary_path_ratio_power,high,20,7.488643354268501,20,True,3,23.391535125540482,3,True
MACS J0329.7-0211,MACS0329,four_cluster,photon_extra_multiplier_low,photon_extra_multiplier,low,20,inf,19,False,3,23.043270528644335,3,True
MACS J0329.7-0211,MACS0329,four_cluster,photon_extra_multiplier_high,photon_extra_multiplier,high,20,7.447756796151424,20,True,3,20.648279648051396,3,True
MACS J0329.7-0211,MACS0329,four_cluster,mass_radius_delta_low,mass_radius_delta,low,20,7.690579074236853,20,True,3,19.58499040892234,3,True
MACS J0329.7-0211,MACS0329,four_cluster,mass_radius_delta_high,mass_radius_delta,high,20,inf,18,False,3,23.74344974811816,3,True
MACS J0329.7-0211,MACS0329,four_cluster,extent_leak_low,extent_leak,low,20,7.432113597174791,20,True,3,32.394948097939846,3,True
MACS J0329.7-0211,MACS0329,four_cluster,extent_leak_high,extent_leak,high,20,7.520015464684723,20,True,3,22.409937363281056,3,True
MACS J0429.6-0253,MACS0429,four_cluster,baseline,none,baseline,5,3.8004274286483573,5,True,2,14.774235528237883,2,True
MACS J0429.6-0253,MACS0429,four_cluster,universal_q_low,universal_q,low,5,4.464900683996613,5,True,2,16.176683711350044,2,True
MACS J0429.6-0253,MACS0429,four_cluster,universal_q_high,universal_q,high,5,3.639808023291327,5,True,2,15.109705015707743,2,True
MACS J0429.6-0253,MACS0429,four_cluster,alpha_low,alpha,low,5,3.9888536865920825,5,True,2,16.384147734801832,2,True
MACS J0429.6-0253,MACS0429,four_cluster,alpha_high,alpha,high,5,3.772620849181755,5,True,2,14.784619616068394,2,True
MACS J0429.6-0253,MACS0429,four_cluster,apogee_ratio_low,apogee_ratio,low,5,3.8353400065036363,5,True,2,14.763647931535415,2,True
MACS J0429.6-0253,MACS0429,four_cluster,apogee_ratio_high,apogee_ratio,high,5,3.778238884518656,5,True,2,14.783009510559014,2,True
MACS J0429.6-0253,MACS0429,four_cluster,screen_exponent_low,screen_exponent,low,5,4.041969474988799,5,True,2,16.437082744522552,2,True
MACS J0429.6-0253,MACS0429,four_cluster,screen_exponent_high,screen_exponent,high,5,3.6997230328751574,5,True,2,14.844543719566435,2,True
MACS J0429.6-0253,MACS0429,four_cluster,screen_scale_low,screen_scale,low,5,4.12267186038348,5,True,2,16.49747496233746,2,True
MACS J0429.6-0253,MACS0429,four_cluster,screen_scale_high,screen_scale,high,5,3.639223234485348,5,True,2,14.935219625536558,2,True
MACS J0429.6-0253,MACS0429,four_cluster,invariant_power_low,invariant_power,low,5,3.9158852798812647,5,True,2,14.666384403074142,2,True
MACS J0429.6-0253,MACS0429,four_cluster,invariant_power_high,invariant_power,high,5,3.6819009892926604,5,True,2,14.903777788067204,2,True
MACS J0429.6-0253,MACS0429,four_cluster,invariant_scale_low,invariant_scale,low,5,3.65329072509192,5,True,2,15.517649395925195,2,True
MACS J0429.6-0253,MACS0429,four_cluster,invariant_scale_high,invariant_scale,high,5,4.546064357105609,5,True,2,16.16166803255667,2,True
MACS J0429.6-0253,MACS0429,four_cluster,secondary_path_ratio_power_low,secondary_path_ratio_power,low,5,3.9129876473115983,5,True,2,14.680016831303737,2,True
MACS J0429.6-0253,MACS0429,four_cluster,secondary_path_ratio_power_high,secondary_path_ratio_power,high,5,3.694863863911192,5,True,2,14.882385295800734,2,True
MACS J0429.6-0253,MACS0429,four_cluster,photon_extra_multiplier_low,photon_extra_multiplier,low,5,4.897045175374271,5,True,2,15.971457608429342,2,True
MACS J0429.6-0253,MACS0429,four_cluster,photon_extra_multiplier_high,photon_extra_multiplier,high,5,3.7082626698161287,5,True,2,15.328185838461831,2,True
MACS J0429.6-0253,MACS0429,four_cluster,mass_radius_delta_low,mass_radius_delta,low,5,4.198977593676119,5,True,2,16.229326837180828,2,True
MACS J0429.6-0253,MACS0429,four_cluster,mass_radius_delta_high,mass_radius_delta,high,5,inf,4,False,2,inf,1,False
MACS J0429.6-0253,MACS0429,four_cluster,extent_leak_low,extent_leak,low,5,3.6923519497742854,5,True,2,14.858951498744943,2,True
MACS J0429.6-0253,MACS0429,four_cluster,extent_leak_high,extent_leak,high,5,3.9593519376715913,5,True,2,16.589490054573716,2,True
MACS J1115.9+0129,MACS1115,four_cluster,baseline,none,baseline,4,0.12204976527915881,4,True,2,24.624407921219152,2,True
MACS J1115.9+0129,MACS1115,four_cluster,universal_q_low,universal_q,low,4,3.6785422770484186,4,True,2,27.997801448523294,2,True
MACS J1115.9+0129,MACS1115,four_cluster,universal_q_high,universal_q,high,4,2.7852524923279725,4,True,2,25.14001485028779,2,True
MACS J1115.9+0129,MACS1115,four_cluster,alpha_low,alpha,low,4,1.6022968130665198,4,True,2,25.81366137932747,2,True
MACS J1115.9+0129,MACS1115,four_cluster,alpha_high,alpha,high,4,1.6849085488888842,4,True,2,24.777692407173827,2,True
MACS J1115.9+0129,MACS1115,four_cluster,apogee_ratio_low,apogee_ratio,low,4,0.2670317074558575,4,True,2,24.71456345774701,2,True
MACS J1115.9+0129,MACS1115,four_cluster,apogee_ratio_high,apogee_ratio,high,4,0.19846625892968292,4,True,2,24.58219164993736,2,True
MACS J1115.9+0129,MACS1115,four_cluster,screen_exponent_low,screen_exponent,low,4,1.5045339709618526,4,True,2,25.708190985075557,2,True
