law,radius_kpc,inward_acceleration_km2_s2_kpc,circular_speed_km_s,azimuthal_scatter_fraction,ring_cells
newtonian_3d_map,0.375,38.774230336511394,3.8131793002941485,0.3883149442009276,8
newtonian_3d_map,0.75,53.13597407310598,6.312842509902293,0.26210422577273224,12
newtonian_3d_map,1.125,59.333239115142135,8.1700608323644,0.28332479466214416,16
newtonian_3d_map,1.5,69.21309854560374,10.189192697088696,0.2707040241278823,32
newtonian_3d_map,1.875,79.70071497951844,12.224518010400127,0.25846964375679415,28
newtonian_3d_map,2.25,80.4973828701604,13.45805006150077,0.21773391664069341,40
newtonian_3d_map,2.625,78.87520315158201,14.389142026990447,0.1910906857476211,40
newtonian_3d_map,3.0,76.710771299093,15.170112520916877,0.22678285171162268,48
newtonian_3d_map,3.375,75.07664821581193,15.918030271624856,0.25193799390522426,68
newtonian_3d_map,3.75,74.0393352977113,16.66275809601812,0.2503780600083224,56
newtonian_3d_map,4.125,70.35765927977322,17.036001424309184,0.2339474363733077,72
newtonian_3d_map,4.5,67.69866742099653,17.454054067593706,0.18670176644271347,68
newtonian_3d_map,4.875,64.92985900589964,17.791376075328202,0.2038248934826334,88
newtonian_3d_map,5.25,62.46023226443533,18.108457123352213,0.2545837886889798,88
newtonian_3d_map,5.625,59.043743881911205,18.22418885261428,0.25704052831493973,84
newtonian_3d_map,6.0,55.79488627691654,18.296702371233437,0.2498991841094503,112
newtonian_3d_map,6.375,50.66152337048264,17.971288531622513,0.22084192756293117,112
newtonian_3d_map,6.75,47.12037960512792,17.83430857461577,0.20899941766084915,112
newtonian_3d_map,7.125,44.24789351066856,17.75573826298173,0.2188966685421082,116
newtonian_3d_map,7.5,42.17457873125813,17.785087587201698,0.22157448920509176,112
newtonian_3d_map,7.875,39.49699969582249,17.636294185701317,0.21368626405179306,144
newtonian_3d_map,8.25,36.566090242743954,17.368656957365403,0.18431268448804572,140
newtonian_3d_map,8.625,33.02800662157608,16.877990316121576,0.15273393015808737,144
newtonian_3d_map,9.0,29.736375335452156,16.359320830006038,0.13881384562692675,144
newtonian_3d_map,9.375,26.852702567382796,15.866445303508083,0.12061107042541172,168
newtonian_3d_map,9.75,24.864545463353462,15.57014188335149,0.10360174698520101,164
newtonian_3d_map,10.125,23.010650722922826,15.263775370778804,0.09279173966451323,160
