law,radius_kpc,inward_acceleration_km2_s2_kpc,circular_speed_km_s,azimuthal_scatter_fraction,ring_cells
newtonian_3d_map,10.5,21.410028932829984,14.99350872193413,0.07954812468901758,184
newtonian_3d_map,10.875,20.05373514742029,14.767679903363144,0.06835915572196,172
newtonian_3d_map,11.25,18.771337559934384,14.531949199927098,0.09066038002108837,200
newtonian_3d_map,11.625,17.73582587167859,14.35893365672617,0.12592752178828318,192
QUMOND_3d_map,0.375,243.54919116980415,9.556722591384379,0.3080148538752292,8
QUMOND_3d_map,0.75,313.7626218940579,15.340207509044438,0.21927199494750516,12
QUMOND_3d_map,1.125,340.26880204436907,19.565336754063683,0.25248456719315293,16
QUMOND_3d_map,1.5,390.1664376046791,24.19193370541137,0.24958921700184403,32
QUMOND_3d_map,1.875,448.93627323587543,29.013023150255584,0.2251527015431245,28
QUMOND_3d_map,2.25,466.66536568271005,32.4036583241167,0.20165654158487123,40
QUMOND_3d_map,2.625,476.3119964980213,35.359849982816755,0.18044394832450308,40
QUMOND_3d_map,3.0,482.7888560033604,38.05741147280095,0.20564888790186525,48
QUMOND_3d_map,3.375,492.3140958074702,40.762238326056284,0.21756357164068027,68
QUMOND_3d_map,3.75,503.11884290461745,43.43611010314247,0.2070933302581429,56
QUMOND_3d_map,4.125,497.45612705614377,45.29907862315296,0.1856225561569956,72
QUMOND_3d_map,4.5,495.4616767785405,47.21840261490674,0.14081359345344488,68
QUMOND_3d_map,4.875,491.6919701862748,48.95914985636587,0.14227022480969514,88
QUMOND_3d_map,5.25,489.25547377316394,50.68127107037777,0.16768175033279298,88
QUMOND_3d_map,5.625,481.7237066196254,52.054738974807975,0.1667049488291123,84
QUMOND_3d_map,6.0,475.00550182867573,53.3857004353418,0.1629623710434258,112
QUMOND_3d_map,6.375,456.2946248413696,53.93401740426659,0.14844623783816885,112
QUMOND_3d_map,6.75,444.76344820481324,54.79190884959648,0.14544830246322937,112
QUMOND_3d_map,7.125,434.9261543658292,55.66730503497123,0.15487621591495115,116
QUMOND_3d_map,7.5,429.42377170507217,56.75102014755366,0.15802941959259045,112
QUMOND_3d_map,7.875,418.1680875320242,57.38530900251989,0.15274923788076397,144
QUMOND_3d_map,8.25,405.3236517762323,57.826638560043556,0.13083458732240164,140
QUMOND_3d_map,8.625,385.2043897303254,57.64015840908191,0.10956151388193422,144
QUMOND_3d_map,9.0,364.8133991449688,57.30026694793593,0.1002070280123697,144
QUMOND_3d_map,9.375,346.21336784576073,56.971486934729086,0.08878675027021103,168
QUMOND_3d_map,9.75,333.7228134989385,57.04206721021469,0.0753807332011586,164
QUMOND_3d_map,10.125,321.3291250804039,57.03908652353305,0.06646331079818094,160
QUMOND_3d_map,10.5,310.0758129068656,57.05958320494542,0.05693587982743774,184
QUMOND_3d_map,10.875,300.73914165727274,57.188619195805394,0.051000876902891984,172
QUMOND_3d_map,11.25,290.6236060697553,57.17967793092881,0.06894099963379949,200
QUMOND_3d_map,11.625,282.67884884961956,57.32487782696817,0.08856357458277374,192
AQUAL_3d_map,0.375,278.40591144476133,10.217740297726571,0.2712396558700645,8
AQUAL_3d_map,0.75,333.21104712862626,15.808487762795963,0.23881456956537167,12
AQUAL_3d_map,1.125,360.02763552038493,20.125384218951773,0.2644701601000448,16
AQUAL_3d_map,1.5,421.43544639711075,25.14265637508627,0.25169501950153494,32
AQUAL_3d_map,1.875,479.07064948684473,29.970943725345617,0.21623721537099413,28
AQUAL_3d_map,2.25,489.2679240971691,33.17910229675647,0.20230848710948673,40
AQUAL_3d_map,2.625,495.20929852799543,36.05446447578979,0.18343870918447164,40
AQUAL_3d_map,3.0,498.0388020821756,38.65380196366881,0.21157493693936155,48
AQUAL_3d_map,3.375,506.1909434674038,41.33272836630178,0.21707874614978503,68
AQUAL_3d_map,3.75,517.0931395659306,44.03520493164804,0.19844036663298242,56
AQUAL_3d_map,4.125,510.72862993352686,45.899407386978304,0.1708873989409049,72
AQUAL_3d_map,4.5,507.6496756854803,47.79564353144187,0.13271375980316463,68
AQUAL_3d_map,4.875,501.4705290962066,49.44359239925844,0.1461890371445938,88
AQUAL_3d_map,5.25,496.26809618483384,51.04319254288839,0.17071298124909642,88
AQUAL_3d_map,5.625,486.97564785470536,52.33773035949035,0.16525128412969878,84
AQUAL_3d_map,6.0,478.17295352027224,53.563399081104194,0.15970216627477965,112
AQUAL_3d_map,6.375,457.83445178234575,54.02494451743985,0.14400101763568365,112
AQUAL_3d_map,6.75,445.38611923278904,54.830249906610184,0.14020570007876446,112
AQUAL_3d_map,7.125,434.14251574312874,55.61713247435355,0.1487830235210598,116
AQUAL_3d_map,7.5,427.48182974896037,56.62255489747176,0.15070292383567546,112
AQUAL_3d_map,7.875,415.6882428673592,57.21490114105288,0.14515655581039127,144
AQUAL_3d_map,8.25,402.29962634783783,57.610519155529765,0.12343444900550098,140
AQUAL_3d_map,8.625,382.43316394103454,57.43244761449248,0.10294385161389993,144
AQUAL_3d_map,9.0,362.2771374832358,57.10073762526297,0.0949431614341742,144
AQUAL_3d_map,9.375,344.1428412954175,56.80087267942755,0.08455869108776311,168
AQUAL_3d_map,9.75,331.85039766229085,56.88181939079776,0.07182675692088845,164
AQUAL_3d_map,10.125,319.64054263671835,56.889019100321754,0.06307422421717669,160
AQUAL_3d_map,10.5,308.29748853761083,56.89572593477399,0.053967674474465675,184
AQUAL_3d_map,10.875,299.1362557718392,57.03601302263993,0.04834049564947439,172
AQUAL_3d_map,11.25,289.0946561400314,57.02907049545305,0.06478462340299566,200
AQUAL_3d_map,11.625,281.0644214821984,57.16094733059063,0.08073877964445342,192
algebraic_simple_mond,0.375,398.7940051303073,12.228971826112987,0.3883149442009276,8
algebraic_simple_mond,0.75,470.9309452755625,18.79356828696115,0.26210422577273224,12
algebraic_simple_mond,1.125,499.3260740551407,23.70109350456289,0.28332479466214416,16
algebraic_simple_mond,1.5,542.0321901613797,28.514001564881585,0.2707040241278823,32
algebraic_simple_mond,1.875,584.5566106744336,33.106549880870446,0.25846964375679415,28
algebraic_simple_mond,2.25,587.685190700602,36.363328767817094,0.21773391664069341,40
algebraic_simple_mond,2.625,581.3005544303521,39.06294862628363,0.1910906857476211,40
algebraic_simple_mond,3.0,572.6930918387867,41.44971984846653,0.22678285171162268,48
algebraic_simple_mond,3.375,566.1250455351476,43.71123458198273,0.25193799390522426,68
algebraic_simple_mond,3.75,561.9237314799251,45.90440058479927,0.2503780600083224,56
algebraic_simple_mond,4.125,546.8025315050759,47.49274094489007,0.2339474363733077,72
algebraic_simple_mond,4.5,535.667318410686,49.096872943682335,0.18670176644271347,68
algebraic_simple_mond,4.875,523.8681284760946,50.53570150221486,0.2038248934826334,88
algebraic_simple_mond,5.25,513.1573785111423,51.90449149335245,0.2545837886889798,88
algebraic_simple_mond,5.625,498.02959766674616,52.928409071834444,0.25704052831493973,84
algebraic_simple_mond,6.0,483.2833267420848,53.84886220202344,0.2498991841094503,112
algebraic_simple_mond,6.375,459.1876502300116,54.10472502671392,0.22084192756293117,112
algebraic_simple_mond,6.75,441.9296930900433,54.617080005780174,0.20899941766084915,112
algebraic_simple_mond,7.125,427.501731822545,55.190124472007064,0.2188966685421082,116
algebraic_simple_mond,7.5,416.82616319450887,55.91239776613785,0.22157448920509176,112
algebraic_simple_mond,7.875,402.68454021515,56.31288266635181,0.21368626405179306,144
algebraic_simple_mond,8.25,386.7008345884746,56.48258037089768,0.18431268448804572,140
algebraic_simple_mond,8.625,366.61291475086,56.23198724681681,0.15273393015808737,144
algebraic_simple_mond,9.0,347.02673874528415,55.88596110569771,0.13881384562692675,144
algebraic_simple_mond,9.375,329.03814711069094,55.54036936465878,0.12061107042541172,168
algebraic_simple_mond,9.75,316.11520935790855,55.51687393252261,0.10360174698520101,164
algebraic_simple_mond,10.125,303.6294622947252,55.445904318841194,0.09279173966451323,160
algebraic_simple_mond,10.5,292.4707555960952,55.416089123638095,0.07954812468901758,184
algebraic_simple_mond,10.875,282.7094141750242,55.447857299929886,0.06835915572196,172
algebraic_simple_mond,11.25,273.19401842716906,55.43854892857182,0.09066038002108837,200
algebraic_simple_mond,11.625,265.2876629622375,55.53349513524258,0.12592752178828318,192
