grid_points,total_mass,cluster_to_galaxy_response_ratio
65,0.3,3.131810414068882
65,1.0,26.455784579536633
65,3.0,8.978878124616749
81,0.3,3.131554469720227
81,1.0,26.428604470216655
81,3.0,9.144915302298422
