model,radius_kpc,gbar_m_s2,route_acceleration_m_s2,effective_acceleration_m_s2,potential_depth_chi,potential_gate,potential_amplitude_fraction,route_fraction,R50_kpc,R80_kpc,concentration_R50_over_R80
strict_route_RAR,0.10819022754206609,3.2537701972464856e-10,6.116214998563525e-08,6.116214999522409e-08,8.611761595394083e-06,0.999818217089912,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.10861690808398168,3.2498758396344423e-10,6.09221175986375e-08,6.092211760862177e-08,8.611713959024525e-06,0.9998182130684242,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.10904527136831296,3.2459861430833497e-10,6.068302785566239e-08,6.06830278660575e-08,8.611666192026341e-06,0.9998182090357971,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.1094753240314583,3.242101102014499e-10,6.044487705404627e-08,6.044487706486818e-08,8.611618294041323e-06,0.9998182049919995,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.10990707273598861,3.238220710855858e-10,6.020766150567038e-08,6.020766151693564e-08,8.611570264710278e-06,0.9998182009369999,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11034052417075073,3.234344964042063e-10,5.997137753690353e-08,5.997137754862928e-08,8.611522103673029e-06,0.9998181968707672,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11077568505097089,3.2304738560144123e-10,5.973602148854536e-08,5.973602150074937e-08,8.611473810568406e-06,0.99981819279327,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11121256211835893,3.226607381220856e-10,5.950158971576952e-08,5.950158972847021e-08,8.61142538503426e-06,0.9998181887044767,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.1116511621412125,3.222745534115991e-10,5.926807858806737e-08,5.92680786012838e-08,8.61137682670744e-06,0.9998181846043557,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11209149191452215,3.2188883091610493e-10,5.90354844891915e-08,5.9035484502943436e-08,8.611328135223797e-06,0.9998181804928752,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11253355826007651,3.2150357008238937e-10,5.8803803817099916e-08,5.880380383140783e-08,8.611279310218193e-06,0.9998181763700036,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11297736802656795,3.211187703579008e-10,5.8573032983900066e-08,5.8573032998785155e-08,8.611230351324483e-06,0.9998181722357089,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.1138702453522874,3.203505520297039e-10,5.8114206553020214e-08,5.811420656912632e-08,8.61113203040314e-06,0.9998181639327222,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11431932674437602,3.199671323241958e-10,5.7886143849803713e-08,5.7886143866555246e-08,8.611082667638188e-06,0.9998181597639659,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11477017922333721,3.195841715243136e-10,5.765897677429593e-08,5.7658976791717275e-08,8.611033169510483e-06,0.9998181555836583,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11567722540866857,3.188196244450726e-10,5.720731544832915e-08,5.720731546716674e-08,8.61093376568103e-06,0.9998181471882588,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11613343316740973,3.1843803706917945e-10,5.698281420332523e-08,5.698281422291107e-08,8.610883859233841e-06,0.9998181429731021,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11705125335604034,3.176762319084318e-10,5.6536453165827637e-08,5.653645318699496e-08,8.610783635403262e-06,0.9998181345077117,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11751288000521655,3.1729601303097546e-10,5.631458646089354e-08,5.631458648289609e-08,8.610733317268283e-06,0.9998181302574125,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11844160217204888,3.165369399552953e-10,5.5873463499258986e-08,5.587346352302618e-08,8.610632266672233e-06,0.9998181217214416,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.11937766417144363,3.157796828240663e-10,5.5435798386623526e-08,5.5435798412288327e-08,8.610530661113691e-06,0.9998181131380868,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.12032112401121411,3.1502423729297114e-10,5.500156401193883e-08,5.500156403964353e-08,8.610428497544852e-06,0.9998181045070824,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.12079564637393894,3.1464719252271717e-10,5.478572493729748e-08,5.478572496607857e-08,8.610377205549553e-06,0.999818100173628,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.12175031274276028,3.1389445626895584e-10,5.435658630087829e-08,5.435658633193153e-08,8.61027419921397e-06,0.9998180914706475,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.122712523985119,3.1314352079995027e-10,5.3930811551168625e-08,5.3930811584662365e-08,8.610170627175121e-06,0.999818082719346,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.12417011805216557,3.120204846468173e-10,5.329839907700664e-08,5.3298399114502354e-08,8.610014201622433e-06,0.9998180695011984,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.1251514533839872,3.112740323145186e-10,5.288091910846297e-08,5.288091914887243e-08,8.609909201695814e-06,0.999818060627905,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.12614054435821773,3.105293657338349e-10,5.2466711617802723e-08,5.246671166133821e-08,8.609803625117273e-06,0.9998180517053346,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.12713745226887885,3.0978648063267996e-10,5.2055750947463407e-08,5.205575099435156e-08,8.609697468719878e-06,0.9998180427332107,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.12864760616440962,3.086754839350201e-10,5.144534209884008e-08,5.144534215121584e-08,8.609537139992953e-06,0.9998180291815029,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.12966432776590128,3.0793703390931893e-10,5.1042387543829115e-08,5.104238760019301e-08,8.609429520078733e-06,0.9998180200842742,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.13120449619143282,3.068326699388135e-10,5.044387032631003e-08,5.044387038919506e-08,8.609266980992422e-06,0.9998180063435905,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.13276295892211268,3.0573226658247607e-10,4.985237657150672e-08,4.985237664161727e-08,8.609103101090221e-06,0.9998179924882444,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.13381220478247915,3.050008576696677e-10,4.9461908575385544e-08,4.9461908650738925e-08,8.608993097466071e-06,0.9998179831871682,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.13540164218833853,3.03907023797504e-10,4.8881937874950674e-08,4.8881937958863045e-08,8.608826958246485e-06,0.9998179691385635,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.13700995912219946,3.0281711277509567e-10,4.830877294782708e-08,4.830877304120496e-08,8.608659448512826e-06,0.999817954972697,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.13918413783669575,3.01369975980392e-10,4.7555001870205276e-08,4.755500197776827e-08,8.608433950736486e-06,0.9998179359007552,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.14083738370720172,3.0028916364989835e-10,4.6997408045687275e-08,4.699740816518936e-08,8.608263199009004e-06,0.9998179214574126,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.14251026703029981,2.992122274696083e-10,4.644635734698138e-08,4.6446357479656285e-08,8.608091038717995e-06,0.999817906893474,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.14477172883321965,2.977823181100335e-10,4.5721668667959387e-08,4.57216688203216e-08,8.6078592804676e-06,0.9998178872855334,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.1470690772399094,2.963592421636314e-10,4.500829622901242e-08,4.5008296403771954e-08,8.60762496962834e-06,0.9998178674589479,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.1488159813656603,2.9529639998054993e-10,4.448058675176001e-08,4.448058694530041e-08,8.60744754446158e-06,0.9998178524440393,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.15117750706156624,2.938852040219095e-10,4.3786594089907865e-08,4.3786594311434834e-08,8.60720869875574e-06,0.9998178322288692,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.15418218217088736,2.921306890201168e-10,4.293432261055146e-08,4.293432287238393e-08,8.606906438883178e-06,0.9998178066424982,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.15662886284124322,2.907346217203895e-10,4.2264475022517844e-08,4.2264475321419605e-08,8.606661633432334e-06,0.9998177859163656,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.1591143693098749,2.8934522610555746e-10,4.160508710395115e-08,4.160508744477412e-08,8.606414131690563e-06,0.9998177649589591,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.16227679071960233,2.8761781508604433e-10,4.079531247486336e-08,4.079531287579999e-08,8.606100917581634e-06,0.999817738432987,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.16550206571833037,2.859007168298365e-10,4.000131251334096e-08,4.000131298415349e-08,8.605783385371019e-06,0.9998177115363904,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.16879144353035225,2.841938697690235e-10,3.922277984173273e-08,3.9222780393623684e-08,8.605461475527552e-06,0.9998176842639218,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.17214619820847707,2.8249721270325833e-10,3.84594130722922e-08,3.845941371809368e-08,8.605135127699337e-06,0.9998176566102575,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.17556762912750015,2.80810684797569e-10,3.77109166904487e-08,3.7710917444833146e-08,8.60480428070245e-06,0.9998176285699963,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.17976322659836985,2.788001366832023e-10,3.683194236638941e-08,3.683194327338003e-08,8.604401238008841e-06,0.9998175944036545,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.18405908764416534,2.768039836896021e-10,3.5973474463972315e-08,3.597347555178241e-08,8.603991518336596e-06,0.9998175596630977,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.18845760829656671,2.7482212275059326e-10,3.513503443263016e-08,3.5135035734165726e-08,8.603575011072017e-06,0.999817524338537,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.19296124184601232,2.7285445153793707e-10,3.431615489052893e-08,3.4316156444074365e-08,8.603151603768929e-06,0.9998174884200118,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.19835168649489573,2.7057663386194657e-10,3.338490932036734e-08,3.338491122456152e-08,8.602648755094803e-06,0.9998174457508292,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.20309176209047358,2.6863935949720866e-10,3.2606859078636574e-08,3.260686134004017e-08,8.602210003036758e-06,0.9998174085103737,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.20876520662119716,2.6639672985316044e-10,3.172204501463793e-08,3.172204777032617e-08,8.6016889305634e-06,0.9998173642703797,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.21544346900318834,2.6385663995690594e-10,3.0740221117463634e-08,3.0740224558654355e-08,8.601081059011875e-06,0.9998173126440554,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.22146196309824548,2.616539369589021e-10,2.9906111739500185e-08,2.9906115905458676e-08,8.600538136885526e-06,0.9998172665184422,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.22854638641349906,2.591590695408566e-10,2.8980551191825572e-08,2.8980556355857418e-08,8.599904776015064e-06,0.9998172126909319,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.23585743579585491,2.5668799065626856e-10,2.8083667000798833e-08,2.8083673377440717e-08,8.599257386620167e-06,0.9998171576506953,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.2443622909214386,2.5393617930507827e-10,2.7107843948930058e-08,2.7107851996797858e-08,8.59851191792756e-06,0.9998170942462175,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.25317382520879267,2.5121386861612454e-10,2.6165966473404474e-08,2.6165976582785475e-08,8.597747848091179e-06,0.9998170292311328,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.26230309729523366,2.485207423289661e-10,2.525685330757731e-08,2.5256865947928596e-08,8.596964712970064e-06,0.9998169625637964,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.2728333376486768,2.4556222798372206e-10,2.4283769447543387e-08,2.42837855637133e-08,8.596071623306478e-06,0.999816886499106,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.28267151808297897,2.429296898401902e-10,2.3440129381031225e-08,2.3440149341467467e-08,8.595246662554682e-06,0.9998168162018682,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.2951790088127169,2.3975043889369853e-10,2.244876262175227e-08,2.2448788393611982e-08,8.594210371305577e-06,0.9998167278487564,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.30702906297578497,2.3689633059634497e-10,2.1583998543507762e-08,2.1584030874517902e-08,8.593240813107338e-06,0.9998166451370021,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.32187875118212356,2.335162142344697e-10,2.0590198065658568e-08,2.0590240217678013e-08,8.592041746430397e-06,0.9998165427816377,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.33612106156349075,2.304601586094266e-10,1.9719518448733795e-08,1.9719571860035594e-08,8.590907444861492e-06,0.9998164458890451,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.3523778058450413,2.2717187570983445e-10,1.8811681293066006e-08,1.8811749972423545e-08,8.589630426635392e-06,0.9998163367289761,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.3694208196135629,2.2393051113440293e-10,1.794569940315583e-08,1.794578710164053e-08,8.588310746669458e-06,0.9998162238369002,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.3888155180308088,2.2047120266485564e-10,1.705254790922918e-08,1.705266132436672e-08,8.586831296651576e-06,0.9998160971741539,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.4108423584908843,2.168055338893883e-10,1.614041749337742e-08,1.614056580012936e-08,8.585178025401188e-06,0.9998159555006245,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.43411704446677357,2.1320081242771532e-10,1.527715461367614e-08,1.527734684993664e-08,8.58346013983935e-06,0.9998158081455677,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.45871026782343866,2.0965602493812847e-10,1.4460139880084682e-08,1.446038693761824e-08,8.581675114664037e-06,0.9998156548752276,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.48660827179803606,2.0592341490998324e-10,1.3633274570506894e-08,1.3633594858055737e-08,8.579685100043286e-06,0.9998154838156005,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.5182387874545418,2.0201518164285483e-10,1.2803426530716345e-08,1.2803844713312309e-08,8.57747035746814e-06,0.9998152932052577,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.551925350200012,1.9818112297737122e-10,1.2024185186744224e-08,1.2024725637470064e-08,8.575156418188506e-06,0.9998150937946568,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.5901197787852058,1.9418713482967445e-10,1.124824054077765e-08,1.1248942646159934e-08,8.572584194543838e-06,0.9998148718097236,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.6334457136035853,1.9004590456811927e-10,1.0481270937036243e-08,1.0482186364090115e-08,8.569726934920242e-06,0.9998146248353199,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.6799525901483218,1.859929900855381e-10,9.766709199705443e-09,9.767888895883201e-09,8.566725306034187e-06,0.9998143649382907,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.7327524259667685,1.8180864490626883e-10,9.06534984699905e-09,9.066872941445142e-09,8.563392231298667e-06,0.9998140758090551,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.7896522868499727,1.7771843631016449e-10,8.414474272811949e-09,8.416417080072342e-09,8.559881143919906e-06,0.9998137706290275,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.8576958985908941,1.7330465234156429e-10,7.749449216124188e-09,7.75195752962171e-09,8.555781897113642e-06,0.999813413534171,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,0.9316027658125522,1.690004883388267e-10,7.1371200075195266e-09,7.140314549237826e-09,8.551440002870856e-06,0.9998130343679325,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,1.0158687640550066,1.6460597287230542e-10,6.547602866779016e-09,6.551661200754675e-09,8.546615436527332e-06,0.9998126119209368,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,1.1121256211835893,1.60133837956525e-10,5.983437803177653e-09,5.9885739692178414e-09,8.541250943820633e-06,0.9998121407953809,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,1.2175031274276025,1.5578320525816688e-10,5.468033318162262e-09,5.474441119904613e-09,8.535537704438709e-06,0.9998116374127682,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,1.3433993325989002,1.511882160189747e-10,4.9582021468101645e-09,4.96622649426458e-09,8.528905610391389e-06,0.9998110509553709,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,1.488159813656603,1.4655314476389298e-10,4.478515182603712e-09,4.488491196366801e-09,8.521509252241142e-06,0.9998103942219189,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,1.6485192282313534,1.4206017377366915e-10,4.045409320656884e-09,4.057618277950449e-09,8.513567074965877e-06,0.9998096858446993,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,1.8405908764416534,1.3737551252083103e-10,3.6258966687576028e-09,3.6408222153574863e-09,8.5043572823209e-06,0.9998088602596223,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,2.0631457734460286,1.3268633614090884e-10,3.237401650369203e-09,3.255467487681703e-09,8.494044106255578e-06,0.999807930445028,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,2.3126108778270607,1.2815722012923229e-10,2.890724233084897e-09,2.912235657814444e-09,8.482878509018644e-06,0.9998069173953655,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,2.612726902465122,1.2348657335695693e-10,2.5612912078061567e-09,2.5867790600670885e-09,8.469920426053725e-06,0.9998057333272173,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,2.975118534222253,1.187014939922468e-10,2.251976187297981e-09,2.281963164673317e-09,8.454862409240045e-06,0.9998043459499157,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,3.387774774440254,1.1410183547050061e-10,1.9802346067804525e-09,2.0149113991977027e-09,8.438380235805542e-06,0.9998028131312134,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,3.8881551803080874,1.0941802230755392e-10,1.7279939195475831e-09,1.7677489229698813e-09,8.419192530805098e-06,0.9998010097459099,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,4.480041647123619,1.0480089299467925e-10,1.5022584160785019e-09,1.5472298248605061e-09,8.397441138593653e-06,0.9997989404071771,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,5.182387874545416,1.0025845273345518e-10,1.3011782503922287e-09,1.3513767420614018e-09,8.37273496900055e-06,0.9997965572302058,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,6.0422206554322395,9.568344366520397e-11,1.1185377329743392e-09,1.1739658754259978e-09,8.343836016843428e-06,0.9997937246343562,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,7.1003875084685,9.109874229268864e-11,9.543606685258338e-10,1.014844964892172e-09,8.309936398129766e-06,0.9997903387665685,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,8.343869852731974,8.673371828409316e-11,8.145301711417809e-10,8.795069613599971e-10,8.272008753993757e-06,0.999786467830345,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,9.92158817933894,8.228169428646971e-11,6.874355139260984e-10,7.565156869770793e-10,8.226278430018943e-06,0.999781680988651,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
strict_route_RAR,11.844160217204895,7.796476583689702e-11,5.782019067833351e-10,6.506522550182716e-10,8.173446098982349e-06,0.9997759825301813,0.0,0.739740255697755,355.55892554848015,504.64375503118424,0.704574111942609
