component_id,R80_kpc,route_length_kpc,route_width_kpc,route_map_normalization_error,contrast_mode,maximum_carrier_weighted_annular_mean_error,minimum_light_weight,maximum_light_weight,empty_annuli,contrast_strength,minimum_light_weight_after_strength,maximum_light_weight_after_strength,grid_spacing_arcsec,carrier_convergence_minimum,carrier_convergence_maximum,maximum_annular_convergence_mean_fraction,delta_convergence_minimum,delta_convergence_maximum,raw_correction_RMS_arcsec,raw_correction_maximum_arcsec,maximum_independent_circular_mean_deflection_arcsec,normalized_curl_RMS,maximum_edge_correction_arcsec,maximum_edge_delta_convergence,mean_alignment_with_members,mean_alignment_with_stars,mean_alignment_with_gas
members,184.29674534678944,46.07418633669736,92.14837267339472,0.0,hard,4.058489035612256e-16,0.0,1261.2689009812923,22.0,1.0,0.0,1261.2689009812923,1.0,0.03504542365560314,1.9208099606909128,3.150804286576137e-16,-0.1426869466614042,33.429617682377085,6.176331730148361,29.45452231246814,0.0005387343432795566,2.4090142553343128e-17,6.287698395148526,0.0,1.0000000000000002,0.9827787863225033,0.8318779730277291
stars,184.29674534678944,46.07418633669736,92.14837267339472,2.220446049250313e-16,hard,2.6712736096777727e-16,0.0,241.47416500075468,23.0,1.0,0.0,241.47416500075468,1.0,0.03504542365560314,1.9208099606909128,3.0940521078208164e-16,-0.14735689842370728,7.11247515840569,5.945377222208664,30.773978880840666,0.00015463523297415405,2.4704615281659314e-17,6.098477430108371,0.0,0.9827787863225033,1.0,0.7754306026066676
gas,184.29674534678944,46.07418633669736,92.14837267339472,0.0,hard,3.940120841713591e-16,0.0,201.10102665559842,23.0,1.0,0.0,201.10102665559842,1.0,0.03504542365560314,1.9208099606909128,1.9045881370537484e-16,-0.14780308821985713,6.2146906325749205,6.526532631077605,32.15179344839364,0.00015478394840939824,2.171177328675249e-17,7.046223628196916,0.0,0.8318779730277291,0.7754306026066676,1.0
stars_gas_050,184.29674534678944,46.07418633669736,92.14837267339472,0.0,hard,4.72814501005631e-16,0.0,1261.2689009812923,22.0,1.0,0.0,1261.2689009812923,1.0,0.03504542365560314,1.9208099606909128,3.150804286576137e-16,-0.14176439705934626,33.429617682377085,6.136771480130544,30.240704462362835,0.00048225790308853433,2.5014559031609104e-17,6.316982550249129,0.0,0.9659030537364591,0.9333873210902437,0.9333873210902436
members_all_050,184.29674534678944,46.07418633669736,92.14837267339472,4.440892098500626e-16,hard,3.5597376488408183e-16,0.0,1261.2689009812923,22.0,1.0,0.0,1261.2689009812923,1.0,0.03504542365560314,1.9208099606909128,3.150804286576137e-16,-0.14301201741597824,33.429617682377085,6.083309811784782,30.329548832251284,0.00048294087081046655,2.8109761884967925e-17,6.219544193603989,0.0,0.9913462480505579,0.9656977746023675,0.8878547283873949
