model,radius_kpc,gbar_m_s2,effective_acceleration_m_s2,potential_depth_chi,potential_gate,amplitude_fraction,concentration_r50_over_r80,r50_kpc,r80_kpc,source_gbar_at_r80_m_s2,shape_gate,source_acceleration_gate
fixed_RAR,0.1,3.3326448229658797e-10,4.1088376015066783e-10,8.612687433832924e-06,0.9998182952276105,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10039437992839943,3.328656062252066e-10,4.1048740577751634e-10,8.61264233630088e-06,0.9998182914225008,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10079031521207812,3.3246720755879565e-10,4.1009149392807274e-10,8.612597115102223e-06,0.9998182876068568,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10118781198504509,3.320692857259609e-10,4.0969602405439056e-10,8.612551769897828e-06,0.9998182837806489,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10158687640550067,3.3167184015599187e-10,4.093009956092366e-10,8.61250630034765e-06,0.9998182799438476,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10198751465593191,3.312748702788613e-10,4.0890640804608945e-10,8.612460706110709e-06,0.9998182760964235,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10238973294320834,3.3087837552522417e-10,4.085122608191392e-10,8.612414986845085e-06,0.9998182722383466,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10279353749867814,3.304823553264167e-10,4.081185533832858e-10,8.612369142207927e-06,0.9998182683695873,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10319893457826468,3.30086809114456e-10,4.077252851941389e-10,8.61232317185544e-06,0.9998182644901158,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10360593046256342,3.296917363220388e-10,4.0733245570801657e-10,8.612277075442883e-06,0.999818260599902,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10401453145693929,3.2929713638254083e-10,4.0694006438194427e-10,8.612230852624578e-06,0.9998182566989159,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10442474389162416,3.2890300873001615e-10,4.065481106736541e-10,8.612184503053896e-06,0.9998182527871274,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10483657412181525,3.285093527991961e-10,4.061565940415841e-10,8.61213802638325e-06,0.9998182488645064,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10525002852777329,3.281161680254884e-10,4.057655139448767e-10,8.612091422264112e-06,0.9998182449310224,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10566511351492151,3.277234538449768e-10,4.0537486984337847e-10,8.61204469034699e-06,0.9998182409866453,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10608183551394486,3.273312096944199e-10,4.04984661197639e-10,8.611997830281436e-06,0.9998182370313444,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10650020098088955,3.269394350112503e-10,4.045948874689098e-10,8.611950841716042e-06,0.9998182330650892,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10692021639726325,3.2654812923357406e-10,4.042055481191436e-10,8.611903724298432e-06,0.9998182290878492,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.1073418882701353,3.261572918001697e-10,4.0381664261099336e-10,8.61185647767527e-06,0.9998182250995935,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10776522313223767,3.257669221504875e-10,4.034281704078115e-10,8.611809101492246e-06,0.9998182211002914,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10819022754206609,3.2537701972464856e-10,4.0304013097364876e-10,8.611761595394083e-06,0.999818217089912,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10861690808398168,3.2498758396344423e-10,4.026525237732534e-10,8.611713959024525e-06,0.9998182130684242,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10904527136831296,3.2459861430833497e-10,4.022653482720705e-10,8.611666192026341e-06,0.9998182090357971,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.1094753240314583,3.242101102014499e-10,4.0187860393624067e-10,8.611618294041323e-06,0.9998182049919995,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.10990707273598861,3.238220710855858e-10,4.0149229023259956e-10,8.611570264710278e-06,0.9998182009369999,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11034052417075073,3.234344964042063e-10,4.0110640662867663e-10,8.611522103673029e-06,0.9998181968707672,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11077568505097089,3.2304738560144123e-10,4.007209525926945e-10,8.611473810568406e-06,0.99981819279327,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11121256211835893,3.226607381220856e-10,4.0033592759356776e-10,8.61142538503426e-06,0.9998181887044767,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.1116511621412125,3.222745534115991e-10,3.9995133110090257e-10,8.61137682670744e-06,0.9998181846043557,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11209149191452215,3.2188883091610493e-10,3.9956716258499505e-10,8.611328135223797e-06,0.9998181804928752,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11253355826007651,3.2150357008238937e-10,3.9918342151683117e-10,8.611279310218193e-06,0.9998181763700036,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11297736802656795,3.211187703579008e-10,3.988001073680853e-10,8.611230351324483e-06,0.9998181722357089,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.1134229280896987,3.207344311907489e-10,3.984172196111194e-10,8.611181258175516e-06,0.999818168089959,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.1138702453522874,3.203505520297039e-10,3.9803475771898254e-10,8.61113203040314e-06,0.9998181639327222,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11431932674437602,3.199671323241958e-10,3.976527211654094e-10,8.611082667638188e-06,0.9998181597639659,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11477017922333721,3.195841715243136e-10,3.972711094248199e-10,8.611033169510483e-06,0.9998181555836583,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
fixed_RAR,0.11522280977398211,3.192016690808043e-10,3.9688992197231784e-10,8.610983535648834e-06,0.9998181513917667,0.0,0.704574111942609,355.55892554848015,504.64375503118424,1.5686153584660897e-11,0.7399562389719418,0.9997081134494022
