model,training_RMS_arcsec,heldout_RMS_arcsec,training_roots_converged,heldout_roots_converged,heldout_all_roots_converged,maximum_heldout_residual_arcsec,heldout_reduced_chi2,optimizer_success,optimizer_cost,any_geometry_near_bound
fixed_RAR,inf,inf,11,3,False,18.926612432641832,inf,True,2934.3555823078004,True
P0599_potential_shape,0.49524262462844243,1.8086634342147614,15,7,True,2.8511058027782683,42.458908506670795,True,48.15754179125845,False
