system_label,variant_id,source_family,image_id,observed_x_arcsec,observed_y_arcsec,assigned,assigned_root_index,assigned_root_x_arcsec,assigned_root_y_arcsec,assigned_distance_arcsec,assigned_signed_magnification
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,1,1a,-5.748113029341908,4.227443603999998,True,0.0,-4.962632088329487,2.417997372417317,1.9725810436285047,26.86346201415226
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,1,1b,-4.783674198960802,-0.969769187999997,False,,,,,
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,1,1c,0.456839445991538,-8.935221672000038,False,,,,,
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,2,2a,-6.776271782658472,11.277998675999983,True,0.0,-5.4419806424016475,7.547935499576952,3.9615280065998433,4.585222973630185
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,2,2b,-0.7772390574582798,-4.156659036000021,False,,,,,
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,2,2c,0.24443970348725166,-5.292556488000027,False,,,,,
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,3,3a,-2.0174375536347493,8.154932903999962,True,2.0,-0.9092393947615003,9.650835165217014,1.861673100854269,5.418211418212009
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,3,3b,2.98907637506174,5.134105511999998,True,0.0,1.8650082521613367,4.696541319582445,1.2062303127541034,-10.000136353817556
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,3,3c,1.5634781039797112,3.965703875999982,True,1.0,3.1308810655509904,0.6424115105169763,3.6743739861941176,8.386746910088853
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,3,3d,7.381071049134713,-15.531179832000019,False,,,,,
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,4,4a,-3.4189158540684597,10.495438775999993,True,0.0,-2.2648829803656976,10.455584546581639,1.1547208464339709,3.885095402874712
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,4,4b,3.486595771864287,3.41780230799999,True,1.0,1.8509577329590723,2.7521214863798917,1.7659113088109792,-21.095468147946853
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,4,4c,6.864471675477358,-13.912761239999998,True,2.0,2.245775808858107,1.216549283175477,15.81860892793655,21.54653444216082
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,5,5a,5.239793645663579,14.528709863999984,True,0.0,7.615038098451552,7.711545162705726,7.219108031818921,5.145661632429358
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,5,5b,13.2029839889991,1.9107456839999704,False,,,,,
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,5,5c,13.970143058665721,-3.314626776000029,False,,,,,
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,6,6a,-9.90574798751465,17.874595907999986,True,2.0,-7.6632245682757185,13.004325127671992,5.361757991512831,2.4193178627419236
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,6,6b,0.8049590237318596,-5.299632900000001,True,0.0,-2.077158957566183,-0.9008372715745093,5.258897892028016,-20.725202038761438
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,6,6c,1.7125179231929197,-6.634811124000012,True,1.0,-1.645751512837363,-1.8367035405346432,5.856603963687747,20.537343797470974
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,7,7a,-10.01842785083087,10.257536087999991,True,2.0,-10.460604862184269,9.639797598511844,0.7596850339216389,3.4559393647491383
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,7,7b,-7.485830922116288,-2.1700512000000174,True,0.0,-6.544607707272641,-1.6832800985117573,1.0596448675875818,-6.76083394569804
RXJ2129,barycentric_radial_alignment_projected_routing_P0701,7,7c,3.7040355081620837,-19.321482528000033,True,1.0,-4.362249267132873,-5.305052990997908,16.171742238914792,6.0701030690308375
