system_label,variant,contrast_mode,nominal_cap,source,route_fraction_multiplier,return_length_over_R80,width_over_R80,gate_mode,ordinary_geometry,source_positions,field_policy,contrast_cap,parameter,level,R50_kpc,R80_kpc,concentration_R50_over_R80,extent_gate,effective_route_fraction,return_length_kpc,endpoint_width_kpc,route_map_normalization_error,route_centroid_x_arcsec,route_centroid_y_arcsec,maximum_carrier_weighted_annular_mean_error,minimum_light_weight,maximum_light_weight,empty_annuli,contrast_strength,minimum_light_weight_after_strength,maximum_light_weight_after_strength,grid_spacing_arcsec,carrier_convergence_minimum,carrier_convergence_maximum,maximum_annular_convergence_mean_fraction,delta_convergence_minimum,delta_convergence_maximum,raw_correction_RMS_arcsec,raw_correction_maximum_arcsec,maximum_independent_circular_mean_deflection_arcsec,normalized_curl_RMS,maximum_edge_correction_arcsec,maximum_edge_delta_convergence
MACS0329,rational_A7p5,rational,7.5,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,7.5,smooth_saturation,rational_A7p5,196.85047455638184,244.14229945401107,0.8062940137641427,0.6799536629353464,0.6799536629353464,87.89122780344398,56.15272887442255,2.220446049250313e-16,-5.784383691089486,-0.9285945012749977,3.437507917553858e-16,0.0,648.3319643396092,114.0,1.0,0.0,648.3319643396092,1.0,0.005025401364310198,2.006153940456033,9.107490612680525e-17,-0.21506527290693572,9.498793648695539,0.6513701373780015,7.46764265433444,0.00018087532474297952,3.043411109777228e-17,0.2144128825942465,0.0
MACS0329,rational_A10p0,rational,10.0,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,10.0,smooth_saturation,rational_A10p0,196.85047455638184,244.14229945401107,0.8062940137641427,0.6799536629353464,0.6799536629353464,87.89122780344398,56.15272887442255,2.220446049250313e-16,-5.784383691089486,-0.9285945012749977,3.2787323521599643e-16,0.0,648.331964339609,114.0,1.0,0.0,648.331964339609,1.0,0.005025401364310198,2.006153940456033,1.753735977509241e-16,-0.22068874213426917,9.498793648695537,0.6666344401759494,7.620675704907905,0.0001835226484547814,3.14712347379819e-17,0.22084814776425205,0.0
MACS0329,rational_A15p0,rational,15.0,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,15.0,smooth_saturation,rational_A15p0,196.85047455638184,244.14229945401107,0.8062940137641427,0.6799536629353464,0.6799536629353464,87.89122780344398,56.15272887442255,2.220446049250313e-16,-5.784383691089486,-0.9285945012749977,4.134520942892266e-16,0.0,648.331964339609,114.0,1.0,0.0,648.331964339609,1.0,0.005025401364310198,2.006153940456033,9.208775171849121e-17,-0.22662964497819071,9.498793648695537,0.6844284464168328,7.8431766498751925,0.00018611935865742169,3.137598287318321e-17,0.22857508698083906,0.0
MACS0329,rational_A20p0,rational,20.0,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,20.0,smooth_saturation,rational_A20p0,196.85047455638184,244.14229945401107,0.8062940137641427,0.6799536629353464,0.6799536629353464,87.89122780344398,56.15272887442255,2.220446049250313e-16,-5.784383691089486,-0.9285945012749977,4.864255403752993e-16,0.0,648.3319643396092,114.0,1.0,0.0,648.3319643396092,1.0,0.005025401364310198,2.006153940456033,2.221178889656239e-16,-0.22972813281097879,9.498793648695539,0.6947138961205662,8.00140702410593,0.00018738867621759248,2.92685215628145e-17,0.23322506306302243,0.0
MACS0429,hard_A3p0,hard,3.0,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,3.0,smooth_saturation,hard_A3p0,43.067588939032476,228.53855516930213,0.18844780438525072,0.0999747775563954,0.0999747775563954,82.27387986094877,52.56386768893949,0.0,5.155721958088864,-3.0442460473273134,3.9640458098717265e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.137387325470892e-16,-0.1396717360697862,8.982453312580345,0.5880569004091566,6.032959387656162,0.00041423567439513587,2.95138736474459e-17,0.2552222925411018,0.0
MACS0429,hard_A5p0,hard,5.0,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,5.0,smooth_saturation,hard_A5p0,43.067588939032476,228.53855516930216,0.1884478043852507,0.09997477755639535,0.09997477755639535,82.27387986094877,52.563867688939496,0.0,5.155721958088863,-3.0442460473273125,4.423164753760483e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,9.872591613943656e-17,-0.13967173606978603,8.982453312580345,0.6013630642628591,5.956013083486861,0.0004184872975505627,2.7692325662016947e-17,0.2653001336927868,0.0
MACS0429,hard_A7p5,hard,7.5,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,7.5,smooth_saturation,hard_A7p5,43.067588939032476,228.53855516930213,0.18844780438525072,0.0999747775563954,0.0999747775563954,82.27387986094877,52.56386768893949,2.220446049250313e-16,5.155721958088864,-3.0442460473273134,3.8714972751584056e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.3950154912657445e-16,-0.13967173606978617,8.982453312580345,0.6085638915522731,5.848153754064545,0.0004182917691358812,2.9203663111739684e-17,0.2734144668094517,0.0
MACS0429,hard_A10p0,hard,10.0,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,10.0,smooth_saturation,hard_A10p0,43.067588939032476,228.5385551693022,0.18844780438525063,0.09997477755639535,0.09997477755639535,82.2738798609488,52.56386768893951,0.0,5.155721958088863,-3.0442460473273125,4.08358740246186e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.1441547557992278e-16,-0.13967173606978597,8.982453312580345,0.6131896005937655,5.754827554232369,0.00041822411520242575,2.774577947713372e-17,0.2793043609450307,0.0
MACS0429,hard_A15p0,hard,15.0,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,15.0,smooth_saturation,hard_A15p0,43.067588939032476,228.53855516930213,0.18844780438525072,0.0999747775563954,0.0999747775563954,82.27387986094877,52.56386768893949,0.0,5.155721958088864,-3.0442460473273134,3.939906339955152e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,2.2883095115984556e-16,-0.13967173606978617,8.982453312580345,0.6185394585447639,5.637305317346016,0.0004182202243627753,2.8052851003122947e-17,0.2861676792123832,0.0
MACS0429,hard_A20p0,hard,20.0,P0581 K0338 primary,1.0,0.36,0.23,cluster_logistic,P0581 fitted geometry held fixed,P0581 fitted source positions held fixed,ordinary baryonic field local; only zero-monopole angular distribution of the P0554 excess changes,20.0,smooth_saturation,hard_A20p0,43.06758893903247,228.53855516930207,0.18844780438525072,0.0999747775563954,0.0999747775563954,82.27387986094874,52.56386768893948,0.0,5.155721958088864,-3.044246047327314,3.5930974711020707e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.0673012529161679e-16,-0.13967173606978617,8.982453312580345,0.6215915644277414,5.525650911781461,0.00041821877900738436,2.834697075025567e-17,0.290070575169976,0.0
