system,target_kind,candidate_id,fraction_max,length_over_R80,width_over_R80,shape_gate,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc,galaxy_RMSE_ratio_budget,fold,selected_candidate_id
RXC J0032.1+1808,lenstool_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.06089393956332402,0.6323847533999188,0.5431284829188904,20.286868796566424,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,glafic_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.10291419476742553,0.41616542409525953,0.702813442213401,45.91280357259074,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,lenstool_best,LOCAL75,,,,,0.06320691002143142,0.7087023691491401,0.5093696969714196,10.934969352720172,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,glafic_best,LOCAL75,,,,,0.0762220545007407,0.7452854192139612,0.5588676162948002,36.01402793105801,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,lenstool_best,CENTRAL100,,,,,0.1239963641466373,0.43063360767581627,0.820542324669769,19.444800635696577,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,glafic_best,CENTRAL100,,,,,0.20409948144866424,0.10818347416540532,1.0083418156959245,51.14048230580423,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,lenstool_best,C0351,,,,,0.05688220497375454,0.622847029624273,0.612586175891031,23.20753634904914,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,glafic_best,C0351,,,,,0.10442577964369049,0.37361452532885475,0.7929680589200593,46.85416040144322,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,lenstool_best,W060,,,,,0.057838261296834684,0.6190305117912945,0.5890415010535588,22.043402610190768,1.02,0,F1_L0.25_W0.35_H
RXC J0032.1+1808,glafic_best,W060,,,,,0.10579928201296766,0.36660111106089943,0.7719588499969556,45.454633756176825,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,lenstool_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.03310512119680398,0.9356789875619256,0.2907260417548971,25.977011019829064,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,glafic_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.03221338792008289,0.9424038230060808,0.2871222646917803,20.260737242507606,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,lenstool_best,LOCAL75,,,,,0.027413305261261112,0.9619905016213992,0.272303040843252,19.465761133377377,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,glafic_best,LOCAL75,,,,,0.02701456240342944,0.9614146392676263,0.28298318085954954,13.256510283949643,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,lenstool_best,CENTRAL100,,,,,0.02334098114336021,0.922025633148109,0.29838868914526406,34.33975579019691,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,glafic_best,CENTRAL100,,,,,0.019731777780012644,0.9235611164470152,0.29717689806509606,28.457758526555903,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,lenstool_best,C0351,,,,,0.03096439215916498,0.9341214133796788,0.2810376043272586,18.28130996908341,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,glafic_best,C0351,,,,,0.03017388241285761,0.948388338752188,0.24813815506987202,12.563485829169478,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,lenstool_best,W060,,,,,0.024102377850659933,0.9560318596973797,0.23121389651681817,18.78268945098011,1.02,0,F1_L0.25_W0.35_H
RXC J0142.9+4438,glafic_best,W060,,,,,0.02378246342265377,0.9618907612218134,0.22336351662483037,12.982883312307354,1.02,0,F1_L0.25_W0.35_H
A2163,lenstool_best,F1_L0.25_W0.35_H2,1.0,0.25,0.35,H2,0.1215851848569351,0.5613896186989689,0.6908078104103326,79.74921916215222,1.02,1,F1_L0.25_W0.35_H2
A2163,glafic_best,F1_L0.25_W0.35_H2,1.0,0.25,0.35,H2,0.1222588743567884,0.55273645766568,0.6965365925351351,90.31253572656843,1.02,1,F1_L0.25_W0.35_H2
A2163,lenstool_best,LOCAL75,,,,,0.10978872179798056,0.5396563535576381,0.6725680190243059,71.27924962501245,1.02,1,F1_L0.25_W0.35_H2
A2163,glafic_best,LOCAL75,,,,,0.10531581280349246,0.5413717232036789,0.6509039636991408,81.74859615225748,1.02,1,F1_L0.25_W0.35_H2
A2163,lenstool_best,CENTRAL100,,,,,0.11302056127868115,0.5894001646761245,0.6984765946068708,83.3968679409347,1.02,1,F1_L0.25_W0.35_H2
A2163,glafic_best,CENTRAL100,,,,,0.1154250519607022,0.5705625961744364,0.7264961384266353,93.96004638825501,1.02,1,F1_L0.25_W0.35_H2
A2163,lenstool_best,C0351,,,,,0.10794075611644025,0.5694800294142278,0.6919537137186395,79.16666226873147,1.02,1,F1_L0.25_W0.35_H2
A2163,glafic_best,C0351,,,,,0.11119146854073254,0.549690104578188,0.71007674286024,89.51219010882232,1.02,1,F1_L0.25_W0.35_H2
A2163,lenstool_best,W060,,,,,0.10157310588367435,0.579604619317512,0.6681327739279103,76.82468698854967,1.02,1,F1_L0.25_W0.35_H2
A2163,glafic_best,W060,,,,,0.10259357562408028,0.5609900961023512,0.6764790222891957,87.1849759009261,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,lenstool_best,F1_L0.25_W0.35_H2,1.0,0.25,0.35,H2,0.1005133985902866,0.6810385860999131,0.5740084770287721,34.28017416123415,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,glafic_best,F1_L0.25_W0.35_H2,1.0,0.25,0.35,H2,0.11801195981837362,0.5737894316326975,0.6230644011428069,60.93824802238778,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,lenstool_best,LOCAL75,,,,,0.16192619310958895,0.07939305855443293,0.776685595412517,47.047863445004594,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,glafic_best,LOCAL75,,,,,0.17848741166924925,-0.04608664117089743,0.8107223227318133,73.7599279870359,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,lenstool_best,CENTRAL100,,,,,0.07756588178524183,0.81502970268001,0.45908604908973716,48.69772710172667,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,glafic_best,CENTRAL100,,,,,0.11448974561223736,0.7065088663511775,0.5778728405936675,75.90740827672938,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,lenstool_best,C0351,,,,,0.08801596360825967,0.7453571362948106,0.5013194614407934,34.94631552620801,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,glafic_best,C0351,,,,,0.10511691447597184,0.6730223090608528,0.5571300010243423,61.33516007172959,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,lenstool_best,W060,,,,,0.08813810804694495,0.748106901877405,0.5035849317930327,34.77300204427345,1.02,1,F1_L0.25_W0.35_H2
ACT-CL J0102-4915,glafic_best,W060,,,,,0.10565054052675907,0.6697395237580672,0.5595333797073669,61.17834005146569,1.02,1,F1_L0.25_W0.35_H2
CL J0152.7-1357,lenstool_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.03631598363396735,0.8293550138670827,0.41613642265345585,52.12882456191639,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,glafic_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.05558146592850937,0.7400790923428056,0.5157255081646239,63.66701981505901,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,lenstool_best,LOCAL75,,,,,0.0288934729331076,0.8890154842941987,0.3290084569629236,31.633063113181763,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,glafic_best,LOCAL75,,,,,0.04183331438342012,0.8400112729910152,0.40657039559664876,43.186682312950225,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,lenstool_best,CENTRAL100,,,,,0.06410279973309263,0.7761299183799442,0.5216465357230492,49.14561487877256,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,glafic_best,CENTRAL100,,,,,0.11087414599496681,0.5866366997891611,0.6933920809468117,60.5962161765163,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,lenstool_best,C0351,,,,,0.04236859182882446,0.8581327368644321,0.4731219120284888,47.618360783554785,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,glafic_best,C0351,,,,,0.049126569158098043,0.8284973125645564,0.48819096095719205,58.87015695977056,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,lenstool_best,W060,,,,,0.03197584905352763,0.8750552424639275,0.38687404900314587,46.04238917883855,1.02,2,F1_L0.25_W0.35_H
CL J0152.7-1357,glafic_best,W060,,,,,0.044094337378204805,0.8228855488592747,0.44821838430815897,57.2895433767373,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,lenstool_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.0865311987934255,0.5945867311426585,0.6764041767811304,30.788408572330543,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,glafic_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.033173845006249106,0.9000257987510946,0.3368440353945689,33.53095646634425,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,lenstool_best,LOCAL75,,,,,0.07280295876743167,0.661100364307618,0.5595888483904164,28.307896824608463,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,glafic_best,LOCAL75,,,,,0.027978957071853258,0.9266758219011665,0.2813178785446926,33.92346004815886,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,lenstool_best,CENTRAL100,,,,,0.08291962372309417,0.6373600853554162,0.6465736532097819,36.45064243466297,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,glafic_best,CENTRAL100,,,,,0.025876771981222114,0.9377525974334198,0.27125006595456497,25.955950276014846,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,lenstool_best,C0351,,,,,0.0839932895385577,0.6058369152080079,0.711849510982149,38.00522319611113,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,glafic_best,C0351,,,,,0.02012132675807437,0.9488477394458147,0.27840861223398433,23.53931528815062,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,lenstool_best,W060,,,,,0.07862832474382726,0.6223958461809366,0.6450673069899091,37.52035811494248,1.02,2,F1_L0.25_W0.35_H
RXC J0600.1-2007,glafic_best,W060,,,,,0.017710140429984797,0.9553907222546917,0.22239211341450218,24.07385391078064,1.02,2,F1_L0.25_W0.35_H
MACS J0035.4-2015,lenstool_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.08619321413655828,0.6770172311170936,0.5492034571558917,41.14447957480938,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,glafic_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.07980499116661446,0.6895983336586291,0.5641959788291958,41.55600655904718,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,lenstool_best,LOCAL75,,,,,0.09407847219807013,0.6294105866875045,0.5862062981439237,41.6247806243489,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,glafic_best,LOCAL75,,,,,0.0930569847764739,0.6328300079922753,0.6179827475758884,39.811130351403435,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,lenstool_best,CENTRAL100,,,,,0.07806215840975034,0.7627535949904105,0.5218869907938589,43.810401072120214,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,glafic_best,CENTRAL100,,,,,0.06999240339965064,0.778079648400452,0.5029282121511028,43.15499453071446,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,lenstool_best,C0351,,,,,0.06259527221937429,0.848396628890216,0.40142759149291346,31.66135613152217,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,glafic_best,C0351,,,,,0.05007542797029205,0.8718182170583858,0.3812530323495191,31.774428840067046,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,lenstool_best,W060,,,,,0.05920516506089696,0.8473119081597419,0.395698797364405,31.20454876347025,1.02,3,F1_L0.25_W0.35_H
MACS J0035.4-2015,glafic_best,W060,,,,,0.0497152022072241,0.8655864290999862,0.3959269747133016,31.264411748761454,1.02,3,F1_L0.25_W0.35_H
MACS J0553.4-3342,lenstool_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.03884712925683944,0.8767312973213137,0.4394375282404602,32.99388174816704,1.02,3,F1_L0.25_W0.35_H
MACS J0553.4-3342,glafic_best,F1_L0.25_W0.35_H,1.0,0.25,0.35,H,0.03726612591425553,0.9037247038770222,0.34123178772902135,19.2104314682811,1.02,3,F1_L0.25_W0.35_H
MACS J0553.4-3342,lenstool_best,LOCAL75,,,,,0.015565204238037087,0.9378721654083861,0.24869753494107463,10.523475800955662,1.02,3,F1_L0.25_W0.35_H
MACS J0553.4-3342,glafic_best,LOCAL75,,,,,0.03055659595322959,0.9104096279727549,0.30822636771518774,8.782492255691336,1.02,3,F1_L0.25_W0.35_H
MACS J0553.4-3342,lenstool_best,CENTRAL100,,,,,0.05607729330942489,0.7634649634565474,0.5656336666026255,27.76028293365757,1.02,3,F1_L0.25_W0.35_H
MACS J0553.4-3342,glafic_best,CENTRAL100,,,,,0.0727304329079308,0.7392365889003116,0.5536908260824037,13.947194764282179,1.02,3,F1_L0.25_W0.35_H
MACS J0553.4-3342,lenstool_best,C0351,,,,,0.04492121043965318,0.8664223741198029,0.5607358361624987,28.754282338731244,1.02,3,F1_L0.25_W0.35_H
MACS J0553.4-3342,glafic_best,C0351,,,,,0.038756442836055296,0.8938253040952719,0.4232127565454921,14.91097796802778,1.02,3,F1_L0.25_W0.35_H
