galaxy_id,t_type,is_barred,incl_deg,r_d_kpc,m_star_1e10Msun,m_gas_1e10Msun,gbar_2kpc_mps2,gbar_5kpc_mps2,gbar_10kpc_mps2,K_2kpc,K_5kpc,K_10kpc,Gbulge_mean_inner,Gbar_mean_inner,Gshear_mean_inner,rar_bias_dex,rar_scatter_dex,btfr_residual_dex,v_flat_kms
NGC6789,11,0,43.0,0.31,0.00335,0.00335,,,,,,,1.0,1.0,1.0,0.5642882560411538,0.1711283938737965,,0.0
UGC04483,10,0,58.0,0.18,0.001925,0.001925,,,,,,,1.0,1.0,1.0,0.3244089993784891,0.13976792755459924,5.242106948576992,24.2
UGC07232,10,0,59.0,0.29,0.005124999999999999,0.005124999999999999,,,,,,,1.0,1.0,1.0,0.16303067526641046,0.18864482226736043,,0.0
UGC07577,10,0,63.0,0.9,0.0033250000000000003,0.0033250000000000003,,,,,,,1.0,1.0,1.0,-0.08375232053091322,0.11570305072907192,6.117931710181524,15.9
UGCA281,11,0,67.0,1.72,0.00795,0.00795,,,,,,,1.0,1.0,1.0,0.2914104525861418,0.09872869301152361,5.593523417163143,28.8
