grid_points,total_mass,cluster_to_galaxy_response_ratio
65,0.3,1.116740458868476
65,1.0,3.520470372849991
65,3.0,0.9599451792203121
81,0.3,1.070654278429084
81,1.0,3.486490237209018
81,3.0,0.9585586962174119
