variant,system,iteration,maximum_relative_update,aqual
zero_d070,DDO53,1,1,0.1616831301502534
zero_d070,DDO53,2,2.3333332222220102,0.16168330343109755
zero_d070,DDO53,3,2.3333329629606272,0.16168388097625494
zero_d070,DDO53,4,2.3333320987395241,0.16168580548698941
zero_d070,DDO53,5,2.3333292178192866,0.16169221344741261
zero_d070,DDO53,6,2.3333196127165166,0.16171349603916721
zero_d070,DDO53,7,2.3332875731125613,0.16178362651663025
zero_d070,DDO53,8,2.3331805240853716,0.16200967065355612
zero_d070,DDO53,9,2.3328209358858394,0.16270255850832138
zero_d070,DDO53,10,2.3315923583257558,0.16465330743352666
zero_d070,DDO53,11,2.327181188061028,0.16944430465362476
zero_d070,DDO53,12,2.3092867554697261,0.17802534919279597
zero_d070,DDO53,13,2.2196440976818539,0.18250151778515838
zero_d070,DDO53,14,1.7239442987337592,0.13759466726451317
zero_d070,DDO53,15,0.45030105983267021,0.033929611554291882
zero_d070,DDO53,16,0.068576459556181121,0.041306228303959226
zero_d070,DDO53,17,0.021888577844226941,0.026363234694549618
zero_d070,DDO53,18,0.0076382447282015717,0.026893911492542756
zero_d070,DDO53,19,0.0051590217969857905,0.033184641514058956
zero_d070,DDO53,20,0.003384667978048545,0.032051139709048534
zero_d070,DDO53,21,0.0043027023738362938,0.021782626277826608
zero_d070,DDO53,22,0.0015624602314310183,0.030536023816467774
zero_d070,DDO53,23,0.0034892047353288266,0.017438985681253585
zero_d070,DDO53,24,0.0023014067206622471,0.017400004732060097
zero_d070,DDO53,25,0.0021045432256178061,0.032602704431836479
zero_d070,DDO53,26,0.0043258146250712386,0.070214614040278039
zero_d070,DDO53,27,0.0064730683892872103,0.033217613793927396
zero_d070,DDO53,28,0.0044784618342101762,0.028519236129898571
zero_d070,DDO53,29,0.0035368394772442783,0.027118780955966034
zero_d070,DDO53,30,0.0056482800814500562,0.068305195710121114
zero_d070,DDO53,31,0.0048402557800104737,0.042770618295674481
zero_d070,DDO53,32,0.0094374947783634269,0.089801421120353483
zero_d070,DDO53,33,0.0078761228007066305,0.036654589567485539
zero_d070,DDO53,34,0.010418664341678111,0.13406512722351274
zero_d070,DDO53,35,0.010008964160712851,0.025621181348154696
zero_d070,DDO53,36,0.0054776188657679782,0.033135079807538444
zero_d070,DDO53,37,0.0029086023538995448,0.029213249007851539
zero_d070,DDO53,38,0.0030772755569326918,0.026929008352185931
zero_d070,DDO53,39,0.0067098943520711857,0.056541339850209468
zero_d070,DDO53,40,0.0054550408211126531,0.038921271203760911
zero_d070,DDO53,41,0.0032708253247626102,0.028555296985473485
zero_d070,DDO53,42,0.0029039175589196655,0.029686531757057481
zero_d070,DDO53,43,0.0048131149928198665,0.035492787781162362
zero_d070,DDO53,44,0.0028525001018325758,0.020053313770493058
zero_d070,DDO53,45,0.0025771507731113734,0.016599786492619062
zero_d070,DDO53,46,0.0014688511895927755,0.01656913552995681
zero_d070,DDO53,47,0.0017826548284706138,0.017554695255480177
zero_d070,DDO53,48,0.0027272078184815475,0.028458406557690191
zero_d070,DDO53,49,0.0031614672167422737,0.052847899553127548
zero_d070,DDO53,50,0.0048139103716016152,0.054987136572147523
zero_d070,DDO53,51,0.010096832570971912,0.09158270340580596
zero_d070,DDO53,52,0.0081194753591989823,0.02703182441249952
zero_d070,DDO53,53,0.0096074391955432801,0.10500013028981027
zero_d070,DDO53,54,0.0096627336740290302,0.036708504980001826
zero_d070,DDO53,55,0.0040740066132283854,0.042733516772399262
zero_d070,DDO53,56,0.0045081097962357489,0.038138046181967873
zero_d070,DDO53,57,0.0059371416421780546,0.041483426277467497
zero_d070,DDO53,58,0.0043589840983269306,0.024689137491135875
zero_d070,DDO53,59,0.0039872513385130837,0.032531362151504033
zero_d070,DDO53,60,0.002995574291695145,0.021325018335281515
zero_d070,DDO53,61,0.0027019313619532259,0.016245887596577375
zero_d070,DDO53,62,0.0026321162067038427,0.025160111785096341
zero_d070,DDO53,63,0.0040959628810529787,0.058734094394118197
zero_d070,DDO53,64,0.0040269290603864704,0.042102617432917662
zero_d070,DDO53,65,0.0085538974158723344,0.079201619643335039
zero_d070,DDO53,66,0.0070491144552958934,0.029076930999116912
zero_d070,DDO53,67,0.0093108580336463097,0.11902210640249962
zero_d070,DDO53,68,0.0091689901013304979,0.022341909475193322
zero_d070,DDO53,69,0.003659041310011634,0.025652753911016409
zero_d070,DDO53,70,0.0048272198450635241,0.064303327490902312
zero_d070,DDO53,71,0.0053472163993380705,0.039637444215901145
zero_d070,DDO53,72,0.0081324682369140269,0.067487303219089009
zero_d070,DDO53,73,0.0065621317774080604,0.025157546711466361
zero_d070,DDO53,74,0.00871168296992165,0.11428669789569419
zero_d070,DDO53,75,0.0088412935719874696,0.023840487267093625
zero_d070,DDO53,76,0.0029322181773420407,0.023111967076613206
zero_d070,DDO53,77,0.0034742968549892794,0.03245030401462292
zero_d070,DDO53,78,0.0040789041713619094,0.044398843512942973
zero_d070,DDO53,79,0.0038953327382277307,0.056862671906601818
zero_d070,DDO53,80,0.0091874855896264696,0.080261217126547671
zero_d070,DDO53,81,0.0073566512705689384,0.02947335040724703
zero_d070,DDO53,82,0.0096828840769441326,0.10700802945681219
zero_d070,DDO53,83,0.009845845918188368,0.041021498105085666
zero_d070,DDO53,84,0.0040713052461830148,0.040336211196655085
zero_d070,DDO53,85,0.0049122883243397954,0.053295965870865124
zero_d070,DDO53,86,0.0065812822766259738,0.041835313869257602
zero_d070,DDO53,87,0.0040729836688616653,0.022109736405710186
zero_d070,DDO53,88,0.0036993198202621594,0.023203095340379849
zero_d070,DDO53,89,0.0024159027308280159,0.018787213813725827
zero_d070,DDO53,90,0.0035505857772823034,0.031277093058107976
zero_d070,DDO53,91,0.0036052131307794557,0.044557243356927845
zero_d070,DDO53,92,0.0040174665441175123,0.02820177007192606
zero_d070,DDO53,93,0.0041106144397794293,0.047209596736901852
zero_d070,DDO53,94,0.0050288885916932747,0.028419625106461802
zero_d070,DDO53,95,0.0055831018040773898,0.045624669576720317
zero_d070,DDO53,96,0.0039611993425115889,0.036580691125830275
zero_d070,DDO53,97,0.0090522481869946044,0.073416406138337498
zero_d070,DDO53,98,0.0075490817115567909,0.024590919834939766
zero_d070,DDO53,99,0.0079199075606737022,0.075236349854789095
zero_d070,DDO53,100,0.007854576422382957,0.025635622081943414
zero_d070,DDO53,101,0.003846465522554591,0.029993199522819886
zero_d070,DDO53,102,0.003340498723264139,0.028983349119920725
zero_d070,DDO53,103,0.0050552219015155241,0.074326820795536222
zero_d070,DDO53,104,0.0064248778497576183,0.03346830635701812
zero_d070,DDO53,105,0.0033553768765414126,0.018984544652664519
zero_d070,DDO53,106,0.0031684858536761449,0.031222361721319498
zero_d070,DDO53,107,0.0041601834103558869,0.033344584016785042
zero_d070,DDO53,108,0.0031185485136869502,0.033989314856820635
zero_d070,DDO53,109,0.0065892390521412212,0.048769462329146522
zero_d070,DDO53,110,0.0053134821200919724,0.021240636243569925
zero_d070,DDO53,111,0.0045703601013389449,0.039260070202203692
zero_d070,DDO53,112,0.0048117975063745946,0.020905441129475132
