fit_scope,A,L_sigma_kpc,normalized_RMSE,success
AS295,1.1550403783559333,10.000000020412905,0.8196168358026799,True
PLCKG287,1.7351951514980197,10.000000003292488,0.7454825243168716,True
JOINT,1.3753440351768997,10.000000006580658,0.8002773895169298,True
